method,row_index,date,metric,uniform_loss,intercept_loss,slopes_loss,weighted_loss,total,intercept_at_uniform_slopes,slopes_at_uniform_intercept,intercept_at_weighted_slopes,slopes_at_weighted_intercept,interaction,symmetric_intercept,symmetric_slopes
learned_vol_interaction,3684,2026-04-03,brier,0.2663738630264267,0.2434159485322288,0.2388043305354355,0.217334093506064,-0.04903976952036268,-0.022957914494197873,-0.027569532490991172,-0.02147023702937151,-0.026081855026164807,0.0014876774648263646,-0.02221407576178469,-0.02682569375857799
learned_vol_interaction,3688,2026-04-10,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3688,2026-04-10,brier,0.2996751538076423,0.27534865067053543,0.29799563905389054,0.2737753493167048,-0.02589980449093754,-0.02432650313710688,-0.0016795147537517763,-0.024220289737185763,-0.0015733013538306584,0.00010621339992111789,-0.024273396437146322,-0.0016264080537912173
learned_vol_interaction,3693,2026-04-17,direction_error,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-0.5,-0.5
learned_vol_interaction,3693,2026-04-17,brier,0.2574099268779081,0.2348182074554128,0.24131627078777645,0.21974956826728445,-0.03766035861062364,-0.0225917194224953,-0.016093656090131636,-0.021566702520492004,-0.015068639188128341,0.001025016902003295,-0.02207921097149365,-0.015581147639129989
learned_vol_interaction,3698,2026-04-24,direction_error,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.5,-0.5
learned_vol_interaction,3698,2026-04-24,brier,0.2859363031516964,0.2625291939127512,0.2529954916331222,0.230787598379177,-0.055148704772519375,-0.02340710923894518,-0.0329408115185742,-0.022207893253945177,-0.031741595533574196,0.0011992159850000017,-0.022807501246445178,-0.0323412035260742
learned_vol_interaction,3705,2026-05-08,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3705,2026-05-08,brier,0.300105435225251,0.3232423134628198,0.31300212850734005,0.33628815560489533,0.03618272037964432,0.02313687823756877,0.012896693282089033,0.023286027097555284,0.013045842142075548,0.00014914885998651428,0.023211452667562027,0.01297126771208229
learned_vol_interaction,3710,2026-05-15,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
