schedule,cutoff,seed,epoch,mode,draw,audit_seed,return_mse,auxiliary_mse,joint_mse
decay40,2017-12-31,20260912,40,dropout,4,20261204,0.877103532531448,1.053858344430932,0.9824893669745413
decay40,2017-12-31,20260912,40,dropout,5,20261205,0.8774922132318633,1.0536675099172452,0.9828589642235879
decay40,2017-12-31,20260912,40,dropout,6,20261206,0.8728460569240409,1.0547358095335093,0.9783196378773918
decay40,2017-12-31,20260912,40,dropout,7,20261207,0.8858743655354393,1.0544552571796262,0.9913198912534019
constant40,2018-12-31,20260910,40,eval,-1,-1,0.701669870406377,0.8807623924426676,0.7897461096506437
constant40,2018-12-31,20260910,40,dropout,0,20261200,0.7805306931149252,0.9168693099805056,0.8722176241129758
constant40,2018-12-31,20260910,40,dropout,1,20261201,0.7694133043977716,0.9130081449349773,0.8607141188912693
constant40,2018-12-31,20260910,40,dropout,2,20261202,0.7724145017927349,0.9043658246702666,0.8628510842597615
constant40,2018-12-31,20260910,40,dropout,3,20261203,0.7558693182112459,0.9100510419590252,0.8468744224071485
constant40,2018-12-31,20260910,40,dropout,4,20261204,0.7664401687910941,0.9073545251629243,0.8571756213073866
constant40,2018-12-31,20260910,40,dropout,5,20261205,0.772251466550712,0.9119198689860705,0.863443453449319
constant40,2018-12-31,20260910,40,dropout,6,20261206,0.7513768272231628,0.9058205860122488,0.8419588858243877
constant40,2018-12-31,20260910,40,dropout,7,20261207,0.7620455506910845,0.9095728687558058,0.8530028375666651
decay40,2018-12-31,20260910,40,eval,-1,-1,0.8095241609531505,0.9612897223929202,0.9056531331924426
decay40,2018-12-31,20260910,40,dropout,0,20261200,0.8638921533697517,0.9793927473195948,0.9618314281017112
decay40,2018-12-31,20260910,40,dropout,1,20261201,0.8671432783159742,0.9836473922278657,0.9655080175387607
decay40,2018-12-31,20260910,40,dropout,2,20261202,0.8750532505443548,0.9815194848682469,0.9732051990311795
decay40,2018-12-31,20260910,40,dropout,3,20261203,0.8566242793349341,0.9824988101839337,0.9548741603533275
decay40,2018-12-31,20260910,40,dropout,4,20261204,0.8554420645151866,0.9760987491330897,0.9530519394284955
decay40,2018-12-31,20260910,40,dropout,5,20261205,0.8560405617897588,0.979876627805238,0.9540282245702827
decay40,2018-12-31,20260910,40,dropout,6,20261206,0.8578544830870442,0.9784927159540049,0.9557037546824446
decay40,2018-12-31,20260910,40,dropout,7,20261207,0.8577134914761394,0.980478445532451,0.9557613360293845
constant40,2018-12-31,20260911,40,eval,-1,-1,0.7413527703845463,0.8986098929068373,0.83121375967523
constant40,2018-12-31,20260911,40,dropout,0,20261200,0.8133694021861433,0.9301169462141303,0.9063810968075563
constant40,2018-12-31,20260911,40,dropout,1,20261201,0.8192873508481834,0.9292193731367743,0.9122092881618609
constant40,2018-12-31,20260911,40,dropout,2,20261202,0.808549725206194,0.9266501453582475,0.9012147397420187
constant40,2018-12-31,20260911,40,dropout,3,20261203,0.812847373365918,0.9278643666933843,0.9056338100352563
constant40,2018-12-31,20260911,40,dropout,4,20261204,0.8117087056977494,0.9286698473560226,0.9045756904333517
constant40,2018-12-31,20260911,40,dropout,5,20261205,0.8106642958329499,0.9323363768063846,0.9038979335135884
constant40,2018-12-31,20260911,40,dropout,6,20261206,0.8273219499489216,0.9400135107854268,0.9213233010274643
constant40,2018-12-31,20260911,40,dropout,7,20261207,0.7991363591733153,0.9277436617705612,0.8919107253503714
decay40,2018-12-31,20260911,40,eval,-1,-1,0.8254735146200953,0.9788810203161201,0.9233616166517074
decay40,2018-12-31,20260911,40,dropout,0,20261200,0.883448874496455,0.9969047123216236,0.9831393457286174
decay40,2018-12-31,20260911,40,dropout,1,20261201,0.8698778227811327,0.9942205086086704,0.9692998736419998
decay40,2018-12-31,20260911,40,dropout,2,20261202,0.8654221978581468,0.9884395299984539,0.9642661508579922
decay40,2018-12-31,20260911,40,dropout,3,20261203,0.8768756030053338,0.9942930955876136,0.9763049125640952
decay40,2018-12-31,20260911,40,dropout,4,20261204,0.8773239384264316,0.9927309392478738,0.976597032351219
decay40,2018-12-31,20260911,40,dropout,5,20261205,0.8834748569564232,0.9962743145492721,0.9831022884113505
decay40,2018-12-31,20260911,40,dropout,6,20261206,0.8683628905373385,0.9978348895604879,0.9681463794933873
decay40,2018-12-31,20260911,40,dropout,7,20261207,0.8694227013198245,0.9948484722286354,0.968907548542688
constant40,2018-12-31,20260912,40,eval,-1,-1,0.7371632399250132,1.0067130745849624,0.8378345473835095
constant40,2018-12-31,20260912,40,dropout,0,20261200,0.7975578374476403,1.008404123463524,0.8983982497939927
constant40,2018-12-31,20260912,40,dropout,1,20261201,0.8087777769075829,1.0089701184559805,0.909674788753181
constant40,2018-12-31,20260912,40,dropout,2,20261202,0.7963317812919107,1.008857353173976,0.8972175166093084
constant40,2018-12-31,20260912,40,dropout,3,20261203,0.806873825626394,1.0085329569387504,0.907727121320269
constant40,2018-12-31,20260912,40,dropout,4,20261204,0.7956175183012083,1.0090039506038764,0.8965179133615959
constant40,2018-12-31,20260912,40,dropout,5,20261205,0.8006903716628493,1.00880280088387,0.9015706517512363
constant40,2018-12-31,20260912,40,dropout,6,20261206,0.8023777925105077,1.0080282473117346,0.9031806172416812
constant40,2018-12-31,20260912,40,dropout,7,20261207,0.8059847939724389,1.0089474615913887,0.9068795401315778
decay40,2018-12-31,20260912,40,eval,-1,-1,0.8451892867590695,1.0390488639268356,0.949094173151753
decay40,2018-12-31,20260912,40,dropout,0,20261200,0.8895718770083648,1.0369217195400249,0.9932640489623673
decay40,2018-12-31,20260912,40,dropout,1,20261201,0.8970949370747624,1.0372515551897152,1.0008200925937338
decay40,2018-12-31,20260912,40,dropout,2,20261202,0.8762029137227804,1.036804990969959,0.9798834128197763
decay40,2018-12-31,20260912,40,dropout,3,20261203,0.8918198762063774,1.0378086700151203,0.9956007432078894
decay40,2018-12-31,20260912,40,dropout,4,20261204,0.8843556709711734,1.0394304730289,0.9882987182740635
decay40,2018-12-31,20260912,40,dropout,5,20261205,0.89132539907565,1.0382218956404339,0.9951475886396934
decay40,2018-12-31,20260912,40,dropout,6,20261206,0.8919455958268038,1.037894704161461,0.9957350662429498
decay40,2018-12-31,20260912,40,dropout,7,20261207,0.9009185096811573,1.0363712394488844,1.0045556336260457
constant40,2019-12-31,20260910,40,eval,-1,-1,0.7108909996325387,0.9228597116628641,0.8031769707988251
constant40,2019-12-31,20260910,40,dropout,0,20261200,0.7840250169162303,0.9389962301639019,0.8779246399326205
constant40,2019-12-31,20260910,40,dropout,1,20261201,0.7808703298009855,0.9409658626315569,0.8749669160641411
constant40,2019-12-31,20260910,40,dropout,2,20261202,0.780538011323667,0.9416337216440718,0.8747013834880741
constant40,2019-12-31,20260910,40,dropout,3,20261203,0.7770766879870888,0.9420700164249395,0.8712836896295828
constant40,2019-12-31,20260910,40,dropout,4,20261204,0.7783993695253161,0.9417024525153445,0.8725696147768505
constant40,2019-12-31,20260910,40,dropout,5,20261205,0.7795658038545493,0.9408889857953195,0.8736547024340813
constant40,2019-12-31,20260910,40,dropout,6,20261206,0.7774077319775821,0.9388884359157663,0.8712965755691587
constant40,2019-12-31,20260910,40,dropout,7,20261207,0.7807048562631881,0.9423543535740766,0.8749402916205957
decay40,2019-12-31,20260910,40,eval,-1,-1,0.8422515280715615,1.0068921334095144,0.9429407414125129
decay40,2019-12-31,20260910,40,dropout,0,20261200,0.8862770358700652,1.0116098318274798,0.9874380190528133
decay40,2019-12-31,20260910,40,dropout,1,20261201,0.880563028283715,1.0125049456558244,0.9818135228492975
decay40,2019-12-31,20260910,40,dropout,2,20261202,0.8743821503357653,1.0121193219036484,0.9755940825261301
decay40,2019-12-31,20260910,40,dropout,3,20261203,0.8826768245976783,1.0131254081620769,0.9839893654138859
decay40,2019-12-31,20260910,40,dropout,4,20261204,0.875772181600325,1.011893796514694,0.9769615612517943
decay40,2019-12-31,20260910,40,dropout,5,20261205,0.8852692129953316,1.0122172008640633,0.986490933081738
decay40,2019-12-31,20260910,40,dropout,6,20261206,0.8848819884625887,1.0126984040693792,0.9861518288695266
decay40,2019-12-31,20260910,40,dropout,7,20261207,0.8820208596642468,1.010998469622113,0.9831207066264581
constant40,2019-12-31,20260911,40,eval,-1,-1,0.7244897830807426,0.8816943349398448,0.8126592165747271
constant40,2019-12-31,20260911,40,dropout,0,20261200,0.7941270172404497,0.9090880973991566,0.8850358269803653
constant40,2019-12-31,20260911,40,dropout,1,20261201,0.8194888022940445,0.920974567164312,0.9115862590104757
constant40,2019-12-31,20260911,40,dropout,2,20261202,0.8098299547823845,0.9222766291857729,0.9020576177009618
constant40,2019-12-31,20260911,40,dropout,3,20261203,0.8014774580281735,0.9167703930348777,0.8931544973316613
constant40,2019-12-31,20260911,40,dropout,4,20261204,0.7873817403731015,0.9150839074585785,0.8788901311189593
constant40,2019-12-31,20260911,40,dropout,5,20261205,0.8017403021967259,0.9162296340574981,0.8933632656024757
constant40,2019-12-31,20260911,40,dropout,6,20261206,0.7944052010447339,0.913034126162529,0.8857086136609869
constant40,2019-12-31,20260911,40,dropout,7,20261207,0.7949908485312677,0.9149894329127759,0.8864897918225453
decay40,2019-12-31,20260911,40,eval,-1,-1,0.847972558157336,0.9594582498667216,0.9439183831440081
decay40,2019-12-31,20260911,40,dropout,0,20261200,0.8997659890534121,0.9790587266859777,0.9976718617220098
decay40,2019-12-31,20260911,40,dropout,1,20261201,0.9132284745425727,0.9885427627669471,1.0120827508192674
decay40,2019-12-31,20260911,40,dropout,2,20261202,0.8963526677671444,0.9790705878210123,0.9942597265492457
decay40,2019-12-31,20260911,40,dropout,3,20261203,0.8903337156827724,0.9777325937950309,0.9881069750622755
decay40,2019-12-31,20260911,40,dropout,4,20261204,0.896323375704057,0.9794362332267519,0.9942669990267321
decay40,2019-12-31,20260911,40,dropout,5,20261205,0.9047538125536189,0.982569737668745,1.0030107863204933
decay40,2019-12-31,20260911,40,dropout,6,20261206,0.8971303974554314,0.981362462790541,0.9952666437344855
decay40,2019-12-31,20260911,40,dropout,7,20261207,0.8970186556291874,0.9747914817450917,0.9944978038036966
constant40,2019-12-31,20260912,40,eval,-1,-1,0.7086578012724616,0.9870995094418938,0.8073677522166509
constant40,2019-12-31,20260912,40,dropout,0,20261200,0.7757534181057312,0.9946761204037325,0.8752210301461044
constant40,2019-12-31,20260912,40,dropout,1,20261201,0.7718123192864463,0.9953030058731246,0.8713426198737588
constant40,2019-12-31,20260912,40,dropout,2,20261202,0.7870619587649871,0.9941333750912417,0.8864752962741113
constant40,2019-12-31,20260912,40,dropout,3,20261203,0.7651000921415511,0.9946613954496301,0.864566231686514
constant40,2019-12-31,20260912,40,dropout,4,20261204,0.7712415165854662,0.9948387841945707,0.8707253950049233
constant40,2019-12-31,20260912,40,dropout,5,20261205,0.7792924754197101,0.9947767020235436,0.8787701456220645
constant40,2019-12-31,20260912,40,dropout,6,20261206,0.7887498567209641,0.9940106623236081,0.8881509229533249
constant40,2019-12-31,20260912,40,dropout,7,20261207,0.7874001291917381,0.9957051414626438,0.8869706433380025
decay40,2019-12-31,20260912,40,eval,-1,-1,0.8576051218788528,1.0331417317943128,0.9609192950582841
decay40,2019-12-31,20260912,40,dropout,0,20261200,0.8889413722639944,1.0342320146396171,0.9923645737279561
decay40,2019-12-31,20260912,40,dropout,1,20261201,0.8901634460254305,1.032788384291096,0.9934422844545401
decay40,2019-12-31,20260912,40,dropout,2,20261202,0.8969127151881539,1.0324408570868038,1.0001568008968342
decay40,2019-12-31,20260912,40,dropout,3,20261203,0.882443863969823,1.03383442914892,0.985827306884715
decay40,2019-12-31,20260912,40,dropout,4,20261204,0.9012479420831032,1.0333500418665778,1.004582946269761
decay40,2019-12-31,20260912,40,dropout,5,20261205,0.8898496748932813,1.0344798063622749,0.9932976555295088
decay40,2019-12-31,20260912,40,dropout,6,20261206,0.8914540998492556,1.0331066100997959,0.9947647608592352
decay40,2019-12-31,20260912,40,dropout,7,20261207,0.8907363991805772,1.0345798380105105,0.9941943829816283
