year,date,method,patches,min_length,max_length,mean_length,lengths
2021,2021-07-23,normalized,12,1,25,10.416666666666666,"[1, 7, 5, 11, 25, 10, 16, 10, 5, 14, 14, 7]"
2021,2021-07-30,raw,14,2,13,8.928571428571429,"[2, 5, 11, 12, 9, 10, 13, 8, 11, 6, 7, 5, 13, 13]"
2021,2021-07-30,normalized,11,3,25,11.363636363636363,"[3, 5, 11, 25, 10, 16, 10, 5, 14, 13, 13]"
2021,2021-08-06,raw,14,2,13,8.928571428571429,"[2, 11, 12, 9, 10, 13, 12, 5, 9, 12, 11, 5, 5, 9]"
2021,2021-08-06,normalized,10,3,25,12.5,"[3, 11, 25, 10, 16, 10, 5, 14, 14, 17]"
2021,2021-08-13,raw,15,1,13,8.333333333333334,"[1, 7, 12, 9, 10, 13, 12, 5, 9, 12, 11, 5, 5, 9, 5]"
2021,2021-08-13,normalized,11,1,25,11.363636363636363,"[1, 8, 25, 10, 16, 10, 5, 14, 17, 5, 14]"
2021,2021-08-20,raw,14,3,16,8.928571428571429,"[3, 12, 9, 10, 13, 8, 11, 6, 7, 5, 16, 11, 5, 9]"
2021,2021-08-20,normalized,10,4,25,12.5,"[4, 25, 10, 16, 10, 5, 14, 14, 18, 9]"
2021,2021-08-27,raw,15,5,13,8.333333333333334,"[5, 5, 9, 10, 13, 12, 5, 9, 12, 11, 6, 5, 6, 5, 12]"
2021,2021-08-27,normalized,9,5,24,13.88888888888889,"[24, 10, 16, 10, 5, 14, 14, 18, 14]"
2021,2021-09-03,raw,13,5,17,9.615384615384615,"[5, 9, 10, 13, 8, 11, 6, 7, 5, 16, 11, 17, 7]"
2021,2021-09-03,normalized,11,5,20,11.363636363636363,"[5, 9, 5, 10, 16, 10, 5, 14, 14, 17, 20]"
2021,2021-09-10,raw,15,5,16,8.333333333333334,"[9, 10, 13, 8, 11, 6, 7, 5, 16, 11, 5, 5, 5, 6, 8]"
2021,2021-09-10,normalized,11,5,16,11.363636363636363,"[9, 5, 10, 16, 10, 5, 14, 14, 16, 15, 11]"
2021,2021-09-17,raw,14,4,16,8.928571428571429,"[4, 10, 13, 12, 5, 9, 12, 11, 6, 5, 6, 5, 11, 16]"
2021,2021-09-17,normalized,11,4,16,11.363636363636363,"[4, 5, 10, 16, 10, 5, 14, 14, 16, 15, 16]"
2021,2021-09-24,raw,15,1,13,8.333333333333334,"[1, 10, 13, 12, 5, 9, 12, 11, 6, 5, 6, 5, 12, 6, 12]"
2021,2021-09-24,normalized,11,1,18,11.363636363636363,"[1, 5, 10, 16, 10, 5, 14, 14, 18, 15, 17]"
2021,2021-10-08,raw,15,1,17,8.333333333333334,"[1, 5, 13, 12, 5, 9, 12, 11, 6, 5, 6, 5, 12, 6, 17]"
2021,2021-10-08,normalized,10,1,21,12.5,"[1, 10, 16, 10, 5, 14, 14, 17, 21, 17]"
2021,2021-10-15,raw,14,1,16,8.928571428571429,"[1, 13, 12, 5, 9, 12, 11, 6, 5, 6, 5, 11, 16, 13]"
2021,2021-10-15,normalized,11,1,20,11.363636363636363,"[1, 5, 16, 10, 5, 14, 14, 17, 20, 11, 12]"
2021,2021-10-22,raw,15,2,16,8.333333333333334,"[2, 7, 12, 5, 9, 12, 11, 6, 5, 6, 5, 11, 16, 13, 5]"
2021,2021-10-22,normalized,10,1,18,12.5,"[1, 16, 10, 5, 14, 14, 16, 15, 16, 18]"
2021,2021-10-29,raw,15,4,16,8.333333333333334,"[4, 12, 5, 9, 12, 11, 6, 5, 6, 5, 11, 16, 13, 5, 5]"
2021,2021-10-29,normalized,11,1,18,11.363636363636363,"[1, 11, 10, 5, 14, 14, 16, 15, 16, 18, 5]"
2021,2021-11-05,raw,16,5,19,7.8125,"[7, 11, 6, 7, 5, 16, 11, 5, 5, 5, 5, 7, 5, 19, 5, 6]"
2021,2021-11-05,normalized,10,5,19,12.5,"[7, 10, 5, 14, 14, 16, 15, 14, 19, 11]"
2021,2021-11-12,raw,17,2,18,7.352941176470588,"[2, 11, 6, 7, 5, 16, 11, 5, 5, 5, 5, 7, 5, 18, 5, 5, 7]"
2021,2021-11-12,normalized,12,2,18,10.416666666666666,"[2, 10, 5, 14, 14, 16, 15, 14, 18, 5, 5, 7]"
2021,2021-11-19,raw,15,5,18,8.333333333333334,"[8, 6, 7, 5, 16, 11, 5, 5, 5, 5, 7, 5, 18, 9, 13]"
2021,2021-11-19,normalized,10,5,18,12.5,"[7, 5, 14, 14, 16, 15, 16, 18, 6, 14]"
2021,2021-11-26,raw,16,3,18,7.8125,"[3, 6, 7, 5, 16, 11, 5, 5, 5, 5, 7, 5, 18, 9, 13, 5]"
2021,2021-11-26,normalized,11,2,18,11.363636363636363,"[2, 5, 14, 14, 16, 15, 16, 18, 6, 14, 5]"
2021,2021-12-03,raw,15,4,18,8.333333333333334,"[4, 7, 5, 16, 11, 5, 5, 5, 5, 7, 5, 18, 9, 15, 8]"
2021,2021-12-03,normalized,10,2,18,12.5,"[2, 14, 14, 16, 15, 16, 18, 6, 16, 8]"
2021,2021-12-10,raw,15,5,18,8.333333333333334,"[6, 5, 16, 11, 5, 5, 5, 5, 7, 5, 18, 9, 15, 8, 5]"
2021,2021-12-10,normalized,11,4,18,11.363636363636363,"[4, 7, 14, 16, 15, 16, 18, 6, 16, 8, 5]"
2021,2021-12-17,raw,14,1,22,8.928571428571429,"[1, 5, 16, 11, 5, 5, 5, 5, 7, 5, 18, 9, 11, 22]"
2021,2021-12-17,normalized,10,1,22,12.5,"[1, 5, 14, 16, 15, 14, 18, 9, 11, 22]"
2021,2021-12-24,raw,16,1,19,7.8125,"[1, 16, 11, 5, 5, 5, 5, 7, 5, 19, 5, 8, 7, 5, 10, 11]"
2021,2021-12-24,normalized,9,1,21,13.88888888888889,"[1, 14, 16, 15, 16, 18, 6, 18, 21]"
2021,2021-12-31,raw,15,2,18,8.333333333333334,"[2, 5, 5, 11, 5, 5, 5, 5, 7, 5, 18, 9, 15, 11, 17]"
2021,2021-12-31,normalized,10,4,18,12.5,"[4, 6, 16, 15, 16, 18, 6, 14, 13, 17]"
2022,2022-01-07,raw,14,2,17,8.928571428571429,"[2, 7, 5, 11, 17, 13, 8, 8, 11, 8, 7, 7, 13, 8]"
2022,2022-01-07,normalized,11,2,20,11.363636363636363,"[2, 7, 5, 10, 20, 19, 8, 20, 13, 13, 8]"
2022,2022-01-14,raw,14,4,17,8.928571428571429,"[4, 5, 11, 17, 13, 8, 8, 11, 5, 5, 7, 6, 11, 14]"
2022,2022-01-14,normalized,10,1,25,12.5,"[1, 17, 16, 6, 25, 5, 6, 16, 13, 20]"
2022,2022-01-21,raw,12,4,17,10.416666666666666,"[4, 11, 17, 13, 8, 8, 11, 8, 7, 7, 15, 16]"
2022,2022-01-21,normalized,9,4,20,13.88888888888889,"[4, 10, 20, 19, 8, 20, 13, 15, 16]"
2022,2022-01-28,raw,13,1,17,9.615384615384615,"[1, 9, 17, 13, 8, 8, 11, 8, 7, 7, 15, 8, 13]"
2022,2022-01-28,normalized,10,5,25,12.5,"[8, 16, 6, 25, 5, 6, 16, 13, 17, 13]"
2022,2022-02-11,raw,11,5,21,11.363636363636363,"[5, 17, 13, 8, 8, 11, 8, 7, 13, 21, 14]"
2022,2022-02-11,normalized,10,3,25,12.5,"[3, 16, 6, 25, 5, 6, 16, 13, 21, 14]"
2022,2022-02-18,raw,11,5,21,11.363636363636363,"[17, 13, 8, 8, 11, 8, 7, 13, 21, 14, 5]"
2022,2022-02-18,normalized,10,5,25,12.5,"[14, 6, 25, 5, 6, 16, 13, 21, 14, 5]"
2022,2022-02-25,raw,13,2,21,9.615384615384615,"[2, 10, 13, 8, 8, 11, 8, 7, 13, 21, 13, 5, 6]"
2022,2022-02-25,normalized,10,2,25,12.5,"[2, 7, 6, 25, 5, 6, 16, 13, 20, 25]"
2022,2022-03-04,raw,14,1,21,8.928571428571429,"[1, 6, 13, 8, 8, 11, 8, 7, 13, 21, 13, 5, 6, 5]"
2022,2022-03-04,normalized,10,4,25,12.5,"[4, 6, 25, 5, 6, 16, 13, 20, 22, 8]"
2022,2022-03-11,raw,12,2,21,10.416666666666666,"[2, 13, 8, 8, 11, 8, 7, 13, 21, 14, 11, 9]"
2022,2022-03-11,normalized,10,4,22,12.5,"[4, 19, 8, 21, 7, 6, 10, 11, 22, 17]"
2022,2022-03-18,raw,13,2,21,9.615384615384615,"[2, 8, 8, 8, 11, 8, 7, 13, 21, 14, 11, 9, 5]"
2022,2022-03-18,normalized,8,5,25,15.625,"[25, 5, 6, 16, 13, 20, 22, 18]"
2022,2022-03-25,raw,13,5,21,9.615384615384615,"[5, 8, 8, 11, 8, 7, 13, 21, 14, 11, 9, 5, 5]"
2022,2022-03-25,normalized,9,2,23,13.88888888888889,"[2, 18, 5, 6, 16, 13, 20, 23, 22]"
2022,2022-04-01,raw,13,5,21,9.615384615384615,"[8, 8, 11, 8, 7, 13, 21, 14, 11, 9, 5, 5, 5]"
2022,2022-04-01,normalized,8,8,24,15.625,"[8, 8, 20, 13, 15, 15, 24, 22]"
2022,2022-04-08,raw,12,5,21,10.416666666666666,"[5, 8, 11, 8, 7, 13, 21, 14, 7, 5, 21, 5]"
2022,2022-04-08,normalized,8,5,25,15.625,"[5, 8, 20, 13, 15, 15, 24, 25]"
2022,2022-04-15,raw,12,5,21,10.416666666666666,"[8, 11, 8, 7, 13, 21, 14, 7, 5, 21, 5, 5]"
2022,2022-04-15,normalized,8,5,25,15.625,"[8, 20, 13, 15, 15, 24, 25, 5]"
2022,2022-04-22,raw,13,3,21,9.615384615384615,"[3, 11, 8, 7, 13, 21, 14, 7, 10, 5, 12, 5, 9]"
2022,2022-04-22,normalized,10,2,25,12.5,"[2, 5, 6, 16, 13, 20, 24, 25, 5, 9]"
2022,2022-04-29,raw,13,2,21,9.615384615384615,"[2, 7, 8, 7, 13, 21, 14, 11, 9, 5, 5, 12, 11]"
2022,2022-04-29,normalized,8,2,25,15.625,"[2, 6, 16, 13, 20, 24, 25, 19]"
2022,2022-05-06,raw,12,5,21,10.416666666666666,"[7, 8, 7, 13, 21, 14, 11, 9, 5, 5, 11, 14]"
2022,2022-05-06,normalized,8,7,24,15.625,"[7, 9, 13, 15, 15, 24, 24, 18]"
2022,2022-05-13,raw,13,2,21,9.615384615384615,"[2, 8, 7, 13, 21, 14, 11, 9, 5, 5, 11, 14, 5]"
2022,2022-05-13,normalized,8,2,25,15.625,"[2, 9, 13, 15, 15, 24, 22, 25]"
2022,2022-05-20,raw,13,5,21,9.615384615384615,"[5, 7, 13, 21, 14, 7, 5, 21, 5, 5, 6, 5, 11]"
2022,2022-05-20,normalized,9,1,24,13.88888888888889,"[1, 5, 13, 15, 15, 24, 24, 17, 11]"
2022,2022-05-27,raw,13,5,21,9.615384615384615,"[7, 13, 21, 14, 7, 5, 21, 5, 5, 6, 5, 10, 6]"
2022,2022-05-27,normalized,7,7,25,17.857142857142858,"[7, 13, 20, 24, 25, 23, 13]"
2022,2022-06-10,raw,13,5,21,9.615384615384615,"[11, 21, 14, 7, 5, 21, 5, 5, 6, 5, 10, 5, 10]"
2022,2022-06-10,normalized,9,5,24,13.88888888888889,"[5, 15, 15, 24, 24, 17, 10, 5, 10]"
2022,2022-06-17,raw,12,5,21,10.416666666666666,"[6, 21, 14, 11, 9, 5, 5, 11, 14, 5, 7, 17]"
2022,2022-06-17,normalized,7,7,25,17.857142857142858,"[15, 15, 24, 22, 25, 7, 17]"
2022,2022-06-24,raw,12,1,23,10.416666666666666,"[1, 21, 14, 11, 9, 5, 5, 11, 14, 5, 6, 23]"
2022,2022-06-24,normalized,7,1,25,17.857142857142858,"[1, 20, 22, 25, 20, 14, 23]"
2022,2022-07-01,raw,13,1,17,9.615384615384615,"[1, 5, 11, 14, 11, 9, 5, 5, 10, 17, 11, 13, 13]"
2022,2022-07-01,normalized,8,5,25,15.625,"[5, 15, 24, 24, 17, 10, 5, 25]"
2022,2022-07-08,raw,14,1,21,8.928571428571429,"[1, 11, 14, 7, 5, 21, 5, 5, 6, 5, 10, 5, 9, 21]"
2022,2022-07-08,normalized,7,7,25,17.857142857142858,"[15, 24, 22, 25, 7, 11, 21]"
2022,2022-07-15,raw,16,1,21,7.8125,"[1, 6, 14, 7, 5, 21, 5, 5, 6, 5, 10, 5, 10, 6, 5, 14]"
2022,2022-07-15,normalized,8,5,25,15.625,"[5, 5, 24, 24, 17, 11, 25, 14]"
2022,2022-07-22,raw,15,2,21,8.333333333333334,"[2, 14, 7, 5, 21, 5, 5, 6, 5, 10, 5, 10, 6, 7, 17]"
2022,2022-07-22,normalized,8,5,24,15.625,"[5, 24, 24, 17, 10, 5, 23, 17]"
2022,2022-07-29,raw,15,5,21,8.333333333333334,"[11, 7, 5, 21, 5, 5, 6, 5, 10, 5, 10, 6, 8, 15, 6]"
2022,2022-07-29,normalized,7,5,24,17.857142857142858,"[24, 24, 17, 10, 5, 23, 22]"
2022,2022-08-05,raw,16,1,21,7.8125,"[1, 5, 7, 5, 21, 5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 9]"
2022,2022-08-05,normalized,9,1,25,13.88888888888889,"[1, 5, 13, 22, 25, 7, 11, 22, 19]"
2022,2022-08-12,raw,16,1,21,7.8125,"[1, 7, 5, 21, 5, 5, 6, 5, 10, 5, 10, 6, 8, 15, 8, 8]"
2022,2022-08-12,normalized,8,1,25,15.625,"[1, 13, 22, 25, 7, 11, 21, 25]"
2022,2022-08-19,raw,15,3,21,8.333333333333334,"[3, 5, 21, 5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 9, 10]"
2022,2022-08-19,normalized,8,4,25,15.625,"[4, 5, 24, 17, 11, 25, 14, 25]"
2022,2022-08-26,raw,15,3,21,8.333333333333334,"[3, 21, 5, 5, 6, 5, 10, 5, 10, 6, 8, 15, 8, 10, 8]"
2022,2022-08-26,normalized,7,4,25,17.857142857142858,"[4, 24, 17, 11, 25, 25, 19]"
2022,2022-09-02,raw,14,5,19,8.928571428571429,"[19, 5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 5, 15, 9]"
2022,2022-09-02,normalized,7,7,25,17.857142857142858,"[21, 25, 7, 11, 20, 25, 16]"
2022,2022-09-09,raw,16,3,14,7.8125,"[3, 11, 5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 12]"
2022,2022-09-09,normalized,8,5,25,15.625,"[5, 11, 25, 7, 11, 20, 24, 22]"
2022,2022-09-16,raw,17,4,14,7.352941176470588,"[4, 6, 5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 11, 5]"
2022,2022-09-16,normalized,10,5,25,12.5,"[6, 8, 17, 11, 25, 25, 12, 5, 11, 5]"
2022,2022-09-23,raw,17,5,14,7.352941176470588,"[5, 5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 10, 5, 6]"
2022,2022-09-23,normalized,9,1,25,13.88888888888889,"[1, 8, 17, 11, 25, 25, 12, 5, 21]"
2022,2022-09-30,raw,16,5,14,7.8125,"[5, 5, 6, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 10, 5, 11]"
2022,2022-09-30,normalized,8,4,25,15.625,"[4, 17, 11, 25, 14, 22, 7, 25]"
2022,2022-10-14,raw,15,5,14,8.333333333333334,"[5, 6, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 12, 6, 13]"
2022,2022-10-14,normalized,8,1,25,15.625,"[1, 21, 7, 11, 20, 25, 16, 24]"
2022,2022-10-21,raw,15,5,14,8.333333333333334,"[6, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 12, 6, 11, 7]"
2022,2022-10-21,normalized,9,5,25,13.88888888888889,"[6, 5, 11, 25, 25, 12, 5, 11, 25]"
2022,2022-10-28,raw,15,1,14,8.333333333333334,"[1, 5, 10, 5, 10, 6, 11, 14, 5, 12, 5, 12, 6, 13, 10]"
2022,2022-10-28,normalized,10,2,25,12.5,"[2, 5, 5, 7, 11, 20, 25, 16, 24, 10]"
2022,2022-11-04,raw,15,1,14,8.333333333333334,"[1, 10, 5, 10, 6, 11, 14, 5, 12, 5, 11, 8, 9, 10, 8]"
2022,2022-11-04,normalized,9,1,25,13.88888888888889,"[1, 11, 25, 25, 12, 5, 18, 12, 16]"
2022,2022-11-11,raw,14,5,14,8.928571428571429,"[6, 5, 10, 6, 11, 14, 5, 12, 5, 12, 6, 13, 9, 11]"
2022,2022-11-11,normalized,9,2,25,13.88888888888889,"[2, 7, 11, 20, 25, 16, 24, 9, 11]"
2022,2022-11-18,raw,15,1,14,8.333333333333334,"[1, 5, 10, 6, 11, 14, 5, 12, 5, 12, 6, 13, 9, 8, 8]"
2022,2022-11-18,normalized,9,4,25,13.88888888888889,"[4, 11, 20, 25, 16, 24, 9, 8, 8]"
2022,2022-11-25,raw,14,1,14,8.928571428571429,"[1, 10, 6, 11, 14, 5, 12, 5, 12, 6, 13, 9, 12, 9]"
2022,2022-11-25,normalized,9,1,25,13.88888888888889,"[1, 9, 20, 25, 16, 24, 9, 12, 9]"
2022,2022-12-02,raw,14,5,14,8.928571428571429,"[6, 6, 11, 14, 5, 12, 5, 12, 6, 13, 9, 12, 9, 5]"
2022,2022-12-02,normalized,9,5,25,13.88888888888889,"[5, 20, 25, 16, 24, 9, 12, 9, 5]"
2022,2022-12-09,raw,14,1,14,8.928571428571429,"[1, 6, 11, 14, 5, 12, 5, 12, 6, 13, 9, 13, 6, 12]"
2022,2022-12-09,normalized,7,6,25,17.857142857142858,"[20, 24, 20, 25, 18, 6, 12]"
2022,2022-12-16,raw,13,2,18,9.615384615384615,"[2, 11, 14, 5, 12, 5, 12, 6, 13, 9, 13, 5, 18]"
2022,2022-12-16,normalized,9,1,25,13.88888888888889,"[1, 14, 25, 16, 24, 9, 8, 8, 20]"
2022,2022-12-23,raw,14,3,15,8.928571428571429,"[3, 5, 14, 5, 12, 5, 12, 6, 13, 9, 12, 9, 5, 15]"
2022,2022-12-23,normalized,9,5,25,13.88888888888889,"[10, 25, 16, 24, 9, 12, 9, 5, 15]"
2022,2022-12-30,raw,13,3,18,9.615384615384615,"[3, 14, 5, 12, 5, 12, 6, 13, 9, 12, 8, 8, 18]"
2022,2022-12-30,normalized,8,5,25,15.625,"[5, 24, 20, 25, 18, 6, 8, 19]"
2023,2023-01-06,raw,13,3,17,9.615384615384615,"[3, 7, 8, 12, 5, 7, 8, 15, 10, 15, 17, 12, 6]"
2023,2023-01-06,normalized,9,5,23,13.88888888888889,"[10, 20, 5, 7, 23, 10, 17, 21, 12]"
2023,2023-01-13,raw,12,5,17,10.416666666666666,"[5, 8, 12, 5, 7, 8, 15, 10, 15, 17, 12, 11]"
2023,2023-01-13,normalized,9,5,24,13.88888888888889,"[5, 20, 5, 7, 23, 9, 24, 20, 12]"
2023,2023-01-20,raw,12,5,17,10.416666666666666,"[8, 12, 5, 7, 8, 15, 10, 15, 17, 11, 5, 12]"
2023,2023-01-20,normalized,8,2,25,15.625,"[2, 22, 25, 17, 13, 19, 7, 20]"
2023,2023-02-03,raw,11,3,21,11.363636363636363,"[3, 12, 5, 7, 8, 15, 10, 17, 21, 9, 18]"
2023,2023-02-03,normalized,9,3,25,13.88888888888889,"[3, 11, 5, 25, 17, 13, 19, 7, 25]"
2023,2023-02-10,raw,13,2,17,9.615384615384615,"[2, 8, 5, 7, 8, 15, 10, 15, 17, 11, 5, 14, 8]"
2023,2023-02-10,normalized,10,2,23,12.5,"[2, 8, 5, 7, 23, 10, 15, 16, 18, 21]"
2023,2023-02-17,raw,13,5,17,9.615384615384615,"[5, 5, 7, 8, 15, 10, 15, 17, 11, 5, 14, 6, 7]"
2023,2023-02-17,normalized,10,5,23,12.5,"[5, 5, 7, 23, 10, 17, 21, 12, 18, 7]"
2023,2023-02-24,raw,12,5,17,10.416666666666666,"[5, 7, 8, 15, 10, 15, 17, 11, 5, 13, 11, 8]"
2023,2023-02-24,normalized,9,5,23,13.88888888888889,"[5, 7, 23, 10, 16, 23, 22, 11, 8]"
2023,2023-03-03,raw,13,5,17,9.615384615384615,"[7, 8, 15, 10, 15, 17, 11, 5, 14, 6, 6, 5, 6]"
2023,2023-03-03,normalized,8,6,23,15.625,"[7, 23, 10, 17, 21, 21, 20, 6]"
2023,2023-03-10,raw,12,2,17,10.416666666666666,"[2, 8, 15, 10, 15, 17, 11, 5, 14, 8, 8, 12]"
2023,2023-03-10,normalized,9,3,20,13.88888888888889,"[3, 16, 17, 13, 19, 7, 20, 18, 12]"
