job,method,cutoff,seed,split,n,interaction_coefficient,raw_product_coefficient,interaction_feature_mean,interaction_feature_std,refitted_parent_mean,interaction_logit_mean,interaction_logit_std,total_logit_mean
learned_order_extension_2015-12-31_20260912,learned_order_extension,2015-12-31,20260912,training,1190,0.1725378864558195,3.0863849129684926,5.970947359328573e-18,1.0,0.006202248089873153,4.47821051949643e-18,0.1725378864558195,0.006202248089873165
learned_order_extension_2015-12-31_20260912,learned_order_extension,2015-12-31,20260912,validation,48,0.1725378864558195,3.0863849129684926,0.6508117965824819,1.9696006877981478,-0.027191446766885768,0.11228969186285616,0.3398307398346208,0.08509824509597043
learned_order_extension_2016-12-31_20260910,learned_order_extension,2016-12-31,20260910,training,1434,-0.018949158806688612,-0.2708570018044406,4.954970263320085e-18,0.9999999999999998,0.0368029481397714,-1.5484282072875265e-19,0.018949158806688612,0.036802948139771405
learned_order_extension_2016-12-31_20260910,learned_order_extension,2016-12-31,20260910,validation,50,-0.018949158806688612,-0.2708570018044406,0.6211903459449122,0.9427648762096643,-0.2551400986920683,-0.011771034514491978,0.01786460135666506,-0.26691113320656024
learned_order_extension_2016-12-31_20260911,learned_order_extension,2016-12-31,20260911,training,1434,0.20661107064277992,3.8106599507088035,-1.981988105328034e-17,1.0,0.02938457374294613,-3.7162276974900634e-18,0.20661107064277992,0.02938457374294613
learned_order_extension_2016-12-31_20260911,learned_order_extension,2016-12-31,20260911,validation,50,0.20661107064277992,3.8106599507088035,0.5091103251088864,1.11849318278071,-0.2410240043069516,0.10518782934604079,0.2310930740009731,-0.13583617496091083
learned_order_extension_2016-12-31_20260912,learned_order_extension,2016-12-31,20260912,training,1434,0.060011892498656884,1.473138174244257,-3.963976210656068e-17,1.0,0.026868188774036905,-1.2387425658300212e-18,0.06001189249865689,0.026868188774036895
learned_order_extension_2016-12-31_20260912,learned_order_extension,2016-12-31,20260912,validation,50,0.060011892498656884,1.473138174244257,0.4793415894317341,1.17034182678434,-0.16369012979647365,0.02876619593511255,0.07023442789566353,-0.1349239338613611
learned_order_extension_2017-12-31_20260910,learned_order_extension,2017-12-31,20260910,training,1678,0.06843257958223693,1.0082291505871812,-3.387569657974256e-17,1.0,0.07867383150425808,-3.1758465543508648e-18,0.06843257958223693,0.07867383150425807
learned_order_extension_2017-12-31_20260910,learned_order_extension,2017-12-31,20260910,validation,49,0.06843257958223693,1.0082291505871812,-0.0319884101613703,0.5261547941522623,0.264605143084766,-0.0021890494240772106,0.03600612982340018,0.26241609366068874
learned_order_extension_2017-12-31_20260911,learned_order_extension,2017-12-31,20260911,training,1678,0.18269893460466147,2.875030543803822,1.2703386217403459e-17,0.9999999999999999,0.0877805322023195,5.293077590584775e-19,0.18269893460466147,0.08778053220231949
learned_order_extension_2017-12-31_20260911,learned_order_extension,2017-12-31,20260911,validation,49,0.18269893460466147,2.875030543803822,0.07791031125140978,0.5447775101022804,0.19034159467194015,0.014234130860350141,0.09953027069226683,0.2045757255322903
learned_order_extension_2017-12-31_20260912,learned_order_extension,2017-12-31,20260912,training,1678,0.0513604198416077,0.7949066925651453,3.811015865221038e-17,1.0,0.09353644870669037,1.9849040964692906e-18,0.0513604198416077,0.09353644870669038
learned_order_extension_2017-12-31_20260912,learned_order_extension,2017-12-31,20260912,validation,49,0.0513604198416077,0.7949066925651453,-0.1633038172101571,0.5709847294975873,0.128983100928825,-0.00838735261365083,0.029326015430142887,0.12059574831517417
learned_order_extension_2018-12-31_20260910,learned_order_extension,2018-12-31,20260910,training,1921,0.11796415308048193,1.5040894811363088,-7.397633896513276e-18,1.0,0.05368875363275127,-9.247042370641595e-19,0.11796415308048193,0.05368875363275125
learned_order_extension_2018-12-31_20260910,learned_order_extension,2018-12-31,20260910,validation,46,0.11796415308048193,1.5040894811363088,-0.03172404708725716,0.7781319856765423,-0.14107791313203047,-0.003742300346933621,0.09179168067516702,-0.1448202134789641
learned_order_extension_2018-12-31_20260911,learned_order_extension,2018-12-31,20260911,training,1921,0.1420953590243679,2.160287739704758,1.4795267793026552e-17,0.9999999999999999,0.04984843447979281,0.0,0.14209535902436787,0.0498484344797928
learned_order_extension_2018-12-31_20260911,learned_order_extension,2018-12-31,20260911,validation,46,0.1420953590243679,2.160287739704758,-0.13002045808444312,0.7311055045836418,-0.09871721908167812,-0.01847530367202173,0.10388669915850425,-0.11719252275369986
learned_order_extension_2018-12-31_20260912,learned_order_extension,2018-12-31,20260912,training,1921,0.09612632411274001,1.528115672643804,2.219290168953983e-17,0.9999999999999999,0.04852833673931481,-9.247042370641595e-19,0.09612632411274001,0.04852833673931481
learned_order_extension_2018-12-31_20260912,learned_order_extension,2018-12-31,20260912,validation,46,0.09612632411274001,1.528115672643804,-0.28182308893309976,1.0803808033042015,0.05612172222411384,-0.027090617589236702,0.10385303526360208,0.029031104634877125
learned_order_extension_2019-12-31_20260910,learned_order_extension,2019-12-31,20260910,training,2165,0.03879935820364597,0.6833384138748139,9.845857770347808e-18,1.0,0.09314804471384375,-2.05122036882246e-19,0.03879935820364597,0.09314804471384373
learned_order_extension_2019-12-31_20260910,learned_order_extension,2019-12-31,20260910,validation,46,0.03879935820364597,0.6833384138748139,0.07969587029329495,1.3095551368759468,0.07793492942923058,0.00309214861886086,0.05080989884307449,0.0810270780480914
learned_order_extension_2019-12-31_20260911,learned_order_extension,2019-12-31,20260911,training,2165,0.08057468656688319,1.1165720947370954,0.0,1.0,0.10146239708293665,-8.20488147528984e-19,0.08057468656688319,0.10146239708293667
learned_order_extension_2019-12-31_20260911,learned_order_extension,2019-12-31,20260911,validation,46,0.08057468656688319,1.1165720947370954,0.07466443188242115,0.9606625522659559,0.05913972927929906,0.006016063196620487,0.07740508404537141,0.06515579247591959
learned_order_extension_2019-12-31_20260912,learned_order_extension,2019-12-31,20260912,training,2165,0.04314265221070841,0.7929940960359436,3.281952590115936e-18,1.0,0.09591875097304303,7.17927129087861e-19,0.043142652210708406,0.09591875097304303
learned_order_extension_2019-12-31_20260912,learned_order_extension,2019-12-31,20260912,validation,46,0.04314265221070841,0.7929940960359436,0.5399541057803026,1.1463846036130552,0.20706117789624223,0.023295052195423653,0.049458072253388864,0.23035623009166586
raw_order_extension_2014-12-31_-1,raw_order_extension,2014-12-31,-1,training,1077,0.05540985767096271,0.8853898327299233,2.6389702349493043e-17,1.0,-0.024609993034527745,1.0308477480270719e-18,0.05540985767096271,-0.024609993034527756
raw_order_extension_2014-12-31_-1,raw_order_extension,2014-12-31,-1,validation,22,0.05540985767096271,0.8853898327299233,-0.5555718707888736,1.5767607757032718,-0.540630069879785,-0.030784158286401967,0.08736809016287506,-0.571414228166187
raw_order_extension_2015-12-31_-1,raw_order_extension,2015-12-31,-1,training,1190,0.04118211003719901,0.8249780280072059,-2.3883789437314293e-17,1.0,0.019533150649947206,0.0,0.04118211003719901,0.0195331506499472
raw_order_extension_2015-12-31_-1,raw_order_extension,2015-12-31,-1,validation,48,0.04118211003719901,0.8249780280072059,-2.107726179106708,2.851741978971947,-0.14856601987400234,-0.08680061143625749,0.11744075197572239,-0.2353666313102599
raw_order_extension_2016-12-31_-1,raw_order_extension,2016-12-31,-1,training,1434,0.049621810808557494,0.9099260129580652,-1.981988105328034e-17,0.9999999999999998,0.030026626476940516,-6.193712829150106e-19,0.04962181080855749,0.03002662647694051
raw_order_extension_2016-12-31_-1,raw_order_extension,2016-12-31,-1,validation,50,0.049621810808557494,0.9099260129580652,-0.03418563125831964,0.8506167859649436,-0.2024663060755703,-0.0016963529266714463,0.04220914522373568,-0.20416265900224181
raw_order_extension_2017-12-31_-1,raw_order_extension,2017-12-31,-1,training,1678,0.09510106445834195,2.4539101931923333,8.46892414493564e-18,1.0,0.08313741380729264,1.058615518116955e-18,0.09510106445834195,0.08313741380729264
raw_order_extension_2017-12-31_-1,raw_order_extension,2017-12-31,-1,validation,49,0.09510106445834195,2.4539101931923333,0.1366964046913902,0.6874834051128127,0.181460463536483,0.012999973593779498,0.06538040362367402,0.19446043713026245
raw_order_extension_2018-12-31_-1,raw_order_extension,2018-12-31,-1,training,1921,0.07739631151968797,1.8922605713990455,-7.397633896513276e-18,0.9999999999999999,0.04657332766324101,-4.623521185320798e-19,0.07739631151968797,0.046573327663240995
raw_order_extension_2018-12-31_-1,raw_order_extension,2018-12-31,-1,validation,46,0.07739631151968797,1.8922605713990455,0.12016825524507056,1.1035232496994098,-0.19642438387980624,0.009300579717724857,0.08540862920295395,-0.18712380416208135
raw_order_extension_2019-12-31_-1,raw_order_extension,2019-12-31,-1,training,2165,0.025155369109159352,0.7273312363904411,-6.563905180231872e-18,0.9999999999999999,0.08758213116480915,2.05122036882246e-19,0.02515536910915935,0.08758213116480915
raw_order_extension_2019-12-31_-1,raw_order_extension,2019-12-31,-1,validation,46,0.025155369109159352,0.7273312363904411,-0.25225961312149286,1.151240359861643,0.1384124337158095,-0.00634568367940489,0.02895987618568107,0.1320667500364046
