cutoff,policy,quarter,rows,weight_mass,weighted_mean_loss_share
2019-12-31,full,2019Q2,60,0.02771362586605081,0.0281181963829207
2019-12-31,full,2019Q3,65,0.03002309468822171,0.01792127346994141
2019-12-31,full,2019Q4,55,0.025404157043879907,0.00787459081183324
2019-12-31,disjoint0,2010Q3,8,0.022857142857142857,0.01525242833596605
2019-12-31,disjoint0,2010Q4,10,0.02857142857142857,0.044249557214354224
2019-12-31,disjoint0,2011Q1,10,0.02857142857142857,0.025127051310134197
2019-12-31,disjoint0,2011Q2,10,0.02857142857142857,0.023251688761749396
2019-12-31,disjoint0,2011Q3,11,0.03142857142857143,0.05030498515255434
2019-12-31,disjoint0,2011Q4,10,0.02857142857142857,0.026988110281557787
2019-12-31,disjoint0,2012Q1,9,0.025714285714285714,0.01842559336111615
2019-12-31,disjoint0,2012Q2,9,0.025714285714285714,0.022358402696850996
2019-12-31,disjoint0,2012Q3,11,0.03142857142857143,0.024404287578020555
2019-12-31,disjoint0,2012Q4,10,0.02857142857142857,0.02689748773118803
2019-12-31,disjoint0,2013Q1,9,0.025714285714285714,0.039360851020990864
2019-12-31,disjoint0,2013Q2,7,0.02,0.018623441661816297
2019-12-31,disjoint0,2013Q3,11,0.03142857142857143,0.02096285321235843
2019-12-31,disjoint0,2013Q4,10,0.02857142857142857,0.011883533017064976
2019-12-31,disjoint0,2014Q1,10,0.02857142857142857,0.029907670680399963
2019-12-31,disjoint0,2014Q2,8,0.022857142857142857,0.0016414322306640187
2019-12-31,disjoint0,2014Q3,11,0.03142857142857143,0.019079832167372218
2019-12-31,disjoint0,2014Q4,10,0.02857142857142857,0.07169907470473749
2019-12-31,disjoint0,2015Q1,8,0.022857142857142857,0.06505168218009882
2019-12-31,disjoint0,2015Q4,10,0.02857142857142857,0.05398348542267594
2019-12-31,disjoint0,2016Q1,10,0.02857142857142857,0.0808430186272695
2019-12-31,disjoint0,2016Q2,9,0.025714285714285714,0.013879087955418085
2019-12-31,disjoint0,2016Q3,11,0.03142857142857143,0.009606783598107944
2019-12-31,disjoint0,2016Q4,10,0.02857142857142857,0.013402394554723158
2019-12-31,disjoint0,2017Q1,10,0.02857142857142857,0.005591249739797051
2019-12-31,disjoint0,2017Q2,9,0.025714285714285714,0.005428531569701859
2019-12-31,disjoint0,2017Q3,11,0.03142857142857143,0.0032682952725864444
2019-12-31,disjoint0,2017Q4,10,0.02857142857142857,0.007345320927334293
2019-12-31,disjoint0,2018Q1,10,0.02857142857142857,0.04441815001315731
2019-12-31,disjoint0,2018Q2,9,0.025714285714285714,0.024228065484140398
2019-12-31,disjoint0,2018Q3,10,0.02857142857142857,0.027703740272192988
2019-12-31,disjoint0,2018Q4,10,0.02857142857142857,0.02736350625000644
2019-12-31,disjoint0,2019Q1,9,0.025714285714285714,0.06486930809177885
2019-12-31,disjoint0,2019Q2,10,0.02857142857142857,0.02472799818384556
2019-12-31,disjoint0,2019Q3,11,0.03142857142857143,0.026883247051406173
2019-12-31,disjoint0,2019Q4,9,0.025714285714285714,0.010987853686863114
2019-12-31,disjoint1,2010Q3,9,0.025787965616045846,0.009814958490787704
2019-12-31,disjoint1,2010Q4,10,0.02865329512893983,0.0692542095103534
2019-12-31,disjoint1,2011Q1,10,0.02865329512893983,0.03187904598913737
2019-12-31,disjoint1,2011Q2,10,0.02865329512893983,0.020429638355135143
2019-12-31,disjoint1,2011Q3,10,0.02865329512893983,0.022101217457671293
2019-12-31,disjoint1,2011Q4,10,0.02865329512893983,0.021075985204397695
2019-12-31,disjoint1,2012Q1,9,0.025787965616045846,0.010771306925834159
2019-12-31,disjoint1,2012Q2,7,0.02005730659025788,0.010164160935559531
2019-12-31,disjoint1,2012Q3,11,0.03151862464183381,0.032898983484997715
2019-12-31,disjoint1,2012Q4,10,0.02865329512893983,0.034801727547348574
2019-12-31,disjoint1,2013Q1,8,0.022922636103151862,0.03595748574261918
2019-12-31,disjoint1,2013Q2,9,0.025787965616045846,0.025718818715367294
2019-12-31,disjoint1,2013Q3,11,0.03151862464183381,0.03431602078225551
2019-12-31,disjoint1,2013Q4,10,0.02865329512893983,0.014120920956853918
2019-12-31,disjoint1,2014Q1,9,0.025787965616045846,0.0159224398833899
2019-12-31,disjoint1,2014Q2,10,0.02865329512893983,0.008180093960243488
2019-12-31,disjoint1,2014Q3,10,0.02865329512893983,0.016473445091263788
2019-12-31,disjoint1,2014Q4,11,0.03151862464183381,0.10982608908252926
2019-12-31,disjoint1,2015Q1,8,0.022922636103151862,0.035326586844444965
2019-12-31,disjoint1,2015Q3,1,0.0028653295128939827,0.004337575082315883
2019-12-31,disjoint1,2015Q4,10,0.02865329512893983,0.08270822596508567
2019-12-31,disjoint1,2016Q1,9,0.025787965616045846,0.048548426434276946
2019-12-31,disjoint1,2016Q2,9,0.025787965616045846,0.023803297093395456
2019-12-31,disjoint1,2016Q3,10,0.02865329512893983,0.007786979887287586
2019-12-31,disjoint1,2016Q4,10,0.02865329512893983,0.005292516595155964
2019-12-31,disjoint1,2017Q1,10,0.02865329512893983,0.00376603250881159
2019-12-31,disjoint1,2017Q2,10,0.02865329512893983,0.007278961052134936
2019-12-31,disjoint1,2017Q3,11,0.03151862464183381,0.004215362746554608
2019-12-31,disjoint1,2017Q4,10,0.02865329512893983,0.003349882004660663
2019-12-31,disjoint1,2018Q1,9,0.025787965616045846,0.04669125379219659
2019-12-31,disjoint1,2018Q2,10,0.02865329512893983,0.018898047046895915
2019-12-31,disjoint1,2018Q3,11,0.03151862464183381,0.032137982264696295
2019-12-31,disjoint1,2018Q4,10,0.02865329512893983,0.029190308744921907
2019-12-31,disjoint1,2019Q1,9,0.025787965616045846,0.059990776487696296
2019-12-31,disjoint1,2019Q2,8,0.022922636103151862,0.03657503437675876
2019-12-31,disjoint1,2019Q3,11,0.03151862464183381,0.01812182812228788
2019-12-31,disjoint1,2019Q4,9,0.025787965616045846,0.008274374834677184
2019-12-31,disjoint2,2010Q3,8,0.022792022792022793,0.02742844537830299
2019-12-31,disjoint2,2010Q4,10,0.02849002849002849,0.047680216305448934
2019-12-31,disjoint2,2011Q1,9,0.02564102564102564,0.023931242608623896
2019-12-31,disjoint2,2011Q2,11,0.03133903133903134,0.025927197058536272
2019-12-31,disjoint2,2011Q3,10,0.02849002849002849,0.03789879443447098
2019-12-31,disjoint2,2011Q4,10,0.02849002849002849,0.024197315941375315
2019-12-31,disjoint2,2012Q1,10,0.02849002849002849,0.017470311906946923
2019-12-31,disjoint2,2012Q2,9,0.02564102564102564,0.02034075627007203
2019-12-31,disjoint2,2012Q3,11,0.03133903133903134,0.024182472944040693
2019-12-31,disjoint2,2012Q4,10,0.02849002849002849,0.04581292566090809
2019-12-31,disjoint2,2013Q1,8,0.022792022792022793,0.034234922052148654
2019-12-31,disjoint2,2013Q2,9,0.02564102564102564,0.04589473760471427
2019-12-31,disjoint2,2013Q3,10,0.02849002849002849,0.028006510431059367
2019-12-31,disjoint2,2013Q4,11,0.03133903133903134,0.030183772796429337
2019-12-31,disjoint2,2014Q1,9,0.02564102564102564,0.01684915806824233
2019-12-31,disjoint2,2014Q2,10,0.02849002849002849,0.008137956478220644
2019-12-31,disjoint2,2014Q3,11,0.03133903133903134,0.018539113561807246
2019-12-31,disjoint2,2014Q4,10,0.02849002849002849,0.09894835382623852
2019-12-31,disjoint2,2015Q1,8,0.022792022792022793,0.04239406089275023
2019-12-31,disjoint2,2015Q3,1,0.002849002849002849,0.015537399979810287
2019-12-31,disjoint2,2015Q4,10,0.02849002849002849,0.05835558283706539
2019-12-31,disjoint2,2016Q1,10,0.02849002849002849,0.07254443189921693
2019-12-31,disjoint2,2016Q2,9,0.02564102564102564,0.021597937021609906
2019-12-31,disjoint2,2016Q3,10,0.02849002849002849,0.013225976069001928
2019-12-31,disjoint2,2016Q4,10,0.02849002849002849,0.007877692581822103
2019-12-31,disjoint2,2017Q1,10,0.02849002849002849,0.003312370289646318
2019-12-31,disjoint2,2017Q2,10,0.02849002849002849,0.007106770983860229
2019-12-31,disjoint2,2017Q3,10,0.02849002849002849,0.0068201806895666515
2019-12-31,disjoint2,2017Q4,10,0.02849002849002849,0.004714626827792567
2019-12-31,disjoint2,2018Q1,10,0.02849002849002849,0.030003007673925317
2019-12-31,disjoint2,2018Q2,9,0.02564102564102564,0.02038773936234505
2019-12-31,disjoint2,2018Q3,10,0.02849002849002849,0.024112515122322334
2019-12-31,disjoint2,2018Q4,10,0.02849002849002849,0.028059276734292062
2019-12-31,disjoint2,2019Q1,10,0.02849002849002849,0.03328933920782064
2019-12-31,disjoint2,2019Q2,8,0.022792022792022793,0.02329805463612601
2019-12-31,disjoint2,2019Q3,10,0.02849002849002849,0.004465350458351565
2019-12-31,disjoint2,2019Q4,10,0.02849002849002849,0.007233483405088104
2019-12-31,quarter_equal,2010Q3,52,0.027027027027027032,0.038315292421113305
2019-12-31,quarter_equal,2010Q4,61,0.02702702702702702,0.04426580682873675
2019-12-31,quarter_equal,2011Q1,58,0.027027027027027032,0.02238623241686668
2019-12-31,quarter_equal,2011Q2,61,0.02702702702702702,0.017947394302730478
2019-12-31,quarter_equal,2011Q3,65,0.02702702702702703,0.027508376737095473
2019-12-31,quarter_equal,2011Q4,60,0.027027027027027025,0.03217489465065866
2019-12-31,quarter_equal,2012Q1,58,0.027027027027027032,0.01944567022353883
2019-12-31,quarter_equal,2012Q2,59,0.027027027027027032,0.01506491916136478
2019-12-31,quarter_equal,2012Q3,65,0.02702702702702703,0.02482420422435498
2019-12-31,quarter_equal,2012Q4,61,0.02702702702702702,0.027788432417443772
2019-12-31,quarter_equal,2013Q1,56,0.027027027027027035,0.029605854841616357
2019-12-31,quarter_equal,2013Q2,57,0.027027027027027025,0.044875730315138376
2019-12-31,quarter_equal,2013Q3,64,0.027027027027027035,0.02445281325341945
2019-12-31,quarter_equal,2013Q4,61,0.02702702702702702,0.01860791117467235
2019-12-31,quarter_equal,2014Q1,58,0.027027027027027032,0.020013224094415482
2019-12-31,quarter_equal,2014Q2,61,0.02702702702702702,0.009796260636840413
2019-12-31,quarter_equal,2014Q3,65,0.02702702702702703,0.014782363423885853
2019-12-31,quarter_equal,2014Q4,61,0.02702702702702702,0.07241041973115282
2019-12-31,quarter_equal,2015Q1,48,0.02702702702702702,0.04729428994000467
2019-12-31,quarter_equal,2015Q3,4,0.02702702702702703,0.0814027168157256
2019-12-31,quarter_equal,2015Q4,61,0.02702702702702702,0.06093585272341552
2019-12-31,quarter_equal,2016Q1,59,0.027027027027027032,0.05510090476164802
2019-12-31,quarter_equal,2016Q2,61,0.02702702702702702,0.014056679501276448
2019-12-31,quarter_equal,2016Q3,64,0.027027027027027035,0.009650128081585357
2019-12-31,quarter_equal,2016Q4,60,0.027027027027027025,0.008497627799196442
2019-12-31,quarter_equal,2017Q1,59,0.027027027027027032,0.0029543499084465877
2019-12-31,quarter_equal,2017Q2,60,0.027027027027027025,0.0069955371439130816
2019-12-31,quarter_equal,2017Q3,65,0.02702702702702703,0.0035035327059120764
2019-12-31,quarter_equal,2017Q4,60,0.027027027027027025,0.007879019096605022
2019-12-31,quarter_equal,2018Q1,59,0.027027027027027032,0.03080741321070103
2019-12-31,quarter_equal,2018Q2,60,0.027027027027027025,0.021490299615137935
2019-12-31,quarter_equal,2018Q3,64,0.027027027027027035,0.029039732417096592
2019-12-31,quarter_equal,2018Q4,60,0.027027027027027025,0.025662127422052677
2019-12-31,quarter_equal,2019Q1,58,0.027027027027027032,0.04134197788445633
2019-12-31,quarter_equal,2019Q2,60,0.027027027027027025,0.02604078748247269
2019-12-31,quarter_equal,2019Q3,65,0.02702702702702703,0.015296740493494708
2019-12-31,quarter_equal,2019Q4,55,0.027027027027027018,0.0077844821418144765
2019-12-31,recent3y,2017Q1,59,0.08137931034482758,0.013898665687106725
2019-12-31,recent3y,2017Q2,60,0.08275862068965517,0.03229308735196355
2019-12-31,recent3y,2017Q3,65,0.0896551724137931,0.01868436035014881
2019-12-31,recent3y,2017Q4,60,0.08275862068965517,0.03700786829082081
2019-12-31,recent3y,2018Q1,59,0.08137931034482758,0.1355201199723736
2019-12-31,recent3y,2018Q2,60,0.08275862068965517,0.09278913099024871
2019-12-31,recent3y,2018Q3,64,0.08827586206896551,0.13899594769697896
2019-12-31,recent3y,2018Q4,60,0.08275862068965517,0.11432453380478393
2019-12-31,recent3y,2019Q1,58,0.08,0.19172609108411676
2019-12-31,recent3y,2019Q2,60,0.08275862068965517,0.11714765105309227
2019-12-31,recent3y,2019Q3,65,0.0896551724137931,0.07469440728712586
2019-12-31,recent3y,2019Q4,55,0.07586206896551724,0.03291813643124008
