decision_cutoff,row_index,date,joint_completed,cutoff,prediction_probability,frequency_probability,actual_up,block,excess_brier
2021-09-30,2568,2021-08-20,2021-08-30,2020-12-31,0.5807600815768835,0.5577557755775577,1,recent8,-0.0198178448355861
2021-09-30,2573,2021-08-27,2021-09-06,2020-12-31,0.6847816302781938,0.5577557755775577,0,recent8,0.15783437597633798
2021-09-30,2578,2021-09-03,2021-09-13,2020-12-31,0.6971831922611704,0.5577557755775577,1,recent8,-0.1038819349858722
2021-09-30,2583,2021-09-10,2021-09-22,2020-12-31,0.6857683222036356,0.5577557755775577,0,recent8,0.15918668654786639
2021-09-30,2588,2021-09-17,2021-09-28,2020-12-31,0.6772407316852846,0.5577557755775577,1,recent8,-0.09140640875195705
2022-03-31,2660,2022-01-07,2022-01-17,2021-12-31,0.6728733320806309,0.5458298926507019,0,warmup,0.15482824931421424
2022-03-31,2665,2022-01-14,2022-01-24,2021-12-31,0.6781941195014632,0.5458298926507019,1,warmup,-0.10271146168623442
2022-03-31,2670,2022-01-21,2022-02-07,2021-12-31,0.6861351648378702,0.5458298926507019,0,warmup,0.1728511927160145
2022-03-31,2675,2022-01-28,2022-02-14,2021-12-31,0.5822491246602033,0.5458298926507019,0,warmup,0.041083771456496165
2022-03-31,2680,2022-02-11,2022-02-21,2021-12-31,0.6519325613953844,0.5458298926507019,1,warmup,-0.08511954459289506
2022-03-31,2685,2022-02-18,2022-02-28,2021-12-31,0.6732751705299328,0.5458298926507019,0,warmup,0.1553691835410333
2022-03-31,2690,2022-02-25,2022-03-07,2021-12-31,0.6522358213996781,0.5458298926507019,0,warmup,0.12748129500583594
2022-03-31,2695,2022-03-04,2022-03-14,2021-12-31,0.6779393346784746,0.5458298926507019,0,warmup,0.16167146979321595
2022-03-31,2700,2022-03-11,2022-03-21,2021-12-31,0.6669752844056696,0.5458298926507019,1,warmup,-0.09536502521298826
2022-03-31,2705,2022-03-18,2022-03-28,2021-12-31,0.6043313348469551,0.5458298926507019,0,warmup,0.06728609056682583
2022-06-30,2690,2022-02-25,2022-03-07,2021-12-31,0.6522358213996781,0.5458298926507019,0,older8,0.12748129500583594
2022-06-30,2695,2022-03-04,2022-03-14,2021-12-31,0.6779393346784746,0.5458298926507019,0,older8,0.16167146979321595
2022-06-30,2700,2022-03-11,2022-03-21,2021-12-31,0.6669752844056696,0.5458298926507019,1,older8,-0.09536502521298826
2022-06-30,2705,2022-03-18,2022-03-28,2021-12-31,0.6043313348469551,0.5458298926507019,0,older8,0.06728609056682583
2022-06-30,2710,2022-03-25,2022-04-06,2021-12-31,0.6634389290620103,0.5458298926507019,1,older8,-0.0929971319387464
2022-06-30,2715,2022-04-01,2022-04-12,2021-12-31,0.6587294181439721,0.5458298926507019,0,older8,0.1359941746172193
2022-06-30,2718,2022-04-08,2022-04-18,2021-12-31,0.6169974973061821,0.5458298926507019,0,older8,0.08275563997101548
2022-06-30,2723,2022-04-15,2022-04-25,2021-12-31,0.6818312948333229,0.5458298926507019,0,older8,0.16696364290300897
2022-06-30,2728,2022-04-22,2022-05-05,2021-12-31,0.6362220936613167,0.5458298926507019,1,recent8,-0.07393612126951707
2022-06-30,2733,2022-04-29,2022-05-11,2021-12-31,0.5121820307195798,0.5458298926507019,0,recent8,-0.035599839119044185
2022-06-30,2735,2022-05-06,2022-05-16,2021-12-31,0.50030474991922,0.5458298926507019,1,recent8,0.0434248565436203
2022-06-30,2740,2022-05-13,2022-05-23,2021-12-31,0.535805382880595,0.5458298926507019,1,recent8,0.009206156152958084
2022-06-30,2745,2022-05-20,2022-05-30,2021-12-31,0.5384519529464837,0.5458298926507019,0,recent8,-0.007999766079194448
2022-06-30,2750,2022-05-27,2022-06-13,2021-12-31,0.5284656164969511,0.5458298926507019,1,recent8,0.01607418841592745
2022-06-30,2759,2022-06-10,2022-06-20,2021-12-31,0.39752583505672323,0.5458298926507019,1,recent8,0.15670463301442572
2022-06-30,2764,2022-06-17,2022-06-27,2021-12-31,0.3803556389167814,0.5458298926507019,1,recent8,0.17768864781255717
2022-09-30,2774,2022-07-01,2022-07-11,2022-06-30,0.5460945097208313,0.5318444995864351,0,warmup,0.015360641806889508
2022-09-30,2779,2022-07-08,2022-07-18,2022-06-30,0.5709285977233941,0.5318444995864351,0,warmup,0.04310089195805561
2022-09-30,2784,2022-07-15,2022-07-25,2022-06-30,0.5386729133705628,0.5318444995864351,0,warmup,0.0073099358587842556
2022-09-30,2789,2022-07-22,2022-08-01,2022-06-30,0.6088672031103469,0.5318444995864351,0,warmup,0.08786069928307089
2022-09-30,2794,2022-07-29,2022-08-08,2022-06-30,0.6623682805517995,0.5318444995864351,0,warmup,0.15587316734080187
2022-09-30,2799,2022-08-05,2022-08-15,2022-06-30,0.7003925360605608,0.5318444995864351,1,warmup,-0.12940494011925305
2022-09-30,2804,2022-08-12,2022-08-22,2022-06-30,0.6078133258932611,0.5318444995864351,0,warmup,0.08657846739308206
2022-09-30,2809,2022-08-19,2022-08-29,2022-06-30,0.5575820478301243,0.5318444995864351,0,warmup,0.02803916832208947
2022-09-30,2814,2022-08-26,2022-09-05,2022-06-30,0.5952444291631976,0.5318444995864351,0,warmup,0.07145735870947545
2022-09-30,2819,2022-09-02,2022-09-13,2022-06-30,0.5472561794817495,0.5318444995864351,1,warmup,-0.014192605550013587
2022-09-30,2824,2022-09-09,2022-09-19,2022-06-30,0.5288012018136322,0.5318444995864351,0,warmup,-0.003227860700803775
2022-09-30,2828,2022-09-16,2022-09-26,2022-06-30,0.46505450301372214,0.5318444995864351,0,warmup,-0.06658288096700546
2023-03-31,2902,2023-01-06,2023-01-16,2022-12-31,0.3190913186827381,0.5028949545078577,1,warmup,0.21652320603946765
2023-03-31,2907,2023-01-13,2023-01-30,2022-12-31,0.3588939660119362,0.5028949545078577,1,warmup,0.16390352056215965
2023-03-31,2912,2023-01-20,2023-02-06,2022-12-31,0.5635762667927361,0.5028949545078577,0,warmup,0.06471487322257696
2023-03-31,2917,2023-02-03,2023-02-13,2022-12-31,0.5915505782316033,0.5028949545078577,0,warmup,0.09702875133668393
2023-03-31,2922,2023-02-10,2023-02-20,2022-12-31,0.32292214880259335,0.5028949545078577,0,warmup,-0.14862462108217606
2023-03-31,2927,2023-02-17,2023-02-27,2022-12-31,0.4103459167795615,0.5028949545078577,1,warmup,0.1005785116047909
2023-03-31,2932,2023-02-24,2023-03-06,2022-12-31,0.6634252350206752,0.5028949545078577,1,warmup,-0.13383085383285712
2023-03-31,2937,2023-03-03,2023-03-13,2022-12-31,0.6933961398078564,0.5028949545078577,0,warmup,0.2278948714309761
2023-03-31,2942,2023-03-10,2023-03-20,2022-12-31,0.5334992083770789,0.5028949545078577,1,warmup,-0.02949043766893278
2023-03-31,2947,2023-03-17,2023-03-27,2022-12-31,0.3823445370878824,0.5028949545078577,1,warmup,0.13438484461143743
2023-06-30,2932,2023-02-24,2023-03-06,2022-12-31,0.6634252350206752,0.5028949545078577,1,older8,-0.13383085383285712
2023-06-30,2937,2023-03-03,2023-03-13,2022-12-31,0.6933961398078564,0.5028949545078577,0,older8,0.2278948714309761
2023-06-30,2942,2023-03-10,2023-03-20,2022-12-31,0.5334992083770789,0.5028949545078577,1,older8,-0.02949043766893278
2023-06-30,2947,2023-03-17,2023-03-27,2022-12-31,0.3823445370878824,0.5028949545078577,1,older8,0.13438484461143743
2023-06-30,2952,2023-03-24,2023-04-03,2022-12-31,0.4635711751847505,0.5028949545078577,1,older8,0.04064245783892487
2023-06-30,2957,2023-03-31,2023-04-10,2022-12-31,0.5255541720047177,0.5028949545078577,1,older8,-0.022014582551615813
2023-06-30,2961,2023-04-07,2023-04-17,2022-12-31,0.5889469621804369,0.5028949545078577,0,older8,0.09395518899210464
2023-06-30,2966,2023-04-14,2023-04-24,2022-12-31,0.3947661281586383,0.5028949545078577,0,older8,-0.09706303932809784
2023-06-30,2971,2023-04-21,2023-05-04,2022-12-31,0.4046231162378143,0.5028949545078577,0,recent8,-0.08918346907546054
2023-06-30,2976,2023-04-28,2023-05-10,2022-12-31,0.4035758863317542,0.5028949545078577,1,recent8,0.1086082971112077
2023-06-30,2978,2023-05-05,2023-05-15,2022-12-31,0.3762379461016056,0.5028949545078577,0,recent8,-0.11134834318270562
2023-06-30,2983,2023-05-12,2023-05-22,2022-12-31,0.42362561899667894,0.5028949545078577,1,recent8,0.08509400082321664
2023-06-30,2988,2023-05-19,2023-05-29,2022-12-31,0.6565750929453238,0.5028949545078577,0,recent8,0.1781875174067003
2023-06-30,2993,2023-05-26,2023-06-05,2022-12-31,0.5053490521109308,0.5028949545078577,0,recent8,0.0024743291999559935
2023-06-30,2998,2023-06-02,2023-06-12,2022-12-31,0.4223074804155141,0.5028949545078577,0,recent8,-0.07455972725456048
2023-06-30,3003,2023-06-09,2023-06-19,2022-12-31,0.3858068358993567,0.5028949545078577,1,recent8,0.13011981657421487
2023-09-30,3021,2023-07-07,2023-07-17,2023-06-30,0.5999060583496131,0.5132450331125827,1,warmup,-0.07685523564422747
2023-09-30,3026,2023-07-14,2023-07-24,2023-06-30,0.5327419635803524,0.5132450331125827,0,warmup,0.020393535744713365
2023-09-30,3031,2023-07-21,2023-07-31,2023-06-30,0.5685758512744785,0.5132450331125827,1,warmup,-0.05080360168602979
2023-09-30,3036,2023-07-28,2023-08-07,2023-06-30,0.5251511875480875,0.5132450331125827,0,warmup,0.012363305768430422
2023-09-30,3041,2023-08-04,2023-08-14,2023-06-30,0.4835412615921835,0.5132450331125827,0,warmup,-0.029608312352575716
2023-09-30,3046,2023-08-11,2023-08-21,2023-06-30,0.615001200825696,0.5132450331125827,0,warmup,0.11480601300231186
2023-09-30,3051,2023-08-18,2023-08-28,2023-06-30,0.5256548690952635,0.5132450331125827,1,warmup,-0.011927094576539066
2023-09-30,3056,2023-08-25,2023-09-04,2023-06-30,0.5341839906600295,0.5132450331125827,0,warmup,0.021932071862738323
2023-09-30,3061,2023-09-01,2023-09-11,2023-06-30,0.4486226398956538,0.5132450331125827,0,warmup,-0.062158190987790685
2023-09-30,3066,2023-09-08,2023-09-18,2023-06-30,0.554734053877716,0.5132450331125827,0,warmup,0.044309406516868544
2023-09-30,3071,2023-09-15,2023-09-25,2023-06-30,0.6049541915622164,0.5132450331125827,1,warmup,-0.08086920702530867
2024-03-31,3144,2024-01-05,2024-01-15,2023-12-31,0.45892791400556826,0.5024834437086093,0,warmup,-0.04187478094776087
2024-03-31,3149,2024-01-12,2024-01-22,2023-12-31,0.48908415750549655,0.5024834437086093,0,warmup,-0.01328629807840176
2024-03-31,3154,2024-01-19,2024-01-29,2023-12-31,0.4870366933288524,0.5024834437086093,1,warmup,0.015608630206953328
2024-03-31,3159,2024-01-26,2024-02-05,2023-12-31,0.49462429630069193,0.5024834437086093,0,warmup,-0.007836416710308436
2024-03-31,3164,2024-02-02,2024-02-26,2023-12-31,0.5807381824561678,0.5024834437086093,1,warmup,-0.07174225213388691
2024-03-31,3173,2024-02-23,2024-03-04,2023-12-31,0.6026576841735688,0.5024834437086093,1,warmup,-0.08964180783773312
2024-03-31,3178,2024-03-01,2024-03-11,2023-12-31,0.5937677353357599,0.5024834437086093,1,warmup,-0.0824980709298073
2024-03-31,3183,2024-03-08,2024-03-18,2023-12-31,0.6153382843432099,0.5024834437086093,1,warmup,-0.09955808829201929
2024-03-31,3188,2024-03-15,2024-03-25,2023-12-31,0.5481449095752232,0.5024834437086093,0,warmup,0.04797323069196652
2024-06-30,3164,2024-02-02,2024-02-26,2023-12-31,0.5807381824561678,0.5024834437086093,1,older8,-0.07174225213388691
2024-06-30,3173,2024-02-23,2024-03-04,2023-12-31,0.6026576841735688,0.5024834437086093,1,older8,-0.08964180783773312
2024-06-30,3178,2024-03-01,2024-03-11,2023-12-31,0.5937677353357599,0.5024834437086093,1,older8,-0.0824980709298073
2024-06-30,3183,2024-03-08,2024-03-18,2023-12-31,0.6153382843432099,0.5024834437086093,1,older8,-0.09955808829201929
2024-06-30,3188,2024-03-15,2024-03-25,2023-12-31,0.5481449095752232,0.5024834437086093,0,older8,0.04797323069196652
2024-06-30,3193,2024-03-22,2024-04-01,2023-12-31,0.555471810064104,0.5024834437086093,1,older8,-0.049917412136360445
2024-06-30,3198,2024-03-29,2024-04-15,2023-12-31,0.47004607458020914,0.5024834437086093,0,older8,-0.0315462989729996
2024-06-30,3206,2024-04-12,2024-04-22,2023-12-31,0.467855555110046,0.5024834437086093,1,older8,0.03565498644319268
2024-06-30,3211,2024-04-19,2024-04-29,2023-12-31,0.5544183165434382,0.5024834437086093,1,recent8,-0.048979687152060886
2024-06-30,3216,2024-04-26,2024-05-13,2023-12-31,0.48446217273685227,0.5024834437086093,1,recent8,0.018256527555162577
2024-06-30,3223,2024-05-10,2024-05-20,2023-12-31,0.32896812243119694,0.5024834437086093,1,recent8,0.20276105692946864
2024-06-30,3228,2024-05-17,2024-05-27,2023-12-31,0.3555904869550079,0.5024834437086093,0,recent8,-0.1260450167883635
2024-06-30,3233,2024-05-24,2024-06-03,2023-12-31,0.36003787011221217,0.5024834437086093,0,recent8,-0.12286234328632495
2024-06-30,3238,2024-05-31,2024-06-11,2023-12-31,0.40499185016814376,0.5024834437086093,0,recent8,-0.08847121249864692
2024-06-30,3243,2024-06-07,2024-06-17,2023-12-31,0.4934030375368303,0.5024834437086093,0,recent8,-0.009043053750692365
2024-06-30,3247,2024-06-14,2024-06-24,2023-12-31,0.5584791526608086,0.5024834437086093,0,recent8,0.059409352755471656
2024-09-30,3243,2024-06-07,2024-06-17,2023-12-31,0.4934030375368303,0.5024834437086093,0,older8,-0.009043053750692365
2024-09-30,3247,2024-06-14,2024-06-24,2023-12-31,0.5584791526608086,0.5024834437086093,0,older8,0.059409352755471656
2024-09-30,3252,2024-06-21,2024-07-01,2023-12-31,0.4604199303772714,0.5024834437086093,0,older8,-0.040503098912651664
2024-09-30,3257,2024-06-28,2024-07-08,2023-12-31,0.5056290351926859,0.5024834437086093,0,older8,0.0031711100286232474
2024-09-30,3262,2024-07-05,2024-07-15,2023-12-31,0.5491712407381594,0.5024834437086093,1,older8,-0.044276153606473884
2024-09-30,3267,2024-07-12,2024-07-22,2023-12-31,0.528774282867152,0.5024834437086093,1,older8,-0.02546904729667765
2024-09-30,3272,2024-07-19,2024-07-29,2023-12-31,0.4715163390726651,0.5024834437086093,0,older8,-0.030161953188774626
2024-09-30,3277,2024-07-26,2024-08-05,2023-12-31,0.5405317975384868,0.5024834437086093,0,older8,0.03968501294892457
2024-09-30,3282,2024-08-02,2024-08-12,2023-12-31,0.5014632579052075,0.5024834437086093,0,recent8,-0.0010242121723584297
2024-09-30,3287,2024-08-09,2024-08-19,2023-12-31,0.5008717807058894,0.5024834437086093,1,recent8,0.0016062555116651833
2024-09-30,3292,2024-08-16,2024-08-26,2023-12-31,0.3492271450672321,0.5024834437086093,0,recent8,-0.13053001234945352
2024-09-30,3297,2024-08-23,2024-09-02,2023-12-31,0.29280911378303637,0.5024834437086093,0,recent8,-0.16675243408685597
2024-09-30,3302,2024-08-30,2024-09-09,2023-12-31,0.29196535435329046,0.5024834437086093,0,recent8,-0.16724584305862067
2024-09-30,3307,2024-09-06,2024-09-18,2023-12-31,0.3487204557256131,0.5024834437086093,0,recent8,-0.13088365495978382
2024-09-30,3312,2024-09-13,2024-09-24,2023-12-31,0.3789020869896959,0.5024834437086093,1,recent8,0.13823989376171067
2024-09-30,3315,2024-09-20,2024-09-30,2023-12-31,0.3860198687685075,0.5024834437086093,1,recent8,0.12944887776299627
2025-03-31,3384,2025-01-03,2025-01-13,2024-12-31,0.4129614786410161,0.472636815920398,0,warmup,-0.052848376921997786
2025-03-31,3389,2025-01-10,2025-01-20,2024-12-31,0.4750804807945516,0.472636815920398,1,warmup,-0.0025714262796971976
2025-03-31,3394,2025-01-17,2025-01-27,2024-12-31,0.5245505246332476,0.472636815920398,1,warmup,-0.0520597242960561
2025-03-31,3399,2025-01-24,2025-02-10,2024-12-31,0.5828263213966681,0.472636815920398,1,warmup,-0.10407804980314017
2025-03-31,3403,2025-02-07,2025-02-17,2024-12-31,0.5969244493100204,0.472636815920398,1,warmup,-0.11564202835854592
2025-03-31,3408,2025-02-14,2025-02-24,2024-12-31,0.6137627554743205,0.472636815920398,1,warmup,-0.12893271886378666
2025-03-31,3413,2025-02-21,2025-03-03,2024-12-31,0.5141352455406535,0.472636815920398,0,warmup,0.04094949094377581
2025-03-31,3418,2025-02-28,2025-03-10,2024-12-31,0.5355875450887689,0.472636815920398,1,warmup,-0.06243299964589999
2025-03-31,3423,2025-03-07,2025-03-17,2024-12-31,0.45549987102556555,0.472636815920398,1,warmup,0.01836846253059954
2025-03-31,3428,2025-03-14,2025-03-24,2024-12-31,0.5690399328132606,0.472636815920398,0,warmup,0.1004208853727479
2025-03-31,3433,2025-03-21,2025-03-31,2024-12-31,0.49626421086372785,0.472636815920398,0,warmup,0.02289260722082634
2025-06-30,3413,2025-02-21,2025-03-03,2024-12-31,0.5141352455406535,0.472636815920398,0,older8,0.04094949094377581
2025-06-30,3418,2025-02-28,2025-03-10,2024-12-31,0.5355875450887689,0.472636815920398,1,older8,-0.06243299964589999
2025-06-30,3423,2025-03-07,2025-03-17,2024-12-31,0.45549987102556555,0.472636815920398,1,older8,0.01836846253059954
2025-06-30,3428,2025-03-14,2025-03-24,2024-12-31,0.5690399328132606,0.472636815920398,0,older8,0.1004208853727479
2025-06-30,3433,2025-03-21,2025-03-31,2024-12-31,0.49626421086372785,0.472636815920398,0,older8,0.02289260722082634
2025-06-30,3438,2025-03-28,2025-04-14,2024-12-31,0.5998691633092735,0.472636815920398,0,older8,0.13645745332599568
2025-06-30,3447,2025-04-11,2025-04-21,2024-12-31,0.5444967387470734,0.472636815920398,0,older8,0.07309113874282647
2025-06-30,3452,2025-04-18,2025-04-28,2024-12-31,0.6015894220539028,0.472636815920398,1,older8,-0.11938093930323299
2025-06-30,3457,2025-04-25,2025-05-12,2024-12-31,0.4819384365001487,0.472636815920398,1,recent8,-0.009724144346665742
2025-06-30,3464,2025-05-09,2025-05-19,2024-12-31,0.30835364701526646,0.472636815920398,1,recent8,0.2002627496745064
2025-06-30,3469,2025-05-16,2025-05-26,2024-12-31,0.2618726890331869,0.472636815920398,0,recent8,-0.1548082545019
2025-06-30,3474,2025-05-23,2025-06-03,2024-12-31,0.3224442809301658,0.472636815920398,0,recent8,-0.11941524545880053
2025-06-30,3479,2025-05-30,2025-06-09,2024-12-31,0.2584393658954471,0.472636815920398,1,recent8,0.2718002461309703
2025-06-30,3483,2025-06-06,2025-06-16,2024-12-31,0.44029414594601524,0.472636815920398,0,recent8,-0.029526624809041252
2025-06-30,3488,2025-06-13,2025-06-23,2024-12-31,0.3835673237066905,0.472636815920398,0,recent8,-0.0762616679478591
2025-06-30,3493,2025-06-20,2025-06-30,2024-12-31,0.4610340416766527,0.472636815920398,1,recent8,0.01237237630882787
2025-09-30,3503,2025-07-04,2025-07-14,2025-06-30,0.45614331072703845,0.4701492537313433,1,warmup,0.015038285145494157
2025-09-30,3508,2025-07-11,2025-07-21,2025-06-30,0.49335746717123863,0.4701492537313433,1,warmup,-0.024055157250309878
2025-09-30,3513,2025-07-18,2025-07-28,2025-06-30,0.6079937721462767,0.4701492537313433,1,warmup,-0.1270729306453472
2025-09-30,3518,2025-07-25,2025-08-04,2025-06-30,0.41880180609664475,0.4701492537313433,0,warmup,-0.04564536799432739
2025-09-30,3523,2025-08-01,2025-08-11,2025-06-30,0.4101428219948498,0.4701492537313433,1,warmup,0.0671896771227471
2025-09-30,3528,2025-08-08,2025-08-18,2025-06-30,0.3866474587797122,0.4701492537313433,1,warmup,0.09545952649993245
2025-09-30,3533,2025-08-15,2025-08-25,2025-06-30,0.4447847025142572,0.4701492537313433,1,warmup,0.027522213240729343
2025-09-30,3538,2025-08-22,2025-09-01,2025-06-30,0.31001835492570246,0.4701492537313433,1,warmup,0.19533285721798138
2025-09-30,3543,2025-08-29,2025-09-08,2025-06-30,0.44841708010119224,0.4701492537313433,0,warmup,-0.019962443057659957
2025-09-30,3548,2025-09-05,2025-09-15,2025-06-30,0.44777986019644106,0.4701492537313433,1,warmup,0.024205269483209668
2025-09-30,3553,2025-09-12,2025-09-22,2025-06-30,0.49309804388052614,0.4701492537313433,0,warmup,0.02210536009466227
2025-09-30,3558,2025-09-19,2025-09-29,2025-06-30,0.44112977489496674,0.4701492537313433,1,warmup,0.031594115187498106
2026-03-31,3630,2026-01-09,2026-01-19,2025-12-31,0.5260850289084584,0.4792703150912106,0,warmup,0.047065422713985255
2026-03-31,3635,2026-01-16,2026-01-26,2025-12-31,0.5431940794853497,0.4792703150912106,0,warmup,0.06535977306030813
2026-03-31,3640,2026-01-23,2026-02-02,2025-12-31,0.42401345231033893,0.4792703150912106,0,warmup,-0.0499126271874962
2026-03-31,3645,2026-01-30,2026-02-09,2025-12-31,0.45724385028463316,0.4792703150912106,1,warmup,0.02342483330864248
2026-03-31,3650,2026-02-06,2026-02-24,2025-12-31,0.5042957605458408,0.4792703150912106,1,warmup,-0.025436711732380768
2026-03-31,3655,2026-02-13,2026-03-02,2025-12-31,0.4505062339482251,0.4792703150912106,0,warmup,-0.02674416810141536
2026-03-31,3659,2026-02-27,2026-03-09,2025-12-31,0.504015087214225,0.4792703150912106,0,warmup,0.024331173211934592
2026-03-31,3664,2026-03-06,2026-03-16,2025-12-31,0.49562639077605564,0.4792703150912106,1,warmup,-0.016766667063619012
2026-03-31,3669,2026-03-13,2026-03-23,2025-12-31,0.4549664030792006,0.4792703150912106,0,warmup,-0.02270560699680263
2026-03-31,3674,2026-03-20,2026-03-30,2025-12-31,0.44751285163197146,0.4792703150912106,0,warmup,-0.029432282551849376
2026-06-30,3655,2026-02-13,2026-03-02,2025-12-31,0.4505062339482251,0.4792703150912106,0,older8,-0.02674416810141536
2026-06-30,3659,2026-02-27,2026-03-09,2025-12-31,0.504015087214225,0.4792703150912106,0,older8,0.024331173211934592
2026-06-30,3664,2026-03-06,2026-03-16,2025-12-31,0.49562639077605564,0.4792703150912106,1,older8,-0.016766667063619012
2026-06-30,3669,2026-03-13,2026-03-23,2025-12-31,0.4549664030792006,0.4792703150912106,0,older8,-0.02270560699680263
2026-06-30,3674,2026-03-20,2026-03-30,2025-12-31,0.44751285163197146,0.4792703150912106,0,older8,-0.029432282551849376
2026-06-30,3679,2026-03-27,2026-04-07,2025-12-31,0.4694278085841141,0.4792703150912106,0,older8,-0.00933756745554462
2026-06-30,3684,2026-04-03,2026-04-13,2025-12-31,0.48388580427736083,0.4792703150912106,1,older8,-0.004785541718780484
2026-06-30,3688,2026-04-10,2026-04-20,2025-12-31,0.4525740654594063,0.4792703150912106,1,older8,0.028515749062435147
2026-06-30,3693,2026-04-17,2026-04-27,2025-12-31,0.49264418119242176,0.4792703150912106,1,recent8,-0.013749477867299076
