job,history,method,cutoff,seed,train_n,iterations,objective,gradient_inf,hessian_min,reduced_objective
rolling5_learned_market_2024-03-31_20260912,rolling5,learned_market,2024-03-31,20260912,1208,4,0.6366684572886151,2.684408684922035e-14,0.01020006445270902,
rolling5_learned_vol_interaction_2024-03-31_20260912,rolling5,learned_vol_interaction,2024-03-31,20260912,1208,4,0.6366256118996028,4.789950987932334e-14,0.010199879632847544,
rolling5_learned_order_extension_2024-03-31_20260912,rolling5,learned_order_extension,2024-03-31,20260912,1208,4,0.6361203886978939,7.656649836720875e-13,0.010199102138965506,
rolling5_learned_order_offset_2024-03-31_20260912,rolling5,learned_order_offset,2024-03-31,20260912,1208,3,0.6361226816954793,1.5417354892743873e-16,0.19986177676140138,0.6315919172530883
rolling5_learned_market_2024-06-30_20260910,rolling5,learned_market,2024-06-30,20260910,1207,4,0.6598686617906122,2.8406096919120216e-17,0.011598197987834463,
rolling5_learned_vol_interaction_2024-06-30_20260910,rolling5,learned_vol_interaction,2024-06-30,20260910,1207,4,0.6596809252048956,8.595720103663702e-17,0.011596685333425186,
rolling5_learned_order_extension_2024-06-30_20260910,rolling5,learned_order_extension,2024-06-30,20260910,1207,4,0.6584568914896127,6.68519059554562e-16,0.011590764022189805,
rolling5_learned_order_offset_2024-06-30_20260910,rolling5,learned_order_offset,2024-06-30,20260910,1207,3,0.6584600435720214,3.0357660829594124e-18,0.23281454403021,0.653942965093224
rolling5_learned_market_2024-06-30_20260911,rolling5,learned_market,2024-06-30,20260911,1207,4,0.6578205906787683,1.5872719805187785e-16,0.010026615876029025,
rolling5_learned_vol_interaction_2024-06-30_20260911,rolling5,learned_vol_interaction,2024-06-30,20260911,1207,4,0.6577516255663332,1.5677563414140394e-16,0.01002659463586444,
rolling5_learned_order_extension_2024-06-30_20260911,rolling5,learned_order_extension,2024-06-30,20260911,1207,4,0.6566530927712295,3.787118188491867e-16,0.01002648558344485,
rolling5_learned_order_offset_2024-06-30_20260911,rolling5,learned_order_offset,2024-06-30,20260911,1207,3,0.6566539381001992,2.949029909160572e-17,0.2190791528223577,0.6542032894875669
rolling5_learned_market_2024-06-30_20260912,rolling5,learned_market,2024-06-30,20260912,1207,4,0.654301748036049,1.4051260155412137e-16,0.010361197653938283,
rolling5_learned_vol_interaction_2024-06-30_20260912,rolling5,learned_vol_interaction,2024-06-30,20260912,1207,4,0.6540661059078118,2.8709673527416157e-16,0.010361154939304885,
rolling5_learned_order_extension_2024-06-30_20260912,rolling5,learned_order_extension,2024-06-30,20260912,1207,4,0.653628770460268,3.200564813177209e-16,0.010358721357449344,
rolling5_learned_order_offset_2024-06-30_20260912,rolling5,learned_order_offset,2024-06-30,20260912,1207,3,0.6536296644340446,2.4810882515158283e-15,0.21448567543627153,0.6472272234017117
rolling5_learned_market_2024-09-30_20260910,rolling5,learned_market,2024-09-30,20260910,1206,4,0.6528964058564254,1.2967057982926633e-16,0.010139333894479506,
rolling5_learned_vol_interaction_2024-09-30_20260910,rolling5,learned_vol_interaction,2024-09-30,20260910,1206,4,0.6527404135145934,1.7824283715661693e-16,0.010139323728440218,
rolling5_learned_order_extension_2024-09-30_20260910,rolling5,learned_order_extension,2024-09-30,20260910,1206,4,0.6511858987588887,2.0657303992366316e-14,0.010138238602856753,
rolling5_learned_order_offset_2024-09-30_20260910,rolling5,learned_order_offset,2024-09-30,20260910,1206,3,0.6511896329654374,7.976410330845507e-14,0.20962149659365248,0.648110085212778
rolling5_learned_market_2024-09-30_20260911,rolling5,learned_market,2024-09-30,20260911,1206,3,0.6648843118703821,8.646110129933993e-11,0.01052572941769065,
rolling5_learned_vol_interaction_2024-09-30_20260911,rolling5,learned_vol_interaction,2024-09-30,20260911,1206,3,0.6647889347308248,1.2417726184344238e-10,0.010525851712102855,
rolling5_learned_order_extension_2024-09-30_20260911,rolling5,learned_order_extension,2024-09-30,20260911,1206,3,0.6640843386456422,5.902399711566267e-10,0.010524607279729249,
rolling5_learned_order_offset_2024-09-30_20260911,rolling5,learned_order_offset,2024-09-30,20260911,1206,3,0.6640848087091648,2.482822974991805e-17,0.23553612982881417,0.658710678398463
rolling5_learned_market_2024-09-30_20260912,rolling5,learned_market,2024-09-30,20260912,1206,3,0.6635090557982748,4.2298137627010124e-10,0.010230844210553293,
rolling5_learned_vol_interaction_2024-09-30_20260912,rolling5,learned_vol_interaction,2024-09-30,20260912,1206,3,0.6633316537269168,8.836594088835331e-10,0.010230644261060613,
rolling5_learned_order_extension_2024-09-30_20260912,rolling5,learned_order_extension,2024-09-30,20260912,1206,4,0.6585429075641918,2.2410849218057471e-13,0.010227666817503684,
rolling5_learned_order_offset_2024-09-30_20260912,rolling5,learned_order_offset,2024-09-30,20260912,1206,3,0.6585749647445043,3.9201975866876015e-11,0.20717916383666113,0.6545637368624123
rolling5_learned_market_2024-12-31_20260910,rolling5,learned_market,2024-12-31,20260910,1206,4,0.6604896567330759,2.7321894746634712e-17,0.010193884244921065,
rolling5_learned_vol_interaction_2024-12-31_20260910,rolling5,learned_vol_interaction,2024-12-31,20260910,1206,4,0.6576379290462315,1.491862189340054e-16,0.010191979613488479,
rolling5_learned_order_extension_2024-12-31_20260910,rolling5,learned_order_extension,2024-12-31,20260910,1206,4,0.6550436710026878,1.2871648191747909e-15,0.01019210453135377,
rolling5_learned_order_offset_2024-12-31_20260910,rolling5,learned_order_offset,2024-12-31,20260910,1206,3,0.6550467450212374,3.469446951953614e-18,0.22445115270215144,0.6511029774183967
rolling5_learned_market_2024-12-31_20260911,rolling5,learned_market,2024-12-31,20260911,1206,3,0.6645334311308694,3.376215015025996e-10,0.010409064974665946,
rolling5_learned_vol_interaction_2024-12-31_20260911,rolling5,learned_vol_interaction,2024-12-31,20260911,1206,3,0.6643556781512562,3.65157988698947e-10,0.010408727852275472,
rolling5_learned_order_extension_2024-12-31_20260911,rolling5,learned_order_extension,2024-12-31,20260911,1206,3,0.6643244473413371,3.6863548108154176e-10,0.010408478067863951,
rolling5_learned_order_offset_2024-12-31_20260911,rolling5,learned_order_offset,2024-12-31,20260911,1206,2,0.6643244625596418,9.042995031179751e-13,0.23658617521401532,0.6605220336752128
rolling5_learned_market_2024-12-31_20260912,rolling5,learned_market,2024-12-31,20260912,1206,4,0.6414691424652225,7.139904986686041e-15,0.010162071746833198,
rolling5_learned_vol_interaction_2024-12-31_20260912,rolling5,learned_vol_interaction,2024-12-31,20260912,1206,4,0.6413912574311945,8.57603918436034e-15,0.01016202776889594,
rolling5_learned_order_extension_2024-12-31_20260912,rolling5,learned_order_extension,2024-12-31,20260912,1206,4,0.6383883389991928,6.022182318793368e-12,0.010160613260212416,
rolling5_learned_order_offset_2024-12-31_20260912,rolling5,learned_order_offset,2024-12-31,20260912,1206,3,0.6384159133953002,8.897340329772074e-13,0.19468895635791628,0.6354063577325044
rolling5_learned_market_2025-03-31_20260910,rolling5,learned_market,2025-03-31,20260910,1205,4,0.6513443107409259,4.579094134761019e-17,0.010089532050297074,
rolling5_learned_vol_interaction_2025-03-31_20260910,rolling5,learned_vol_interaction,2025-03-31,20260910,1205,4,0.6512387703271251,3.39055662292164e-17,0.010089533855651207,
rolling5_learned_order_extension_2025-03-31_20260910,rolling5,learned_order_extension,2025-03-31,20260910,1205,4,0.6512351755302106,3.404394821604484e-17,0.010089531104921862,
rolling5_learned_order_offset_2025-03-31_20260910,rolling5,learned_order_offset,2025-03-31,20260910,1205,2,0.6512351786621295,5.327607184081075e-13,0.2228480430157426,0.6473518964184676
rolling5_learned_market_2025-03-31_20260911,rolling5,learned_market,2025-03-31,20260911,1205,3,0.6655188185044008,1.662087628986897e-10,0.010118751444704718,
rolling5_learned_vol_interaction_2025-03-31_20260911,rolling5,learned_vol_interaction,2025-03-31,20260911,1205,3,0.664210599835905,3.9193286376776326e-10,0.010118083718769837,
rolling5_learned_order_extension_2025-03-31_20260911,rolling5,learned_order_extension,2025-03-31,20260911,1205,3,0.6640639825960979,4.1645408085586033e-10,0.010118040670761233,
rolling5_learned_order_offset_2025-03-31_20260911,rolling5,learned_order_offset,2025-03-31,20260911,1205,2,0.6640640413446344,1.6797900960832668e-12,0.23904871883725917,0.6607803204213175
rolling5_learned_market_2025-03-31_20260912,rolling5,learned_market,2025-03-31,20260912,1205,4,0.6581834048066313,2.596664203102783e-17,0.012352453443860528,
rolling5_learned_vol_interaction_2025-03-31_20260912,rolling5,learned_vol_interaction,2025-03-31,20260912,1205,4,0.6557535171447775,1.539296034386295e-16,0.01233752514580028,
rolling5_learned_order_extension_2025-03-31_20260912,rolling5,learned_order_extension,2025-03-31,20260912,1205,4,0.6540366577846244,2.1198320876436583e-15,0.01234031102612827,
rolling5_learned_order_offset_2025-03-31_20260912,rolling5,learned_order_offset,2025-03-31,20260912,1205,3,0.6540416039906077,3.045155273773137e-14,0.2266825988740516,0.6501595072894409
rolling5_learned_market_2025-06-30_20260910,rolling5,learned_market,2025-06-30,20260910,1206,4,0.6549431294490903,3.2634485391813683e-17,0.010682160257364013,
rolling5_learned_vol_interaction_2025-06-30_20260910,rolling5,learned_vol_interaction,2025-06-30,20260910,1206,4,0.6548930845771299,3.4890093394107326e-17,0.010681627973246713,
rolling5_learned_order_extension_2025-06-30_20260910,rolling5,learned_order_extension,2025-06-30,20260910,1206,4,0.6546733972004045,8.196568423990414e-17,0.010681158749386499,
rolling5_learned_order_offset_2025-06-30_20260910,rolling5,learned_order_offset,2025-06-30,20260910,1206,3,0.6546735858976226,1.0842021724855044e-19,0.23069458378620109,0.6517630789610215
rolling5_learned_market_2025-06-30_20260911,rolling5,learned_market,2025-06-30,20260911,1206,4,0.6597697180786651,2.1033522146218786e-17,0.010238109996296214,
rolling5_learned_vol_interaction_2025-06-30_20260911,rolling5,learned_vol_interaction,2025-06-30,20260911,1206,4,0.6575099028958847,5.963281355259725e-17,0.010236823050079644,
rolling5_learned_order_extension_2025-06-30_20260911,rolling5,learned_order_extension,2025-06-30,20260911,1206,4,0.6561105552432637,7.2142812557185465e-16,0.010236819613665144,
rolling5_learned_order_offset_2025-06-30_20260911,rolling5,learned_order_offset,2025-06-30,20260911,1206,3,0.6561133171845492,6.248690800902956e-15,0.22129473917449025,0.6518858253537431
rolling5_learned_market_2025-06-30_20260912,rolling5,learned_market,2025-06-30,20260912,1206,4,0.6644866612188496,2.2554282009383362e-17,0.012913862621023725,
rolling5_learned_vol_interaction_2025-06-30_20260912,rolling5,learned_vol_interaction,2025-06-30,20260912,1206,4,0.6644050128517306,3.979021973021801e-17,0.012909538516514562,
rolling5_learned_order_extension_2025-06-30_20260912,rolling5,learned_order_extension,2025-06-30,20260912,1206,4,0.662883333259134,9.389190813724468e-17,0.012912230670634357,
rolling5_learned_order_offset_2025-06-30_20260912,rolling5,learned_order_offset,2025-06-30,20260912,1206,3,0.6628850481988037,2.168404344971009e-18,0.2385181645028701,0.6603371737891662
rolling5_learned_market_2025-09-30_20260910,rolling5,learned_market,2025-09-30,20260910,1206,4,0.6580288951583616,2.5261910618912253e-17,0.010110978944874397,
rolling5_learned_vol_interaction_2025-09-30_20260910,rolling5,learned_vol_interaction,2025-09-30,20260910,1206,4,0.6579761430732227,2.5684264002522278e-17,0.01011088122759142,
rolling5_learned_order_extension_2025-09-30_20260910,rolling5,learned_order_extension,2025-09-30,20260910,1206,4,0.6577314666013455,2.653584817158272e-17,0.010110899322248767,
rolling5_learned_order_offset_2025-09-30_20260910,rolling5,learned_order_offset,2025-09-30,20260910,1206,3,0.6577315514888372,1.463672932855431e-18,0.23814477929734967,0.6550522495329764
rolling5_learned_market_2025-09-30_20260911,rolling5,learned_market,2025-09-30,20260911,1206,4,0.6596743600942531,2.950385161876179e-17,0.011932393239366462,
rolling5_learned_vol_interaction_2025-09-30_20260911,rolling5,learned_vol_interaction,2025-09-30,20260911,1206,4,0.6583545999731472,1.0256552551712872e-16,0.011925475815401848,
rolling5_learned_order_extension_2025-09-30_20260911,rolling5,learned_order_extension,2025-09-30,20260911,1206,4,0.6573864236029803,9.156195766857333e-15,0.011919409238259555,
rolling5_learned_order_offset_2025-09-30_20260911,rolling5,learned_order_offset,2025-09-30,20260911,1206,3,0.6573906751660372,1.1441043425153286e-14,0.21280190018804487,0.6535216351545252
rolling5_learned_market_2025-09-30_20260912,rolling5,learned_market,2025-09-30,20260912,1206,4,0.6638701969333216,4.547679719443013e-17,0.011090147323895669,
rolling5_learned_vol_interaction_2025-09-30_20260912,rolling5,learned_vol_interaction,2025-09-30,20260912,1206,4,0.6633850282676271,4.217546450968612e-17,0.011088525777334145,
rolling5_learned_order_extension_2025-09-30_20260912,rolling5,learned_order_extension,2025-09-30,20260912,1206,4,0.6622358774428231,2.1263373006785713e-14,0.011087209389263683,
rolling5_learned_order_offset_2025-09-30_20260912,rolling5,learned_order_offset,2025-09-30,20260912,1206,3,0.6622426136118542,1.9780618115694537e-14,0.21961427732110533,0.6591012909270468
rolling5_learned_market_2025-12-31_20260910,rolling5,learned_market,2025-12-31,20260910,1206,4,0.6485504820580763,1.687018580387445e-16,0.010119836089076155,
rolling5_learned_vol_interaction_2025-12-31_20260910,rolling5,learned_vol_interaction,2025-12-31,20260910,1206,4,0.648493135497427,2.0968470015869656e-16,0.01011965924182614,
rolling5_learned_order_extension_2025-12-31_20260910,rolling5,learned_order_extension,2025-12-31,20260910,1206,4,0.647034554035618,5.657583776463859e-15,0.010119560047313975,
rolling5_learned_order_offset_2025-12-31_20260910,rolling5,learned_order_offset,2025-12-31,20260910,1206,3,0.6470382356516012,6.071532165918825e-18,0.2211852227080078,0.6444753323493106
rolling5_learned_market_2025-12-31_20260911,rolling5,learned_market,2025-12-31,20260911,1206,3,0.6766878487585422,1.2154739020830974e-11,0.010501054750177333,
rolling5_learned_vol_interaction_2025-12-31_20260911,rolling5,learned_vol_interaction,2025-12-31,20260911,1206,3,0.6764602680648497,9.684160157813482e-12,0.010500657546243191,
rolling5_learned_order_extension_2025-12-31_20260911,rolling5,learned_order_extension,2025-12-31,20260911,1206,3,0.6756188715999047,2.6415727027648273e-11,0.010500381664944736,
rolling5_learned_order_offset_2025-12-31_20260911,rolling5,learned_order_offset,2025-12-31,20260911,1206,3,0.6756191169633873,5.312590645178972e-18,0.24568862707323086,0.6734105856864846
rolling5_learned_market_2025-12-31_20260912,rolling5,learned_market,2025-12-31,20260912,1206,3,0.6802093242828043,3.5201247298999316e-12,0.010222484176966182,
rolling5_learned_vol_interaction_2025-12-31_20260912,rolling5,learned_vol_interaction,2025-12-31,20260912,1206,3,0.6785848032496763,1.0397910158756185e-10,0.010221280857020355,
rolling5_learned_order_extension_2025-12-31_20260912,rolling5,learned_order_extension,2025-12-31,20260912,1206,3,0.6781431500310128,2.385698856348373e-10,0.010220660045771794,
rolling5_learned_order_offset_2025-12-31_20260912,rolling5,learned_order_offset,2025-12-31,20260912,1206,3,0.6781433007883514,2.168404344971009e-18,0.2449697690991805,0.675839159464654
rolling5_learned_market_2026-03-31_20260910,rolling5,learned_market,2026-03-31,20260910,1204,4,0.6488769081294194,1.0408340855860843e-16,0.01067763124079429,
rolling5_learned_vol_interaction_2026-03-31_20260910,rolling5,learned_vol_interaction,2026-03-31,20260910,1204,4,0.6485835965567689,2.0556473190325164e-16,0.010675752220650392,
rolling5_learned_order_extension_2026-03-31_20260910,rolling5,learned_order_extension,2026-03-31,20260910,1204,4,0.6485787792242728,9.688159562787346e-16,0.010675653493680284,
rolling5_learned_order_offset_2026-03-31_20260910,rolling5,learned_order_offset,2026-03-31,20260910,1204,2,0.6485787966710348,6.511618785951141e-12,0.21554074896232361,0.6438739437658398
rolling5_learned_market_2026-03-31_20260911,rolling5,learned_market,2026-03-31,20260911,1204,3,0.6668600809137911,2.504919343881962e-10,0.01058144705324885,
rolling5_learned_vol_interaction_2026-03-31_20260911,rolling5,learned_vol_interaction,2026-03-31,20260911,1204,3,0.6660617868821757,3.8526702355180624e-10,0.010579764246180096,
rolling5_learned_order_extension_2026-03-31_20260911,rolling5,learned_order_extension,2026-03-31,20260911,1204,4,0.6643413916474805,2.8406096919120216e-17,0.010578185949416901,
rolling5_learned_order_offset_2026-03-31_20260911,rolling5,learned_order_offset,2026-03-31,20260911,1204,3,0.6643427431411584,1.5178830414797062e-18,0.23729710941212553,0.6614020357938294
rolling5_learned_market_2026-03-31_20260912,rolling5,learned_market,2026-03-31,20260912,1204,3,0.6677938901875246,1.723174632498048e-10,0.010142487973594317,
rolling5_learned_vol_interaction_2026-03-31_20260912,rolling5,learned_vol_interaction,2026-03-31,20260912,1204,3,0.6673611954023911,4.823439876677771e-10,0.010142225433351094,
rolling5_learned_order_extension_2026-03-31_20260912,rolling5,learned_order_extension,2026-03-31,20260912,1204,4,0.6668502031438672,2.6747267595217394e-16,0.01014211763793118,
rolling5_learned_order_offset_2026-03-31_20260912,rolling5,learned_order_offset,2026-03-31,20260912,1204,3,0.666851710381812,2.1229762739438662e-15,0.22355514610339128,0.6642893247433846
rolling5_learned_market_2026-06-30_20260910,rolling5,learned_market,2026-06-30,20260910,1204,4,0.6549452490642627,7.19910242530375e-17,0.010525293834370971,
rolling5_learned_vol_interaction_2026-06-30_20260910,rolling5,learned_vol_interaction,2026-06-30,20260910,1204,4,0.652462728419182,6.704706234650359e-16,0.010522166463560328,
rolling5_learned_order_extension_2026-06-30_20260910,rolling5,learned_order_extension,2026-06-30,20260910,1204,4,0.6523027226533388,1.7630211526786788e-15,0.010522238975497516,
rolling5_learned_order_offset_2026-06-30_20260910,rolling5,learned_order_offset,2026-06-30,20260910,1204,2,0.652303087703684,6.531812493226069e-11,0.22969405336855517,0.6480375273179456
rolling5_learned_market_2026-06-30_20260911,rolling5,learned_market,2026-06-30,20260911,1204,4,0.6601200888347757,6.159709139946881e-17,0.010090479311747157,
rolling5_learned_vol_interaction_2026-06-30_20260911,rolling5,learned_vol_interaction,2026-06-30,20260911,1204,4,0.658596877167386,7.24247051220317e-17,0.01008995721938652,
rolling5_learned_order_extension_2026-06-30_20260911,rolling5,learned_order_extension,2026-06-30,20260911,1204,4,0.6571895452918665,1.1731067506293158e-16,0.010089064360327926,
rolling5_learned_order_offset_2026-06-30_20260911,rolling5,learned_order_offset,2026-06-30,20260911,1204,3,0.6571911852021503,4.9873299934333204e-18,0.2255190585464914,0.6546424659993741
rolling5_learned_market_2026-06-30_20260912,rolling5,learned_market,2026-06-30,20260912,1204,4,0.6606421298530877,3.920475055707584e-16,0.010336675935778764,
rolling5_learned_vol_interaction_2026-06-30_20260912,rolling5,learned_vol_interaction,2026-06-30,20260912,1204,4,0.6604908199695235,3.642919299551295e-16,0.01033653111451625,
rolling5_learned_order_extension_2026-06-30_20260912,rolling5,learned_order_extension,2026-06-30,20260912,1204,4,0.6585514790237033,8.23126289350995e-15,0.010335558211584363,
rolling5_learned_order_offset_2026-06-30_20260912,rolling5,learned_order_offset,2026-06-30,20260912,1204,3,0.6585568855673201,1.182214048878194e-14,0.22334293105394182,0.6558847701339983
rolling3_learned_market_2020-12-31_20260910,rolling3,learned_market,2020-12-31,20260910,724,4,0.6450135900646538,1.2065001775418693e-15,0.012009655775596203,
rolling3_learned_vol_interaction_2020-12-31_20260910,rolling3,learned_vol_interaction,2020-12-31,20260910,724,4,0.6437529407034546,1.0920301121708498e-14,0.012005467060327703,
rolling3_learned_order_extension_2020-12-31_20260910,rolling3,learned_order_extension,2020-12-31,20260910,724,4,0.6421136876210962,4.428874801620797e-13,0.01198617575012296,
rolling3_learned_order_offset_2020-12-31_20260910,rolling3,learned_order_offset,2020-12-31,20260910,724,3,0.6421329225074014,6.447923792118893e-14,0.2050254443030671,0.6365299728557737
rolling3_learned_market_2020-12-31_20260911,rolling3,learned_market,2020-12-31,20260911,724,4,0.6382619794710234,1.2041149327624012e-14,0.010024428188571655,
rolling3_learned_vol_interaction_2020-12-31_20260911,rolling3,learned_vol_interaction,2020-12-31,20260911,724,4,0.635153725099881,9.017894937735083e-14,0.010024347443827825,
rolling3_learned_order_extension_2020-12-31_20260911,rolling3,learned_order_extension,2020-12-31,20260911,724,4,0.6319560826204164,8.388571955120216e-13,0.010024221261251832,
rolling3_learned_order_offset_2020-12-31_20260911,rolling3,learned_order_offset,2020-12-31,20260911,724,3,0.631975307953263,1.0950441942103595e-16,0.21317202156325155,0.629519318836744
rolling3_learned_market_2020-12-31_20260912,rolling3,learned_market,2020-12-31,20260912,724,4,0.6390277441592026,1.0480678824809075e-13,0.011916940954065565,
rolling3_learned_vol_interaction_2020-12-31_20260912,rolling3,learned_vol_interaction,2020-12-31,20260912,724,4,0.6382133822148199,4.5054238118069634e-14,0.011919366836560556,
rolling3_learned_order_extension_2020-12-31_20260912,rolling3,learned_order_extension,2020-12-31,20260912,724,4,0.6380538073218728,7.474796064228795e-13,0.011911057567668866,
rolling3_learned_order_offset_2020-12-31_20260912,rolling3,learned_order_offset,2020-12-31,20260912,724,2,0.6380560811640579,1.2421389871536404e-13,0.2046758171011334,0.631158900634793
rolling3_learned_market_2021-03-31_20260910,rolling3,learned_market,2021-03-31,20260910,723,4,0.6406901714103127,9.69493582636538e-16,0.01005807013700113,
rolling3_learned_vol_interaction_2021-03-31_20260910,rolling3,learned_vol_interaction,2021-03-31,20260910,723,4,0.6405013651316626,7.508045834353494e-15,0.010057979285145738,
rolling3_learned_order_extension_2021-03-31_20260910,rolling3,learned_order_extension,2021-03-31,20260910,723,4,0.6383657802377366,7.699786988557555e-15,0.010057784468770802,
rolling3_learned_order_offset_2021-03-31_20260910,rolling3,learned_order_offset,2021-03-31,20260910,723,3,0.6383677002672339,2.168404344971009e-19,0.22286869208851637,0.6338478462602108
rolling3_learned_market_2021-03-31_20260911,rolling3,learned_market,2021-03-31,20260911,723,4,0.6146328317976892,6.548475086839978e-12,0.010028057294198537,
rolling3_learned_vol_interaction_2021-03-31_20260911,rolling3,learned_vol_interaction,2021-03-31,20260911,723,4,0.6146318079555221,8.589924778423796e-12,0.010028057134799257,
rolling3_learned_order_extension_2021-03-31_20260911,rolling3,learned_order_extension,2021-03-31,20260911,723,4,0.6123960536042471,7.860856280142436e-12,0.010027797171112855,
rolling3_learned_order_offset_2021-03-31_20260911,rolling3,learned_order_offset,2021-03-31,20260911,723,3,0.6124114572742481,1.8583225236401546e-15,0.19260866165622145,0.6084448064164611
rolling3_learned_market_2021-03-31_20260912,rolling3,learned_market,2021-03-31,20260912,723,4,0.626858958899629,2.6985011447600016e-13,0.012071173727581489,
rolling3_learned_vol_interaction_2021-03-31_20260912,rolling3,learned_vol_interaction,2021-03-31,20260912,723,4,0.6262224358623162,1.6732145183273595e-13,0.012083327316209234,
rolling3_learned_order_extension_2021-03-31_20260912,rolling3,learned_order_extension,2021-03-31,20260912,723,4,0.6261051335059005,9.64406506043236e-13,0.012065089176210835,
rolling3_learned_order_offset_2021-03-31_20260912,rolling3,learned_order_offset,2021-03-31,20260912,723,3,0.6261069294783851,2.168404344971009e-19,0.19723655503926585,0.6173584920033494
rolling3_learned_market_2021-06-30_20260910,rolling3,learned_market,2021-06-30,20260910,723,4,0.6307915239441947,4.789950987932334e-15,0.01030164965093578,
rolling3_learned_vol_interaction_2021-06-30_20260910,rolling3,learned_vol_interaction,2021-06-30,20260910,723,4,0.6293426575922444,1.1390714760306508e-13,0.010300237230530017,
rolling3_learned_order_extension_2021-06-30_20260910,rolling3,learned_order_extension,2021-06-30,20260910,723,4,0.6268769082938644,1.0110352225561892e-12,0.010298355645164488,
rolling3_learned_order_offset_2021-06-30_20260910,rolling3,learned_order_offset,2021-06-30,20260910,723,3,0.6268935484860493,3.469446951953614e-18,0.20105523292547328,0.6200049309801574
rolling3_learned_market_2021-06-30_20260911,rolling3,learned_market,2021-06-30,20260911,723,4,0.6383134405479413,1.0630121349136656e-11,0.010070871170431341,
rolling3_learned_vol_interaction_2021-06-30_20260911,rolling3,learned_vol_interaction,2021-06-30,20260911,723,4,0.6358965611247738,4.5226180396193416e-10,0.010070633386450593,
rolling3_learned_order_extension_2021-06-30_20260911,rolling3,learned_order_extension,2021-06-30,20260911,723,5,0.6331497221733726,1.7650811368064012e-16,0.010070259367582315,
rolling3_learned_order_offset_2021-06-30_20260911,rolling3,learned_order_offset,2021-06-30,20260911,723,3,0.6332250886815431,3.5407787812857805e-13,0.19886528272621445,0.6271528359317506
rolling3_learned_market_2021-06-30_20260912,rolling3,learned_market,2021-06-30,20260912,723,4,0.6241462868479111,7.852407959973995e-12,0.010277295449326665,
rolling3_learned_vol_interaction_2021-06-30_20260912,rolling3,learned_vol_interaction,2021-06-30,20260912,723,4,0.6238621774143497,7.699233611768719e-12,0.010276523905710952,
rolling3_learned_order_extension_2021-06-30_20260912,rolling3,learned_order_extension,2021-06-30,20260912,723,4,0.6238513527662229,1.818335499531587e-11,0.010275986019678936,
rolling3_learned_order_offset_2021-06-30_20260912,rolling3,learned_order_offset,2021-06-30,20260912,723,2,0.6238515115425641,3.121481751463401e-14,0.19500097944086278,0.6183486123337465
rolling3_learned_market_2021-09-30_20260910,rolling3,learned_market,2021-09-30,20260910,723,3,0.6633808141063918,6.501565160809547e-10,0.010044058856398903,
rolling3_learned_vol_interaction_2021-09-30_20260910,rolling3,learned_vol_interaction,2021-09-30,20260910,723,4,0.6629173631850508,6.136584296267955e-17,0.010044079985249074,
rolling3_learned_order_extension_2021-09-30_20260910,rolling3,learned_order_extension,2021-09-30,20260910,723,4,0.6620831842465634,3.2959746043559335e-17,0.010043894518105934,
rolling3_learned_order_offset_2021-09-30_20260910,rolling3,learned_order_offset,2021-09-30,20260910,723,3,0.6620841780898266,1.0842021724855044e-19,0.23484272856916694,0.6603273572098705
rolling3_learned_market_2021-09-30_20260911,rolling3,learned_market,2021-09-30,20260911,723,4,0.6192404232433715,8.498113237415117e-12,0.010170053629182961,
rolling3_learned_vol_interaction_2021-09-30_20260911,rolling3,learned_vol_interaction,2021-09-30,20260911,723,4,0.6192127166109124,1.2740265006166984e-11,0.01016979273406955,
rolling3_learned_order_extension_2021-09-30_20260911,rolling3,learned_order_extension,2021-09-30,20260911,723,4,0.615596321941841,3.161156835428114e-10,0.010169005657341417,
rolling3_learned_order_offset_2021-09-30_20260911,rolling3,learned_order_offset,2021-09-30,20260911,723,3,0.6156685210199283,8.673617379884035e-18,0.19646723870230753,0.6113257110327867
rolling3_learned_market_2021-09-30_20260912,rolling3,learned_market,2021-09-30,20260912,723,4,0.6569645827698003,2.5999168096202396e-16,0.012549829610160488,
rolling3_learned_vol_interaction_2021-09-30_20260912,rolling3,learned_vol_interaction,2021-09-30,20260912,723,4,0.6567966064443619,2.8666305440516737e-16,0.01254594774825012,
rolling3_learned_order_extension_2021-09-30_20260912,rolling3,learned_order_extension,2021-09-30,20260912,723,4,0.6567965590099608,8.641836703703054e-16,0.01254543828287369,
rolling3_learned_order_offset_2021-09-30_20260912,rolling3,learned_order_offset,2021-09-30,20260912,723,2,0.6567965592016284,3.438106732905205e-18,0.22784668533983465,0.6527152882761823
rolling3_learned_market_2021-12-31_20260910,rolling3,learned_market,2021-12-31,20260910,724,4,0.6422389509817186,5.0306980803327406e-17,0.010151839003363203,
rolling3_learned_vol_interaction_2021-12-31_20260910,rolling3,learned_vol_interaction,2021-12-31,20260910,724,4,0.6419131984435187,1.4985842428094642e-15,0.010152010373811204,
rolling3_learned_order_extension_2021-12-31_20260910,rolling3,learned_order_extension,2021-12-31,20260910,724,4,0.64176575373151,1.806172399143602e-15,0.010152162746216354,
rolling3_learned_order_offset_2021-12-31_20260910,rolling3,learned_order_offset,2021-12-31,20260910,724,2,0.6417660148890529,1.7386640846668577e-11,0.22181559307597415,0.6374063014945333
rolling3_learned_market_2021-12-31_20260911,rolling3,learned_market,2021-12-31,20260911,724,4,0.6282969506935646,1.6386631634945914e-14,0.010048091375886692,
