window,method,seed,n,accuracy,balanced_accuracy,actual_up_rate,predicted_up_rate,return_rmse,mse_skill_vs_zero,correlation,mean_forecast,forecast_std,mean_actual,mean_return_held,mean_return_unheld,cost_bps,start,end,total_return,cagr,sharpe_zero_cash,max_drawdown,exposure,one_way_turnover,observations
common,raw_adaptive,20260912,103,0.4368932038834951,0.42572188449848025,0.5436893203883495,0.6213592233009708,0.027986007462025148,-0.028687797893852007,-0.1319578820059306,0.001272185897354224,0.0028115737198760485,0.003152720366304803,0.0014245991834047505,0.005988611538243351,10,2024-07-08,2026-08-31,0.05631761391668144,0.02585361728848712,0.22894340039500302,-0.20970081505852967,0.6206896551724138,6,522
common,raw_fixed,20260910,103,0.5436893203883495,0.5,0.5436893203883495,1.0,0.027479620119895423,0.008202186355307228,-0.03247561440926074,0.0013539652798288768,0.00022856370805224757,0.003152720366304803,0.003152720366304803,,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
common,raw_fixed,20260911,103,0.5728155339805825,0.5421732522796353,0.5436893203883495,0.8543689320388349,0.02749769198145436,0.00689725372473271,0.04652308316179258,0.0007333761480971467,0.00195459155817514,0.003152720366304803,0.004174800042161014,-0.002843480398718294,10,2024-07-08,2026-08-31,0.3765708765175735,0.1605490363012818,0.8280860834352919,-0.1915301424375958,0.8524904214559387,14,522
common,raw_fixed,20260912,103,0.5436893203883495,0.518806990881459,0.5436893203883495,0.7864077669902912,0.027573445006951476,0.0014179456057901163,-0.08621839884494321,0.0009645860951235332,0.0007442869613383916,0.003152720366304803,0.0024286755415518593,0.005818521766531554,10,2024-07-08,2026-08-31,0.19609219479945383,0.08699865332681433,0.6646002379770769,-0.10512008038521248,0.7950191570881227,4,522
common,raw_permuted,20260910,103,0.5436893203883495,0.5,0.5436893203883495,1.0,0.027493734990612823,0.0071830534003816116,-0.0419231871485762,0.0014173925701709202,0.0005181147670919443,0.003152720366304803,0.003152720366304803,,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
common,raw_permuted,20260911,103,0.47572815533980584,0.4665653495440729,0.5436893203883495,0.6019417475728155,0.02767938676327022,-0.0062702319848855215,-0.033925222065420195,0.0002428863777042765,0.0017367423744751537,0.003152720366304803,0.0027362439456717247,0.0037825139779938495,10,2024-07-08,2026-08-31,0.12465221497558643,0.056254042798763004,0.3779260212915002,-0.2333091319510251,0.6091954022988506,24,522
common,raw_permuted,20260912,103,0.4077669902912621,0.40064589665653494,0.5436893203883495,0.5728155339805825,0.02785844214037751,-0.019331278103657423,-0.13445092541559567,0.00017344626895872707,0.0017333965365312035,0.003152720366304803,0.0006164996208823809,0.0065535618203939605,10,2024-07-08,2026-08-31,-0.001744572343460038,-0.0008131405495764854,0.09411175712751192,-0.2531408731175532,0.5727969348659003,8,522
post_release_sensitivity,kronos_adaptive,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018766379320921008,-0.007665322531237528,-0.10978902249572281,0.001995820760063977,0.0004590758538472227,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,kronos_adaptive,20260911,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.018813629565146588,-0.012745937324968537,-0.15336108708735902,0.0005313013831242688,0.000780065139497242,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,kronos_adaptive,20260912,48,0.4583333333333333,0.4504347826086956,0.5208333333333334,0.6875,0.02004180826087238,-0.1492887042151454,-0.14750309538470585,0.004705231089729364,0.004000689254274664,0.0008511736882373192,6.731658157056078e-05,0.0025756593229041866,10,2025-08-25,2026-08-31,-0.01013481635896707,-0.00997852669809618,0.00407669552548836,-0.10019552181742197,0.6869918699186992,6,246
post_release_sensitivity,kronos_fixed,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018791820159086304,-0.010399278475621054,-0.14791073971774096,0.001583261103101804,0.0006219825025092031,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,kronos_fixed,20260911,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.018866108669666138,-0.018403763821982944,-0.14814591949164727,0.000712735110566302,0.0010793430905351941,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,kronos_fixed,20260912,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.019488968651522887,-0.0867585019377961,-0.14803079445879969,0.002432804913682704,0.0032510650114406727,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,kronos_permuted,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018665885070254865,0.003097908149750528,0.13718710088641936,0.0016594130456573147,0.00020564870529461712,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,kronos_permuted,20260911,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.01878486081377195,-0.00965103638253062,-0.14615468865332296,0.0004069701946826703,0.0006395290513384259,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,kronos_permuted,20260912,48,0.4791666666666667,0.46521739130434786,0.5208333333333334,0.8333333333333334,0.019792789932921304,-0.12090643690986913,-0.14915407045183932,0.004506380542292674,0.0033283668672740704,0.0008511736882373192,-7.208832963610245e-05,0.005467483777604426,10,2025-08-25,2026-08-31,-0.021929106706712886,-0.02159293142906049,-0.06027588111468144,-0.1001955218174222,0.8292682926829268,12,246
post_release_sensitivity,random_tokenizer_adaptive,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018728361124228852,-0.003586665410092671,-0.0793507727733991,0.0016491692137500374,0.0003988575189044991,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,random_tokenizer_adaptive,20260911,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.018768459615907868,-0.00788873880877805,-0.14511367656282578,0.00015025842472349507,0.0005047075738392342,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,random_tokenizer_adaptive,20260912,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.019452141586732752,-0.08265522558243976,-0.13778764624707976,0.002256278447412779,0.00327992229804197,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,raw_adaptive,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.01869270807345905,0.0002307394494556192,-0.007682333906492536,0.0014769659789449167,0.00037885209674538985,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,raw_adaptive,20260911,48,0.5,0.4956521739130435,0.5208333333333334,0.6041666666666666,0.019295225581592624,-0.06525860973084519,-0.026557571151904266,0.0004761001629379542,0.004365872066977671,0.0008511736882373192,-0.0006060388819137897,0.0030753402426784843,10,2025-08-25,2026-08-31,-0.034907859014260856,-0.03437624272531925,-0.2519860267154029,-0.09976738245305339,0.6016260162601627,14,246
post_release_sensitivity,raw_adaptive,20260912,48,0.4583333333333333,0.45217391304347826,0.5208333333333334,0.6458333333333334,0.019657941686169574,-0.10568499837402645,-0.1756083971085739,0.002924656246943108,0.003362525616267411,0.0008511736882373192,-0.00047718469391205137,0.003273474267450877,10,2025-08-25,2026-08-31,-0.0226263007532842,-0.022279559621657508,-0.09090900974142595,-0.10019552181742208,0.6585365853658537,2,246
post_release_sensitivity,raw_fixed,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018706429291795626,-0.0012375429486051193,-0.14656550168460358,0.0013330346358645876,0.00016402311569245565,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,raw_fixed,20260911,48,0.5833333333333334,0.5756521739130435,0.5208333333333334,0.6875,0.018715090575426474,-0.0021649257026861157,0.06390558672638667,0.00015279473531355417,0.0027483837926811977,0.0008511736882373192,0.0025305619095807794,-0.002843480398718294,10,2025-08-25,2026-08-31,0.06627364923755552,0.06521371553542665,0.5275699929386272,-0.07973237459010807,0.6869918699186992,14,246
post_release_sensitivity,raw_fixed,20260912,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018763489470362424,-0.007355003962636664,-0.11990778503346132,0.0015167386609099061,0.0005654287926132245,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,raw_permuted,20260910,48,0.5208333333333334,0.5,0.5208333333333334,1.0,0.018758500222988268,-0.006819359981022011,-0.0849874943379357,0.0013924805394769037,0.0007223596515884076,0.0008511736882373192,0.0008511736882373192,,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,raw_permuted,20260911,48,0.5625,0.5608695652173913,0.5208333333333334,0.5416666666666666,0.018646558540681996,0.005161210629559654,0.07635775421123255,2.0802875702619463e-05,0.0019404827016720149,0.0008511736882373192,0.003934028607399242,-0.002792200307135863,10,2025-08-25,2026-08-31,0.08659510744606447,0.08519739802802628,0.7134121803196158,-0.061585821204799385,0.5609756097560976,16,246
post_release_sensitivity,raw_permuted,20260912,48,0.4375,0.4321739130434783,0.5208333333333334,0.625,0.019003068892135683,-0.03324382387594538,-0.12987636380431053,0.001108782628938748,0.0018359342731830667,0.0008511736882373192,-0.001290096319502013,0.00441995703446954,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
