window,method,cost_bps,start,end,total_return,cagr,sharpe_zero_cash,max_drawdown,exposure,one_way_turnover,observations
post_release_sensitivity,raw_permuted,20,2025-08-25,2026-08-31,-0.07118301464877774,-0.07011939767087061,-0.3663421526934148,-0.12233871945384645,0.8821138211382114,8,246
post_release_sensitivity,kronos_fixed,0,2025-08-25,2026-08-31,-0.04353778579141088,-0.042877688202617836,-0.25288034490065264,-0.1001955218174223,0.6260162601626016,2,246
post_release_sensitivity,kronos_fixed,5,2025-08-25,2026-08-31,-0.04449400889006594,-0.04381974813737233,-0.26008620074018646,-0.10019552181742175,0.6260162601626016,2,246
post_release_sensitivity,kronos_fixed,10,2025-08-25,2026-08-31,-0.04544975375761362,-0.044761351525142934,-0.2672831036252225,-0.10019552181742197,0.6260162601626016,2,246
post_release_sensitivity,kronos_fixed,20,2025-08-25,2026-08-31,-0.04735980879938806,-0.046643188631405486,-0.281647886885679,-0.10019552181742208,0.6260162601626016,2,246
post_release_sensitivity,kronos_adaptive,0,2025-08-25,2026-08-31,-0.012467400367530135,-0.012275363356803681,-3.6162706920870394e-06,-0.10019552181742208,0.7886178861788617,12,246
post_release_sensitivity,kronos_adaptive,5,2025-08-25,2026-08-31,-0.018376328804048936,-0.01809411295706287,-0.03839384684740384,-0.10019552181742164,0.7886178861788617,12,246
post_release_sensitivity,kronos_adaptive,10,2025-08-25,2026-08-31,-0.024252831180669787,-0.023881469787568443,-0.07680569151534723,-0.10019552181742253,0.7886178861788617,12,246
post_release_sensitivity,kronos_adaptive,20,2025-08-25,2026-08-31,-0.035909204413493545,-0.03536261959137543,-0.1536414676699284,-0.10318947870293205,0.7886178861788617,12,246
post_release_sensitivity,kronos_permuted,0,2025-08-25,2026-08-31,0.03299149285939018,0.032471956466785246,0.2768684800904377,-0.10019552181742164,1.0,2,246
post_release_sensitivity,kronos_permuted,5,2025-08-25,2026-08-31,0.0319587596144042,0.031455732675994996,0.2710404339774014,-0.10019552181742186,1.0,2,246
post_release_sensitivity,kronos_permuted,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,kronos_permuted,20,2025-08-25,2026-08-31,0.028863658853925056,0.02841001626659767,0.2535359326563581,-0.10019552181742186,1.0,2,246
post_release_sensitivity,random_tokenizer_adaptive,0,2025-08-25,2026-08-31,-0.035159443474098384,-0.03462406490197145,-0.1661768940980342,-0.10033682778203501,0.7073170731707317,8,246
post_release_sensitivity,random_tokenizer_adaptive,5,2025-08-25,2026-08-31,-0.03901205856597212,-0.038419191878396264,-0.19336804157666715,-0.10160388178550472,0.7073170731707317,8,246
post_release_sensitivity,random_tokenizer_adaptive,10,2025-08-25,2026-08-31,-0.04285120635431039,-0.04220128708774196,-0.22056490242728138,-0.10340022437450835,0.7073170731707317,8,246
post_release_sensitivity,random_tokenizer_adaptive,20,2025-08-25,2026-08-31,-0.050489261405858854,-0.04972653515137815,-0.27494727136140196,-0.10698482668837084,0.7073170731707317,8,246
post_release_sensitivity,ridge_matched_schedule,0,2025-08-25,2026-08-31,-0.0026400847439013164,-0.0025992202120611596,0.05871494061395978,-0.10019552181742275,0.8292682926829268,8,246
post_release_sensitivity,ridge_matched_schedule,5,2025-08-25,2026-08-31,-0.006622549862675298,-0.00652024462136902,0.03197852137699146,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,ridge_matched_schedule,10,2025-08-25,2026-08-31,-0.010591093770717208,-0.010427804955002729,0.005261563748011371,-0.10019552181742197,0.8292682926829268,8,246
post_release_sensitivity,ridge_matched_schedule,20,2025-08-25,2026-08-31,-0.018486584779475512,-0.018202691415175387,-0.04808708319309961,-0.10019552181742264,0.8292682926829268,8,246
post_release_sensitivity,training_mean,0,2025-08-25,2026-08-31,0.03299149285939018,0.032471956466785246,0.2768684800904377,-0.10019552181742164,1.0,2,246
post_release_sensitivity,training_mean,5,2025-08-25,2026-08-31,0.0319587596144042,0.031455732675994996,0.2710404339774014,-0.10019552181742186,1.0,2,246
post_release_sensitivity,training_mean,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,training_mean,20,2025-08-25,2026-08-31,0.028863658853925056,0.02841001626659767,0.2535359326563581,-0.10019552181742186,1.0,2,246
post_release_sensitivity,buy_hold,0,2025-08-25,2026-08-31,0.03299149285939018,0.032471956466785246,0.2768684800904377,-0.10019552181742164,1.0,2,246
post_release_sensitivity,buy_hold,5,2025-08-25,2026-08-31,0.0319587596144042,0.031455732675994996,0.2710404339774014,-0.10019552181742186,1.0,2,246
post_release_sensitivity,buy_hold,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,buy_hold,20,2025-08-25,2026-08-31,0.028863658853925056,0.02841001626659767,0.2535359326563581,-0.10019552181742186,1.0,2,246
post_release_sensitivity,zero_return_cash,0,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,zero_return_cash,5,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,zero_return_cash,10,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,zero_return_cash,20,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,round3_quarterly_ridge,0,2025-08-25,2026-08-31,0.002765424293870833,0.0027225056538220382,0.09643785396721673,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,round3_quarterly_ridge,5,2025-08-25,2026-08-31,-0.0012386250603073634,-0.0012194397507808707,0.07034279677464131,-0.10019552181742208,0.8292682926829268,8,246
post_release_sensitivity,round3_quarterly_ridge,10,2025-08-25,2026-08-31,-0.005228677753326361,-0.0051478492408636445,0.044226577464413525,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,round3_quarterly_ridge,20,2025-08-25,2026-08-31,-0.013166960884918533,-0.012964219340527716,-0.008044051487956626,-0.10019552181742264,0.8292682926829268,8,246
post_release_sensitivity,round3_direct_kronos,0,2025-08-25,2026-08-31,0.030834314678725105,0.030349245389277524,0.3538866785602868,-0.0798400865527511,0.34146341463414637,16,246
post_release_sensitivity,round3_direct_kronos,5,2025-08-25,2026-08-31,0.022618493149451746,0.022264063454885852,0.2738432596941478,-0.08054857757986889,0.34146341463414637,16,246
post_release_sensitivity,round3_direct_kronos,10,2025-08-25,2026-08-31,0.014464090366034021,0.014238328108115095,0.19399645075250643,-0.08146825886508735,0.34146341463414637,16,246
post_release_sensitivity,round3_direct_kronos,20,2025-08-25,2026-08-31,-0.0016621711833418873,-0.0016364308601065636,0.0352285753345384,-0.08330624087817784,0.34146341463414637,16,246
