job,method,cutoff,seed,split,n,representation_mean,representation_std,market_mean,market_std,component_correlation,intercept,total_logit_mean,total_logit_std
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,validation,48,-0.031541218326057496,0.5995512103631082,-0.1161951732969025,0.5579496885041272,-0.26653588262104755,0.013862245234803948,-0.13387414638815612,0.7017454351728207
learned_market_2016-12-31_20260910,learned_market,2016-12-31,20260910,training,1434,4.756771452787281e-16,0.6381161251167993,-3.7162276974900634e-18,0.16995076541863502,0.10857296264999333,0.031961301994636884,0.03196130199463737,0.6779561663106933
learned_market_2016-12-31_20260910,learned_market,2016-12-31,20260910,validation,50,-0.06299626070501309,0.7327126719036806,-0.23927363743570423,0.061445979249165124,-0.019366907009289683,0.031961301994636884,-0.2703085961460805,0.7340978031349701
learned_market_2016-12-31_20260911,learned_market,2016-12-31,20260911,training,1434,-3.8648768053896665e-16,0.4893737585114028,2.2297366184940382e-17,0.2495117721480054,-0.03399692197235237,0.028242628550489323,0.028242628550488962,0.541701435025409
learned_market_2016-12-31_20260911,learned_market,2016-12-31,20260911,validation,50,0.1156715959339428,0.5889883893381441,-0.367310059888156,0.10152445653057232,-0.055430246514426865,0.028242628550489323,-0.22339583540372399,0.5921025616467513
learned_market_2016-12-31_20260912,learned_market,2016-12-31,20260912,training,1434,-1.6450501274222682e-15,0.4178337948935496,3.220730671158055e-17,0.1557785663771411,0.21296019380720813,0.027610294950379827,0.027610294950378204,0.4759989580584018
learned_market_2016-12-31_20260912,learned_market,2016-12-31,20260912,validation,50,0.03305162848104593,0.4922876379694937,-0.22399221861990581,0.0646478192980916,0.07361911519704618,0.027610294950379827,-0.1633302951884801,0.5012108968978833
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,training,1678,1.0924912146966975e-15,0.6137345728077895,8.46892414493564e-18,0.17430206090759842,-0.2191827082480643,0.07920449737383697,0.07920449737383808,0.6001309072219265
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,validation,49,0.036091061532181244,0.4007690415795547,0.12064291792027153,0.1345711047325348,-0.40114577050903144,0.07920449737383697,0.23593847682628974,0.3680435756092881
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,training,1678,4.1286005206561243e-17,0.56698744683084,1.482061725363737e-17,0.07310284018040232,0.008951838208645313,0.08543020639831245,0.0854302063983125,0.5723293358873823
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,validation,49,0.08984811429114059,0.43583948257596605,-0.005241515684562898,0.05320198869675387,0.27661669433971114,0.08543020639831245,0.17003680500489016,0.45344748365769266
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,training,1678,-3.3028804165248995e-16,0.6446569708317712,3.361104270021332e-17,0.03780861027276037,-0.051407701085993913,0.09108045966595217,0.09108045966595187,0.6438214979277735
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,validation,49,0.06253778197343396,0.5511044768038134,-0.014676272998385469,0.03952969321636703,0.17701860902993938,0.09108045966595217,0.13894196864100067,0.559456377720418
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,training,1921,-2.14531382998885e-16,0.7611130662708971,-1.1096450844769914e-17,0.13350994828229107,-0.16954853566208686,0.05107810805018057,0.051078108050180336,0.7501068334643449
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,validation,46,-0.14468664273890977,0.8348609137153817,-0.058389300705120877,0.09180406569859795,0.18776835006215364,0.05107810805018057,-0.15199783539385012,0.8568565960454746
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,training,1921,2.0713374910237173e-16,0.6424450145146107,-2.219290168953983e-17,0.12736205114028756,-0.14584959565917846,0.048832433417039085,0.048832433417039287,0.6364659867808697
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,validation,46,-0.08004260206277619,0.588264506902355,-0.05944736402250441,0.07957639959362867,0.15633159047542658,0.048832433417039085,-0.09065753266824154,0.6058249857501129
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,training,1921,-1.0208734777188321e-15,0.5992227279390349,-5.918107117210621e-17,0.12271504635894401,-0.06308102417710595,0.049958792939851476,0.049958792939850415,0.6040279008670181
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,validation,46,0.09185278984117613,0.5779345374813326,-0.0682533582651711,0.0733262907468746,0.09622951344299367,0.049958792939851476,0.07355822451585652,0.589526135039267
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,training,2165,8.533076734301435e-17,0.5977142106870993,4.922928885173904e-18,0.12685555540166724,-0.14957707035554735,0.09312257987714882,0.0931225798771489,0.5921754259029958
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,validation,46,0.03544469492207549,0.6797032001307747,-0.06533847950886808,0.08967729043798993,0.006997363576518227,0.09312257987714882,0.06322879529035622,0.6862153382616624
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,training,2165,-1.3784200878486932e-16,0.686252154591672,-6.563905180231872e-18,0.09446830111109543,-0.0951600420760162,0.1008084508934578,0.10080845089345768,0.6837601952096461
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,validation,46,-0.014525557276859205,0.6175056197897202,-0.00937773341797933,0.09076310008852234,0.02190907211476694,0.1008084508934578,0.07690516019861926,0.6261046192624578
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,training,2165,-2.9865768570055017e-16,0.5601013940901693,-6.563905180231872e-18,0.1531911579619064,-0.1576780838421314,0.09542800984806436,0.09542800984806407,0.5568866396087782
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,validation,46,0.17999756039589646,0.6737085329199366,-0.06927592442961605,0.0997178580105988,-0.118566892979121,0.09542800984806436,0.20614964581434483,0.6692503326623023
market4_2014-12-31_-1,market4,2014-12-31,-1,training,1077,0.0,0.0,-4.9480691905299454e-17,0.35362986899546617,,-0.03040238995596572,-0.03040238995596577,0.35362986899546617
market4_2014-12-31_-1,market4,2014-12-31,-1,validation,22,0.0,0.0,0.34893175205203825,0.2871387172995872,,-0.03040238995596572,0.3185293620960726,0.2871387172995872
market4_2015-12-31_-1,market4,2015-12-31,-1,training,1190,0.0,0.0,2.239105259748215e-17,0.34369693779895355,,0.015556260378804039,0.015556260378804058,0.34369693779895355
market4_2015-12-31_-1,market4,2015-12-31,-1,validation,48,0.0,0.0,-0.1316787533232813,0.48859497842780725,,0.015556260378804039,-0.11612249294447723,0.48859497842780725
market4_2016-12-31_-1,market4,2016-12-31,-1,training,1434,0.0,0.0,7.58729821570888e-17,0.24908916179225704,,0.028858189297799614,0.028858189297799687,0.24908916179225704
market4_2016-12-31_-1,market4,2016-12-31,-1,validation,50,0.0,0.0,-0.2793160601884084,0.13729318520639217,,0.028858189297799614,-0.2504578708906088,0.13729318520639217
market4_2017-12-31_-1,market4,2017-12-31,-1,training,1678,0.0,0.0,3.811015865221038e-17,0.10350231438451464,,0.08135989524846093,0.08135989524846098,0.10350231438451464
market4_2017-12-31_-1,market4,2017-12-31,-1,validation,49,0.0,0.0,-0.004604916135770804,0.08134205065094491,,0.08135989524846093,0.07675497911269012,0.08134205065094491
market4_2018-12-31_-1,market4,2018-12-31,-1,training,1921,0.0,0.0,-7.675045167632524e-17,0.1084107989550773,,0.04501673656603593,0.045016736566035845,0.1084107989550773
market4_2018-12-31_-1,market4,2018-12-31,-1,validation,46,0.0,0.0,-0.044317536247445846,0.08129551567251798,,0.04501673656603593,0.0006992003185900786,0.08129551567251798
market4_2019-12-31_-1,market4,2019-12-31,-1,training,2165,0.0,0.0,8.20488147528984e-18,0.08796210340590266,,0.0861683738138311,0.0861683738138311,0.08796210340590266
market4_2019-12-31_-1,market4,2019-12-31,-1,validation,46,0.0,0.0,-0.04281027987891456,0.06486946914689777,,0.0861683738138311,0.04335809393491655,0.06486946914689777
raw_trend_2014-12-31_-1,raw_trend,2014-12-31,-1,training,1077,-4.255339503855753e-16,0.5859144493967681,-1.3194851174746522e-17,0.2865089598089566,-0.37032618443172566,-0.026668562457495618,-0.026668562457496024,0.5486802401131864
raw_trend_2014-12-31_-1,raw_trend,2014-12-31,-1,validation,22,-0.6670602004289853,0.8420271712459454,0.22900313242352138,0.31338416166873306,-0.6025155124807461,-0.026668562457495618,-0.46472563046295945,0.6994556727952521
raw_trend_2015-12-31_-1,raw_trend,2015-12-31,-1,training,1190,-2.0360930495310433e-15,0.501320024764183,-2.9854736796642864e-17,0.2847312556938109,-0.44531666396626784,0.016917006938876936,0.016917006938874903,0.45305996920228414
raw_trend_2015-12-31_-1,raw_trend,2015-12-31,-1,validation,48,-0.30084875611954603,0.7536963124788179,-0.0040225778424479545,0.19502283753302788,-0.7481326069321936,0.016917006938876936,-0.2879543270231171,0.6214169430238612
raw_trend_2016-12-31_-1,raw_trend,2016-12-31,-1,training,1434,-4.10767034829235e-15,0.49455396143723307,4.954970263320085e-18,0.28519276128509885,-0.5960825941688179,0.02939058639967042,0.029390586399666307,0.3972048929810892
raw_trend_2016-12-31_-1,raw_trend,2016-12-31,-1,validation,50,-0.4640298179901257,0.2655995712614082,0.22998675478675681,0.21796262950490658,-0.14577702727191041,0.02939058639967042,-0.20465247680369852,0.31807632450244017
raw_trend_2017-12-31_-1,raw_trend,2017-12-31,-1,training,1678,-1.7318949876393384e-15,0.3459643817176026,-8.46892414493564e-18,0.17892710675363216,-0.5361740947162377,0.0827376396634411,0.08273763966343935,0.29210499842078114
raw_trend_2017-12-31_-1,raw_trend,2017-12-31,-1,validation,49,0.22915097255309158,0.32069425807673996,-0.13368016805773347,0.1306931251981458,-0.5398075337809014,0.0827376396634411,0.17820844415879916,0.2732692738396082
raw_trend_2018-12-31_-1,raw_trend,2018-12-31,-1,training,1921,-2.9590535586053105e-16,0.36830817706372215,-3.698816948256638e-18,0.21181931883496768,-0.56192761245974,0.0461916562040031,0.0461916562040028,0.3046982292738768
raw_trend_2018-12-31_-1,raw_trend,2018-12-31,-1,validation,46,-0.31708585698537367,0.33764176482101416,0.0778898681544893,0.15572332400951414,-0.6340468191356363,0.0461916562040031,-0.19300433262688124,0.26753878713696594
raw_trend_2019-12-31_-1,raw_trend,2019-12-31,-1,training,2165,-1.4768786655521712e-16,0.31463872148317035,4.922928885173904e-18,0.16511027336235598,-0.5840438821640056,0.08745323828678055,0.0874532382867804,0.25607941817867574
raw_trend_2019-12-31_-1,raw_trend,2019-12-31,-1,validation,46,-0.016436815434235905,0.4029005828279363,0.07006976398563888,0.13911329079651547,-0.5712824003327005,0.08745323828678055,0.14108618683818352,0.3429897544832584
