cutoff,fit_cutoff,mode,family,component,method,training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference,baseline_brier,candidate_brier
2022-06-30,2022-03-17,ready,state,negative_low,learned_market,14,False,insufficient_validation,0,0,0,,,
2022-06-30,2022-03-17,ready,state,negative_high,learned_market,21,True,accepted,12,4,5,-0.0019458113949629337,0.2954152730842164,0.29346946168925353
2022-06-30,2022-03-17,ready,state,nonnegative_low,learned_market,9,False,insufficient_state_train,0,0,0,,,
2022-06-30,2022-03-17,ready,state,nonnegative_high,learned_market,8,False,insufficient_state_train,1,0,0,0.0,0.3754566905485623,0.3754566905485623
2022-06-30,2022-03-17,ready,global,all,learned_market,52,False,brier_not_better,13,4,4,0.0011228013219329697,0.3015723051968584,0.30269510651879133
2022-06-30,2022-03-17,ready,state,negative_low,learned_vol_interaction,14,False,insufficient_validation,0,0,0,,,
2022-06-30,2022-03-17,ready,state,negative_high,learned_vol_interaction,21,True,accepted,12,5,5,-0.002042234084024191,0.29109008937524977,0.2890478552912256
2022-06-30,2022-03-17,ready,state,nonnegative_low,learned_vol_interaction,9,False,insufficient_state_train,0,0,0,,,
2022-06-30,2022-03-17,ready,state,nonnegative_high,learned_vol_interaction,8,False,insufficient_state_train,1,0,0,0.0,0.3839591342222301,0.3839591342222301
2022-06-30,2022-03-17,ready,global,all,learned_vol_interaction,52,False,brier_not_better,13,5,4,0.0012991548556118794,0.2982338620557867,0.2995330169113986
2022-06-30,2022-03-17,ready,state,negative_low,learned_order_extension,14,False,insufficient_validation,0,0,0,,,
2022-06-30,2022-03-17,ready,state,negative_high,learned_order_extension,21,True,accepted,12,5,5,-0.002007177407106115,0.2899331443794321,0.287925966972326
2022-06-30,2022-03-17,ready,state,nonnegative_low,learned_order_extension,9,False,insufficient_state_train,0,0,0,,,
2022-06-30,2022-03-17,ready,state,nonnegative_high,learned_order_extension,8,False,insufficient_state_train,1,0,0,0.0,0.3857107100489412,0.3857107100489412
