cutoff,mode,method,family,component,training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference
2021-09-30,insufficient_history,learned_order_offset,volatility,low,4,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_order_offset,volatility,high,18,False,insufficient_history,12,8,8,0.0
2021-12-31,annual_reset,learned_market,trend,negative,17,False,annual_reset,9,6,6,0.0
2021-12-31,annual_reset,learned_market,trend,nonnegative,17,False,annual_reset,4,1,1,0.0
2021-12-31,annual_reset,learned_market,volatility,low,6,False,annual_reset,12,6,6,0.0
2021-12-31,annual_reset,learned_market,volatility,high,28,False,annual_reset,1,1,1,0.0
2021-12-31,annual_reset,learned_vol_interaction,trend,negative,17,False,annual_reset,9,6,6,0.0
2021-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,17,False,annual_reset,4,1,1,0.0
2021-12-31,annual_reset,learned_vol_interaction,volatility,low,6,False,annual_reset,12,6,6,0.0
2021-12-31,annual_reset,learned_vol_interaction,volatility,high,28,False,annual_reset,1,1,1,0.0
2021-12-31,annual_reset,learned_order_extension,trend,negative,17,False,annual_reset,9,6,6,0.0
2021-12-31,annual_reset,learned_order_extension,trend,nonnegative,17,False,annual_reset,4,1,1,0.0
2021-12-31,annual_reset,learned_order_extension,volatility,low,6,False,annual_reset,12,6,6,0.0
2021-12-31,annual_reset,learned_order_extension,volatility,high,28,False,annual_reset,1,1,1,0.0
2021-12-31,annual_reset,learned_order_offset,trend,negative,17,False,annual_reset,9,6,6,0.0
2021-12-31,annual_reset,learned_order_offset,trend,nonnegative,17,False,annual_reset,4,1,1,0.0
2021-12-31,annual_reset,learned_order_offset,volatility,low,6,False,annual_reset,12,6,6,0.0
2021-12-31,annual_reset,learned_order_offset,volatility,high,28,False,annual_reset,1,1,1,0.0
2022-03-31,insufficient_history,learned_market,trend,negative,27,False,insufficient_history,10,3,3,0.0
2022-03-31,insufficient_history,learned_market,trend,nonnegative,19,False,insufficient_history,3,1,1,0.0
2022-03-31,insufficient_history,learned_market,volatility,low,16,False,insufficient_history,7,2,2,0.0
2022-03-31,insufficient_history,learned_market,volatility,high,30,False,insufficient_history,6,2,2,0.0
2022-03-31,insufficient_history,learned_vol_interaction,trend,negative,27,False,insufficient_history,10,3,3,0.0
2022-03-31,insufficient_history,learned_vol_interaction,trend,nonnegative,19,False,insufficient_history,3,1,1,0.0
2022-03-31,insufficient_history,learned_vol_interaction,volatility,low,16,False,insufficient_history,7,2,2,0.0
2022-03-31,insufficient_history,learned_vol_interaction,volatility,high,30,False,insufficient_history,6,2,2,0.0
2022-03-31,insufficient_history,learned_order_extension,trend,negative,27,False,insufficient_history,10,3,3,0.0
2022-03-31,insufficient_history,learned_order_extension,trend,nonnegative,19,False,insufficient_history,3,1,1,0.0
2022-03-31,insufficient_history,learned_order_extension,volatility,low,16,False,insufficient_history,7,2,2,0.0
2022-03-31,insufficient_history,learned_order_extension,volatility,high,30,False,insufficient_history,6,2,2,0.0
2022-03-31,insufficient_history,learned_order_offset,trend,negative,27,False,insufficient_history,10,3,3,0.0
2022-03-31,insufficient_history,learned_order_offset,trend,nonnegative,19,False,insufficient_history,3,1,1,0.0
2022-03-31,insufficient_history,learned_order_offset,volatility,low,16,False,insufficient_history,7,2,2,0.0
2022-03-31,insufficient_history,learned_order_offset,volatility,high,30,False,insufficient_history,6,2,2,0.0
2022-06-30,ready,learned_market,trend,negative,35,False,direction_worse,12,4,3,-0.0036818274042498267
2022-06-30,ready,learned_market,trend,nonnegative,17,False,insufficient_validation,1,0,0,0.0559723196143847
2022-06-30,ready,learned_market,volatility,low,23,False,insufficient_validation,0,0,0,
2022-06-30,ready,learned_market,volatility,high,29,True,accepted,13,4,4,-0.00013101010261690194
2022-06-30,ready,learned_vol_interaction,trend,negative,35,False,direction_worse,12,5,3,-0.003783700792540453
2022-06-30,ready,learned_vol_interaction,trend,nonnegative,17,False,insufficient_validation,1,0,0,0.05551993739791822
2022-06-30,ready,learned_vol_interaction,volatility,low,23,False,insufficient_validation,0,0,0,
2022-06-30,ready,learned_vol_interaction,volatility,high,29,False,direction_worse,13,5,4,-0.00015502170939427073
2022-06-30,ready,learned_order_extension,trend,negative,35,False,direction_worse,12,5,4,-0.003919125130439009
2022-06-30,ready,learned_order_extension,trend,nonnegative,17,False,insufficient_validation,1,0,0,0.05543582576862527
2022-06-30,ready,learned_order_extension,volatility,low,23,False,insufficient_validation,0,0,0,
2022-06-30,ready,learned_order_extension,volatility,high,29,True,accepted,13,5,5,-0.00018842174489713175
2022-06-30,ready,learned_order_offset,trend,negative,35,False,direction_worse,12,5,4,-0.003887244635513501
2022-06-30,ready,learned_order_offset,trend,nonnegative,17,False,insufficient_validation,1,0,0,0.05543351914385741
2022-06-30,ready,learned_order_offset,volatility,low,23,False,insufficient_validation,0,0,0,
2022-06-30,ready,learned_order_offset,volatility,high,29,False,direction_worse,13,5,4,-0.00016894314835642161
2022-09-30,ready,learned_market,trend,negative,39,False,insufficient_validation,3,1,1,-0.0204994607749078
2022-09-30,ready,learned_market,trend,nonnegative,13,True,accepted,10,4,5,-0.026004204062348525
2022-09-30,ready,learned_market,volatility,low,21,True,accepted,9,3,3,-0.01989705840514465
2022-09-30,ready,learned_market,volatility,high,31,False,insufficient_validation,4,2,3,-0.033410604868508234
2022-09-30,ready,learned_vol_interaction,trend,negative,39,False,insufficient_validation,3,1,1,-0.020957227880496296
2022-09-30,ready,learned_vol_interaction,trend,nonnegative,13,True,accepted,10,5,5,-0.02560426240062697
2022-09-30,ready,learned_vol_interaction,volatility,low,21,True,accepted,9,3,3,-0.02042208048860772
2022-09-30,ready,learned_vol_interaction,volatility,high,31,False,insufficient_validation,4,3,3,-0.03265550548785954
2022-09-30,ready,learned_order_extension,trend,negative,39,False,insufficient_validation,3,1,1,-0.02237575689129517
2022-09-30,ready,learned_order_extension,trend,nonnegative,13,True,accepted,10,4,5,-0.024935242244986694
2022-09-30,ready,learned_order_extension,volatility,low,21,True,accepted,9,3,3,-0.021323407551631486
2022-09-30,ready,learned_order_extension,volatility,high,31,False,insufficient_validation,4,2,3,-0.031107899904641065
2022-09-30,ready,learned_order_offset,trend,negative,39,False,insufficient_validation,3,1,1,-0.022288603764114234
2022-09-30,ready,learned_order_offset,trend,nonnegative,13,True,accepted,10,4,5,-0.024949098197932156
2022-09-30,ready,learned_order_offset,volatility,low,21,True,accepted,9,3,3,-0.021309426570098617
2022-09-30,ready,learned_order_offset,volatility,high,31,False,insufficient_validation,4,2,3,-0.031029044769423454
2022-12-31,annual_reset,learned_market,trend,negative,35,False,annual_reset,12,5,5,0.0
2022-12-31,annual_reset,learned_market,trend,nonnegative,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_market,volatility,low,25,False,annual_reset,4,1,1,0.0
2022-12-31,annual_reset,learned_market,volatility,high,27,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_vol_interaction,trend,negative,35,False,annual_reset,12,6,6,0.0
2022-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_vol_interaction,volatility,low,25,False,annual_reset,4,1,1,0.0
2022-12-31,annual_reset,learned_vol_interaction,volatility,high,27,False,annual_reset,9,5,5,0.0
2022-12-31,annual_reset,learned_order_extension,trend,negative,35,False,annual_reset,12,5,5,0.0
2022-12-31,annual_reset,learned_order_extension,trend,nonnegative,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_order_extension,volatility,low,25,False,annual_reset,4,1,1,0.0
2022-12-31,annual_reset,learned_order_extension,volatility,high,27,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_order_offset,trend,negative,35,False,annual_reset,12,5,5,0.0
2022-12-31,annual_reset,learned_order_offset,trend,nonnegative,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_order_offset,volatility,low,25,False,annual_reset,4,1,1,0.0
2022-12-31,annual_reset,learned_order_offset,volatility,high,27,False,annual_reset,9,4,4,0.0
2023-03-31,ready,learned_market,trend,negative,36,False,insufficient_validation,1,1,0,0.0514875177172642
2023-03-31,ready,learned_market,trend,nonnegative,16,False,brier_not_better,12,3,2,0.009678400450120188
2023-03-31,ready,learned_market,volatility,low,22,False,brier_not_better,12,3,2,0.013882962676293043
2023-03-31,ready,learned_market,volatility,high,30,False,insufficient_validation,1,1,0,0.03499466524343739
2023-03-31,ready,learned_vol_interaction,trend,negative,36,False,insufficient_validation,1,1,0,0.05221588980458161
2023-03-31,ready,learned_vol_interaction,trend,nonnegative,16,False,brier_not_better,12,3,2,0.00996535472675528
2023-03-31,ready,learned_vol_interaction,volatility,low,22,False,brier_not_better,12,3,2,0.014528473084058108
2023-03-31,ready,learned_vol_interaction,volatility,high,30,False,insufficient_validation,1,1,0,0.03454936279225876
2023-03-31,ready,learned_order_extension,trend,negative,36,False,insufficient_validation,1,1,0,0.052144781774343396
2023-03-31,ready,learned_order_extension,trend,nonnegative,16,False,brier_not_better,12,3,3,0.01031914630080883
2023-03-31,ready,learned_order_extension,volatility,low,22,False,brier_not_better,12,3,3,0.01499276856914128
2023-03-31,ready,learned_order_extension,volatility,high,30,False,insufficient_validation,1,1,0,0.034432868578848586
2023-03-31,ready,learned_order_offset,trend,negative,36,False,insufficient_validation,1,1,0,0.05205271824323912
2023-03-31,ready,learned_order_offset,trend,nonnegative,16,False,brier_not_better,12,3,3,0.010317685187238456
2023-03-31,ready,learned_order_offset,volatility,low,22,False,brier_not_better,12,3,3,0.014991890244588071
2023-03-31,ready,learned_order_offset,volatility,high,30,False,insufficient_validation,1,1,0,0.0343688105897679
2023-06-30,ready,learned_market,trend,negative,31,True,accepted,8,4,4,-0.004043791228421963
2023-06-30,ready,learned_market,trend,nonnegative,21,False,brier_not_better,5,2,1,0.008071780005857603
2023-06-30,ready,learned_market,volatility,low,22,False,brier_not_better,13,6,5,0.0014905795935561182
2023-06-30,ready,learned_market,volatility,high,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_vol_interaction,trend,negative,31,True,accepted,8,3,4,-0.004387785546663452
2023-06-30,ready,learned_vol_interaction,trend,nonnegative,21,False,brier_not_better,5,2,1,0.00795154514009026
2023-06-30,ready,learned_vol_interaction,volatility,low,22,False,brier_not_better,13,5,5,0.0012763056905116372
2023-06-30,ready,learned_vol_interaction,volatility,high,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_order_extension,trend,negative,31,True,accepted,8,3,4,-0.004936038897907124
2023-06-30,ready,learned_order_extension,trend,nonnegative,21,False,brier_not_better,5,2,1,0.008183679457620685
2023-06-30,ready,learned_order_extension,volatility,low,22,False,brier_not_better,13,5,5,0.000973814188430658
2023-06-30,ready,learned_order_extension,volatility,high,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_order_offset,trend,negative,31,True,accepted,8,3,4,-0.004974844846455634
2023-06-30,ready,learned_order_offset,trend,nonnegative,21,False,brier_not_better,5,2,1,0.008179766614006889
2023-06-30,ready,learned_order_offset,volatility,low,22,False,brier_not_better,13,5,5,0.0009472414163825229
2023-06-30,ready,learned_order_offset,volatility,high,30,False,insufficient_validation,0,0,0,
2023-09-30,ready,learned_market,trend,negative,25,True,accepted,10,3,4,-0.0039677462727745446
2023-09-30,ready,learned_market,trend,nonnegative,27,False,insufficient_validation,3,3,3,-0.013526953982937823
2023-09-30,ready,learned_market,volatility,low,34,True,accepted,12,6,7,-0.011077083223626985
2023-09-30,ready,learned_market,volatility,high,18,False,insufficient_validation,1,0,0,0.012346952748580109
2023-09-30,ready,learned_vol_interaction,trend,negative,25,True,accepted,10,4,4,-0.004058241806415086
2023-09-30,ready,learned_vol_interaction,trend,nonnegative,27,False,insufficient_validation,3,3,3,-0.013030090082600412
2023-09-30,ready,learned_vol_interaction,volatility,low,34,True,accepted,12,6,7,-0.011120032191973113
2023-09-30,ready,learned_vol_interaction,volatility,high,18,False,insufficient_validation,1,1,0,0.011659389384485325
2023-09-30,ready,learned_order_extension,trend,negative,25,True,accepted,10,3,4,-0.0038282350681017262
2023-09-30,ready,learned_order_extension,trend,nonnegative,27,False,insufficient_validation,3,3,3,-0.013860241818189253
2023-09-30,ready,learned_order_extension,volatility,low,34,True,accepted,12,6,7,-0.011295293961153663
2023-09-30,ready,learned_order_extension,volatility,high,18,False,insufficient_validation,1,0,0,0.01178549780873156
2023-09-30,ready,learned_order_offset,trend,negative,25,True,accepted,10,3,4,-0.003834841603974176
2023-09-30,ready,learned_order_offset,trend,nonnegative,27,False,insufficient_validation,3,3,3,-0.013925810659694884
2023-09-30,ready,learned_order_offset,volatility,low,34,True,accepted,12,6,7,-0.011339959962622471
2023-09-30,ready,learned_order_offset,volatility,high,18,False,insufficient_validation,1,0,0,0.011770257580879906
2023-12-31,annual_reset,learned_market,trend,negative,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_market,trend,nonnegative,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_market,volatility,low,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_market,volatility,high,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,trend,negative,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,volatility,low,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_vol_interaction,volatility,high,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,trend,negative,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_extension,trend,nonnegative,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,volatility,low,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_extension,volatility,high,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,trend,negative,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_offset,trend,nonnegative,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,volatility,low,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_offset,volatility,high,12,False,annual_reset,0,0,0,
2024-03-31,ready,learned_market,trend,negative,33,False,brier_not_better,10,6,7,0.000607810287669977
2024-03-31,ready,learned_market,trend,nonnegative,19,False,insufficient_validation,3,2,2,0.00014981961099104027
2024-03-31,ready,learned_market,volatility,low,44,True,accepted,8,3,4,-0.005617035783786299
2024-03-31,ready,learned_market,volatility,high,8,False,insufficient_state_train,5,5,5,0.0
2024-03-31,ready,learned_vol_interaction,trend,negative,33,False,brier_not_better,10,6,6,0.0005494953642536798
2024-03-31,ready,learned_vol_interaction,trend,nonnegative,19,False,insufficient_validation,3,2,2,0.00010013008607481777
2024-03-31,ready,learned_vol_interaction,volatility,low,44,True,accepted,8,3,3,-0.005934635834757722
2024-03-31,ready,learned_vol_interaction,volatility,high,8,False,insufficient_state_train,5,5,5,0.0
2024-03-31,ready,learned_order_extension,trend,negative,33,False,brier_not_better,10,6,6,0.0004088149392417556
2024-03-31,ready,learned_order_extension,trend,nonnegative,19,False,insufficient_validation,3,3,3,0.0003280469092441877
2024-03-31,ready,learned_order_extension,volatility,low,44,True,accepted,8,4,4,-0.006170479576225192
2024-03-31,ready,learned_order_extension,volatility,high,8,False,insufficient_state_train,5,5,5,0.0
2024-03-31,ready,learned_order_offset,trend,negative,33,False,brier_not_better,10,6,6,0.00038654082080854526
2024-03-31,ready,learned_order_offset,trend,nonnegative,19,False,insufficient_validation,3,3,3,0.00034989259163473174
2024-03-31,ready,learned_order_offset,volatility,low,44,True,accepted,8,4,4,-0.006225638967422294
2024-03-31,ready,learned_order_offset,volatility,high,8,False,insufficient_state_train,5,5,5,0.0
2024-06-30,ready,learned_market,trend,negative,37,False,insufficient_validation,1,0,0,-0.033597969071003264
2024-06-30,ready,learned_market,trend,nonnegative,15,False,brier_not_better,12,8,8,0.0008659388900701276
2024-06-30,ready,learned_market,volatility,low,48,True,accepted,12,7,9,-0.002855928356083745
2024-06-30,ready,learned_market,volatility,high,4,False,insufficient_state_train,1,1,1,0.0
2024-06-30,ready,learned_vol_interaction,trend,negative,37,False,insufficient_validation,1,0,0,-0.034290031274348876
2024-06-30,ready,learned_vol_interaction,trend,nonnegative,15,False,brier_not_better,12,8,8,0.0008817795430957389
2024-06-30,ready,learned_vol_interaction,volatility,low,48,True,accepted,12,7,8,-0.002875387776345865
2024-06-30,ready,learned_vol_interaction,volatility,high,4,False,insufficient_state_train,1,1,1,0.0
2024-06-30,ready,learned_order_extension,trend,negative,37,False,insufficient_validation,1,0,0,-0.03531363018590283
2024-06-30,ready,learned_order_extension,trend,nonnegative,15,False,brier_not_better,12,7,7,0.001764445168572805
2024-06-30,ready,learned_order_extension,volatility,low,48,True,accepted,12,6,6,-0.0007526900207751897
2024-06-30,ready,learned_order_extension,volatility,high,4,False,insufficient_state_train,1,1,1,0.0
2024-06-30,ready,learned_order_offset,trend,negative,37,False,insufficient_validation,1,0,0,-0.03553691393503716
2024-06-30,ready,learned_order_offset,trend,nonnegative,15,False,brier_not_better,12,7,7,0.0017951772169816822
2024-06-30,ready,learned_order_offset,volatility,low,48,True,accepted,12,6,6,-0.0006725398468454524
2024-06-30,ready,learned_order_offset,volatility,high,4,False,insufficient_state_train,1,1,1,0.0
2024-09-30,ready,learned_market,trend,negative,36,False,brier_not_better,12,8,7,0.0006577562855363065
2024-09-30,ready,learned_market,trend,nonnegative,16,False,insufficient_validation,1,1,1,-0.004871594707882121
2024-09-30,ready,learned_market,volatility,low,46,False,direction_worse,13,9,8,-0.00209599862564686
2024-09-30,ready,learned_market,volatility,high,6,False,insufficient_state_train,0,0,0,
2024-09-30,ready,learned_vol_interaction,trend,negative,36,False,brier_not_better,12,7,8,0.0009481852997629559
2024-09-30,ready,learned_vol_interaction,trend,nonnegative,16,False,insufficient_validation,1,1,1,-0.004823335573247767
2024-09-30,ready,learned_vol_interaction,volatility,low,46,True,accepted,13,8,8,-0.0018605932467369002
2024-09-30,ready,learned_vol_interaction,volatility,high,6,False,insufficient_state_train,0,0,0,
2024-09-30,ready,learned_order_extension,trend,negative,36,True,accepted,12,7,8,-0.0015886422802521988
2024-09-30,ready,learned_order_extension,trend,nonnegative,16,False,insufficient_validation,1,1,1,-0.002317240599550574
2024-09-30,ready,learned_order_extension,volatility,low,46,True,accepted,13,8,8,-0.00519014134525926
2024-09-30,ready,learned_order_extension,volatility,high,6,False,insufficient_state_train,0,0,0,
2024-09-30,ready,learned_order_offset,trend,negative,36,True,accepted,12,7,7,-0.0017024997311822197
2024-09-30,ready,learned_order_offset,trend,nonnegative,16,False,insufficient_validation,1,1,1,-0.0022164063962592517
2024-09-30,ready,learned_order_offset,volatility,low,46,True,accepted,13,8,8,-0.005336317873202874
2024-09-30,ready,learned_order_offset,volatility,high,6,False,insufficient_state_train,0,0,0,
2024-12-31,annual_reset,learned_market,trend,negative,36,False,annual_reset,1,0,0,0.0
2024-12-31,annual_reset,learned_market,trend,nonnegative,16,False,annual_reset,12,9,9,0.0
2024-12-31,annual_reset,learned_market,volatility,low,46,False,annual_reset,2,0,0,0.0
2024-12-31,annual_reset,learned_market,volatility,high,6,False,annual_reset,11,9,9,0.0
2024-12-31,annual_reset,learned_vol_interaction,trend,negative,36,False,annual_reset,1,0,0,0.0
2024-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,16,False,annual_reset,12,10,10,0.0
2024-12-31,annual_reset,learned_vol_interaction,volatility,low,46,False,annual_reset,2,0,0,0.0
2024-12-31,annual_reset,learned_vol_interaction,volatility,high,6,False,annual_reset,11,10,10,0.0
2024-12-31,annual_reset,learned_order_extension,trend,negative,36,False,annual_reset,1,0,0,0.0
2024-12-31,annual_reset,learned_order_extension,trend,nonnegative,16,False,annual_reset,12,10,10,0.0
2024-12-31,annual_reset,learned_order_extension,volatility,low,46,False,annual_reset,2,0,0,0.0
2024-12-31,annual_reset,learned_order_extension,volatility,high,6,False,annual_reset,11,10,10,0.0
2024-12-31,annual_reset,learned_order_offset,trend,negative,36,False,annual_reset,1,0,0,0.0
2024-12-31,annual_reset,learned_order_offset,trend,nonnegative,16,False,annual_reset,12,9,9,0.0
2024-12-31,annual_reset,learned_order_offset,volatility,low,46,False,annual_reset,2,0,0,0.0
2024-12-31,annual_reset,learned_order_offset,volatility,high,6,False,annual_reset,11,9,9,0.0
2025-03-31,ready,learned_market,trend,negative,28,False,brier_not_better,9,7,7,0.008419497308181633
2025-03-31,ready,learned_market,trend,nonnegative,24,False,insufficient_validation,4,1,1,-0.0006640576250680763
2025-03-31,ready,learned_market,volatility,low,37,False,brier_not_better,9,5,5,0.004095077167698062
2025-03-31,ready,learned_market,volatility,high,15,False,insufficient_validation,4,3,3,-0.008099878675378341
2025-03-31,ready,learned_vol_interaction,trend,negative,28,False,brier_not_better,9,7,7,0.008343915802726679
2025-03-31,ready,learned_vol_interaction,trend,nonnegative,24,False,insufficient_validation,4,1,1,-0.000728898574369724
2025-03-31,ready,learned_vol_interaction,volatility,low,37,False,brier_not_better,9,5,6,0.004076899776871066
2025-03-31,ready,learned_vol_interaction,volatility,high,15,False,insufficient_validation,4,3,3,-0.00811385879721379
2025-03-31,ready,learned_order_extension,trend,negative,28,False,brier_not_better,9,6,7,0.008122684886964089
2025-03-31,ready,learned_order_extension,trend,nonnegative,24,False,insufficient_validation,4,1,1,-0.0010924115414057342
2025-03-31,ready,learned_order_extension,volatility,low,37,False,brier_not_better,9,4,5,0.0034745048280371126
2025-03-31,ready,learned_order_extension,volatility,high,15,False,insufficient_validation,4,3,4,-0.008376948614000866
