policy,cutoff,end,seed,job_index,worker,epoch,train_n,presentations,optimizer_steps,training_order_sha256,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
disjoint0,2017-12-31,2018-12-31,20260911,1,1,17,278,1678,14,13bbc9cc283c23c60a5d366644b7dba4749cc1139f749ab374160b937aed8a50,0.8692948082917069,,,
disjoint0,2017-12-31,2018-12-31,20260911,1,1,18,278,1678,14,058a1478b3d3b856ad8a212eb38821c7d57b5b80f6177ea43ccaa50bea6332c1,0.8402410060771174,,,
disjoint0,2017-12-31,2018-12-31,20260911,1,1,19,278,1678,14,a774fbdfb927fdec76253795a3371ad5e3ab1179ab7561717c00b61c0483a87b,0.8125343985935503,,,
disjoint0,2017-12-31,2018-12-31,20260911,1,1,20,278,1678,14,4f5aec37f5e3502657faf89490fcae39ef7991fdfe2081feee21fb613b15ef0e,0.7751530458588992,0.5364070426721188,0.9005269723937666,0.001253612186030213
disjoint1,2017-12-31,2018-12-31,20260910,3,1,1,278,1678,14,d566365bc51850a035866bb2534f7754ccfca1ea067cab4f784353c1f85b0e53,1.118416091114176,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,2,278,1678,14,45eec4b3cd803e9c3721583d091fc06333921851d5f4af2cb3efb66980358f0c,1.1215048580828952,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,3,278,1678,14,d6994fd4439d3198ec0fef81c06ba8664cf39a213e2197f67bb4e7ba27a5d583,1.103276969849424,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,4,278,1678,14,7eb345d71b3d91772195bd42edddb3949373f335d61e732e59ec542a1757ae15,1.100055126737497,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,5,278,1678,14,fc4b4e4b30b539bbbd915dbaa147d0468f42d298d10ffd4da27392cbd4aff70c,1.0998818848783836,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,6,278,1678,14,8918bc2cd789b44988692cef8f9b5a5d2527ab81246bdcb505f1c0a7f88a4c6e,1.099812322492679,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,7,278,1678,14,0ed995724b76e5a5a76407f77d8fdfc8d7e3d895cf06c7c75454e3aab1969807,1.0984251279654746,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,8,278,1678,14,95975844386ac641d06df49bb50ad882c651aad8de8d75a033e97f70749a1471,1.0909596420158505,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,9,278,1678,14,96bbaea80a4c46dc7de49a6ef250689c5a4e4c8b1c6da3e2ca6f984ae1ff45c2,1.0798251385910433,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,10,278,1678,14,d0899d24225a3b84c0603e37e18b215684836aaa7164c8015c35098fd4cdd29d,1.0662436760935368,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,11,278,1678,14,920d09c5a76cdc385466e3224e80c7591148d575f609206616131165549b0519,1.0504186582508475,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,12,278,1678,14,044c88c995fe19f5398e35d4fd87da6b09d57abcd3bfb87f98ba77c0032ef50c,1.019351590304892,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,13,278,1678,14,2b1002e68e4f2de3a201710df72a606daf15504b20ab6d1b31eac04c42d6f65a,0.9785713961922937,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,14,278,1678,14,f15bbcafb374fc67957c33d803d233153ccfb285a0a87202878cd68c4b93da06,0.9761124002493039,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,15,278,1678,14,1b1fe10e740d2b957f0b04f2c3605714ef828b96a7e94377be2eaf47b1b0d342,0.9737128011518212,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,16,278,1678,14,48eb913d35230b76f1b21854bd18aff89c7365aed1acfacf3ad1c31e09c6e441,0.9455384158832382,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,17,278,1678,14,1f6ae372394027b50e294009de9d1f80da4f9f2382f6b330efff4ccdd0af137b,0.935383461939706,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,18,278,1678,14,6a77a4689a642006a4a73af32454acadada9c48ec97e6640450eddfbba047e96,0.9200551585162212,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,19,278,1678,14,400530232ddb4dc23aef8b3f7f9dfc503e9e28dc0d2bc822743dd25c1acc98e5,0.8883270555940658,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,20,278,1678,14,a374dd0138f663f070eeaba30ac6c94a678ee4e73ef3bf7b094728b9e4737ff5,0.8723175627256037,0.6650930831793841,1.0409171151653898,0.0010830448310118139
