cadence,cutoff,method,state,mode,training_n,validation_n,accepted,reason,brier_difference,correct_difference,baseline_correct,candidate_correct,metric_eligible
monthly,2021-03-31,learned_order_offset,nonnegative_high,insufficient_history,0,8,False,insufficient_history,0.0,0,5,5,False
monthly,2021-04-30,learned_market,negative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_market,negative_high,insufficient_history,0,4,False,insufficient_history,0.0,0,2,2,False
monthly,2021-04-30,learned_market,nonnegative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_market,nonnegative_high,insufficient_history,0,9,False,insufficient_history,0.0,0,6,6,False
monthly,2021-04-30,learned_vol_interaction,negative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_vol_interaction,negative_high,insufficient_history,0,4,False,insufficient_history,0.0,0,2,2,False
monthly,2021-04-30,learned_vol_interaction,nonnegative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_vol_interaction,nonnegative_high,insufficient_history,0,9,False,insufficient_history,0.0,0,6,6,False
monthly,2021-04-30,learned_order_extension,negative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_order_extension,negative_high,insufficient_history,0,4,False,insufficient_history,0.0,0,2,2,False
monthly,2021-04-30,learned_order_extension,nonnegative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_order_extension,nonnegative_high,insufficient_history,0,9,False,insufficient_history,0.0,0,6,6,False
monthly,2021-04-30,learned_order_offset,negative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_order_offset,negative_high,insufficient_history,0,4,False,insufficient_history,0.0,0,2,2,False
monthly,2021-04-30,learned_order_offset,nonnegative_low,insufficient_history,0,0,False,insufficient_history,,0,0,0,False
monthly,2021-04-30,learned_order_offset,nonnegative_high,insufficient_history,0,9,False,insufficient_history,0.0,0,6,6,False
monthly,2021-05-31,learned_market,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-05-31,learned_market,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-05-31,learned_market,nonnegative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-05-31,learned_market,nonnegative_high,insufficient_history,4,4,False,insufficient_history,0.0,0,4,4,False
monthly,2021-05-31,learned_vol_interaction,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-05-31,learned_vol_interaction,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-05-31,learned_vol_interaction,nonnegative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-05-31,learned_vol_interaction,nonnegative_high,insufficient_history,4,4,False,insufficient_history,0.0,0,3,3,False
monthly,2021-05-31,learned_order_extension,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-05-31,learned_order_extension,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-05-31,learned_order_extension,nonnegative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-05-31,learned_order_extension,nonnegative_high,insufficient_history,4,4,False,insufficient_history,0.0,0,3,3,False
monthly,2021-05-31,learned_order_offset,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-05-31,learned_order_offset,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-05-31,learned_order_offset,nonnegative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-05-31,learned_order_offset,nonnegative_high,insufficient_history,4,4,False,insufficient_history,0.0,0,3,3,False
monthly,2021-06-30,learned_market,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_market,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,3,3,False
monthly,2021-06-30,learned_market,nonnegative_low,insufficient_history,1,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_market,nonnegative_high,insufficient_history,8,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-06-30,learned_vol_interaction,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_vol_interaction,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,3,3,False
monthly,2021-06-30,learned_vol_interaction,nonnegative_low,insufficient_history,1,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_vol_interaction,nonnegative_high,insufficient_history,8,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-06-30,learned_order_extension,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_order_extension,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,3,3,False
monthly,2021-06-30,learned_order_extension,nonnegative_low,insufficient_history,1,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_order_extension,nonnegative_high,insufficient_history,8,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-06-30,learned_order_offset,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_order_offset,negative_high,insufficient_history,0,7,False,insufficient_history,0.0,0,3,3,False
monthly,2021-06-30,learned_order_offset,nonnegative_low,insufficient_history,1,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-06-30,learned_order_offset,nonnegative_high,insufficient_history,8,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_market,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-07-31,learned_market,negative_high,insufficient_history,3,5,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_market,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_market,nonnegative_high,insufficient_history,9,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-07-31,learned_vol_interaction,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-07-31,learned_vol_interaction,negative_high,insufficient_history,3,5,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_vol_interaction,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_vol_interaction,nonnegative_high,insufficient_history,9,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-07-31,learned_order_extension,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-07-31,learned_order_extension,negative_high,insufficient_history,3,5,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_order_extension,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_order_extension,nonnegative_high,insufficient_history,9,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-07-31,learned_order_offset,negative_low,insufficient_history,0,2,False,insufficient_history,0.0,0,1,1,False
monthly,2021-07-31,learned_order_offset,negative_high,insufficient_history,3,5,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_order_offset,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-07-31,learned_order_offset,nonnegative_high,insufficient_history,9,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-08-31,learned_market,negative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-08-31,learned_market,negative_high,insufficient_history,7,6,False,insufficient_history,0.0,0,3,3,False
monthly,2021-08-31,learned_market,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-08-31,learned_market,nonnegative_high,insufficient_history,9,4,False,insufficient_history,0.0,0,4,4,False
monthly,2021-08-31,learned_vol_interaction,negative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-08-31,learned_vol_interaction,negative_high,insufficient_history,7,6,False,insufficient_history,0.0,0,3,3,False
monthly,2021-08-31,learned_vol_interaction,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-08-31,learned_vol_interaction,nonnegative_high,insufficient_history,9,4,False,insufficient_history,0.0,0,4,4,False
monthly,2021-08-31,learned_order_extension,negative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-08-31,learned_order_extension,negative_high,insufficient_history,7,6,False,insufficient_history,0.0,0,3,3,False
monthly,2021-08-31,learned_order_extension,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-08-31,learned_order_extension,nonnegative_high,insufficient_history,9,4,False,insufficient_history,0.0,0,4,4,False
monthly,2021-08-31,learned_order_offset,negative_low,insufficient_history,1,0,False,insufficient_history,,0,0,0,False
monthly,2021-08-31,learned_order_offset,negative_high,insufficient_history,7,6,False,insufficient_history,0.0,0,3,3,False
monthly,2021-08-31,learned_order_offset,nonnegative_low,insufficient_history,1,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-08-31,learned_order_offset,nonnegative_high,insufficient_history,9,4,False,insufficient_history,0.0,0,4,4,False
monthly,2021-09-30,learned_market,negative_low,insufficient_history,2,0,False,insufficient_history,,0,0,0,False
monthly,2021-09-30,learned_market,negative_high,insufficient_history,8,9,False,insufficient_history,0.0,0,5,5,False
monthly,2021-09-30,learned_market,nonnegative_low,insufficient_history,2,1,False,insufficient_history,0.0,0,1,1,False
monthly,2021-09-30,learned_market,nonnegative_high,insufficient_history,10,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-09-30,learned_vol_interaction,negative_low,insufficient_history,2,0,False,insufficient_history,,0,0,0,False
monthly,2021-09-30,learned_vol_interaction,negative_high,insufficient_history,8,9,False,insufficient_history,0.0,0,5,5,False
monthly,2021-09-30,learned_vol_interaction,nonnegative_low,insufficient_history,2,1,False,insufficient_history,0.0,0,1,1,False
monthly,2021-09-30,learned_vol_interaction,nonnegative_high,insufficient_history,10,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-09-30,learned_order_extension,negative_low,insufficient_history,2,0,False,insufficient_history,,0,0,0,False
monthly,2021-09-30,learned_order_extension,negative_high,insufficient_history,8,9,False,insufficient_history,0.0,0,5,5,False
monthly,2021-09-30,learned_order_extension,nonnegative_low,insufficient_history,2,1,False,insufficient_history,0.0,0,1,1,False
monthly,2021-09-30,learned_order_extension,nonnegative_high,insufficient_history,10,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-09-30,learned_order_offset,negative_low,insufficient_history,2,0,False,insufficient_history,,0,0,0,False
monthly,2021-09-30,learned_order_offset,negative_high,insufficient_history,8,9,False,insufficient_history,0.0,0,5,5,False
monthly,2021-09-30,learned_order_offset,nonnegative_low,insufficient_history,2,1,False,insufficient_history,0.0,0,1,1,False
monthly,2021-09-30,learned_order_offset,nonnegative_high,insufficient_history,10,3,False,insufficient_history,0.0,0,3,3,False
monthly,2021-10-31,learned_market,negative_low,insufficient_history,2,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_market,negative_high,insufficient_history,9,8,False,insufficient_history,0.0,0,5,5,False
monthly,2021-10-31,learned_market,nonnegative_low,insufficient_history,4,0,False,insufficient_history,,0,0,0,False
monthly,2021-10-31,learned_market,nonnegative_high,insufficient_history,10,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_vol_interaction,negative_low,insufficient_history,2,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_vol_interaction,negative_high,insufficient_history,9,8,False,insufficient_history,0.0,0,5,5,False
monthly,2021-10-31,learned_vol_interaction,nonnegative_low,insufficient_history,4,0,False,insufficient_history,,0,0,0,False
monthly,2021-10-31,learned_vol_interaction,nonnegative_high,insufficient_history,10,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_order_extension,negative_low,insufficient_history,2,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_order_extension,negative_high,insufficient_history,9,8,False,insufficient_history,0.0,0,5,5,False
monthly,2021-10-31,learned_order_extension,nonnegative_low,insufficient_history,4,0,False,insufficient_history,,0,0,0,False
monthly,2021-10-31,learned_order_extension,nonnegative_high,insufficient_history,10,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_order_offset,negative_low,insufficient_history,2,3,False,insufficient_history,0.0,0,2,2,False
monthly,2021-10-31,learned_order_offset,negative_high,insufficient_history,9,8,False,insufficient_history,0.0,0,5,5,False
monthly,2021-10-31,learned_order_offset,nonnegative_low,insufficient_history,4,0,False,insufficient_history,,0,0,0,False
monthly,2021-10-31,learned_order_offset,nonnegative_high,insufficient_history,10,2,False,insufficient_history,0.0,0,2,2,False
monthly,2021-11-30,learned_market,negative_low,insufficient_history,2,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-11-30,learned_market,negative_high,insufficient_history,11,5,False,insufficient_history,0.0,0,3,3,False
monthly,2021-11-30,learned_market,nonnegative_low,insufficient_history,4,1,False,insufficient_history,0.0,0,0,0,False
monthly,2021-11-30,learned_market,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2021-11-30,learned_vol_interaction,negative_low,insufficient_history,2,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-11-30,learned_vol_interaction,negative_high,insufficient_history,11,5,False,insufficient_history,0.0,0,3,3,False
monthly,2021-11-30,learned_vol_interaction,nonnegative_low,insufficient_history,4,1,False,insufficient_history,0.0,0,0,0,False
monthly,2021-11-30,learned_vol_interaction,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2021-11-30,learned_order_extension,negative_low,insufficient_history,2,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-11-30,learned_order_extension,negative_high,insufficient_history,11,5,False,insufficient_history,0.0,0,3,3,False
monthly,2021-11-30,learned_order_extension,nonnegative_low,insufficient_history,4,1,False,insufficient_history,0.0,0,0,0,False
monthly,2021-11-30,learned_order_extension,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2021-11-30,learned_order_offset,negative_low,insufficient_history,2,7,False,insufficient_history,0.0,0,4,4,False
monthly,2021-11-30,learned_order_offset,negative_high,insufficient_history,11,5,False,insufficient_history,0.0,0,3,3,False
monthly,2021-11-30,learned_order_offset,nonnegative_low,insufficient_history,4,1,False,insufficient_history,0.0,0,0,0,False
monthly,2021-11-30,learned_order_offset,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2021-12-31,learned_market,negative_low,annual_reset,2,8,False,annual_reset,0.0,0,5,5,False
monthly,2021-12-31,learned_market,negative_high,annual_reset,15,1,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_market,nonnegative_low,annual_reset,4,4,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_market,nonnegative_high,annual_reset,13,0,False,annual_reset,,0,0,0,False
monthly,2021-12-31,learned_vol_interaction,negative_low,annual_reset,2,8,False,annual_reset,0.0,0,5,5,False
monthly,2021-12-31,learned_vol_interaction,negative_high,annual_reset,15,1,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_vol_interaction,nonnegative_low,annual_reset,4,4,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_vol_interaction,nonnegative_high,annual_reset,13,0,False,annual_reset,,0,0,0,False
monthly,2021-12-31,learned_order_extension,negative_low,annual_reset,2,8,False,annual_reset,0.0,0,5,5,False
monthly,2021-12-31,learned_order_extension,negative_high,annual_reset,15,1,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_order_extension,nonnegative_low,annual_reset,4,4,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_order_extension,nonnegative_high,annual_reset,13,0,False,annual_reset,,0,0,0,False
monthly,2021-12-31,learned_order_offset,negative_low,annual_reset,2,8,False,annual_reset,0.0,0,5,5,False
monthly,2021-12-31,learned_order_offset,negative_high,annual_reset,15,1,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_order_offset,nonnegative_low,annual_reset,4,4,False,annual_reset,0.0,0,1,1,False
monthly,2021-12-31,learned_order_offset,nonnegative_high,annual_reset,13,0,False,annual_reset,,0,0,0,False
monthly,2022-01-31,learned_market,negative_low,q1_guard,4,7,False,q1_guard,0.0,0,4,4,False
monthly,2022-01-31,learned_market,negative_high,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_market,nonnegative_low,q1_guard,4,6,False,q1_guard,0.0,0,2,2,False
monthly,2022-01-31,learned_market,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_vol_interaction,negative_low,q1_guard,4,7,False,q1_guard,0.0,0,4,4,False
monthly,2022-01-31,learned_vol_interaction,negative_high,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_vol_interaction,nonnegative_low,q1_guard,4,6,False,q1_guard,0.0,0,2,2,False
monthly,2022-01-31,learned_vol_interaction,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_order_extension,negative_low,q1_guard,4,7,False,q1_guard,0.0,0,4,4,False
monthly,2022-01-31,learned_order_extension,negative_high,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_order_extension,nonnegative_low,q1_guard,4,6,False,q1_guard,0.0,0,2,2,False
monthly,2022-01-31,learned_order_extension,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_order_offset,negative_low,q1_guard,4,7,False,q1_guard,0.0,0,4,4,False
monthly,2022-01-31,learned_order_offset,negative_high,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2022-01-31,learned_order_offset,nonnegative_low,q1_guard,4,6,False,q1_guard,0.0,0,2,2,False
monthly,2022-01-31,learned_order_offset,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-02-28,learned_market,negative_low,q1_guard,7,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_market,negative_high,q1_guard,17,3,False,q1_guard,0.0,0,1,1,False
monthly,2022-02-28,learned_market,nonnegative_low,q1_guard,5,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_market,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-02-28,learned_vol_interaction,negative_low,q1_guard,7,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_vol_interaction,negative_high,q1_guard,17,3,False,q1_guard,0.0,0,1,1,False
monthly,2022-02-28,learned_vol_interaction,nonnegative_low,q1_guard,5,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_vol_interaction,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-02-28,learned_order_extension,negative_low,q1_guard,7,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_order_extension,negative_high,q1_guard,17,3,False,q1_guard,0.0,0,1,1,False
monthly,2022-02-28,learned_order_extension,nonnegative_low,q1_guard,5,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_order_extension,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-02-28,learned_order_offset,negative_low,q1_guard,7,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_order_offset,negative_high,q1_guard,17,3,False,q1_guard,0.0,0,1,1,False
monthly,2022-02-28,learned_order_offset,nonnegative_low,q1_guard,5,5,False,q1_guard,0.0,0,2,2,False
monthly,2022-02-28,learned_order_offset,nonnegative_high,q1_guard,13,0,False,q1_guard,,0,0,0,False
monthly,2022-03-31,learned_market,negative_low,insufficient_history,10,4,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_market,negative_high,insufficient_history,17,6,False,insufficient_history,0.0,0,2,2,False
monthly,2022-03-31,learned_market,nonnegative_low,insufficient_history,6,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_market,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-03-31,learned_vol_interaction,negative_low,insufficient_history,10,4,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_vol_interaction,negative_high,insufficient_history,17,6,False,insufficient_history,0.0,0,2,2,False
monthly,2022-03-31,learned_vol_interaction,nonnegative_low,insufficient_history,6,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_vol_interaction,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-03-31,learned_order_extension,negative_low,insufficient_history,10,4,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_order_extension,negative_high,insufficient_history,17,6,False,insufficient_history,0.0,0,2,2,False
