cutoff,role,used,row_index,date,joint_completed
2022-03-31,validation,False,2651,2021-12-24,2022-01-04
2022-03-31,validation,False,2656,2021-12-31,2022-01-10
2022-03-31,validation,False,2660,2022-01-07,2022-01-17
2022-03-31,validation,False,2665,2022-01-14,2022-01-24
2022-03-31,validation,False,2670,2022-01-21,2022-02-07
2022-03-31,validation,False,2675,2022-01-28,2022-02-14
2022-03-31,validation,False,2680,2022-02-11,2022-02-21
2022-03-31,validation,False,2685,2022-02-18,2022-02-28
2022-03-31,validation,False,2690,2022-02-25,2022-03-07
2022-03-31,validation,False,2695,2022-03-04,2022-03-14
2022-03-31,validation,False,2700,2022-03-11,2022-03-21
2022-03-31,validation,False,2705,2022-03-18,2022-03-28
2022-06-30,training,True,2448,2021-02-26,2021-03-08
2022-06-30,training,True,2453,2021-03-05,2021-03-15
2022-06-30,training,True,2458,2021-03-12,2021-03-22
2022-06-30,training,True,2463,2021-03-19,2021-03-29
2022-06-30,training,True,2468,2021-03-26,2021-04-06
2022-06-30,training,True,2473,2021-04-02,2021-04-12
2022-06-30,training,True,2477,2021-04-09,2021-04-19
2022-06-30,training,True,2482,2021-04-16,2021-04-26
2022-06-30,training,True,2487,2021-04-23,2021-05-06
2022-06-30,training,True,2492,2021-04-30,2021-05-12
2022-06-30,training,True,2494,2021-05-07,2021-05-17
2022-06-30,training,True,2499,2021-05-14,2021-05-24
2022-06-30,training,True,2504,2021-05-21,2021-05-31
2022-06-30,training,True,2509,2021-05-28,2021-06-07
2022-06-30,training,True,2514,2021-06-04,2021-06-15
2022-06-30,training,True,2519,2021-06-11,2021-06-21
2022-06-30,training,True,2523,2021-06-18,2021-06-28
2022-06-30,training,True,2528,2021-06-25,2021-07-05
2022-06-30,training,True,2533,2021-07-02,2021-07-12
2022-06-30,training,True,2538,2021-07-09,2021-07-19
2022-06-30,training,True,2543,2021-07-16,2021-07-26
2022-06-30,training,True,2548,2021-07-23,2021-08-02
2022-06-30,training,True,2553,2021-07-30,2021-08-09
2022-06-30,training,True,2558,2021-08-06,2021-08-16
2022-06-30,training,True,2563,2021-08-13,2021-08-23
2022-06-30,training,True,2568,2021-08-20,2021-08-30
2022-06-30,training,True,2573,2021-08-27,2021-09-06
2022-06-30,training,True,2578,2021-09-03,2021-09-13
2022-06-30,training,True,2583,2021-09-10,2021-09-22
2022-06-30,training,True,2588,2021-09-17,2021-09-28
2022-06-30,training,True,2591,2021-09-24,2021-10-11
2022-06-30,training,True,2596,2021-10-08,2021-10-18
2022-06-30,training,True,2601,2021-10-15,2021-10-25
2022-06-30,training,True,2606,2021-10-22,2021-11-01
2022-06-30,training,True,2611,2021-10-29,2021-11-08
2022-06-30,training,True,2616,2021-11-05,2021-11-15
2022-06-30,training,True,2621,2021-11-12,2021-11-22
2022-06-30,training,True,2626,2021-11-19,2021-11-29
2022-06-30,training,True,2631,2021-11-26,2021-12-06
2022-06-30,training,True,2636,2021-12-03,2021-12-13
2022-06-30,training,True,2641,2021-12-10,2021-12-20
2022-06-30,training,True,2646,2021-12-17,2021-12-27
2022-06-30,training,True,2651,2021-12-24,2022-01-04
2022-06-30,training,True,2656,2021-12-31,2022-01-10
2022-06-30,training,True,2660,2022-01-07,2022-01-17
2022-06-30,training,True,2665,2022-01-14,2022-01-24
2022-06-30,training,True,2670,2022-01-21,2022-02-07
2022-06-30,training,True,2675,2022-01-28,2022-02-14
2022-06-30,training,True,2680,2022-02-11,2022-02-21
2022-06-30,training,True,2685,2022-02-18,2022-02-28
2022-06-30,training,True,2690,2022-02-25,2022-03-07
2022-06-30,training,True,2695,2022-03-04,2022-03-14
2022-06-30,validation,True,2705,2022-03-18,2022-03-28
2022-06-30,validation,True,2710,2022-03-25,2022-04-06
2022-06-30,validation,True,2715,2022-04-01,2022-04-12
2022-06-30,validation,True,2718,2022-04-08,2022-04-18
2022-06-30,validation,True,2723,2022-04-15,2022-04-25
2022-06-30,validation,True,2728,2022-04-22,2022-05-05
2022-06-30,validation,True,2733,2022-04-29,2022-05-11
2022-06-30,validation,True,2735,2022-05-06,2022-05-16
2022-06-30,validation,True,2740,2022-05-13,2022-05-23
2022-06-30,validation,True,2745,2022-05-20,2022-05-30
2022-06-30,validation,True,2750,2022-05-27,2022-06-13
2022-06-30,validation,True,2759,2022-06-10,2022-06-20
2022-06-30,validation,True,2764,2022-06-17,2022-06-27
2022-09-30,training,True,2509,2021-05-28,2021-06-07
2022-09-30,training,True,2514,2021-06-04,2021-06-15
2022-09-30,training,True,2519,2021-06-11,2021-06-21
2022-09-30,training,True,2523,2021-06-18,2021-06-28
2022-09-30,training,True,2528,2021-06-25,2021-07-05
2022-09-30,training,True,2533,2021-07-02,2021-07-12
2022-09-30,training,True,2538,2021-07-09,2021-07-19
2022-09-30,training,True,2543,2021-07-16,2021-07-26
2022-09-30,training,True,2548,2021-07-23,2021-08-02
2022-09-30,training,True,2553,2021-07-30,2021-08-09
2022-09-30,training,True,2558,2021-08-06,2021-08-16
2022-09-30,training,True,2563,2021-08-13,2021-08-23
2022-09-30,training,True,2568,2021-08-20,2021-08-30
2022-09-30,training,True,2573,2021-08-27,2021-09-06
2022-09-30,training,True,2578,2021-09-03,2021-09-13
2022-09-30,training,True,2583,2021-09-10,2021-09-22
2022-09-30,training,True,2588,2021-09-17,2021-09-28
2022-09-30,training,True,2591,2021-09-24,2021-10-11
2022-09-30,training,True,2596,2021-10-08,2021-10-18
2022-09-30,training,True,2601,2021-10-15,2021-10-25
2022-09-30,training,True,2606,2021-10-22,2021-11-01
2022-09-30,training,True,2611,2021-10-29,2021-11-08
2022-09-30,training,True,2616,2021-11-05,2021-11-15
2022-09-30,training,True,2621,2021-11-12,2021-11-22
2022-09-30,training,True,2626,2021-11-19,2021-11-29
2022-09-30,training,True,2631,2021-11-26,2021-12-06
2022-09-30,training,True,2636,2021-12-03,2021-12-13
2022-09-30,training,True,2641,2021-12-10,2021-12-20
2022-09-30,training,True,2646,2021-12-17,2021-12-27
2022-09-30,training,True,2651,2021-12-24,2022-01-04
2022-09-30,training,True,2656,2021-12-31,2022-01-10
2022-09-30,training,True,2660,2022-01-07,2022-01-17
2022-09-30,training,True,2665,2022-01-14,2022-01-24
2022-09-30,training,True,2670,2022-01-21,2022-02-07
2022-09-30,training,True,2675,2022-01-28,2022-02-14
2022-09-30,training,True,2680,2022-02-11,2022-02-21
2022-09-30,training,True,2685,2022-02-18,2022-02-28
2022-09-30,training,True,2690,2022-02-25,2022-03-07
2022-09-30,training,True,2695,2022-03-04,2022-03-14
2022-09-30,training,True,2700,2022-03-11,2022-03-21
2022-09-30,training,True,2705,2022-03-18,2022-03-28
2022-09-30,training,True,2710,2022-03-25,2022-04-06
2022-09-30,training,True,2715,2022-04-01,2022-04-12
2022-09-30,training,True,2718,2022-04-08,2022-04-18
2022-09-30,training,True,2723,2022-04-15,2022-04-25
2022-09-30,training,True,2728,2022-04-22,2022-05-05
2022-09-30,training,True,2733,2022-04-29,2022-05-11
2022-09-30,training,True,2735,2022-05-06,2022-05-16
2022-09-30,training,True,2740,2022-05-13,2022-05-23
2022-09-30,training,True,2745,2022-05-20,2022-05-30
2022-09-30,training,True,2750,2022-05-27,2022-06-13
2022-09-30,training,True,2759,2022-06-10,2022-06-20
2022-09-30,validation,True,2769,2022-06-24,2022-07-04
2022-09-30,validation,True,2774,2022-07-01,2022-07-11
2022-09-30,validation,True,2779,2022-07-08,2022-07-18
2022-09-30,validation,True,2784,2022-07-15,2022-07-25
2022-09-30,validation,True,2789,2022-07-22,2022-08-01
2022-09-30,validation,True,2794,2022-07-29,2022-08-08
2022-09-30,validation,True,2799,2022-08-05,2022-08-15
2022-09-30,validation,True,2804,2022-08-12,2022-08-22
2022-09-30,validation,True,2809,2022-08-19,2022-08-29
2022-09-30,validation,True,2814,2022-08-26,2022-09-05
2022-09-30,validation,True,2819,2022-09-02,2022-09-13
2022-09-30,validation,True,2824,2022-09-09,2022-09-19
2022-09-30,validation,True,2828,2022-09-16,2022-09-26
2022-12-31,training,False,2568,2021-08-20,2021-08-30
2022-12-31,training,False,2573,2021-08-27,2021-09-06
2022-12-31,training,False,2578,2021-09-03,2021-09-13
2022-12-31,training,False,2583,2021-09-10,2021-09-22
2022-12-31,training,False,2588,2021-09-17,2021-09-28
2022-12-31,training,False,2591,2021-09-24,2021-10-11
2022-12-31,training,False,2596,2021-10-08,2021-10-18
2022-12-31,training,False,2601,2021-10-15,2021-10-25
2022-12-31,training,False,2606,2021-10-22,2021-11-01
2022-12-31,training,False,2611,2021-10-29,2021-11-08
2022-12-31,training,False,2616,2021-11-05,2021-11-15
2022-12-31,training,False,2621,2021-11-12,2021-11-22
2022-12-31,training,False,2626,2021-11-19,2021-11-29
2022-12-31,training,False,2631,2021-11-26,2021-12-06
2022-12-31,training,False,2636,2021-12-03,2021-12-13
2022-12-31,training,False,2641,2021-12-10,2021-12-20
2022-12-31,training,False,2646,2021-12-17,2021-12-27
2022-12-31,training,False,2651,2021-12-24,2022-01-04
2022-12-31,training,False,2656,2021-12-31,2022-01-10
2022-12-31,training,False,2660,2022-01-07,2022-01-17
2022-12-31,training,False,2665,2022-01-14,2022-01-24
2022-12-31,training,False,2670,2022-01-21,2022-02-07
2022-12-31,training,False,2675,2022-01-28,2022-02-14
2022-12-31,training,False,2680,2022-02-11,2022-02-21
2022-12-31,training,False,2685,2022-02-18,2022-02-28
2022-12-31,training,False,2690,2022-02-25,2022-03-07
2022-12-31,training,False,2695,2022-03-04,2022-03-14
2022-12-31,training,False,2700,2022-03-11,2022-03-21
2022-12-31,training,False,2705,2022-03-18,2022-03-28
2022-12-31,training,False,2710,2022-03-25,2022-04-06
2022-12-31,training,False,2715,2022-04-01,2022-04-12
2022-12-31,training,False,2718,2022-04-08,2022-04-18
2022-12-31,training,False,2723,2022-04-15,2022-04-25
2022-12-31,training,False,2728,2022-04-22,2022-05-05
2022-12-31,training,False,2733,2022-04-29,2022-05-11
2022-12-31,training,False,2735,2022-05-06,2022-05-16
2022-12-31,training,False,2740,2022-05-13,2022-05-23
2022-12-31,training,False,2745,2022-05-20,2022-05-30
2022-12-31,training,False,2750,2022-05-27,2022-06-13
2022-12-31,training,False,2759,2022-06-10,2022-06-20
2022-12-31,training,False,2764,2022-06-17,2022-06-27
2022-12-31,training,False,2769,2022-06-24,2022-07-04
2022-12-31,training,False,2774,2022-07-01,2022-07-11
2022-12-31,training,False,2779,2022-07-08,2022-07-18
2022-12-31,training,False,2784,2022-07-15,2022-07-25
2022-12-31,training,False,2789,2022-07-22,2022-08-01
2022-12-31,training,False,2794,2022-07-29,2022-08-08
2022-12-31,training,False,2799,2022-08-05,2022-08-15
2022-12-31,training,False,2804,2022-08-12,2022-08-22
2022-12-31,training,False,2809,2022-08-19,2022-08-29
2022-12-31,training,False,2814,2022-08-26,2022-09-05
2022-12-31,training,False,2819,2022-09-02,2022-09-13
2022-12-31,validation,False,2828,2022-09-16,2022-09-26
2022-12-31,validation,False,2833,2022-09-23,2022-10-10
2022-12-31,validation,False,2838,2022-09-30,2022-10-17
2022-12-31,validation,False,2843,2022-10-14,2022-10-24
2022-12-31,validation,False,2848,2022-10-21,2022-10-31
2022-12-31,validation,False,2853,2022-10-28,2022-11-07
2022-12-31,validation,False,2858,2022-11-04,2022-11-14
2022-12-31,validation,False,2863,2022-11-11,2022-11-21
2022-12-31,validation,False,2868,2022-11-18,2022-11-28
2022-12-31,validation,False,2873,2022-11-25,2022-12-05
2022-12-31,validation,False,2878,2022-12-02,2022-12-12
2022-12-31,validation,False,2883,2022-12-09,2022-12-19
2022-12-31,validation,False,2888,2022-12-16,2022-12-26
2023-03-31,training,True,2626,2021-11-19,2021-11-29
2023-03-31,training,True,2631,2021-11-26,2021-12-06
2023-03-31,training,True,2636,2021-12-03,2021-12-13
2023-03-31,training,True,2641,2021-12-10,2021-12-20
2023-03-31,training,True,2646,2021-12-17,2021-12-27
2023-03-31,training,True,2651,2021-12-24,2022-01-04
2023-03-31,training,True,2656,2021-12-31,2022-01-10
2023-03-31,training,True,2660,2022-01-07,2022-01-17
2023-03-31,training,True,2665,2022-01-14,2022-01-24
2023-03-31,training,True,2670,2022-01-21,2022-02-07
2023-03-31,training,True,2675,2022-01-28,2022-02-14
2023-03-31,training,True,2680,2022-02-11,2022-02-21
2023-03-31,training,True,2685,2022-02-18,2022-02-28
2023-03-31,training,True,2690,2022-02-25,2022-03-07
2023-03-31,training,True,2695,2022-03-04,2022-03-14
2023-03-31,training,True,2700,2022-03-11,2022-03-21
2023-03-31,training,True,2705,2022-03-18,2022-03-28
2023-03-31,training,True,2710,2022-03-25,2022-04-06
2023-03-31,training,True,2715,2022-04-01,2022-04-12
2023-03-31,training,True,2718,2022-04-08,2022-04-18
2023-03-31,training,True,2723,2022-04-15,2022-04-25
2023-03-31,training,True,2728,2022-04-22,2022-05-05
2023-03-31,training,True,2733,2022-04-29,2022-05-11
2023-03-31,training,True,2735,2022-05-06,2022-05-16
2023-03-31,training,True,2740,2022-05-13,2022-05-23
2023-03-31,training,True,2745,2022-05-20,2022-05-30
2023-03-31,training,True,2750,2022-05-27,2022-06-13
2023-03-31,training,True,2759,2022-06-10,2022-06-20
2023-03-31,training,True,2764,2022-06-17,2022-06-27
2023-03-31,training,True,2769,2022-06-24,2022-07-04
2023-03-31,training,True,2774,2022-07-01,2022-07-11
2023-03-31,training,True,2779,2022-07-08,2022-07-18
2023-03-31,training,True,2784,2022-07-15,2022-07-25
2023-03-31,training,True,2789,2022-07-22,2022-08-01
2023-03-31,training,True,2794,2022-07-29,2022-08-08
2023-03-31,training,True,2799,2022-08-05,2022-08-15
2023-03-31,training,True,2804,2022-08-12,2022-08-22
2023-03-31,training,True,2809,2022-08-19,2022-08-29
2023-03-31,training,True,2814,2022-08-26,2022-09-05
2023-03-31,training,True,2819,2022-09-02,2022-09-13
2023-03-31,training,True,2824,2022-09-09,2022-09-19
2023-03-31,training,True,2828,2022-09-16,2022-09-26
2023-03-31,training,True,2833,2022-09-23,2022-10-10
2023-03-31,training,True,2838,2022-09-30,2022-10-17
2023-03-31,training,True,2843,2022-10-14,2022-10-24
2023-03-31,training,True,2848,2022-10-21,2022-10-31
2023-03-31,training,True,2853,2022-10-28,2022-11-07
2023-03-31,training,True,2858,2022-11-04,2022-11-14
2023-03-31,training,True,2863,2022-11-11,2022-11-21
2023-03-31,training,True,2868,2022-11-18,2022-11-28
2023-03-31,training,True,2873,2022-11-25,2022-12-05
2023-03-31,training,True,2878,2022-12-02,2022-12-12
2023-03-31,validation,True,2888,2022-12-16,2022-12-26
2023-03-31,validation,True,2893,2022-12-23,2023-01-03
2023-03-31,validation,True,2898,2022-12-30,2023-01-09
2023-03-31,validation,True,2902,2023-01-06,2023-01-16
2023-03-31,validation,True,2907,2023-01-13,2023-01-30
2023-03-31,validation,True,2912,2023-01-20,2023-02-06
2023-03-31,validation,True,2917,2023-02-03,2023-02-13
2023-03-31,validation,True,2922,2023-02-10,2023-02-20
2023-03-31,validation,True,2927,2023-02-17,2023-02-27
2023-03-31,validation,True,2932,2023-02-24,2023-03-06
2023-03-31,validation,True,2937,2023-03-03,2023-03-13
2023-03-31,validation,True,2942,2023-03-10,2023-03-20
2023-03-31,validation,True,2947,2023-03-17,2023-03-27
2023-06-30,training,True,2685,2022-02-18,2022-02-28
2023-06-30,training,True,2690,2022-02-25,2022-03-07
2023-06-30,training,True,2695,2022-03-04,2022-03-14
2023-06-30,training,True,2700,2022-03-11,2022-03-21
2023-06-30,training,True,2705,2022-03-18,2022-03-28
2023-06-30,training,True,2710,2022-03-25,2022-04-06
2023-06-30,training,True,2715,2022-04-01,2022-04-12
2023-06-30,training,True,2718,2022-04-08,2022-04-18
2023-06-30,training,True,2723,2022-04-15,2022-04-25
2023-06-30,training,True,2728,2022-04-22,2022-05-05
2023-06-30,training,True,2733,2022-04-29,2022-05-11
2023-06-30,training,True,2735,2022-05-06,2022-05-16
2023-06-30,training,True,2740,2022-05-13,2022-05-23
2023-06-30,training,True,2745,2022-05-20,2022-05-30
2023-06-30,training,True,2750,2022-05-27,2022-06-13
2023-06-30,training,True,2759,2022-06-10,2022-06-20
2023-06-30,training,True,2764,2022-06-17,2022-06-27
2023-06-30,training,True,2769,2022-06-24,2022-07-04
2023-06-30,training,True,2774,2022-07-01,2022-07-11
2023-06-30,training,True,2779,2022-07-08,2022-07-18
2023-06-30,training,True,2784,2022-07-15,2022-07-25
2023-06-30,training,True,2789,2022-07-22,2022-08-01
2023-06-30,training,True,2794,2022-07-29,2022-08-08
2023-06-30,training,True,2799,2022-08-05,2022-08-15
2023-06-30,training,True,2804,2022-08-12,2022-08-22
2023-06-30,training,True,2809,2022-08-19,2022-08-29
2023-06-30,training,True,2814,2022-08-26,2022-09-05
2023-06-30,training,True,2819,2022-09-02,2022-09-13
2023-06-30,training,True,2824,2022-09-09,2022-09-19
2023-06-30,training,True,2828,2022-09-16,2022-09-26
2023-06-30,training,True,2833,2022-09-23,2022-10-10
2023-06-30,training,True,2838,2022-09-30,2022-10-17
2023-06-30,training,True,2843,2022-10-14,2022-10-24
2023-06-30,training,True,2848,2022-10-21,2022-10-31
2023-06-30,training,True,2853,2022-10-28,2022-11-07
2023-06-30,training,True,2858,2022-11-04,2022-11-14
2023-06-30,training,True,2863,2022-11-11,2022-11-21
2023-06-30,training,True,2868,2022-11-18,2022-11-28
2023-06-30,training,True,2873,2022-11-25,2022-12-05
2023-06-30,training,True,2878,2022-12-02,2022-12-12
2023-06-30,training,True,2883,2022-12-09,2022-12-19
2023-06-30,training,True,2888,2022-12-16,2022-12-26
2023-06-30,training,True,2893,2022-12-23,2023-01-03
2023-06-30,training,True,2898,2022-12-30,2023-01-09
2023-06-30,training,True,2902,2023-01-06,2023-01-16
2023-06-30,training,True,2907,2023-01-13,2023-01-30
2023-06-30,training,True,2912,2023-01-20,2023-02-06
2023-06-30,training,True,2917,2023-02-03,2023-02-13
2023-06-30,training,True,2922,2023-02-10,2023-02-20
2023-06-30,training,True,2927,2023-02-17,2023-02-27
2023-06-30,training,True,2932,2023-02-24,2023-03-06
2023-06-30,training,True,2937,2023-03-03,2023-03-13
2023-06-30,validation,True,2947,2023-03-17,2023-03-27
2023-06-30,validation,True,2952,2023-03-24,2023-04-03
2023-06-30,validation,True,2957,2023-03-31,2023-04-10
2023-06-30,validation,True,2961,2023-04-07,2023-04-17
2023-06-30,validation,True,2966,2023-04-14,2023-04-24
2023-06-30,validation,True,2971,2023-04-21,2023-05-04
2023-06-30,validation,True,2976,2023-04-28,2023-05-10
2023-06-30,validation,True,2978,2023-05-05,2023-05-15
2023-06-30,validation,True,2983,2023-05-12,2023-05-22
