cutoff,role,used,row_index,date,joint_completed
2025-06-30,training,True,3345,2024-11-08,2024-11-18
2025-06-30,training,True,3350,2024-11-15,2024-11-25
2025-06-30,training,True,3355,2024-11-22,2024-12-02
2025-06-30,training,True,3360,2024-11-29,2024-12-09
2025-06-30,training,True,3365,2024-12-06,2024-12-16
2025-06-30,training,True,3370,2024-12-13,2024-12-23
2025-06-30,training,True,3375,2024-12-20,2024-12-30
2025-06-30,training,True,3380,2024-12-27,2025-01-06
2025-06-30,training,True,3384,2025-01-03,2025-01-13
2025-06-30,training,True,3389,2025-01-10,2025-01-20
2025-06-30,training,True,3394,2025-01-17,2025-01-27
2025-06-30,training,True,3399,2025-01-24,2025-02-10
2025-06-30,training,True,3403,2025-02-07,2025-02-17
2025-06-30,training,True,3408,2025-02-14,2025-02-24
2025-06-30,training,True,3413,2025-02-21,2025-03-03
2025-06-30,training,True,3418,2025-02-28,2025-03-10
2025-06-30,validation,True,3428,2025-03-14,2025-03-24
2025-06-30,validation,True,3433,2025-03-21,2025-03-31
2025-06-30,validation,True,3438,2025-03-28,2025-04-14
2025-06-30,validation,True,3447,2025-04-11,2025-04-21
2025-06-30,validation,True,3452,2025-04-18,2025-04-28
2025-06-30,validation,True,3457,2025-04-25,2025-05-12
2025-06-30,validation,True,3464,2025-05-09,2025-05-19
2025-06-30,validation,True,3469,2025-05-16,2025-05-26
2025-06-30,validation,True,3474,2025-05-23,2025-06-03
2025-06-30,validation,True,3479,2025-05-30,2025-06-09
2025-06-30,validation,True,3483,2025-06-06,2025-06-16
2025-06-30,validation,True,3488,2025-06-13,2025-06-23
2025-06-30,validation,True,3493,2025-06-20,2025-06-30
2025-09-30,training,True,3233,2024-05-24,2024-06-03
2025-09-30,training,True,3238,2024-05-31,2024-06-11
2025-09-30,training,True,3243,2024-06-07,2024-06-17
2025-09-30,training,True,3247,2024-06-14,2024-06-24
2025-09-30,training,True,3252,2024-06-21,2024-07-01
2025-09-30,training,True,3257,2024-06-28,2024-07-08
2025-09-30,training,True,3262,2024-07-05,2024-07-15
2025-09-30,training,True,3267,2024-07-12,2024-07-22
2025-09-30,training,True,3272,2024-07-19,2024-07-29
2025-09-30,training,True,3277,2024-07-26,2024-08-05
2025-09-30,training,True,3282,2024-08-02,2024-08-12
2025-09-30,training,True,3287,2024-08-09,2024-08-19
2025-09-30,training,True,3292,2024-08-16,2024-08-26
2025-09-30,training,True,3297,2024-08-23,2024-09-02
2025-09-30,training,True,3302,2024-08-30,2024-09-09
2025-09-30,training,True,3307,2024-09-06,2024-09-18
2025-09-30,training,True,3312,2024-09-13,2024-09-24
2025-09-30,training,True,3315,2024-09-20,2024-09-30
2025-09-30,training,True,3320,2024-09-27,2024-10-14
2025-09-30,training,True,3325,2024-10-11,2024-10-21
2025-09-30,training,True,3330,2024-10-18,2024-10-28
2025-09-30,training,True,3335,2024-10-25,2024-11-04
2025-09-30,training,True,3340,2024-11-01,2024-11-11
2025-09-30,training,True,3345,2024-11-08,2024-11-18
2025-09-30,training,True,3350,2024-11-15,2024-11-25
2025-09-30,training,True,3355,2024-11-22,2024-12-02
2025-09-30,training,True,3360,2024-11-29,2024-12-09
2025-09-30,training,True,3365,2024-12-06,2024-12-16
2025-09-30,training,True,3370,2024-12-13,2024-12-23
2025-09-30,training,True,3375,2024-12-20,2024-12-30
2025-09-30,training,True,3380,2024-12-27,2025-01-06
2025-09-30,training,True,3384,2025-01-03,2025-01-13
2025-09-30,training,True,3389,2025-01-10,2025-01-20
2025-09-30,training,True,3394,2025-01-17,2025-01-27
2025-09-30,training,True,3399,2025-01-24,2025-02-10
2025-09-30,training,True,3403,2025-02-07,2025-02-17
2025-09-30,training,True,3408,2025-02-14,2025-02-24
2025-09-30,training,True,3413,2025-02-21,2025-03-03
2025-09-30,training,True,3418,2025-02-28,2025-03-10
2025-09-30,training,True,3423,2025-03-07,2025-03-17
2025-09-30,training,True,3428,2025-03-14,2025-03-24
2025-09-30,training,True,3433,2025-03-21,2025-03-31
2025-09-30,training,True,3438,2025-03-28,2025-04-14
2025-09-30,training,True,3447,2025-04-11,2025-04-21
2025-09-30,training,True,3452,2025-04-18,2025-04-28
2025-09-30,training,True,3457,2025-04-25,2025-05-12
2025-09-30,training,True,3464,2025-05-09,2025-05-19
2025-09-30,training,True,3469,2025-05-16,2025-05-26
2025-09-30,training,True,3474,2025-05-23,2025-06-03
2025-09-30,training,True,3479,2025-05-30,2025-06-09
2025-09-30,training,True,3483,2025-06-06,2025-06-16
2025-09-30,training,True,3488,2025-06-13,2025-06-23
2025-09-30,validation,True,3498,2025-06-27,2025-07-07
2025-09-30,validation,True,3503,2025-07-04,2025-07-14
2025-09-30,validation,True,3508,2025-07-11,2025-07-21
2025-09-30,validation,True,3513,2025-07-18,2025-07-28
2025-09-30,validation,True,3518,2025-07-25,2025-08-04
2025-09-30,validation,True,3523,2025-08-01,2025-08-11
2025-09-30,validation,True,3528,2025-08-08,2025-08-18
2025-09-30,validation,True,3533,2025-08-15,2025-08-25
2025-09-30,validation,True,3538,2025-08-22,2025-09-01
2025-09-30,validation,True,3543,2025-08-29,2025-09-08
2025-09-30,validation,True,3548,2025-09-05,2025-09-15
2025-09-30,validation,True,3553,2025-09-12,2025-09-22
2025-09-30,validation,True,3558,2025-09-19,2025-09-29
2025-12-31,training,False,3292,2024-08-16,2024-08-26
2025-12-31,training,False,3297,2024-08-23,2024-09-02
2025-12-31,training,False,3302,2024-08-30,2024-09-09
2025-12-31,training,False,3307,2024-09-06,2024-09-18
2025-12-31,training,False,3312,2024-09-13,2024-09-24
2025-12-31,training,False,3315,2024-09-20,2024-09-30
2025-12-31,training,False,3320,2024-09-27,2024-10-14
2025-12-31,training,False,3325,2024-10-11,2024-10-21
2025-12-31,training,False,3330,2024-10-18,2024-10-28
2025-12-31,training,False,3335,2024-10-25,2024-11-04
2025-12-31,training,False,3340,2024-11-01,2024-11-11
2025-12-31,training,False,3345,2024-11-08,2024-11-18
2025-12-31,training,False,3350,2024-11-15,2024-11-25
2025-12-31,training,False,3355,2024-11-22,2024-12-02
2025-12-31,training,False,3360,2024-11-29,2024-12-09
2025-12-31,training,False,3365,2024-12-06,2024-12-16
2025-12-31,training,False,3370,2024-12-13,2024-12-23
2025-12-31,training,False,3375,2024-12-20,2024-12-30
2025-12-31,training,False,3380,2024-12-27,2025-01-06
2025-12-31,training,False,3384,2025-01-03,2025-01-13
2025-12-31,training,False,3389,2025-01-10,2025-01-20
2025-12-31,training,False,3394,2025-01-17,2025-01-27
2025-12-31,training,False,3399,2025-01-24,2025-02-10
2025-12-31,training,False,3403,2025-02-07,2025-02-17
2025-12-31,training,False,3408,2025-02-14,2025-02-24
2025-12-31,training,False,3413,2025-02-21,2025-03-03
2025-12-31,training,False,3418,2025-02-28,2025-03-10
2025-12-31,training,False,3423,2025-03-07,2025-03-17
2025-12-31,training,False,3428,2025-03-14,2025-03-24
2025-12-31,training,False,3433,2025-03-21,2025-03-31
2025-12-31,training,False,3438,2025-03-28,2025-04-14
2025-12-31,training,False,3447,2025-04-11,2025-04-21
2025-12-31,training,False,3452,2025-04-18,2025-04-28
2025-12-31,training,False,3457,2025-04-25,2025-05-12
2025-12-31,training,False,3464,2025-05-09,2025-05-19
2025-12-31,training,False,3469,2025-05-16,2025-05-26
2025-12-31,training,False,3474,2025-05-23,2025-06-03
2025-12-31,training,False,3479,2025-05-30,2025-06-09
2025-12-31,training,False,3483,2025-06-06,2025-06-16
2025-12-31,training,False,3488,2025-06-13,2025-06-23
2025-12-31,training,False,3493,2025-06-20,2025-06-30
2025-12-31,training,False,3498,2025-06-27,2025-07-07
2025-12-31,training,False,3503,2025-07-04,2025-07-14
2025-12-31,training,False,3508,2025-07-11,2025-07-21
2025-12-31,training,False,3513,2025-07-18,2025-07-28
2025-12-31,training,False,3518,2025-07-25,2025-08-04
2025-12-31,training,False,3523,2025-08-01,2025-08-11
2025-12-31,training,False,3528,2025-08-08,2025-08-18
2025-12-31,training,False,3533,2025-08-15,2025-08-25
2025-12-31,training,False,3538,2025-08-22,2025-09-01
2025-12-31,training,False,3543,2025-08-29,2025-09-08
2025-12-31,training,False,3548,2025-09-05,2025-09-15
2025-12-31,validation,False,3558,2025-09-19,2025-09-29
2025-12-31,validation,False,3563,2025-09-26,2025-10-13
2025-12-31,validation,False,3567,2025-10-10,2025-10-20
2025-12-31,validation,False,3572,2025-10-17,2025-10-27
2025-12-31,validation,False,3577,2025-10-24,2025-11-03
2025-12-31,validation,False,3582,2025-10-31,2025-11-10
2025-12-31,validation,False,3587,2025-11-07,2025-11-17
2025-12-31,validation,False,3592,2025-11-14,2025-11-24
2025-12-31,validation,False,3597,2025-11-21,2025-12-01
2025-12-31,validation,False,3602,2025-11-28,2025-12-08
2025-12-31,validation,False,3607,2025-12-05,2025-12-15
2025-12-31,validation,False,3612,2025-12-12,2025-12-22
2025-12-31,validation,False,3617,2025-12-19,2025-12-29
2026-03-31,training,True,3345,2024-11-08,2024-11-18
2026-03-31,training,True,3350,2024-11-15,2024-11-25
2026-03-31,training,True,3355,2024-11-22,2024-12-02
2026-03-31,training,True,3360,2024-11-29,2024-12-09
2026-03-31,training,True,3365,2024-12-06,2024-12-16
2026-03-31,training,True,3370,2024-12-13,2024-12-23
2026-03-31,training,True,3375,2024-12-20,2024-12-30
2026-03-31,training,True,3380,2024-12-27,2025-01-06
2026-03-31,training,True,3384,2025-01-03,2025-01-13
2026-03-31,training,True,3389,2025-01-10,2025-01-20
2026-03-31,training,True,3394,2025-01-17,2025-01-27
2026-03-31,training,True,3399,2025-01-24,2025-02-10
2026-03-31,training,True,3403,2025-02-07,2025-02-17
2026-03-31,training,True,3408,2025-02-14,2025-02-24
2026-03-31,training,True,3413,2025-02-21,2025-03-03
2026-03-31,training,True,3418,2025-02-28,2025-03-10
2026-03-31,training,True,3423,2025-03-07,2025-03-17
2026-03-31,training,True,3428,2025-03-14,2025-03-24
2026-03-31,training,True,3433,2025-03-21,2025-03-31
2026-03-31,training,True,3438,2025-03-28,2025-04-14
2026-03-31,training,True,3447,2025-04-11,2025-04-21
2026-03-31,training,True,3452,2025-04-18,2025-04-28
2026-03-31,training,True,3457,2025-04-25,2025-05-12
2026-03-31,training,True,3464,2025-05-09,2025-05-19
2026-03-31,training,True,3469,2025-05-16,2025-05-26
2026-03-31,training,True,3474,2025-05-23,2025-06-03
2026-03-31,training,True,3479,2025-05-30,2025-06-09
2026-03-31,training,True,3483,2025-06-06,2025-06-16
2026-03-31,training,True,3488,2025-06-13,2025-06-23
2026-03-31,training,True,3493,2025-06-20,2025-06-30
2026-03-31,training,True,3498,2025-06-27,2025-07-07
2026-03-31,training,True,3503,2025-07-04,2025-07-14
2026-03-31,training,True,3508,2025-07-11,2025-07-21
2026-03-31,training,True,3513,2025-07-18,2025-07-28
2026-03-31,training,True,3518,2025-07-25,2025-08-04
2026-03-31,training,True,3523,2025-08-01,2025-08-11
2026-03-31,training,True,3528,2025-08-08,2025-08-18
2026-03-31,training,True,3533,2025-08-15,2025-08-25
2026-03-31,training,True,3538,2025-08-22,2025-09-01
2026-03-31,training,True,3543,2025-08-29,2025-09-08
2026-03-31,training,True,3548,2025-09-05,2025-09-15
2026-03-31,training,True,3553,2025-09-12,2025-09-22
2026-03-31,training,True,3558,2025-09-19,2025-09-29
2026-03-31,training,True,3563,2025-09-26,2025-10-13
2026-03-31,training,True,3567,2025-10-10,2025-10-20
2026-03-31,training,True,3572,2025-10-17,2025-10-27
2026-03-31,training,True,3577,2025-10-24,2025-11-03
2026-03-31,training,True,3582,2025-10-31,2025-11-10
2026-03-31,training,True,3587,2025-11-07,2025-11-17
2026-03-31,training,True,3592,2025-11-14,2025-11-24
2026-03-31,training,True,3597,2025-11-21,2025-12-01
2026-03-31,training,True,3602,2025-11-28,2025-12-08
2026-03-31,validation,True,3612,2025-12-12,2025-12-22
2026-03-31,validation,True,3617,2025-12-19,2025-12-29
2026-03-31,validation,True,3622,2025-12-26,2026-01-12
2026-03-31,validation,True,3630,2026-01-09,2026-01-19
2026-03-31,validation,True,3635,2026-01-16,2026-01-26
2026-03-31,validation,True,3640,2026-01-23,2026-02-02
2026-03-31,validation,True,3645,2026-01-30,2026-02-09
2026-03-31,validation,True,3650,2026-02-06,2026-02-24
2026-03-31,validation,True,3655,2026-02-13,2026-03-02
2026-03-31,validation,True,3659,2026-02-27,2026-03-09
2026-03-31,validation,True,3664,2026-03-06,2026-03-16
2026-03-31,validation,True,3669,2026-03-13,2026-03-23
2026-03-31,validation,True,3674,2026-03-20,2026-03-30
2026-06-30,training,True,3399,2025-01-24,2025-02-10
2026-06-30,training,True,3403,2025-02-07,2025-02-17
2026-06-30,training,True,3408,2025-02-14,2025-02-24
2026-06-30,training,True,3413,2025-02-21,2025-03-03
2026-06-30,training,True,3418,2025-02-28,2025-03-10
2026-06-30,training,True,3423,2025-03-07,2025-03-17
2026-06-30,training,True,3428,2025-03-14,2025-03-24
2026-06-30,training,True,3433,2025-03-21,2025-03-31
2026-06-30,training,True,3438,2025-03-28,2025-04-14
2026-06-30,training,True,3447,2025-04-11,2025-04-21
2026-06-30,training,True,3452,2025-04-18,2025-04-28
2026-06-30,training,True,3457,2025-04-25,2025-05-12
2026-06-30,training,True,3464,2025-05-09,2025-05-19
2026-06-30,training,True,3469,2025-05-16,2025-05-26
2026-06-30,training,True,3474,2025-05-23,2025-06-03
2026-06-30,training,True,3479,2025-05-30,2025-06-09
2026-06-30,training,True,3483,2025-06-06,2025-06-16
2026-06-30,training,True,3488,2025-06-13,2025-06-23
2026-06-30,training,True,3493,2025-06-20,2025-06-30
2026-06-30,training,True,3498,2025-06-27,2025-07-07
2026-06-30,training,True,3503,2025-07-04,2025-07-14
2026-06-30,training,True,3508,2025-07-11,2025-07-21
2026-06-30,training,True,3513,2025-07-18,2025-07-28
2026-06-30,training,True,3518,2025-07-25,2025-08-04
2026-06-30,training,True,3523,2025-08-01,2025-08-11
2026-06-30,training,True,3528,2025-08-08,2025-08-18
2026-06-30,training,True,3533,2025-08-15,2025-08-25
2026-06-30,training,True,3538,2025-08-22,2025-09-01
2026-06-30,training,True,3543,2025-08-29,2025-09-08
2026-06-30,training,True,3548,2025-09-05,2025-09-15
2026-06-30,training,True,3553,2025-09-12,2025-09-22
2026-06-30,training,True,3558,2025-09-19,2025-09-29
2026-06-30,training,True,3563,2025-09-26,2025-10-13
2026-06-30,training,True,3567,2025-10-10,2025-10-20
2026-06-30,training,True,3572,2025-10-17,2025-10-27
2026-06-30,training,True,3577,2025-10-24,2025-11-03
2026-06-30,training,True,3582,2025-10-31,2025-11-10
2026-06-30,training,True,3587,2025-11-07,2025-11-17
2026-06-30,training,True,3592,2025-11-14,2025-11-24
2026-06-30,training,True,3597,2025-11-21,2025-12-01
2026-06-30,training,True,3602,2025-11-28,2025-12-08
2026-06-30,training,True,3607,2025-12-05,2025-12-15
2026-06-30,training,True,3612,2025-12-12,2025-12-22
2026-06-30,training,True,3617,2025-12-19,2025-12-29
2026-06-30,training,True,3622,2025-12-26,2026-01-12
2026-06-30,training,True,3630,2026-01-09,2026-01-19
2026-06-30,training,True,3635,2026-01-16,2026-01-26
2026-06-30,training,True,3640,2026-01-23,2026-02-02
2026-06-30,training,True,3645,2026-01-30,2026-02-09
2026-06-30,training,True,3650,2026-02-06,2026-02-24
2026-06-30,training,True,3655,2026-02-13,2026-03-02
2026-06-30,training,True,3659,2026-02-27,2026-03-09
2026-06-30,validation,True,3669,2026-03-13,2026-03-23
2026-06-30,validation,True,3674,2026-03-20,2026-03-30
2026-06-30,validation,True,3679,2026-03-27,2026-04-07
2026-06-30,validation,True,3684,2026-04-03,2026-04-13
2026-06-30,validation,True,3688,2026-04-10,2026-04-20
2026-06-30,validation,True,3693,2026-04-17,2026-04-27
2026-06-30,validation,True,3698,2026-04-24,2026-05-11
2026-06-30,validation,True,3705,2026-05-08,2026-05-18
2026-06-30,validation,True,3710,2026-05-15,2026-05-25
2026-06-30,validation,True,3715,2026-05-22,2026-06-01
2026-06-30,validation,True,3720,2026-05-29,2026-06-08
2026-06-30,validation,True,3725,2026-06-05,2026-06-15
2026-06-30,validation,True,3730,2026-06-12,2026-06-29
