h,method,year,n,correct,accuracy,balanced_accuracy,auc,brier,logloss,actual_up_frequency,predicted_up_fraction,probability_mean,probability_sd,probability_min,probability_max
1,mse_5y_e10.vol.U,2024,242,132,0.5454545454545454,0.5454669672747148,0.5903532144565143,0.2448449073331239,0.6827894454870151,0.49173553719008267,0.5,0.5032950397369684,0.05678507224724832,0.3459029539376364,0.65927104768469
1,mse_5y_e10.vol.U,2025,243,118,0.48559670781893005,0.48444700460829493,0.46476009758742204,0.2562416909746184,0.7058435912968097,0.5102880658436214,0.5555555555555556,0.5038816455845296,0.048183703980239675,0.36763395876591615,0.6265743377828198
1,mse_5y_e10.vol.U,2026,170,92,0.5411764705882353,0.5411764705882354,0.5291349480968858,0.2497513971955642,0.6926575013337931,0.5,0.6411764705882353,0.5099158611845919,0.027907698146513334,0.4315183443015597,0.580099641404893
1,mse_5y_e10.vol.W,2023,242,118,0.48760330578512395,0.4752482026703184,0.4575830195138651,0.2613546504770124,0.7167892480065293,0.47520661157024796,0.25206611570247933,0.4385504883901032,0.07303525922046364,0.28091741868388787,0.6064872524414132
1,mse_5y_e10.vol.W,2024,242,139,0.5743801652892562,0.573512331761973,0.5715652114504338,0.24651892716613266,0.6862223542359666,0.49173553719008267,0.4462809917355372,0.4962278501301991,0.05946300056471775,0.35755028954116935,0.6528056599445068
1,mse_5y_e10.vol.W,2025,243,119,0.4897119341563786,0.4881404174573055,0.46401463811330984,0.25700068197352277,0.7074266368900103,0.5102880658436214,0.5761316872427984,0.5076868510144574,0.049706124853528426,0.35244215789785877,0.6366735113959942
1,mse_5y_e10.vol.W,2026,170,87,0.5117647058823529,0.5117647058823529,0.5064359861591695,0.25103664473062004,0.69523128465215,0.5,0.611764705882353,0.5094197639296402,0.030453166409914762,0.42098192237272053,0.6000143819934968
1,mse_5y_e10.vol.I,2023,242,116,0.4793388429752066,0.46778500513522764,0.4491612461485793,0.2593678113111716,0.712277694468644,0.47520661157024796,0.26859504132231404,0.45666263855049505,0.0625028990263584,0.32497478413608744,0.6110770724398193
1,mse_5y_e10.vol.I,2024,242,138,0.5702479338842975,0.5694472911115667,0.5904215344674455,0.24472753599735017,0.6825507785394656,0.49173553719008267,0.45041322314049587,0.49642039084039885,0.0568119107118748,0.3396469544735596,0.6529942639444645
1,mse_5y_e10.vol.I,2025,243,116,0.4773662551440329,0.476890756302521,0.46462455950121984,0.2563039406911432,0.7059706164178977,0.5102880658436214,0.522633744855967,0.5000160464500699,0.04817042015596215,0.36397022929420914,0.622949758928971
1,mse_5y_e10.vol.I,2026,170,91,0.5352941176470588,0.5352941176470588,0.5291349480968858,0.24981456719731973,0.6927865064605557,0.5,0.6823529411764706,0.5126973765706508,0.027901018792689046,0.4342638362091655,0.5828265624126087
1,mse_5y_e10.vol.S,2023,242,118,0.48760330578512395,0.4756590208832591,0.4577884286203355,0.261165060938283,0.716350039538492,0.47520661157024796,0.2603305785123967,0.4415703210496789,0.07314859645618371,0.28337983622171314,0.6095461867715666
1,mse_5y_e10.vol.S,2024,242,139,0.5743801652892562,0.5739222518275603,0.5712236113957778,0.24662917512758578,0.6864523179208896,0.49173553719008267,0.47107438016528924,0.5030806759004577,0.059398498572400586,0.3639616804456695,0.6589832350719003
1,mse_5y_e10.vol.S,2025,243,121,0.49794238683127573,0.49569666576307947,0.46387910002710764,0.25699882088607856,0.7074258708308401,0.5102880658436214,0.6090534979423868,0.5115403471652602,0.04971023364534502,0.3560620370268448,0.6400783903536107
1,mse_5y_e10.vol.S,2026,170,88,0.5176470588235295,0.5176470588235293,0.5065743944636678,0.2509915897604927,0.695138348715539,0.5,0.5588235294117647,0.5066404797908789,0.030460822258048966,0.4182661160015657,0.5973326702788528
1,mse_5y_e10.order_joint.U,2023,242,118,0.48760330578512395,0.4781239301609038,0.44888736733995205,0.26095552586359666,0.7155401901182714,0.47520661157024796,0.30991735537190085,0.46914904709097277,0.06982084520538,0.30726663690044825,0.6502935815797235
1,mse_5y_e10.order_joint.U,2024,242,138,0.5702479338842975,0.5699938511990161,0.5882352941176471,0.24424323755658783,0.6814996702083679,0.49173553719008267,0.4834710743801653,0.4979546745501306,0.05958592559293984,0.3372254749086439,0.665514534598374
1,mse_5y_e10.order_joint.U,2025,243,119,0.4897119341563786,0.48932637571157495,0.468351856871781,0.2561710073664752,0.7057252645342132,0.5102880658436214,0.5185185185185185,0.5016620772413738,0.0499547369035253,0.35959702081006073,0.6558983381986214
1,mse_5y_e10.order_joint.U,2026,170,96,0.5647058823529412,0.5647058823529412,0.5217993079584775,0.25035437979457226,0.6938732007541318,0.5,0.6176470588235294,0.5085202722845347,0.029254650783245215,0.4330582354614123,0.5915464562287603
1,mse_5y_e10.order_joint.W,2023,242,119,0.49173553719008267,0.4800068469702157,0.4534063676823006,0.2626511144913331,0.7192720952823957,0.47520661157024796,0.2644628099173554,0.4504981001689144,0.07785884770476806,0.2603262711222855,0.6367083519967377
1,mse_5y_e10.order_joint.W,2024,242,136,0.5619834710743802,0.5607706497233039,0.5738197718111635,0.24587198237305588,0.6848730529213484,0.49173553719008267,0.4256198347107438,0.4910852882379782,0.060338889867557664,0.3492505459893161,0.672421308028513
1,mse_5y_e10.order_joint.W,2025,243,121,0.49794238683127573,0.4970520466251016,0.46794524261317433,0.256959033887668,0.7073724581325403,0.5102880658436214,0.5432098765432098,0.5046952894294955,0.051784500792240645,0.3468823121599713,0.6491415032720674
1,mse_5y_e10.order_joint.W,2026,170,91,0.5352941176470588,0.5352941176470588,0.4943944636678201,0.25189540198628,0.6969595600874872,0.5,0.5647058823529412,0.5075933528170651,0.032364286077371636,0.4257373522877974,0.601538196993801
1,mse_5y_e10.order_joint.I,2023,242,115,0.47520661157024796,0.4650804519000342,0.44888736733995205,0.2609906327470402,0.7156170573737511,0.47520661157024796,0.2975206611570248,0.4666294160163648,0.06979958494940011,0.3051385786683229,0.6480115985234421
1,mse_5y_e10.order_joint.I,2024,242,137,0.5661157024793388,0.5649723303955729,0.5879620140739222,0.24419430978564727,0.6814081380128506,0.49173553719008267,0.4297520661157025,0.4910074925503333,0.05957785669871912,0.33095546715356144,0.6591405114994494
1,mse_5y_e10.order_joint.I,2025,243,118,0.48559670781893005,0.48597180807806994,0.4685551640010843,0.2562388076840756,0.70586314715531,0.5102880658436214,0.48148148148148145,0.498301717872289,0.04995144265824728,0.3564825009917243,0.6528159772967895
1,mse_5y_e10.order_joint.I,2026,170,94,0.5529411764705883,0.5529411764705883,0.5217993079584775,0.2504247650520357,0.6940188647722798,0.5,0.6529411764705882,0.5120005985399625,0.029241317677574923,0.43650217574199895,0.5948914038852263
1,mse_5y_e10.order_joint.S,2023,242,116,0.4793388429752066,0.4686066415611092,0.4533378979801438,0.26254547590885075,0.7190283571580822,0.47520661157024796,0.28512396694214875,0.45297907650409697,0.07790525602565132,0.26224115515772556,0.6388200020852967
1,mse_5y_e10.order_joint.S,2024,242,136,0.5619834710743802,0.561453849832616,0.5738880918220947,0.2459176767539066,0.684963417074346,0.49173553719008267,0.4669421487603306,0.49801848225207335,0.060315687790171074,0.3556930364724868,0.6786572683118118
1,mse_5y_e10.order_joint.S,2025,243,121,0.49794238683127573,0.4967132014095961,0.46780970452697207,0.2569361566524642,0.7073269791602769,0.5102880658436214,0.5596707818930041,0.5080424365956533,0.05178469504652734,0.3500384471749441,0.6522837822622701
1,mse_5y_e10.order_joint.S,2026,170,86,0.5058823529411764,0.5058823529411764,0.4942560553633218,0.2518555602577803,0.6968747522110099,0.5,0.48823529411764705,0.5041167507971738,0.03237843896747872,0.4223203547775612,0.5981850179121194
1,mse_5y_e10.order_fixed.U,2023,242,119,0.49173553719008267,0.4824717562478603,0.4482026703183841,0.2608899171040235,0.7153995577038719,0.47520661157024796,0.3140495867768595,0.4696026561269946,0.06931799429589133,0.3087514287384738,0.6503257492801492
1,mse_5y_e10.order_fixed.U,2024,242,139,0.5743801652892562,0.5740588918494227,0.5878253740520598,0.24426494762261217,0.6815433235432173,0.49173553719008267,0.4793388429752066,0.49791689474527207,0.059499697998727646,0.3369353549239473,0.6652455640011982
1,mse_5y_e10.order_fixed.U,2025,243,119,0.4897119341563786,0.48932637571157495,0.46841962591488207,0.2561539624884334,0.7056893704359879,0.5102880658436214,0.5185185185185185,0.5016887217462652,0.0498245199265151,0.359870843815511,0.6558706773850989
1,mse_5y_e10.order_fixed.U,2026,170,96,0.5647058823529412,0.5647058823529412,0.5220761245674741,0.2503508602396008,0.6938660184193606,0.5,0.6176470588235294,0.5084952441752609,0.029183777891897734,0.43327910273173914,0.5914035864646879
1,mse_5y_e10.order_fixed.W,2023,242,120,0.49586776859504134,0.48394385484423147,0.4561451557685724,0.26268391886806736,0.7193802373984838,0.47520661157024796,0.2603305785123967,0.4489997635136277,0.07911706504561024,0.25696504082568294,0.6353729496781798
1,mse_5y_e10.order_fixed.W,2024,242,136,0.5619834710743802,0.5607706497233039,0.5737514518002322,0.24594074072334496,0.6850116232791164,0.49173553719008267,0.4256198347107438,0.4914762002051929,0.06051629049765612,0.34979612537763877,0.6723300580984617
1,mse_5y_e10.order_fixed.W,2025,243,119,0.4897119341563786,0.4886486852805638,0.4653700189753321,0.25687795875024716,0.7071828588283371,0.5102880658436214,0.551440329218107,0.5056492285907541,0.05097987277962883,0.35313794376750135,0.6484947152992596
1,mse_5y_e10.order_fixed.W,2026,170,89,0.5235294117647059,0.5235294117647059,0.5014532871972318,0.2517046287749402,0.6965777755069444,0.5,0.5882352941176471,0.5079274670841369,0.03155316337892255,0.4224043026058492,0.5969179535964318
1,mse_5y_e10.order_fixed.I,2023,242,115,0.47520661157024796,0.4650804519000342,0.4482026703183841,0.2609317000398249,0.7154911148893903,0.47520661157024796,0.2975206611570248,0.4665462969843941,0.06929280367287546,0.30619668252510546,0.6475568674947011
1,mse_5y_e10.order_fixed.I,2024,242,137,0.5661157024793388,0.5649723303955729,0.5880303340848535,0.24421654482104183,0.6814528319327173,0.49173553719008267,0.4297520661157025,0.4910642410959175,0.059491724134266434,0.3307471200241725,0.6589565219526925
1,mse_5y_e10.order_fixed.I,2025,243,117,0.48148148148148145,0.4819395500135538,0.468351856871781,0.2562325596662821,0.7058491387697158,0.5102880658436214,0.4773662551440329,0.49783185659128487,0.04982204000327089,0.35632382134047197,0.6523277449316299
1,mse_5y_e10.order_fixed.I,2026,170,95,0.5588235294117647,0.5588235294117647,0.5219377162629758,0.2504053543348816,0.6939788641452139,0.5,0.6470588235294118,0.5112763413406499,0.02917477234250571,0.4360254203004233,0.5940914092207629
1,mse_5y_e10.order_fixed.S,2023,242,118,0.48760330578512395,0.4764806573091407,0.4561451557685724,0.2625485508149763,0.7190683506588456,0.47520661157024796,0.2768595041322314,0.45199860461106534,0.07917886251965213,0.25919724648196313,0.6381669052015734
1,mse_5y_e10.order_fixed.S,2024,242,136,0.5619834710743802,0.5615904898544783,0.5738880918220947,0.24599087092127375,0.6851107504538116,0.49173553719008267,0.47520661157024796,0.4983139219932669,0.06049389506405112,0.3561572325148998,0.6784852637340273
1,mse_5y_e10.order_fixed.S,2025,243,118,0.48559670781893005,0.4839387367850366,0.46516671184602876,0.2568605206068342,0.7071504870961135,0.5102880658436214,0.5802469135802469,0.5094937529564149,0.050976078482231825,0.3567651075663216,0.6520978660760995
1,mse_5y_e10.order_fixed.S,2026,170,88,0.5176470588235295,0.5176470588235293,0.5014532871972318,0.25166852771407305,0.6965017016597781,0.5,0.5588235294117647,0.5051483727691026,0.03156161397701055,0.4196871244477936,0.5942184743888436
1,mse_5y_e10.scalar_probe.U,2023,242,124,0.512396694214876,0.49845943170147206,0.47668606641561106,0.25020639372114134,0.6935609739793238,0.47520661157024796,0.2190082644628099,0.4889784047718869,0.01284712911865616,0.459961826051281,0.5240199355343803
1,mse_5y_e10.scalar_probe.U,2024,242,117,0.4834710743801653,0.47642959622873543,0.540479606476737,0.2496570169952054,0.6924609569557771,0.49173553719008267,0.0743801652892562,0.49216481344632357,0.005377036662882814,0.47804111127155896,0.5034467040748095
1,mse_5y_e10.scalar_probe.U,2025,243,116,0.4773662551440329,0.48705611276768773,0.5369341284901057,0.25012892269370723,0.6934046388859191,0.5102880658436214,0.02880658436213992,0.48662790320658944,0.0072172964440784014,0.47493366770979845,0.5008096412706055
1,mse_5y_e10.scalar_probe.U,2026,170,85,0.5,0.5,0.5350865051903114,0.25065421462833765,0.6944578057461163,0.5,0.0,0.46924446542993625,0.0049837148047481615,0.4560859019297032,0.48155271950226636
1,mse_5y_e20.add.U,2023,242,111,0.45867768595041325,0.44809996576514893,0.4476549127011297,0.2639992969295998,0.7224798607907775,0.47520661157024796,0.2892561983471074,0.45470552785635315,0.07990012252864317,0.21277217682777028,0.6671766817425423
1,mse_5y_e20.add.U,2024,242,130,0.5371900826446281,0.5385666461706634,0.5744346519095443,0.24639540265495657,0.6859319142578891,0.49173553719008267,0.5826446280991735,0.5145530940403276,0.056229769212128695,0.40564980023887154,0.6634896158907145
1,mse_5y_e20.add.U,2025,243,114,0.4691358024691358,0.4669625914882082,0.4234887503388452,0.25861105551289687,0.7105579617130265,0.5102880658436214,0.6049382716049383,0.5090894172873852,0.04749192231787023,0.3799644326096483,0.6296934669303497
1,mse_5y_e20.add.U,2026,170,102,0.6,0.6,0.6150865051903114,0.24570454064044853,0.6845648732402704,0.5,0.5352941176470588,0.5016987072576382,0.03247123210358006,0.41955812766071937,0.602497878238257
1,mse_5y_e20.add.W,2023,242,112,0.4628099173553719,0.4520369736391647,0.4503252310852448,0.26620717851133174,0.7276703019269041,0.47520661157024796,0.28512396694214875,0.4409411819105488,0.08719578854558456,0.19068442320382348,0.6435077277954906
1,mse_5y_e20.add.W,2024,242,127,0.5247933884297521,0.5248684839789575,0.5510692081710733,0.24849046810823408,0.6901624329469807,0.49173553719008267,0.5041322314049587,0.5041315799874345,0.05220943459226875,0.4027437855687344,0.6470184154476106
1,mse_5y_e20.add.W,2025,243,111,0.4567901234567901,0.45384928164814314,0.4205746814854974,0.2583926322480123,0.7100987202917921,0.5102880658436214,0.6419753086419753,0.5112855704074342,0.04422316445395064,0.3754723240740871,0.6222613528827694
1,mse_5y_e20.add.W,2026,170,97,0.5705882352941176,0.5705882352941176,0.6067820069204152,0.24591311779417094,0.6849853360107878,0.5,0.4823529411764706,0.496073983907851,0.03549218472779682,0.416912668125152,0.6086031673363476
1,mse_5y_e20.add.I,2023,242,113,0.4669421487603306,0.4559739815131804,0.44738103389250256,0.2641209323911925,0.7227774328589227,0.47520661157024796,0.2809917355371901,0.45146063261667585,0.07978675314306168,0.21050399569858455,0.6640997874645077
1,mse_5y_e20.add.I,2024,242,125,0.5165289256198347,0.5170116827218691,0.5742980118876819,0.24614560733071666,0.6854276644018835,0.49173553719008267,0.5289256198347108,0.5082729485158854,0.05629190772024592,0.39947430190809813,0.6577997467070044
1,mse_5y_e20.add.I,2025,243,112,0.4609053497942387,0.45940634318243423,0.4234209812957441,0.25864701496195625,0.7106300171422113,0.5102880658436214,0.5720164609053497,0.5040539221426288,0.0474837495401671,0.3751549155018707,0.6249567666296527
1,mse_5y_e20.add.I,2026,170,101,0.5941176470588235,0.5941176470588235,0.6150865051903114,0.24570588782753633,0.6845685118265721,0.5,0.5411764705882353,0.5021095386469506,0.03246945003775366,0.4199770210655415,0.6028991712859955
1,mse_5y_e20.add.S,2023,242,113,0.4669421487603306,0.4563847997261212,0.45018829168093116,0.2660349413564969,0.727236939757285,0.47520661157024796,0.2892561983471074,0.44414014454527845,0.08734170359225818,0.19272517812437276,0.6466742132396878
1,mse_5y_e20.add.S,2024,242,127,0.5247933884297521,0.5256883241101319,0.5511375281820045,0.24868812649244032,0.6905635407182411,0.49173553719008267,0.5537190082644629,0.5104196099431689,0.05216239709613127,0.4088892179150412,0.6527176063149794
1,mse_5y_e20.add.S,2025,243,110,0.45267489711934156,0.4491393331526159,0.42071021957169963,0.25842909889397886,0.710178230840589,0.5102880658436214,0.6707818930041153,0.516321329508146,0.04422244475099716,0.3802836284331965,0.6270097679498429
1,mse_5y_e20.add.S,2026,170,97,0.5705882352941176,0.5705882352941176,0.6067820069204152,0.24591717251712603,0.6849920990874697,0.5,0.47058823529411764,0.495662764760365,0.03549311998001743,0.4164947622493462,0.6082010616883458
1,mse_5y_e20.vol.U,2023,242,112,0.4628099173553719,0.4524477918521055,0.44580623074289627,0.2636199711036588,0.7216331448033606,0.47520661157024796,0.29338842975206614,0.4544170016010016,0.07724688287724425,0.2148733015744451,0.662200496990862
1,mse_5y_e20.vol.U,2024,242,131,0.5413223140495868,0.5419484867117579,0.568217530914805,0.24662310028273007,0.686354990918007,0.49173553719008267,0.5371900826446281,0.5065597883529598,0.052380106784004565,0.3665707786504275,0.6586142787630527
1,mse_5y_e20.vol.U,2025,243,110,0.45267489711934156,0.45100298183789644,0.4209812957441041,0.25945204477545386,0.7122655142647614,0.5102880658436214,0.5802469135802469,0.5086997705093274,0.04945407174392757,0.3861356658664799,0.6427347503179895
1,mse_5y_e20.vol.U,2026,170,94,0.5529411764705883,0.5529411764705883,0.5767474048442907,0.24862112676751225,0.690383849075134,0.5,0.38235294117647056,0.4969425101192403,0.018683513272335372,0.45013004781893534,0.5380718895467912
1,mse_5y_e20.vol.W,2023,242,112,0.4628099173553719,0.4520369736391647,0.4468332762752482,0.26612486595617907,0.7274694501117779,0.47520661157024796,0.28512396694214875,0.4403086987971933,0.0853567427180304,0.19160311772084657,0.640655392954411
1,mse_5y_e20.vol.W,2024,242,125,0.5165289256198347,0.5160552025688324,0.5429391268702602,0.24851799142444153,0.6901783667723465,0.49173553719008267,0.47107438016528924,0.4982762895274281,0.05198277384860788,0.3638513053759236,0.6389030065876725
1,mse_5y_e20.vol.W,2025,243,108,0.4444444444444444,0.44175250745459477,0.41711846028734073,0.2589864178158545,0.711307913761748,0.5102880658436214,0.6296296296296297,0.5119268340169755,0.045736767749998304,0.38300737917417976,0.6322327214480542
1,mse_5y_e20.vol.W,2026,170,92,0.5411764705882353,0.5411764705882353,0.5562629757785467,0.24867098570576926,0.6904771111675377,0.5,0.37058823529411766,0.4922087838533373,0.024941511702029937,0.4439064192755116,0.5564518495300766
1,mse_5y_e20.vol.I,2023,242,113,0.4669421487603306,0.45556316330023966,0.4456692913385827,0.26374373923869654,0.7219344901895239,0.47520661157024796,0.2727272727272727,0.4511649971695667,0.07713228486087137,0.21259570753588442,0.6591015041050649
1,mse_5y_e20.vol.I,2024,242,133,0.5495867768595041,0.5495320079251212,0.5681492109038737,0.24647417604935837,0.6860530801747179,0.49173553719008267,0.49586776859504134,0.5004486578679416,0.052397337049284946,0.3609048511473067,0.6531477483041903
1,mse_5y_e20.vol.I,2025,243,109,0.448559670781893,0.4478178368121442,0.4208457576579019,0.25949464044774917,0.7123472766497961,0.5102880658436214,0.5349794238683128,0.5036724124043124,0.04946081913185232,0.3812590336991987,0.6381013475752665
1,mse_5y_e20.vol.I,2026,170,94,0.5529411764705883,0.5529411764705883,0.576885813148789,0.24862084738877588,0.6903833284526557,0.5,0.38235294117647056,0.49698878877551483,0.018683272472566282,0.4501792916337591,0.538116903826523
1,mse_5y_e20.vol.S,2023,242,113,0.4669421487603306,0.4563847997261212,0.4469702156795618,0.26594913906224454,0.7270283516309165,0.47520661157024796,0.2892561983471074,0.4435088340514306,0.08550744274814431,0.1936380787480065,0.6438288723347211
1,mse_5y_e20.vol.S,2024,242,126,0.5206611570247934,0.5208034433285509,0.5427341668374667,0.24863900774478656,0.6904265253351494,0.49173553719008267,0.5082644628099173,0.5043797059753465,0.05195499598863411,0.36961286341853516,0.6444877195895731
1,mse_5y_e20.vol.S,2025,243,111,0.4567901234567901,0.4533410138248848,0.41705069124423966,0.25902738393980884,0.71139944965095,0.5102880658436214,0.6666666666666666,0.5169561715917877,0.04572760398696562,0.387855374218431,0.636900381945877
1,mse_5y_e20.vol.S,2026,170,92,0.5411764705882353,0.5411764705882353,0.5562629757785467,0.24867156127606244,0.6904782117814504,0.5,0.37058823529411766,0.4921622184479294,0.024941290976677934,0.44385472835238077,0.5564103514139687
1,mse_5y_e20.order_joint.U,2023,242,114,0.47107438016528924,0.4627867168777816,0.4387538514207463,0.26519484822272965,0.724605151793747,0.47520661157024796,0.3347107438016529,0.4654242072822046,0.08112518649308305,0.25041069833957014,0.7084286000207588
1,mse_5y_e20.order_joint.U,2024,242,131,0.5413223140495868,0.5419484867117579,0.5691056910569106,0.24607520673929945,0.685209387055838,0.49173553719008267,0.5371900826446281,0.5032191241321418,0.05160711182604739,0.37273871932204966,0.6319004132939349
1,mse_5y_e20.order_joint.U,2025,243,106,0.43621399176954734,0.4352127947953375,0.4247763621577663,0.2594211128376189,0.7122378763524286,0.5102880658436214,0.5473251028806584,0.5094393248317751,0.051104253237686595,0.378033240333961,0.6633805131872031
1,mse_5y_e20.order_joint.U,2026,170,86,0.5058823529411764,0.5058823529411764,0.5680276816608997,0.2487228382480516,0.6905843263078902,0.5,0.3235294117647059,0.4943119168490582,0.019055807225167986,0.44701427012030875,0.535276764965738
1,mse_5y_e20.order_joint.W,2023,242,114,0.47107438016528924,0.46155426223895923,0.43697363916466964,0.26746327006625537,0.7296271323043704,0.47520661157024796,0.30991735537190085,0.4534310168256252,0.08800941820399116,0.22937775219619494,0.6915124375663471
1,mse_5y_e20.order_joint.W,2024,242,129,0.5330578512396694,0.5323153651704584,0.5453986472637835,0.2480799347671196,0.6892655085344148,0.49173553719008267,0.45454545454545453,0.4927115805060436,0.05119962856978476,0.3569055533061822,0.629235383159051
1,mse_5y_e20.order_joint.W,2025,243,106,0.43621399176954734,0.43368799132556246,0.4211168338303063,0.2589288017763,0.7112181302573197,0.5102880658436214,0.6213991769547325,0.512477906473034,0.046986893430347815,0.3906319030283205,0.6571138981342263
1,mse_5y_e20.order_joint.W,2026,170,84,0.49411764705882355,0.4941176470588235,0.5583391003460207,0.2487773612379127,0.6906825135618873,0.5,0.3235294117647059,0.4884563900635997,0.026107820433625528,0.43630771369196175,0.5534000158908157
1,mse_5y_e20.order_joint.I,2023,242,113,0.4669421487603306,0.45802807257788425,0.43847997261211913,0.26525861096118936,0.7247549690637026,0.47520661157024796,0.32231404958677684,0.46246065398802205,0.08108288715078987,0.24807204784104678,0.7058512582948383
1,mse_5y_e20.order_joint.I,2024,242,133,0.5495867768595041,0.5493953679032588,0.5691740110678418,0.24596015003787028,0.6849814779816151,0.49173553719008267,0.48760330578512395,0.49679777380140666,0.051597060822982856,0.3666550594288271,0.6259043290251793
1,mse_5y_e20.order_joint.I,2025,243,105,0.43209876543209874,0.43202764976958524,0.4246408240715641,0.2594540067608668,0.7122945996956638,0.5102880658436214,0.5020576131687243,0.5046032557626245,0.05111393061045629,0.3733435808842847,0.6589391182449672
1,mse_5y_e20.order_joint.I,2026,170,86,0.5058823529411764,0.5058823529411764,0.5680276816608997,0.248719074801688,0.6905770548820743,0.5,0.3235294117647059,0.49464197839996,0.019055551401484114,0.4473489830080984,0.535604439191857
1,mse_5y_e20.order_joint.S,2023,242,115,0.47520661157024796,0.46672372475179735,0.43683669976035605,0.2673583033953903,0.7293687877505248,0.47520661157024796,0.3305785123966942,0.4563561995101874,0.08807146363422651,0.2315640849393004,0.6941638486727978
1,mse_5y_e20.order_joint.S,2024,242,125,0.5165289256198347,0.5163284826125571,0.5453986472637835,0.24814301165750471,0.6893896713354655,0.49173553719008267,0.48760330578512395,0.49912168902956006,0.05120840146968689,0.36292514092937883,0.6351883934759716
