task,seed,epoch,method,scheme,gradient_inf,curvature_min
h5_mse_3y_2023-12-31,20260912,20,order_fixed,U,1.214306433183765e-17,0.2221093385225942
h5_mse_3y_2023-12-31,20260912,20,order_fixed,W,3.469446951953614e-18,0.21421966008855958
h5_mse_3y_2024-12-31,20260910,10,add,U,1.5241280459932227e-14,0.014470460897326015
h5_mse_3y_2024-12-31,20260910,10,add,W,5.228022875725102e-15,0.0144517821452143
h5_mse_3y_2024-12-31,20260910,10,vol,U,2.6462203739016643e-14,0.014473598468433766
h5_mse_3y_2024-12-31,20260910,10,vol,W,9.655470867286908e-15,0.014458434541462083
h5_mse_3y_2024-12-31,20260910,10,order_joint,U,2.983561791722322e-11,0.014441286886545637
h5_mse_3y_2024-12-31,20260910,10,order_joint,W,9.02332895902358e-12,0.014415857653023894
h5_mse_3y_2024-12-31,20260910,10,order_fixed,U,3.0357660829594124e-18,0.2107987587214956
h5_mse_3y_2024-12-31,20260910,10,order_fixed,W,2.168404344971009e-18,0.219094629496222
h5_mse_3y_2024-12-31,20260910,20,add,U,7.993822617735624e-16,0.01008499538133342
h5_mse_3y_2024-12-31,20260910,20,add,W,1.5835856931323278e-15,0.010078595356957003
h5_mse_3y_2024-12-31,20260910,20,vol,U,7.817097663620487e-16,0.010085000932431924
h5_mse_3y_2024-12-31,20260910,20,vol,W,1.5628232215292304e-15,0.01007857491338634
h5_mse_3y_2024-12-31,20260910,20,order_joint,U,1.5486526991348448e-14,0.010084926958904328
h5_mse_3y_2024-12-31,20260910,20,order_joint,W,1.25170056611279e-13,0.010078353838998357
h5_mse_3y_2024-12-31,20260910,20,order_fixed,U,3.203353923265928e-12,0.2190468550522191
h5_mse_3y_2024-12-31,20260910,20,order_fixed,W,3.686287386450715e-18,0.22152644404206273
h5_mse_3y_2024-12-31,20260911,10,add,U,1.1479424182059272e-12,0.013013482006626354
h5_mse_3y_2024-12-31,20260911,10,add,W,1.1245314575358822e-12,0.012903402943151591
h5_mse_3y_2024-12-31,20260911,10,vol,U,4.890080090939322e-12,0.013005764765223016
h5_mse_3y_2024-12-31,20260911,10,vol,W,7.911524300269202e-12,0.012883525195034799
h5_mse_3y_2024-12-31,20260911,10,order_joint,U,1.1385562197901988e-10,0.012963560460777622
h5_mse_3y_2024-12-31,20260911,10,order_joint,W,6.433474651450222e-11,0.01284179230280535
h5_mse_3y_2024-12-31,20260911,10,order_fixed,U,3.903127820947816e-18,0.2009138521161995
h5_mse_3y_2024-12-31,20260911,10,order_fixed,W,3.469446951953614e-18,0.21239970628800367
h5_mse_3y_2024-12-31,20260911,20,add,U,5.805989369833675e-14,0.010122751387447665
h5_mse_3y_2024-12-31,20260911,20,add,W,6.079685366255916e-14,0.010115763910651797
h5_mse_3y_2024-12-31,20260911,20,vol,U,1.1255406329180317e-13,0.010122656932045901
h5_mse_3y_2024-12-31,20260911,20,vol,W,2.3746721819831174e-13,0.01011554502562827
h5_mse_3y_2024-12-31,20260911,20,order_joint,U,2.4442752509512555e-13,0.010122908730661222
h5_mse_3y_2024-12-31,20260911,20,order_joint,W,2.5039513648281164e-13,0.010115489009188199
h5_mse_3y_2024-12-31,20260911,20,order_fixed,U,2.97517544455006e-13,0.2048518156750573
h5_mse_3y_2024-12-31,20260911,20,order_fixed,W,6.129130406332117e-17,0.207190550635215
h5_mse_3y_2024-12-31,20260912,10,add,U,5.201676762933705e-15,0.020114083899748673
h5_mse_3y_2024-12-31,20260912,10,add,W,4.822964944084518e-15,0.02027684914704532
h5_mse_3y_2024-12-31,20260912,10,vol,U,8.045002381287802e-14,0.02009324328496448
h5_mse_3y_2024-12-31,20260912,10,vol,W,1.61876263261862e-13,0.020201456893648148
h5_mse_3y_2024-12-31,20260912,10,order_joint,U,4.454937937645176e-14,0.020117799764449145
h5_mse_3y_2024-12-31,20260912,10,order_joint,W,8.324927119190972e-14,0.020228191374604056
h5_mse_3y_2024-12-31,20260912,10,order_fixed,U,7.654467337747661e-17,0.21806984024948234
h5_mse_3y_2024-12-31,20260912,10,order_fixed,W,4.163336342344337e-17,0.22815283548310647
h5_mse_3y_2024-12-31,20260912,20,add,U,1.0836817554427114e-14,0.012482321439927075
h5_mse_3y_2024-12-31,20260912,20,add,W,2.3442998844241947e-14,0.012427387122548686
h5_mse_3y_2024-12-31,20260912,20,vol,U,1.6786919077027562e-14,0.012482221015469575
h5_mse_3y_2024-12-31,20260912,20,vol,W,3.5017859922534256e-14,0.01242715377405521
h5_mse_3y_2024-12-31,20260912,20,order_joint,U,1.701360059780388e-11,0.012425888615741499
h5_mse_3y_2024-12-31,20260912,20,order_joint,W,1.3392340188211893e-11,0.012357726664227672
h5_mse_3y_2024-12-31,20260912,20,order_fixed,U,4.582879215009328e-12,0.2071320163546101
h5_mse_3y_2024-12-31,20260912,20,order_fixed,W,1.715199163254688e-11,0.21040680138229792
h5_mse_3y_2025-12-31,20260910,10,add,U,8.825405684032006e-17,0.015633777108513994
h5_mse_3y_2025-12-31,20260910,10,add,W,6.591949208711867e-17,0.015308357120370125
h5_mse_3y_2025-12-31,20260910,10,vol,U,1.7954387976359953e-16,0.015642414709917857
h5_mse_3y_2025-12-31,20260910,10,vol,W,6.418476861114186e-17,0.015311720830394523
h5_mse_3y_2025-12-31,20260910,10,order_joint,U,1.541692121187488e-14,0.015600646313423953
h5_mse_3y_2025-12-31,20260910,10,order_joint,W,4.9318188422020626e-15,0.015261847923132047
h5_mse_3y_2025-12-31,20260910,10,order_fixed,U,4.277394410889812e-15,0.22636546600371663
h5_mse_3y_2025-12-31,20260910,10,order_fixed,W,6.071532165918825e-18,0.2200827314592282
h5_mse_3y_2025-12-31,20260910,20,add,U,8.443766519317109e-16,0.01203722732071397
h5_mse_3y_2025-12-31,20260910,20,add,W,1.2728533504979822e-15,0.011903523108151574
h5_mse_3y_2025-12-31,20260910,20,vol,U,7.520026268359459e-16,0.012035673556959165
h5_mse_3y_2025-12-31,20260910,20,vol,W,1.3565537582138631e-15,0.011902340408204095
h5_mse_3y_2025-12-31,20260910,20,order_joint,U,2.0996984533006025e-14,0.012032913186664716
h5_mse_3y_2025-12-31,20260910,20,order_joint,W,6.714529106333078e-14,0.011901000452386474
h5_mse_3y_2025-12-31,20260910,20,order_fixed,U,2.0599841277224584e-18,0.2230748966411295
h5_mse_3y_2025-12-31,20260910,20,order_fixed,W,3.2526065174565133e-18,0.21924276224410413
h5_mse_3y_2025-12-31,20260911,10,add,U,1.8648277366750676e-16,0.011094224785053222
h5_mse_3y_2025-12-31,20260911,10,add,W,2.3418766925686896e-17,0.011044232434510819
h5_mse_3y_2025-12-31,20260911,10,vol,U,1.3439770130130313e-15,0.011090910045640577
h5_mse_3y_2025-12-31,20260911,10,vol,W,1.0538445116559103e-16,0.011038974370963697
h5_mse_3y_2025-12-31,20260911,10,order_joint,U,3.834458792151274e-13,0.011075613916758568
h5_mse_3y_2025-12-31,20260911,10,order_joint,W,3.306859994167688e-14,0.01103293067833783
h5_mse_3y_2025-12-31,20260911,10,order_fixed,U,3.0715247185952865e-11,0.21409308984471495
h5_mse_3y_2025-12-31,20260911,10,order_fixed,W,2.8309733030029705e-13,0.21340119900007726
h5_mse_3y_2025-12-31,20260911,20,add,U,1.5655879370690684e-16,0.010120340185240547
h5_mse_3y_2025-12-31,20260911,20,add,W,1.95590071916385e-16,0.010111722292926128
h5_mse_3y_2025-12-31,20260911,20,vol,U,1.3530843112619095e-16,0.0101202702095088
h5_mse_3y_2025-12-31,20260911,20,vol,W,1.5178830414797062e-16,0.010111505210700545
h5_mse_3y_2025-12-31,20260911,20,order_joint,U,9.619041674291395e-16,0.010120148149565413
h5_mse_3y_2025-12-31,20260911,20,order_joint,W,2.38524477946811e-16,0.010111499149722774
h5_mse_3y_2025-12-31,20260911,20,order_fixed,U,9.75781955236954e-19,0.22854231956011303
h5_mse_3y_2025-12-31,20260911,20,order_fixed,W,3.250986990461363e-15,0.21601848883972935
h5_mse_3y_2025-12-31,20260912,10,add,U,8.977705150473025e-10,0.017262263340773645
h5_mse_3y_2025-12-31,20260912,10,add,W,7.678098124744986e-10,0.016882621915903076
h5_mse_3y_2025-12-31,20260912,10,vol,U,9.660241356845845e-17,0.01711665010223269
h5_mse_3y_2025-12-31,20260912,10,vol,W,3.686287386450715e-17,0.016734567913684884
h5_mse_3y_2025-12-31,20260912,10,order_joint,U,4.610027637408365e-16,0.017114047413053453
h5_mse_3y_2025-12-31,20260912,10,order_joint,W,4.904930628324422e-16,0.016722403057811676
h5_mse_3y_2025-12-31,20260912,10,order_fixed,U,1.3053794156725473e-16,0.22496702997695942
h5_mse_3y_2025-12-31,20260912,10,order_fixed,W,4.2934406030425976e-17,0.21773419873659755
h5_mse_3y_2025-12-31,20260912,20,add,U,1.4134743722693521e-14,0.013674627174297
h5_mse_3y_2025-12-31,20260912,20,add,W,4.850009012024453e-15,0.013493747528264237
h5_mse_3y_2025-12-31,20260912,20,vol,U,5.05392169086738e-13,0.013615959183120611
h5_mse_3y_2025-12-31,20260912,20,vol,W,1.964500610796005e-13,0.013434648021850239
h5_mse_3y_2025-12-31,20260912,20,order_joint,U,2.6585118655109152e-12,0.013563679431334495
h5_mse_3y_2025-12-31,20260912,20,order_joint,W,9.940800353019918e-13,0.013380383646180244
h5_mse_3y_2025-12-31,20260912,20,order_fixed,U,1.7008096320214605e-14,0.20324572912969616
h5_mse_3y_2025-12-31,20260912,20,order_fixed,W,1.3601966775134144e-14,0.19249029689938074
h5_mse_5y_2026-03-31,20260910,10,add,U,2.688821387764051e-17,0.010948885727274326
h5_mse_5y_2026-03-31,20260910,10,add,W,4.28801959218017e-17,0.010814874571278455
h5_mse_5y_2026-03-31,20260910,10,vol,U,3.9085488318102435e-17,0.010947292781554306
h5_mse_5y_2026-03-31,20260910,10,vol,W,4.0115480381963664e-17,0.010814319340961484
h5_mse_5y_2026-03-31,20260910,10,order_joint,U,4.1372027331787464e-13,0.010935241133387227
h5_mse_5y_2026-03-31,20260910,10,order_joint,W,2.817186588177645e-13,0.010801810553880973
h5_mse_5y_2026-03-31,20260910,10,order_fixed,U,6.126041514342706e-13,0.2156504910286877
h5_mse_5y_2026-03-31,20260910,10,order_fixed,W,2.2950391587173158e-14,0.2244351742201678
h5_mse_5y_2026-03-31,20260910,20,add,U,3.850762157059373e-12,0.010084673867433403
h5_mse_5y_2026-03-31,20260910,20,add,W,1.263802278973769e-11,0.010075321774548377
h5_mse_5y_2026-03-31,20260910,20,vol,U,4.023761575669416e-12,0.010084675103784397
h5_mse_5y_2026-03-31,20260910,20,vol,W,1.2212198483366188e-11,0.010075234148303283
h5_mse_5y_2026-03-31,20260910,20,order_joint,U,1.407966928809734e-11,0.010084607029159769
h5_mse_5y_2026-03-31,20260910,20,order_joint,W,4.153435278000939e-11,0.010075085985562298
h5_mse_5y_2026-03-31,20260910,20,order_fixed,U,2.2063514210080015e-17,0.19582133349052055
h5_mse_5y_2026-03-31,20260910,20,order_fixed,W,5.7462715141731735e-18,0.17958401893221515
h5_mse_5y_2026-03-31,20260911,10,add,U,3.8868647883605334e-17,0.012831071061939332
h5_mse_5y_2026-03-31,20260911,10,add,W,9.67210791059242e-10,0.01258819761816972
h5_mse_5y_2026-03-31,20260911,10,vol,U,1.3297739645534712e-16,0.012823969716679186
h5_mse_5y_2026-03-31,20260911,10,vol,W,4.434386885465713e-17,0.012575117174203584
h5_mse_5y_2026-03-31,20260911,10,order_joint,U,2.314316273344108e-14,0.012815016496243323
h5_mse_5y_2026-03-31,20260911,10,order_joint,W,6.6717464886068e-15,0.012554741344899967
h5_mse_5y_2026-03-31,20260911,10,order_fixed,U,9.194034422677078e-16,0.2296922827218554
h5_mse_5y_2026-03-31,20260911,10,order_fixed,W,3.610826915245724e-15,0.22601624006194004
h5_mse_5y_2026-03-31,20260911,20,add,U,1.4039540016663743e-10,0.010104313654654768
h5_mse_5y_2026-03-31,20260911,20,add,W,1.7148611090173072e-10,0.010096700986692218
h5_mse_5y_2026-03-31,20260911,20,vol,U,1.5349144958515248e-10,0.010104327083478831
h5_mse_5y_2026-03-31,20260911,20,vol,W,1.1102129805762306e-10,0.010096577420054232
h5_mse_5y_2026-03-31,20260911,20,order_joint,U,6.01576012745561e-10,0.010104047180741215
h5_mse_5y_2026-03-31,20260911,20,order_joint,W,7.015435957852256e-10,0.010095959502698123
h5_mse_5y_2026-03-31,20260911,20,order_fixed,U,6.464440137701755e-11,0.24193671591718677
h5_mse_5y_2026-03-31,20260911,20,order_fixed,W,9.75781955236954e-18,0.23659819632628443
h5_mse_5y_2026-03-31,20260912,10,add,U,1.2757035185162469e-10,0.015987846562437763
h5_mse_5y_2026-03-31,20260912,10,add,W,1.3127187357964143e-10,0.015163481893018185
h5_mse_5y_2026-03-31,20260912,10,vol,U,8.660640683343795e-10,0.015966163822846043
h5_mse_5y_2026-03-31,20260912,10,vol,W,5.275174886753414e-10,0.015116771784520025
h5_mse_5y_2026-03-31,20260912,10,order_joint,U,5.5077470362263625e-17,0.015955720947733593
h5_mse_5y_2026-03-31,20260912,10,order_joint,W,2.1135166099889302e-17,0.015107873721229036
h5_mse_5y_2026-03-31,20260912,10,order_fixed,U,1.8366384801904445e-16,0.23551449531072094
h5_mse_5y_2026-03-31,20260912,10,order_fixed,W,2.3418766925686896e-17,0.2272656869208467
h5_mse_5y_2026-03-31,20260912,20,add,U,3.9519169187096637e-17,0.010572234615898828
h5_mse_5y_2026-03-31,20260912,20,add,W,8.583011150767317e-10,0.010497005508957127
h5_mse_5y_2026-03-31,20260912,20,vol,U,7.474056096246073e-15,0.01056564597051824
h5_mse_5y_2026-03-31,20260912,20,vol,W,8.469353690587766e-15,0.010487672512992215
h5_mse_5y_2026-03-31,20260912,20,order_joint,U,2.401977054755644e-12,0.010557174729893997
h5_mse_5y_2026-03-31,20260912,20,order_joint,W,2.5231730767238947e-12,0.010477637066521153
h5_mse_5y_2026-03-31,20260912,20,order_fixed,U,2.6771944036663164e-13,0.21832178847439815
h5_mse_5y_2026-03-31,20260912,20,order_fixed,W,8.05475477982931e-14,0.21925358164452854
h5_mse_5y_2026-06-30,20260910,10,add,U,1.6111244283134596e-16,0.011757926979834117
h5_mse_5y_2026-06-30,20260910,10,add,W,1.2576745200831851e-15,0.011620264437076235
h5_mse_5y_2026-06-30,20260910,10,vol,U,2.0624951399539349e-13,0.011718698107438173
h5_mse_5y_2026-06-30,20260910,10,vol,W,2.8225772413792427e-13,0.011567145036771968
h5_mse_5y_2026-06-30,20260910,10,order_joint,U,7.833382380251219e-13,0.011715385979029474
h5_mse_5y_2026-06-30,20260910,10,order_joint,W,3.8793837933703834e-13,0.011566873046828139
h5_mse_5y_2026-06-30,20260910,10,order_fixed,U,1.951563910473908e-18,0.21942013869905372
h5_mse_5y_2026-06-30,20260910,10,order_fixed,W,3.323718554613768e-11,0.20574743096803613
h5_mse_5y_2026-06-30,20260910,20,add,U,3.297090573652073e-12,0.010105470333589764
h5_mse_5y_2026-06-30,20260910,20,add,W,1.9030346851307833e-11,0.010098534113688664
h5_mse_5y_2026-06-30,20260910,20,vol,U,2.5967677118841903e-11,0.010104499738457989
h5_mse_5y_2026-06-30,20260910,20,vol,W,8.470382988762237e-11,0.010096862394167589
h5_mse_5y_2026-06-30,20260910,20,order_joint,U,5.15623403349319e-11,0.010104471719241002
h5_mse_5y_2026-06-30,20260910,20,order_joint,W,1.1396858196760506e-10,0.010096851950294283
h5_mse_5y_2026-06-30,20260910,20,order_fixed,U,3.686287386450715e-18,0.19533769844293447
h5_mse_5y_2026-06-30,20260910,20,order_fixed,W,3.686287386450715e-18,0.16786411145550445
h5_mse_5y_2026-06-30,20260911,10,add,U,5.5077470362263625e-17,0.011415635569277863
h5_mse_5y_2026-06-30,20260911,10,add,W,4.5536491244391186e-17,0.01125346998315205
h5_mse_5y_2026-06-30,20260911,10,vol,U,4.607859233063394e-17,0.011415220278993724
h5_mse_5y_2026-06-30,20260911,10,vol,W,4.694595406862234e-17,0.01124761658936071
h5_mse_5y_2026-06-30,20260911,10,order_joint,U,3.2935026234026665e-14,0.01140566799793769
h5_mse_5y_2026-06-30,20260911,10,order_joint,W,1.1192869547871354e-14,0.01123257497944878
h5_mse_5y_2026-06-30,20260911,10,order_fixed,U,2.1896547075517248e-15,0.22313971338231775
h5_mse_5y_2026-06-30,20260911,10,order_fixed,W,9.276433787785976e-15,0.2032403252038732
h5_mse_5y_2026-06-30,20260911,20,add,U,2.4819556132538168e-15,0.010102819360742381
h5_mse_5y_2026-06-30,20260911,20,add,W,1.628639714409963e-14,0.010095895960675285
h5_mse_5y_2026-06-30,20260911,20,vol,U,2.1655854193225466e-15,0.010102592590518954
h5_mse_5y_2026-06-30,20260911,20,vol,W,9.397051279474988e-14,0.010095831072833064
h5_mse_5y_2026-06-30,20260911,20,order_joint,U,4.610637501130388e-15,0.010102595841833765
h5_mse_5y_2026-06-30,20260911,20,order_joint,W,9.567040627593559e-14,0.010095834548752698
h5_mse_5y_2026-06-30,20260911,20,order_fixed,U,1.0215163133778238e-13,0.22392053183625352
h5_mse_5y_2026-06-30,20260911,20,order_fixed,W,7.893940492595397e-16,0.21546317152042718
h5_mse_5y_2026-06-30,20260912,10,add,U,3.0733802872454086e-10,0.013851732244678613
h5_mse_5y_2026-06-30,20260912,10,add,W,5.3017486234541167e-17,0.013555749028953129
h5_mse_5y_2026-06-30,20260912,10,vol,U,8.960930955592694e-17,0.013786001261078389
h5_mse_5y_2026-06-30,20260912,10,vol,W,2.3201926491189795e-17,0.013492903173027019
h5_mse_5y_2026-06-30,20260912,10,order_joint,U,3.855422925358454e-16,0.013792463333307341
h5_mse_5y_2026-06-30,20260912,10,order_joint,W,6.433655691528983e-16,0.013500746223204707
h5_mse_5y_2026-06-30,20260912,10,order_fixed,U,6.548581121812447e-17,0.2329398350036397
h5_mse_5y_2026-06-30,20260912,10,order_fixed,W,1.7397108059702404e-15,0.2255069375057092
h5_mse_5y_2026-06-30,20260912,20,add,U,3.166239564370704e-10,0.01037514275533528
h5_mse_5y_2026-06-30,20260912,20,add,W,3.6700243538634325e-17,0.0103353959358296
h5_mse_5y_2026-06-30,20260912,20,vol,U,3.2343585969207833e-10,0.010375308371995955
h5_mse_5y_2026-06-30,20260912,20,vol,W,2.38524477946811e-16,0.010335918297243282
h5_mse_5y_2026-06-30,20260912,20,order_joint,U,7.41594285980085e-17,0.010374413472317288
h5_mse_5y_2026-06-30,20260912,20,order_joint,W,8.673617379884035e-16,0.010335422271985618
h5_mse_5y_2026-06-30,20260912,20,order_fixed,U,1.0191500421363742e-17,0.23701288652877206
h5_mse_5y_2026-06-30,20260912,20,order_fixed,W,1.0842021724855044e-19,0.22834659795449697
