task,seed,epoch,method,scheme,gradient_inf,curvature_min
h1_mse_3y_2025-12-31,20260912,20,order_fixed,U,2.5154498709684114e-13,0.24388887137236734
h1_mse_3y_2025-12-31,20260912,20,order_fixed,W,2.168404344971009e-18,0.22419095940624134
h1_mse_5y_2026-03-31,20260910,10,add,U,2.2116781062814228e-13,0.021845684216394066
h1_mse_5y_2026-03-31,20260910,10,add,W,6.713642228955985e-13,0.02048976353388557
h1_mse_5y_2026-03-31,20260910,10,vol,U,1.2062578312512645e-12,0.021843636753291006
h1_mse_5y_2026-03-31,20260910,10,vol,W,2.0288009147011524e-12,0.020484147401892413
h1_mse_5y_2026-03-31,20260910,10,order_joint,U,1.2255628776365254e-12,0.021843863528760363
h1_mse_5y_2026-03-31,20260910,10,order_joint,W,6.742368829589819e-12,0.020475434694369445
h1_mse_5y_2026-03-31,20260910,10,order_fixed,U,2.4967143153267757e-17,0.24741808601696216
h1_mse_5y_2026-03-31,20260910,10,order_fixed,W,1.2271153331747803e-13,0.24422110226698487
h1_mse_5y_2026-03-31,20260910,20,add,U,1.3088575362418808e-13,0.014691560963596707
h1_mse_5y_2026-03-31,20260910,20,add,W,8.815105763393394e-14,0.014154647601781398
h1_mse_5y_2026-03-31,20260910,20,vol,U,2.446641183379526e-13,0.014691663765479786
h1_mse_5y_2026-03-31,20260910,20,vol,W,1.1450866127429415e-13,0.014152746592203091
h1_mse_5y_2026-03-31,20260910,20,order_joint,U,2.651933170673762e-13,0.014693072200293528
h1_mse_5y_2026-03-31,20260910,20,order_joint,W,2.964606370722128e-13,0.014152528898676792
h1_mse_5y_2026-03-31,20260910,20,order_fixed,U,2.7572349107661195e-11,0.24908261413531513
h1_mse_5y_2026-03-31,20260910,20,order_fixed,W,2.1291857762572447e-11,0.2550420248409197
h1_mse_5y_2026-03-31,20260911,10,add,U,1.3363176599892439e-12,0.01540479560820006
h1_mse_5y_2026-03-31,20260911,10,add,W,1.533850235951699e-12,0.014802140599407989
h1_mse_5y_2026-03-31,20260911,10,vol,U,5.3447863539515805e-12,0.015401083204979496
h1_mse_5y_2026-03-31,20260911,10,vol,W,5.831376614223727e-12,0.014789644118721062
h1_mse_5y_2026-03-31,20260911,10,order_joint,U,5.4857459070092873e-11,0.015390226079845649
h1_mse_5y_2026-03-31,20260911,10,order_joint,W,3.3735318791944247e-11,0.014769332679894229
h1_mse_5y_2026-03-31,20260911,10,order_fixed,U,5.718240789730211e-11,0.24723316253196184
h1_mse_5y_2026-03-31,20260911,10,order_fixed,W,4.057895740348233e-11,0.2370852058242122
h1_mse_5y_2026-03-31,20260911,20,add,U,6.419767061699444e-13,0.012816646898215297
h1_mse_5y_2026-03-31,20260911,20,add,W,3.843871835412793e-13,0.012564654324372183
h1_mse_5y_2026-03-31,20260911,20,vol,U,3.6696428773290435e-12,0.012815934702578906
h1_mse_5y_2026-03-31,20260911,20,vol,W,1.7473338856550946e-12,0.012561990552516389
h1_mse_5y_2026-03-31,20260911,20,order_joint,U,1.8190675528384492e-11,0.012813917373157709
h1_mse_5y_2026-03-31,20260911,20,order_joint,W,8.648013728740356e-12,0.012557414467342291
h1_mse_5y_2026-03-31,20260911,20,order_fixed,U,1.0368516050081322e-11,0.2471617042063585
h1_mse_5y_2026-03-31,20260911,20,order_fixed,W,3.4505797850102604e-11,0.24166351542564085
h1_mse_5y_2026-03-31,20260912,10,add,U,9.413088798010394e-13,0.01624251365749695
h1_mse_5y_2026-03-31,20260912,10,add,W,1.4871914463809865e-13,0.015814202877488862
h1_mse_5y_2026-03-31,20260912,10,vol,U,2.040949440701434e-12,0.016241611150649583
h1_mse_5y_2026-03-31,20260912,10,vol,W,4.564955184693797e-13,0.015811092295059812
h1_mse_5y_2026-03-31,20260912,10,order_joint,U,2.0090587179999453e-12,0.016239601713807592
h1_mse_5y_2026-03-31,20260912,10,order_joint,W,3.977035714641808e-13,0.015791812231195447
h1_mse_5y_2026-03-31,20260912,10,order_fixed,U,8.41877479187958e-12,0.2505566355522402
h1_mse_5y_2026-03-31,20260912,10,order_fixed,W,2.655551559899161e-13,0.26215067350236193
h1_mse_5y_2026-03-31,20260912,20,add,U,2.086898145611804e-12,0.012282323729446895
h1_mse_5y_2026-03-31,20260912,20,add,W,9.585780520043885e-13,0.012070964988366836
h1_mse_5y_2026-03-31,20260912,20,vol,U,7.649718753307774e-12,0.012282279297464919
h1_mse_5y_2026-03-31,20260912,20,vol,W,1.4617755248434727e-12,0.012071834417868268
h1_mse_5y_2026-03-31,20260912,20,order_joint,U,1.3094808556328425e-11,0.012279354915002478
h1_mse_5y_2026-03-31,20260912,20,order_joint,W,1.54967938438208e-12,0.012066515699613915
h1_mse_5y_2026-03-31,20260912,20,order_fixed,U,1.6263032587282567e-18,0.24667550067496222
h1_mse_5y_2026-03-31,20260912,20,order_fixed,W,3.0166196689045133e-12,0.23230932976112914
h1_mse_5y_2026-06-30,20260910,10,add,U,4.665582698827608e-13,0.015334666498567908
h1_mse_5y_2026-06-30,20260910,10,add,W,4.2311531882333053e-13,0.01484074195121575
h1_mse_5y_2026-06-30,20260910,10,vol,U,8.079106367199149e-13,0.015334674114456406
h1_mse_5y_2026-06-30,20260910,10,vol,W,7.518708556144074e-13,0.014838923319706309
h1_mse_5y_2026-06-30,20260910,10,order_joint,U,9.557257532578044e-13,0.01533474709099735
h1_mse_5y_2026-06-30,20260910,10,order_joint,W,7.285359449504987e-13,0.014838445927157294
h1_mse_5y_2026-06-30,20260910,10,order_fixed,U,2.9469970300871617e-16,0.24713296415386393
h1_mse_5y_2026-06-30,20260910,10,order_fixed,W,6.972211496531761e-11,0.224106384272665
h1_mse_5y_2026-06-30,20260910,20,add,U,3.618506319233439e-13,0.014907200817879761
h1_mse_5y_2026-06-30,20260910,20,add,W,1.0769358495255066e-13,0.014669128926361005
h1_mse_5y_2026-06-30,20260910,20,vol,U,1.4868402614388572e-12,0.014907204072113933
h1_mse_5y_2026-06-30,20260910,20,vol,W,1.6118961092097261e-13,0.014669072043091336
h1_mse_5y_2026-06-30,20260910,20,order_joint,U,5.7316830860514034e-11,0.014892299409838501
h1_mse_5y_2026-06-30,20260910,20,order_joint,W,5.9664921657834324e-12,0.014664248795867219
h1_mse_5y_2026-06-30,20260910,20,order_fixed,U,3.903127820947816e-18,0.2505289822474568
h1_mse_5y_2026-06-30,20260910,20,order_fixed,W,6.613633252161577e-18,0.24194999581226292
h1_mse_5y_2026-06-30,20260911,10,add,U,6.687274757381789e-12,0.015573916288240633
h1_mse_5y_2026-06-30,20260911,10,add,W,6.567058203656162e-12,0.014848288519368954
h1_mse_5y_2026-06-30,20260911,10,vol,U,2.738903423721642e-11,0.015568122643281479
h1_mse_5y_2026-06-30,20260911,10,vol,W,2.117736086319766e-11,0.014826980844321762
h1_mse_5y_2026-06-30,20260911,10,order_joint,U,2.357536341710334e-10,0.015569556693792022
h1_mse_5y_2026-06-30,20260911,10,order_joint,W,1.287591383340725e-10,0.014825738911714124
h1_mse_5y_2026-06-30,20260911,10,order_fixed,U,3.144186300207963e-18,0.24279994760979218
h1_mse_5y_2026-06-30,20260911,10,order_fixed,W,3.2526065174565133e-19,0.22363304348156274
h1_mse_5y_2026-06-30,20260911,20,add,U,1.9642028888794405e-12,0.012793673387746458
h1_mse_5y_2026-06-30,20260911,20,add,W,1.0026181274103152e-12,0.012487815603149828
h1_mse_5y_2026-06-30,20260911,20,vol,U,1.273968278960036e-11,0.01279303908015285
h1_mse_5y_2026-06-30,20260911,20,vol,W,1.799024687901274e-12,0.012486931972857065
h1_mse_5y_2026-06-30,20260911,20,order_joint,U,1.797731814757661e-10,0.012792856153136536
h1_mse_5y_2026-06-30,20260911,20,order_joint,W,4.713903432092964e-11,0.012480311274942783
h1_mse_5y_2026-06-30,20260911,20,order_fixed,U,2.2768245622195593e-18,0.24266014470654462
h1_mse_5y_2026-06-30,20260911,20,order_fixed,W,1.2003061305304596e-13,0.22177056914889778
h1_mse_5y_2026-06-30,20260912,10,add,U,5.182941749393155e-13,0.016745145381923707
h1_mse_5y_2026-06-30,20260912,10,add,W,2.473182249274064e-13,0.016180546046671056
h1_mse_5y_2026-06-30,20260912,10,vol,U,2.2956918701091955e-11,0.016729337952097335
h1_mse_5y_2026-06-30,20260912,10,vol,W,6.287126310018654e-12,0.016161879536920703
h1_mse_5y_2026-06-30,20260912,10,order_joint,U,2.1779157578956376e-11,0.016727190227998276
h1_mse_5y_2026-06-30,20260912,10,order_joint,W,6.1363650705886785e-12,0.016160380169095687
h1_mse_5y_2026-06-30,20260912,10,order_fixed,U,4.3259666682171627e-17,0.24756020193086783
h1_mse_5y_2026-06-30,20260912,10,order_fixed,W,1.5807667674838655e-16,0.2316732521258663
h1_mse_5y_2026-06-30,20260912,20,add,U,2.31475515838353e-12,0.010830206654067377
h1_mse_5y_2026-06-30,20260912,20,add,W,2.7247713633993254e-12,0.010754224976584102
h1_mse_5y_2026-06-30,20260912,20,vol,U,3.7920718540078446e-11,0.010829789527027716
h1_mse_5y_2026-06-30,20260912,20,vol,W,2.7088943935216214e-11,0.010753264891236953
h1_mse_5y_2026-06-30,20260912,20,order_joint,U,3.823585767665297e-11,0.010829782980487543
h1_mse_5y_2026-06-30,20260912,20,order_joint,W,3.1390707470446005e-11,0.010753117603519255
h1_mse_5y_2026-06-30,20260912,20,order_fixed,U,2.387402341791356e-14,0.24424395220624734
h1_mse_5y_2026-06-30,20260912,20,order_fixed,W,1.4418558469571352e-11,0.22127496731484775
h5_mse_5y_2022-12-31,20260910,10,add,U,8.311103541491782e-14,0.014950324917732882
h5_mse_5y_2022-12-31,20260910,10,add,W,9.792514021889076e-15,0.014995859673881822
h5_mse_5y_2022-12-31,20260910,10,vol,U,3.994860518774512e-11,0.014929488944121185
h5_mse_5y_2022-12-31,20260910,10,vol,W,3.22055403179089e-12,0.014980851451092203
h5_mse_5y_2022-12-31,20260910,10,order_joint,U,6.63898215916281e-11,0.014905352709536385
h5_mse_5y_2022-12-31,20260910,10,order_joint,W,6.716008825458086e-12,0.014950385685717795
h5_mse_5y_2022-12-31,20260910,10,order_fixed,U,1.345905374997014e-12,0.19078117986632706
h5_mse_5y_2022-12-31,20260910,10,order_fixed,W,3.7572549238529263e-13,0.2037857709671822
h5_mse_5y_2022-12-31,20260910,20,add,U,1.8317147494964492e-11,0.010051833570487148
h5_mse_5y_2022-12-31,20260910,20,add,W,2.090370845170275e-12,0.010049200239808539
h5_mse_5y_2022-12-31,20260910,20,vol,U,3.7730235602495554e-17,0.010051358102407188
h5_mse_5y_2022-12-31,20260910,20,vol,W,3.2677499486703787e-10,0.010048479508372982
h5_mse_5y_2022-12-31,20260910,20,order_joint,U,4.423544863740858e-17,0.010050916852391008
h5_mse_5y_2022-12-31,20260910,20,order_joint,W,4.1073010552568345e-10,0.010047929329092023
h5_mse_5y_2022-12-31,20260910,20,order_fixed,U,1.5499754257852771e-15,0.21309126145661617
h5_mse_5y_2022-12-31,20260910,20,order_fixed,W,7.806255641895632e-18,0.2209415979441927
h5_mse_5y_2022-12-31,20260911,10,add,U,9.005816925533594e-15,0.015445118789911134
h5_mse_5y_2022-12-31,20260911,10,add,W,1.3941972576425599e-14,0.015571902252029176
h5_mse_5y_2022-12-31,20260911,10,vol,U,1.851205414004145e-14,0.015442104948120225
h5_mse_5y_2022-12-31,20260911,10,vol,W,1.619104156302953e-14,0.015569710166146552
h5_mse_5y_2022-12-31,20260911,10,order_joint,U,4.4820852758420404e-13,0.015444182531828174
h5_mse_5y_2022-12-31,20260911,10,order_joint,W,1.922685101407584e-13,0.015576097994144755
h5_mse_5y_2022-12-31,20260911,10,order_fixed,U,5.748439918518145e-16,0.2035387372383473
h5_mse_5y_2022-12-31,20260911,10,order_fixed,W,2.8189256484623115e-18,0.20582966704508487
h5_mse_5y_2022-12-31,20260911,20,add,U,2.4020911128241895e-13,0.010160877446497437
h5_mse_5y_2022-12-31,20260911,20,add,W,2.201147250580071e-15,0.010163530304258338
h5_mse_5y_2022-12-31,20260911,20,vol,U,4.071179157683069e-17,0.010160174030939837
h5_mse_5y_2022-12-31,20260911,20,vol,W,3.087198292145432e-11,0.01016218714686626
h5_mse_5y_2022-12-31,20260911,20,order_joint,U,2.5153490401663703e-17,0.010158539940738879
h5_mse_5y_2022-12-31,20260911,20,order_joint,W,2.498356339517005e-11,0.010161451820402225
h5_mse_5y_2022-12-31,20260911,20,order_fixed,U,8.456776945386935e-17,0.20367061090656122
h5_mse_5y_2022-12-31,20260911,20,order_fixed,W,1.1926223897340549e-18,0.21445853776319956
h5_mse_5y_2022-12-31,20260912,10,add,U,1.1891529427821013e-15,0.014270125222628726
h5_mse_5y_2022-12-31,20260912,10,add,W,6.505213034913027e-17,0.014401215865170658
h5_mse_5y_2022-12-31,20260912,10,vol,U,3.969640371623284e-13,0.014280564852735675
h5_mse_5y_2022-12-31,20260912,10,vol,W,3.35007629276296e-15,0.014406447256144088
h5_mse_5y_2022-12-31,20260912,10,order_joint,U,4.314175319070079e-12,0.014218994605788387
h5_mse_5y_2022-12-31,20260912,10,order_joint,W,6.596893170618401e-14,0.014346770721667335
h5_mse_5y_2022-12-31,20260912,10,order_fixed,U,4.3415358114140545e-13,0.22030786071818528
h5_mse_5y_2022-12-31,20260912,10,order_fixed,W,7.661384547608119e-14,0.23201536990124758
h5_mse_5y_2022-12-31,20260912,20,add,U,6.028164079019405e-17,0.010283898621671997
h5_mse_5y_2022-12-31,20260912,20,add,W,3.686287386450715e-17,0.010289645579571098
h5_mse_5y_2022-12-31,20260912,20,vol,U,6.817246420154355e-15,0.010284514247044617
h5_mse_5y_2022-12-31,20260912,20,vol,W,2.8536201179818477e-16,0.010290111716768123
h5_mse_5y_2022-12-31,20260912,20,order_joint,U,1.43906154354001e-14,0.010278234613553419
h5_mse_5y_2022-12-31,20260912,20,order_joint,W,9.740472317609772e-16,0.010283933612184092
h5_mse_5y_2022-12-31,20260912,20,order_fixed,U,3.298706793830597e-14,0.22480724676173414
h5_mse_5y_2022-12-31,20260912,20,order_fixed,W,1.545421776660838e-15,0.2427746616306959
h5_mse_5y_2023-12-31,20260910,10,add,U,2.1564824578823583e-13,0.01354119762128714
h5_mse_5y_2023-12-31,20260910,10,add,W,1.7230769762399678e-13,0.013555575325095158
h5_mse_5y_2023-12-31,20260910,10,vol,U,6.989758164627213e-12,0.013544964665223303
h5_mse_5y_2023-12-31,20260910,10,vol,W,6.695347401497465e-13,0.013545408633854696
h5_mse_5y_2023-12-31,20260910,10,order_joint,U,7.395562244202902e-12,0.013565962096032232
h5_mse_5y_2023-12-31,20260910,10,order_joint,W,6.452843901577632e-13,0.013560946530178489
h5_mse_5y_2023-12-31,20260910,10,order_fixed,U,2.8189256484623115e-18,0.20712709335121138
h5_mse_5y_2023-12-31,20260910,10,order_fixed,W,4.228388472693467e-18,0.21903450869769836
h5_mse_5y_2023-12-31,20260910,20,add,U,4.158999533654395e-16,0.010058813395232695
h5_mse_5y_2023-12-31,20260910,20,add,W,3.2807115753425223e-10,0.010054658140628224
h5_mse_5y_2023-12-31,20260910,20,vol,U,7.596733572062808e-16,0.010058536904331613
h5_mse_5y_2023-12-31,20260910,20,vol,W,3.1907920283822527e-10,0.010054480422001733
h5_mse_5y_2023-12-31,20260910,20,order_joint,U,4.731466751056214e-15,0.010058950337852543
h5_mse_5y_2023-12-31,20260910,20,order_joint,W,6.986598799496591e-16,0.010054751290931195
h5_mse_5y_2023-12-31,20260910,20,order_fixed,U,1.2793585635328952e-17,0.18379995658507198
h5_mse_5y_2023-12-31,20260910,20,order_fixed,W,1.783642677999353e-14,0.174373798187322
h5_mse_5y_2023-12-31,20260911,10,add,U,1.2327378701160185e-16,0.013677623558996306
h5_mse_5y_2023-12-31,20260911,10,add,W,9.020562075079397e-17,0.01372835665644508
h5_mse_5y_2023-12-31,20260911,10,vol,U,6.7895992647559744e-15,0.013669531799968243
h5_mse_5y_2023-12-31,20260911,10,vol,W,1.240327285323417e-16,0.013720146686857984
h5_mse_5y_2023-12-31,20260911,10,order_joint,U,1.1326009574652574e-14,0.013670261298651095
h5_mse_5y_2023-12-31,20260911,10,order_joint,W,1.0679391398982219e-15,0.013704441375822227
h5_mse_5y_2023-12-31,20260911,10,order_fixed,U,3.734968063995314e-15,0.22297984279876884
h5_mse_5y_2023-12-31,20260911,10,order_fixed,W,2.3852447794681098e-18,0.2231247532223279
h5_mse_5y_2023-12-31,20260911,20,add,U,7.0134409347819e-14,0.010081372545608395
h5_mse_5y_2023-12-31,20260911,20,add,W,1.7372561722517332e-13,0.01008097610120714
h5_mse_5y_2023-12-31,20260911,20,vol,U,2.771700512334274e-13,0.010081377218732205
h5_mse_5y_2023-12-31,20260911,20,vol,W,1.73263963940129e-13,0.01008098479780956
h5_mse_5y_2023-12-31,20260911,20,order_joint,U,2.976097558497759e-13,0.010081374340337802
h5_mse_5y_2023-12-31,20260911,20,order_joint,W,1.977743056130743e-13,0.010080887386665122
h5_mse_5y_2023-12-31,20260911,20,order_fixed,U,2.1542080727750268e-16,0.20780890995386675
h5_mse_5y_2023-12-31,20260911,20,order_fixed,W,4.011408609796985e-11,0.21242311020962162
h5_mse_5y_2023-12-31,20260912,10,add,U,9.454242944073599e-17,0.022931897170826093
h5_mse_5y_2023-12-31,20260912,10,add,W,4.380176776841438e-17,0.021972390767462043
h5_mse_5y_2023-12-31,20260912,10,vol,U,9.17820507095879e-15,0.022931099466841506
h5_mse_5y_2023-12-31,20260912,10,vol,W,5.0306980803327406e-17,0.021969123970765298
h5_mse_5y_2023-12-31,20260912,10,order_joint,U,6.379725307065209e-13,0.02284096258493086
h5_mse_5y_2023-12-31,20260912,10,order_joint,W,8.728694850246299e-15,0.021862498138218108
h5_mse_5y_2023-12-31,20260912,10,order_fixed,U,1.7867651802561113e-15,0.2189806800293097
h5_mse_5y_2023-12-31,20260912,10,order_fixed,W,5.2513747256927035e-11,0.2149370099647222
h5_mse_5y_2023-12-31,20260912,20,add,U,9.45857975276354e-16,0.01074974054765778
h5_mse_5y_2023-12-31,20260912,20,add,W,4.401860820291148e-17,0.010797089703530969
h5_mse_5y_2023-12-31,20260912,20,vol,U,2.08080080943418e-15,0.010749449923933252
h5_mse_5y_2023-12-31,20260912,20,vol,W,9.432558900623889e-17,0.01079521689092975
h5_mse_5y_2023-12-31,20260912,20,order_joint,U,3.230055112268815e-15,0.010748962991557426
h5_mse_5y_2023-12-31,20260912,20,order_joint,W,1.1188532739181412e-14,0.010792796402024579
h5_mse_5y_2023-12-31,20260912,20,order_fixed,U,1.8984970930405187e-13,0.21857396467397538
h5_mse_5y_2023-12-31,20260912,20,order_fixed,W,6.396792817664476e-17,0.2253037343073496
h5_mse_5y_2024-12-31,20260910,10,add,U,1.476162941882464e-14,0.015673502232953256
h5_mse_5y_2024-12-31,20260910,10,add,W,4.955671289996744e-15,0.015429694422978457
h5_mse_5y_2024-12-31,20260910,10,vol,U,8.323797597367677e-12,0.015706669602911134
h5_mse_5y_2024-12-31,20260910,10,vol,W,5.406265712881719e-15,0.015430943807498595
h5_mse_5y_2024-12-31,20260910,10,order_joint,U,9.363153915392664e-12,0.015700847992613037
h5_mse_5y_2024-12-31,20260910,10,order_joint,W,1.2284812923868405e-13,0.015412512114593352
h5_mse_5y_2024-12-31,20260910,10,order_fixed,U,1.2699488596140673e-11,0.20384860338369784
h5_mse_5y_2024-12-31,20260910,10,order_fixed,W,1.1926223897340549e-18,0.22843444506070965
h5_mse_5y_2024-12-31,20260910,20,add,U,5.949279697353704e-13,0.010097593196384093
h5_mse_5y_2024-12-31,20260910,20,add,W,7.967430101091244e-12,0.010090710133515386
h5_mse_5y_2024-12-31,20260910,20,vol,U,7.2757389306052356e-12,0.010097659765692773
h5_mse_5y_2024-12-31,20260910,20,vol,W,8.038724200187808e-12,0.010090613282129663
h5_mse_5y_2024-12-31,20260910,20,order_joint,U,9.226853981379735e-12,0.010097671212154059
h5_mse_5y_2024-12-31,20260910,20,order_joint,W,5.1899219297157906e-11,0.010090507118645993
h5_mse_5y_2024-12-31,20260910,20,order_fixed,U,1.2567501835210326e-12,0.19913409514557504
h5_mse_5y_2024-12-31,20260910,20,order_fixed,W,4.222110942114776e-14,0.20268876497096153
h5_mse_5y_2024-12-31,20260911,10,add,U,1.3402636205722684e-15,0.019632523812006353
h5_mse_5y_2024-12-31,20260911,10,add,W,1.8759733350082186e-14,0.018920485953188786
h5_mse_5y_2024-12-31,20260911,10,vol,U,2.0176568749086243e-14,0.019659941367556256
h5_mse_5y_2024-12-31,20260911,10,vol,W,7.675134264034308e-14,0.018913938444548396
h5_mse_5y_2024-12-31,20260911,10,order_joint,U,1.5383310944527828e-14,0.0196400397524626
h5_mse_5y_2024-12-31,20260911,10,order_joint,W,2.2408333869017305e-13,0.018871501308175387
h5_mse_5y_2024-12-31,20260911,10,order_fixed,U,3.358956071185942e-11,0.22050870703107783
h5_mse_5y_2024-12-31,20260911,10,order_fixed,W,4.336808689942018e-19,0.2477673350145981
h5_mse_5y_2024-12-31,20260911,20,add,U,7.57121726695665e-11,0.010067076218092746
h5_mse_5y_2024-12-31,20260911,20,add,W,5.1611895963629695e-11,0.010065716229405719
h5_mse_5y_2024-12-31,20260911,20,vol,U,9.728844314361995e-11,0.010067309145734832
h5_mse_5y_2024-12-31,20260911,20,vol,W,3.5029765763430754e-11,0.010065768149625237
h5_mse_5y_2024-12-31,20260911,20,order_joint,U,9.820131123203235e-11,0.01006730738179654
h5_mse_5y_2024-12-31,20260911,20,order_joint,W,3.340059890992453e-11,0.010065780436067975
h5_mse_5y_2024-12-31,20260911,20,order_fixed,U,7.462455198052609e-11,0.18189248461775337
h5_mse_5y_2024-12-31,20260911,20,order_fixed,W,2.126450762435922e-12,0.20372737680805483
h5_mse_5y_2024-12-31,20260912,10,add,U,8.789452212928928e-10,0.015862105268746592
h5_mse_5y_2024-12-31,20260912,10,add,W,5.107691108171414e-10,0.01570853988193695
h5_mse_5y_2024-12-31,20260912,10,vol,U,1.9599556352889458e-14,0.015884441077748918
h5_mse_5y_2024-12-31,20260912,10,vol,W,3.870601755773251e-17,0.015716896236124028
h5_mse_5y_2024-12-31,20260912,10,order_joint,U,2.1869008340336116e-14,0.015883861091316
h5_mse_5y_2024-12-31,20260912,10,order_joint,W,6.808789643208968e-17,0.01571329031868672
h5_mse_5y_2024-12-31,20260912,10,order_fixed,U,6.683598173604782e-15,0.2302374532675917
h5_mse_5y_2024-12-31,20260912,10,order_fixed,W,1.0164395367051604e-15,0.26875998003216767
h5_mse_5y_2024-12-31,20260912,20,add,U,5.110929041096668e-16,0.010086047645448381
h5_mse_5y_2024-12-31,20260912,20,add,W,4.5536491244391186e-17,0.010085886275582542
h5_mse_5y_2024-12-31,20260912,20,vol,U,9.068358043651248e-13,0.010086281386481164
h5_mse_5y_2024-12-31,20260912,20,vol,W,1.1145598333150986e-15,0.010086121402733732
h5_mse_5y_2024-12-31,20260912,20,order_joint,U,1.0124644178599596e-12,0.010086220497205702
h5_mse_5y_2024-12-31,20260912,20,order_joint,W,1.1655173354219173e-15,0.010086099109601862
h5_mse_5y_2024-12-31,20260912,20,order_fixed,U,5.7947895613919e-16,0.21698268811119145
h5_mse_5y_2024-12-31,20260912,20,order_fixed,W,2.1491658550466114e-14,0.2488124845459154
h5_mse_5y_2025-12-31,20260910,10,add,U,6.451002926288751e-17,0.012223488076643781
h5_mse_5y_2025-12-31,20260910,10,add,W,8.977193988179977e-17,0.01209424968645513
h5_mse_5y_2025-12-31,20260910,10,vol,U,3.1577388273640317e-16,0.012222697146552644
h5_mse_5y_2025-12-31,20260910,10,vol,W,1.1512058667451086e-15,0.012093899168830326
h5_mse_5y_2025-12-31,20260910,10,order_joint,U,2.7610509364950353e-14,0.012217570738081869
h5_mse_5y_2025-12-31,20260910,10,order_joint,W,4.221319474528862e-14,0.012090288502520873
h5_mse_5y_2025-12-31,20260910,10,order_fixed,U,1.0842021724855044e-18,0.2273580092715889
h5_mse_5y_2025-12-31,20260910,10,order_fixed,W,1.5178830414797062e-18,0.21646903517288885
h5_mse_5y_2025-12-31,20260910,20,add,U,7.693919286400064e-13,0.01038172647073216
h5_mse_5y_2025-12-31,20260910,20,add,W,1.6070044600580147e-14,0.010366115076233515
h5_mse_5y_2025-12-31,20260910,20,vol,U,1.742703420806735e-12,0.010381784486098361
h5_mse_5y_2025-12-31,20260910,20,vol,W,1.54227759036063e-14,0.010365827521509234
h5_mse_5y_2025-12-31,20260910,20,order_joint,U,3.843609024806183e-12,0.010382476767152147
h5_mse_5y_2025-12-31,20260910,20,order_joint,W,1.0645538270348531e-12,0.010362882200295919
h5_mse_5y_2025-12-31,20260910,20,order_fixed,U,2.6020852139652106e-17,0.21187694997558415
h5_mse_5y_2025-12-31,20260910,20,order_fixed,W,3.0578838072781167e-15,0.2099429674587718
h5_mse_5y_2025-12-31,20260911,10,add,U,6.08237418764368e-17,0.01285734564462173
h5_mse_5y_2025-12-31,20260911,10,add,W,8.153200337090993e-17,0.012425475135145664
h5_mse_5y_2025-12-31,20260911,10,vol,U,6.028164079019405e-17,0.012856875413567975
h5_mse_5y_2025-12-31,20260911,10,vol,W,1.1731067506293158e-16,0.012418289694603664
h5_mse_5y_2025-12-31,20260911,10,order_joint,U,1.5933868807715967e-14,0.012855087543035822
h5_mse_5y_2025-12-31,20260911,10,order_joint,W,2.1374612149682726e-14,0.012406060381591286
h5_mse_5y_2025-12-31,20260911,10,order_fixed,U,1.0361882792769839e-12,0.22686663950262617
h5_mse_5y_2025-12-31,20260911,10,order_fixed,W,8.143645697025748e-12,0.2231615874136337
h5_mse_5y_2025-12-31,20260911,20,add,U,8.478460988836645e-17,0.010688105108017022
h5_mse_5y_2025-12-31,20260911,20,add,W,4.423544863740858e-17,0.010645098848906227
h5_mse_5y_2025-12-31,20260911,20,vol,U,4.746095010055296e-16,0.010687485961293434
h5_mse_5y_2025-12-31,20260911,20,vol,W,2.0952206983282373e-16,0.010644223057932414
h5_mse_5y_2025-12-31,20260911,20,order_joint,U,6.368169880310859e-15,0.010683676266003373
h5_mse_5y_2025-12-31,20260911,20,order_joint,W,6.039873462482248e-15,0.010640911504855853
h5_mse_5y_2025-12-31,20260911,20,order_fixed,U,1.01572396327132e-14,0.22953902057714196
h5_mse_5y_2025-12-31,20260911,20,order_fixed,W,1.63069557856943e-12,0.2112160816632636
h5_mse_5y_2025-12-31,20260912,10,add,U,8.969388643267906e-11,0.018794617397753465
h5_mse_5y_2025-12-31,20260912,10,add,W,1.3333448624711086e-10,0.018076985192336973
h5_mse_5y_2025-12-31,20260912,10,vol,U,8.250282076439908e-11,0.01879286488055953
h5_mse_5y_2025-12-31,20260912,10,vol,W,3.5073876778184826e-10,0.018034041470167014
h5_mse_5y_2025-12-31,20260912,10,order_joint,U,8.258525373977532e-11,0.01879133687586617
h5_mse_5y_2025-12-31,20260912,10,order_joint,W,3.94562435024684e-10,0.01803636765636253
h5_mse_5y_2025-12-31,20260912,10,order_fixed,U,4.048995703607658e-13,0.24396339868172395
h5_mse_5y_2025-12-31,20260912,10,order_fixed,W,1.1840440737251323e-12,0.2268500896267448
h5_mse_5y_2025-12-31,20260912,20,add,U,2.086553904916827e-10,0.010782287836598028
h5_mse_5y_2025-12-31,20260912,20,add,W,9.089634058455365e-11,0.010698429389487684
h5_mse_5y_2025-12-31,20260912,20,vol,U,2.0807590568085177e-10,0.010782180322581957
h5_mse_5y_2025-12-31,20260912,20,vol,W,5.503040427859429e-11,0.010696319725987063
h5_mse_5y_2025-12-31,20260912,20,order_joint,U,1.0148132334464322e-16,0.010781536717042736
h5_mse_5y_2025-12-31,20260912,20,order_joint,W,4.85722573273506e-17,0.010692780790016758
