head_cutoff,encoder_cutoff,seed,method,group,dimensions,old_norm,new_norm,delta_norm,old_intercept,new_intercept
2022-09-30,2021-12-31,20260912,learned_vol_interaction,market,4,0.09892507748779121,0.04272155113466733,0.13933244258903146,,
2022-09-30,2021-12-31,20260912,learned_vol_interaction,vol,1,0.08409794678021239,0.03793647513913087,0.04616147164108152,,
2022-09-30,2021-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260912,learned_order_extension,intercept,1,0.19546660579380293,0.04883688244005826,0.14662972335374466,0.19546660579380293,0.04883688244005826
2022-09-30,2021-12-31,20260912,learned_order_extension,decoded,25,0.5846962719897788,0.7292341091116676,0.7024523893214456,,
2022-09-30,2021-12-31,20260912,learned_order_extension,market,4,0.09933754057721779,0.04258686486852088,0.1395629774277509,,
2022-09-30,2021-12-31,20260912,learned_order_extension,vol,1,0.08417015146827149,0.037947790432562134,0.046222361035709356,,
2022-09-30,2021-12-31,20260912,learned_order_extension,order,1,0.029994655446884143,0.06126863653034342,0.03127398108345928,,
2022-09-30,2021-12-31,20260912,learned_order_offset,intercept,1,0.19564368462911935,0.048881069162923826,0.1467626154661955,0.19564368462911935,0.048881069162923826
2022-09-30,2021-12-31,20260912,learned_order_offset,decoded,25,0.5849067866579268,0.7289454759419945,0.7021866287739266,,
2022-09-30,2021-12-31,20260912,learned_order_offset,market,4,0.09892507748779121,0.04272155113466733,0.13933244258903146,,
2022-09-30,2021-12-31,20260912,learned_order_offset,vol,1,0.08409794678021239,0.03793647513913087,0.04616147164108152,,
2022-09-30,2021-12-31,20260912,learned_order_offset,order,1,0.02998064840060183,0.06126338011873722,0.03128273171813539,,
2022-12-31,2022-12-31,20260910,learned_market,intercept,1,0.017455476887825668,0.017455476887825668,0.0,0.017455476887825668,0.017455476887825668
2022-12-31,2022-12-31,20260910,learned_market,decoded,25,0.6796203619001513,0.6796203619001513,0.0,,
2022-12-31,2022-12-31,20260910,learned_market,market,4,0.13540090948997427,0.13540090948997427,0.0,,
2022-12-31,2022-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260910,learned_vol_interaction,intercept,1,0.016727784937201177,0.016727784937201177,0.0,0.016727784937201177,0.016727784937201177
2022-12-31,2022-12-31,20260910,learned_vol_interaction,decoded,25,0.6785058152241958,0.6785058152241958,0.0,,
2022-12-31,2022-12-31,20260910,learned_vol_interaction,market,4,0.13455626884487562,0.13455626884487562,0.0,,
2022-12-31,2022-12-31,20260910,learned_vol_interaction,vol,1,0.05667482959483088,0.05667482959483088,0.0,,
2022-12-31,2022-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_extension,intercept,1,0.01689079944076331,0.01689079944076331,0.0,0.01689079944076331,0.01689079944076331
2022-12-31,2022-12-31,20260910,learned_order_extension,decoded,25,0.6765534274875616,0.6765534274875616,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_extension,market,4,0.13365836378566584,0.13365836378566584,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_extension,vol,1,0.055927837218371336,0.055927837218371336,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_extension,order,1,0.09561097431768802,0.09561097431768802,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_offset,intercept,1,0.016727784937201177,0.016727784937201177,0.0,0.016727784937201177,0.016727784937201177
2022-12-31,2022-12-31,20260910,learned_order_offset,decoded,25,0.6785058152241958,0.6785058152241958,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_offset,market,4,0.13455626884487562,0.13455626884487562,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_offset,vol,1,0.05667482959483088,0.05667482959483088,0.0,,
2022-12-31,2022-12-31,20260910,learned_order_offset,order,1,0.09540016392462405,0.09540016392462405,0.0,,
2022-12-31,2022-12-31,20260911,learned_market,intercept,1,0.0189637417710927,0.0189637417710927,0.0,0.0189637417710927,0.0189637417710927
2022-12-31,2022-12-31,20260911,learned_market,decoded,25,0.7215360808942533,0.7215360808942533,0.0,,
2022-12-31,2022-12-31,20260911,learned_market,market,4,0.19021983854196747,0.19021983854196747,0.0,,
2022-12-31,2022-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260911,learned_vol_interaction,intercept,1,0.021284039067515713,0.021284039067515713,0.0,0.021284039067515713,0.021284039067515713
2022-12-31,2022-12-31,20260911,learned_vol_interaction,decoded,25,0.7190755809312915,0.7190755809312915,0.0,,
2022-12-31,2022-12-31,20260911,learned_vol_interaction,market,4,0.1841360291412091,0.1841360291412091,0.0,,
2022-12-31,2022-12-31,20260911,learned_vol_interaction,vol,1,0.1239404168915341,0.1239404168915341,0.0,,
2022-12-31,2022-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_extension,intercept,1,0.021228243227067276,0.021228243227067276,0.0,0.021228243227067276,0.021228243227067276
2022-12-31,2022-12-31,20260911,learned_order_extension,decoded,25,0.7189861995171103,0.7189861995171103,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_extension,market,4,0.18404765196399256,0.18404765196399256,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_extension,vol,1,0.1239074482642578,0.1239074482642578,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_extension,order,1,0.007390053619158102,0.007390053619158102,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_offset,intercept,1,0.021284039067515713,0.021284039067515713,0.0,0.021284039067515713,0.021284039067515713
2022-12-31,2022-12-31,20260911,learned_order_offset,decoded,25,0.7190755809312915,0.7190755809312915,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_offset,market,4,0.1841360291412091,0.1841360291412091,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_offset,vol,1,0.1239404168915341,0.1239404168915341,0.0,,
2022-12-31,2022-12-31,20260911,learned_order_offset,order,1,0.007375763704041251,0.007375763704041251,0.0,,
2022-12-31,2022-12-31,20260912,learned_market,intercept,1,0.016246513394764128,0.016246513394764128,0.0,0.016246513394764128,0.016246513394764128
2022-12-31,2022-12-31,20260912,learned_market,decoded,25,0.9411066376747428,0.9411066376747428,0.0,,
2022-12-31,2022-12-31,20260912,learned_market,market,4,0.16383214091120307,0.16383214091120307,0.0,,
2022-12-31,2022-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260912,learned_vol_interaction,intercept,1,0.015404505526520248,0.015404505526520248,0.0,0.015404505526520248,0.015404505526520248
2022-12-31,2022-12-31,20260912,learned_vol_interaction,decoded,25,0.9463625387781801,0.9463625387781801,0.0,,
2022-12-31,2022-12-31,20260912,learned_vol_interaction,market,4,0.16114780917032615,0.16114780917032615,0.0,,
2022-12-31,2022-12-31,20260912,learned_vol_interaction,vol,1,0.07455678856321307,0.07455678856321307,0.0,,
2022-12-31,2022-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_extension,intercept,1,0.015251354319480952,0.015251354319480952,0.0,0.015251354319480952,0.015251354319480952
2022-12-31,2022-12-31,20260912,learned_order_extension,decoded,25,0.963921909366944,0.963921909366944,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_extension,market,4,0.16150590318813585,0.16150590318813585,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_extension,vol,1,0.08105235504259711,0.08105235504259711,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_extension,order,1,0.18114919659643464,0.18114919659643464,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_offset,intercept,1,0.015404505526520248,0.015404505526520248,0.0,0.015404505526520248,0.015404505526520248
2022-12-31,2022-12-31,20260912,learned_order_offset,decoded,25,0.9463625387781801,0.9463625387781801,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_offset,market,4,0.16114780917032615,0.16114780917032615,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_offset,vol,1,0.07455678856321307,0.07455678856321307,0.0,,
2022-12-31,2022-12-31,20260912,learned_order_offset,order,1,0.17821482342829434,0.17821482342829434,0.0,,
2023-03-31,2022-12-31,20260910,learned_market,intercept,1,0.017455476887825668,0.030052156979470373,0.012596680091644705,0.017455476887825668,0.030052156979470373
2023-03-31,2022-12-31,20260910,learned_market,decoded,25,0.6796203619001513,0.6228848621073192,0.38196826334846057,,
2023-03-31,2022-12-31,20260910,learned_market,market,4,0.13540090948997427,0.060753444981775984,0.0895832566257285,,
2023-03-31,2022-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260910,learned_vol_interaction,intercept,1,0.016727784937201177,0.03012026337688437,0.013392478439683192,0.016727784937201177,0.03012026337688437
2023-03-31,2022-12-31,20260910,learned_vol_interaction,decoded,25,0.6785058152241958,0.6229910059584546,0.3809469564214854,,
2023-03-31,2022-12-31,20260910,learned_vol_interaction,market,4,0.13455626884487562,0.06097683306279562,0.08962255562556275,,
2023-03-31,2022-12-31,20260910,learned_vol_interaction,vol,1,0.05667482959483088,0.00754869973709007,0.06422352933192095,,
2023-03-31,2022-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260910,learned_order_extension,intercept,1,0.01689079944076331,0.030404984993135833,0.013514185552372524,0.01689079944076331,0.030404984993135833
2023-03-31,2022-12-31,20260910,learned_order_extension,decoded,25,0.6765534274875616,0.6222501891044396,0.3826748303892165,,
2023-03-31,2022-12-31,20260910,learned_order_extension,market,4,0.13365836378566584,0.06071911851075396,0.08959886460139747,,
2023-03-31,2022-12-31,20260910,learned_order_extension,vol,1,0.055927837218371336,0.009064974848235227,0.06499281206660656,,
2023-03-31,2022-12-31,20260910,learned_order_extension,order,1,0.09561097431768802,0.14058632150854097,0.04497534719085296,,
2023-03-31,2022-12-31,20260910,learned_order_offset,intercept,1,0.016727784937201177,0.03012026337688437,0.013392478439683192,0.016727784937201177,0.03012026337688437
2023-03-31,2022-12-31,20260910,learned_order_offset,decoded,25,0.6785058152241958,0.6229910059584546,0.3809469564214854,,
2023-03-31,2022-12-31,20260910,learned_order_offset,market,4,0.13455626884487562,0.06097683306279562,0.08962255562556275,,
2023-03-31,2022-12-31,20260910,learned_order_offset,vol,1,0.05667482959483088,0.00754869973709007,0.06422352933192095,,
2023-03-31,2022-12-31,20260910,learned_order_offset,order,1,0.09540016392462405,0.14018678325154732,0.044786619326923266,,
2023-03-31,2022-12-31,20260911,learned_market,intercept,1,0.0189637417710927,0.03045822002171009,0.01149447825061739,0.0189637417710927,0.03045822002171009
2023-03-31,2022-12-31,20260911,learned_market,decoded,25,0.7215360808942533,0.6316886385711618,0.2249590857411774,,
2023-03-31,2022-12-31,20260911,learned_market,market,4,0.19021983854196747,0.15467555267471636,0.10305529410221223,,
2023-03-31,2022-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260911,learned_vol_interaction,intercept,1,0.021284039067515713,0.03395557557830178,0.01267153651078607,0.021284039067515713,0.03395557557830178
2023-03-31,2022-12-31,20260911,learned_vol_interaction,decoded,25,0.7190755809312915,0.6307669809074906,0.2251712685286702,,
2023-03-31,2022-12-31,20260911,learned_vol_interaction,market,4,0.1841360291412091,0.1547880661528917,0.10858219772038603,,
2023-03-31,2022-12-31,20260911,learned_vol_interaction,vol,1,0.1239404168915341,0.19664424118290036,0.07270382429136626,,
2023-03-31,2022-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260911,learned_order_extension,intercept,1,0.021228243227067276,0.03377019780392668,0.012541954576859402,0.021228243227067276,0.03377019780392668
2023-03-31,2022-12-31,20260911,learned_order_extension,decoded,25,0.7189861995171103,0.6306435059283119,0.225311551327753,,
2023-03-31,2022-12-31,20260911,learned_order_extension,market,4,0.18404765196399256,0.15495766347355888,0.10897004990107617,,
2023-03-31,2022-12-31,20260911,learned_order_extension,vol,1,0.1239074482642578,0.1963189375756603,0.0724114893114025,,
2023-03-31,2022-12-31,20260911,learned_order_extension,order,1,0.007390053619158102,0.025659916975514972,0.018269863356356872,,
2023-03-31,2022-12-31,20260911,learned_order_offset,intercept,1,0.021284039067515713,0.03395557557830178,0.01267153651078607,0.021284039067515713,0.03395557557830178
2023-03-31,2022-12-31,20260911,learned_order_offset,decoded,25,0.7190755809312915,0.6307669809074906,0.2251712685286702,,
2023-03-31,2022-12-31,20260911,learned_order_offset,market,4,0.1841360291412091,0.1547880661528917,0.10858219772038603,,
2023-03-31,2022-12-31,20260911,learned_order_offset,vol,1,0.1239404168915341,0.19664424118290036,0.07270382429136626,,
2023-03-31,2022-12-31,20260911,learned_order_offset,order,1,0.007375763704041251,0.02561229510366214,0.018236531399620892,,
2023-03-31,2022-12-31,20260912,learned_market,intercept,1,0.016246513394764128,0.02962190526537605,0.013375391870611923,0.016246513394764128,0.02962190526537605
2023-03-31,2022-12-31,20260912,learned_market,decoded,25,0.9411066376747428,0.8999536665176958,0.29207390944937206,,
2023-03-31,2022-12-31,20260912,learned_market,market,4,0.16383214091120307,0.1489254518028024,0.12438346894347334,,
2023-03-31,2022-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260912,learned_vol_interaction,intercept,1,0.015404505526520248,0.02925965253626563,0.013855147009745382,0.015404505526520248,0.02925965253626563
2023-03-31,2022-12-31,20260912,learned_vol_interaction,decoded,25,0.9463625387781801,0.9039029514338693,0.292745390096654,,
2023-03-31,2022-12-31,20260912,learned_vol_interaction,market,4,0.16114780917032615,0.14572262052520987,0.12475958553043712,,
2023-03-31,2022-12-31,20260912,learned_vol_interaction,vol,1,0.07455678856321307,0.07084632545139347,0.0037104631118196063,,
2023-03-31,2022-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-03-31,2022-12-31,20260912,learned_order_extension,intercept,1,0.015251354319480952,0.0284374467870474,0.013186092467566449,0.015251354319480952,0.0284374467870474
2023-03-31,2022-12-31,20260912,learned_order_extension,decoded,25,0.963921909366944,0.9308723163850677,0.2989754551829849,,
2023-03-31,2022-12-31,20260912,learned_order_extension,market,4,0.16150590318813585,0.14368405953134988,0.12521514768679054,,
2023-03-31,2022-12-31,20260912,learned_order_extension,vol,1,0.08105235504259711,0.08128267413598639,0.00023031909338927514,,
2023-03-31,2022-12-31,20260912,learned_order_extension,order,1,0.18114919659643464,0.2508836902142176,0.06973449361778294,,
2023-03-31,2022-12-31,20260912,learned_order_offset,intercept,1,0.015404505526520248,0.02925965253626563,0.013855147009745382,0.015404505526520248,0.02925965253626563
2023-03-31,2022-12-31,20260912,learned_order_offset,decoded,25,0.9463625387781801,0.9039029514338693,0.292745390096654,,
2023-03-31,2022-12-31,20260912,learned_order_offset,market,4,0.16114780917032615,0.14572262052520987,0.12475958553043712,,
2023-03-31,2022-12-31,20260912,learned_order_offset,vol,1,0.07455678856321307,0.07084632545139347,0.0037104631118196063,,
2023-03-31,2022-12-31,20260912,learned_order_offset,order,1,0.17821482342829434,0.24514539011056377,0.06693056668226943,,
2023-06-30,2022-12-31,20260910,learned_market,intercept,1,0.017455476887825668,0.059291755210886476,0.041836278323060805,0.017455476887825668,0.059291755210886476
2023-06-30,2022-12-31,20260910,learned_market,decoded,25,0.6796203619001513,0.7363481617722725,0.498860473125449,,
2023-06-30,2022-12-31,20260910,learned_market,market,4,0.13540090948997427,0.1399689057188599,0.20038497952194137,,
2023-06-30,2022-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260910,learned_vol_interaction,intercept,1,0.016727784937201177,0.059290931161421874,0.042563146224220694,0.016727784937201177,0.059290931161421874
2023-06-30,2022-12-31,20260910,learned_vol_interaction,decoded,25,0.6785058152241958,0.7363671497476375,0.49856509695603707,,
2023-06-30,2022-12-31,20260910,learned_vol_interaction,market,4,0.13455626884487562,0.13993483601439902,0.2005329696670515,,
2023-06-30,2022-12-31,20260910,learned_vol_interaction,vol,1,0.05667482959483088,0.0013132643919271472,0.05536156520290374,,
2023-06-30,2022-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260910,learned_order_extension,intercept,1,0.01689079944076331,0.05904515349587882,0.042154354055115514,0.01689079944076331,0.05904515349587882
2023-06-30,2022-12-31,20260910,learned_order_extension,decoded,25,0.6765534274875616,0.7373053598933557,0.49947625912127297,,
2023-06-30,2022-12-31,20260910,learned_order_extension,market,4,0.13365836378566584,0.14136471386548566,0.20083912444643096,,
2023-06-30,2022-12-31,20260910,learned_order_extension,vol,1,0.055927837218371336,0.0005012978965472987,0.05542653932182404,,
2023-06-30,2022-12-31,20260910,learned_order_extension,order,1,0.09561097431768802,0.12791573168145207,0.03230475736376405,,
2023-06-30,2022-12-31,20260910,learned_order_offset,intercept,1,0.016727784937201177,0.059290931161421874,0.042563146224220694,0.016727784937201177,0.059290931161421874
2023-06-30,2022-12-31,20260910,learned_order_offset,decoded,25,0.6785058152241958,0.7363671497476375,0.49856509695603707,,
2023-06-30,2022-12-31,20260910,learned_order_offset,market,4,0.13455626884487562,0.13993483601439902,0.2005329696670515,,
2023-06-30,2022-12-31,20260910,learned_order_offset,vol,1,0.05667482959483088,0.0013132643919271472,0.05536156520290374,,
2023-06-30,2022-12-31,20260910,learned_order_offset,order,1,0.09540016392462405,0.1276098925292497,0.03220972860462565,,
2023-06-30,2022-12-31,20260911,learned_market,intercept,1,0.0189637417710927,0.05821226472805838,0.03924852295696568,0.0189637417710927,0.05821226472805838
2023-06-30,2022-12-31,20260911,learned_market,decoded,25,0.7215360808942533,0.6601933210751024,0.2707194026435281,,
2023-06-30,2022-12-31,20260911,learned_market,market,4,0.19021983854196747,0.1478953273425559,0.18556112352876009,,
2023-06-30,2022-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260911,learned_vol_interaction,intercept,1,0.021284039067515713,0.060546834475562764,0.03926279540804705,0.021284039067515713,0.060546834475562764
2023-06-30,2022-12-31,20260911,learned_vol_interaction,decoded,25,0.7190755809312915,0.6608677790830285,0.2728662515972163,,
2023-06-30,2022-12-31,20260911,learned_vol_interaction,market,4,0.1841360291412091,0.1579181223876935,0.1857715649614068,,
2023-06-30,2022-12-31,20260911,learned_vol_interaction,vol,1,0.1239404168915341,0.17562330808017113,0.05168289118863703,,
2023-06-30,2022-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260911,learned_order_extension,intercept,1,0.021228243227067276,0.06028660780581036,0.039058364578743086,0.021228243227067276,0.06028660780581036
2023-06-30,2022-12-31,20260911,learned_order_extension,decoded,25,0.7189861995171103,0.6604647672691122,0.2726973039869686,,
2023-06-30,2022-12-31,20260911,learned_order_extension,market,4,0.18404765196399256,0.1590588342037222,0.18672331565991843,,
2023-06-30,2022-12-31,20260911,learned_order_extension,vol,1,0.1239074482642578,0.17494073412252398,0.05103328585826618,,
2023-06-30,2022-12-31,20260911,learned_order_extension,order,1,0.007390053619158102,0.03653477804461544,0.02914472442545734,,
2023-06-30,2022-12-31,20260911,learned_order_offset,intercept,1,0.021284039067515713,0.060546834475562764,0.03926279540804705,0.021284039067515713,0.060546834475562764
2023-06-30,2022-12-31,20260911,learned_order_offset,decoded,25,0.7190755809312915,0.6608677790830285,0.2728662515972163,,
2023-06-30,2022-12-31,20260911,learned_order_offset,market,4,0.1841360291412091,0.1579181223876935,0.1857715649614068,,
2023-06-30,2022-12-31,20260911,learned_order_offset,vol,1,0.1239404168915341,0.17562330808017113,0.05168289118863703,,
2023-06-30,2022-12-31,20260911,learned_order_offset,order,1,0.007375763704041251,0.03647819102402722,0.02910242731998597,,
2023-06-30,2022-12-31,20260912,learned_market,intercept,1,0.016246513394764128,0.061279386132538353,0.045032872737774225,0.016246513394764128,0.061279386132538353
2023-06-30,2022-12-31,20260912,learned_market,decoded,25,0.9411066376747428,0.8800919315611062,0.3766136398860617,,
2023-06-30,2022-12-31,20260912,learned_market,market,4,0.16383214091120307,0.227107659136225,0.22762806531359225,,
2023-06-30,2022-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260912,learned_vol_interaction,intercept,1,0.015404505526520248,0.061358621972958105,0.045954116446437855,0.015404505526520248,0.061358621972958105
2023-06-30,2022-12-31,20260912,learned_vol_interaction,decoded,25,0.9463625387781801,0.8822807540415739,0.37736817073793844,,
2023-06-30,2022-12-31,20260912,learned_vol_interaction,market,4,0.16114780917032615,0.22536463098915008,0.22952631308492505,,
2023-06-30,2022-12-31,20260912,learned_vol_interaction,vol,1,0.07455678856321307,0.040700798709157736,0.033855989854055336,,
2023-06-30,2022-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-06-30,2022-12-31,20260912,learned_order_extension,intercept,1,0.015251354319480952,0.062007450133334086,0.046756095813853135,0.015251354319480952,0.062007450133334086
2023-06-30,2022-12-31,20260912,learned_order_extension,decoded,25,0.963921909366944,0.9060271577205499,0.3807662917426288,,
2023-06-30,2022-12-31,20260912,learned_order_extension,market,4,0.16150590318813585,0.22381007830248434,0.23156945479064434,,
2023-06-30,2022-12-31,20260912,learned_order_extension,vol,1,0.08105235504259711,0.0503319688515948,0.030720386191002313,,
2023-06-30,2022-12-31,20260912,learned_order_extension,order,1,0.18114919659643464,0.2676053676030935,0.08645617100665887,,
2023-06-30,2022-12-31,20260912,learned_order_offset,intercept,1,0.015404505526520248,0.061358621972958105,0.045954116446437855,0.015404505526520248,0.061358621972958105
2023-06-30,2022-12-31,20260912,learned_order_offset,decoded,25,0.9463625387781801,0.8822807540415739,0.37736817073793844,,
2023-06-30,2022-12-31,20260912,learned_order_offset,market,4,0.16114780917032615,0.22536463098915008,0.22952631308492505,,
2023-06-30,2022-12-31,20260912,learned_order_offset,vol,1,0.07455678856321307,0.040700798709157736,0.033855989854055336,,
2023-06-30,2022-12-31,20260912,learned_order_offset,order,1,0.17821482342829434,0.26285380499565303,0.08463898156735869,,
2023-09-30,2022-12-31,20260910,learned_market,intercept,1,0.017455476887825668,0.035485066464279284,0.018029589576453616,0.017455476887825668,0.035485066464279284
2023-09-30,2022-12-31,20260910,learned_market,decoded,25,0.6796203619001513,0.7690255877943208,0.55384519159744,,
2023-09-30,2022-12-31,20260910,learned_market,market,4,0.13540090948997427,0.13523511570834834,0.1952169520011805,,
2023-09-30,2022-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2023-09-30,2022-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2023-09-30,2022-12-31,20260910,learned_vol_interaction,intercept,1,0.016727784937201177,0.03544806096990051,0.018720276032699334,0.016727784937201177,0.03544806096990051
2023-09-30,2022-12-31,20260910,learned_vol_interaction,decoded,25,0.6785058152241958,0.7691341028509319,0.5543080356212997,,
2023-09-30,2022-12-31,20260910,learned_vol_interaction,market,4,0.13455626884487562,0.13503166279879691,0.19557803848690056,,
2023-09-30,2022-12-31,20260910,learned_vol_interaction,vol,1,0.05667482959483088,0.012931211147467345,0.04374361844736353,,
2023-09-30,2022-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-09-30,2022-12-31,20260910,learned_order_extension,intercept,1,0.01689079944076331,0.03457742880441379,0.017686629363650484,0.01689079944076331,0.03457742880441379
2023-09-30,2022-12-31,20260910,learned_order_extension,decoded,25,0.6765534274875616,0.7739837505275636,0.5591530126552905,,
2023-09-30,2022-12-31,20260910,learned_order_extension,market,4,0.13365836378566584,0.13620664482522385,0.19509104525618168,,
2023-09-30,2022-12-31,20260910,learned_order_extension,vol,1,0.055927837218371336,0.013233612015320471,0.04269422520305086,,
2023-09-30,2022-12-31,20260910,learned_order_extension,order,1,0.09561097431768802,0.13863497796824428,0.04302400365055627,,
2023-09-30,2022-12-31,20260910,learned_order_offset,intercept,1,0.016727784937201177,0.03544806096990051,0.018720276032699334,0.016727784937201177,0.03544806096990051
2023-09-30,2022-12-31,20260910,learned_order_offset,decoded,25,0.6785058152241958,0.7691341028509319,0.5543080356212997,,
2023-09-30,2022-12-31,20260910,learned_order_offset,market,4,0.13455626884487562,0.13503166279879691,0.19557803848690056,,
2023-09-30,2022-12-31,20260910,learned_order_offset,vol,1,0.05667482959483088,0.012931211147467345,0.04374361844736353,,
2023-09-30,2022-12-31,20260910,learned_order_offset,order,1,0.09540016392462405,0.13829190411913492,0.04289174019451086,,
2023-09-30,2022-12-31,20260911,learned_market,intercept,1,0.0189637417710927,0.03685381837824423,0.01789007660715153,0.0189637417710927,0.03685381837824423
2023-09-30,2022-12-31,20260911,learned_market,decoded,25,0.7215360808942533,0.6957105630509361,0.2661106297641508,,
2023-09-30,2022-12-31,20260911,learned_market,market,4,0.19021983854196747,0.1353854318726058,0.2137680518361606,,
2023-09-30,2022-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2023-09-30,2022-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2023-09-30,2022-12-31,20260911,learned_vol_interaction,intercept,1,0.021284039067515713,0.03845242377216713,0.017168384704651415,0.021284039067515713,0.03845242377216713
2023-09-30,2022-12-31,20260911,learned_vol_interaction,decoded,25,0.7190755809312915,0.6960519952607841,0.2684389688540273,,
2023-09-30,2022-12-31,20260911,learned_vol_interaction,market,4,0.1841360291412091,0.14466307916914337,0.20944735040853202,,
2023-09-30,2022-12-31,20260911,learned_vol_interaction,vol,1,0.1239404168915341,0.1527484542222356,0.028808037330701503,,
2023-09-30,2022-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2023-09-30,2022-12-31,20260911,learned_order_extension,intercept,1,0.021228243227067276,0.03818773928072988,0.016959496053662607,0.021228243227067276,0.03818773928072988
2023-09-30,2022-12-31,20260911,learned_order_extension,decoded,25,0.7189861995171103,0.6957989725329443,0.26821516648697846,,
2023-09-30,2022-12-31,20260911,learned_order_extension,market,4,0.18404765196399256,0.14548665453258,0.20974714694310304,,
2023-09-30,2022-12-31,20260911,learned_order_extension,vol,1,0.1239074482642578,0.15194264094108612,0.028035192676828316,,
2023-09-30,2022-12-31,20260911,learned_order_extension,order,1,0.007390053619158102,0.03964551142114424,0.03225545780198614,,
2023-09-30,2022-12-31,20260911,learned_order_offset,intercept,1,0.021284039067515713,0.03845242377216713,0.017168384704651415,0.021284039067515713,0.03845242377216713
2023-09-30,2022-12-31,20260911,learned_order_offset,decoded,25,0.7190755809312915,0.6960519952607841,0.2684389688540273,,
2023-09-30,2022-12-31,20260911,learned_order_offset,market,4,0.1841360291412091,0.14466307916914337,0.20944735040853202,,
2023-09-30,2022-12-31,20260911,learned_order_offset,vol,1,0.1239404168915341,0.1527484542222356,0.028808037330701503,,
2023-09-30,2022-12-31,20260911,learned_order_offset,order,1,0.007375763704041251,0.03959991748667084,0.03222415378262959,,
