cutoff,year,method,seed,source,target,source_n,target_n,status,overall_delta,composition,within_state
2023-06-30,2023,learned_order_extension,20260911,daily,friday,118,24,defined,0.00531812401268672,0.002138485366368223,0.0031796386463185
2023-06-30,2023,learned_order_extension,20260911,friday,future,24,12,target_state_absent_in_source,-0.22491355562018253,,
2023-06-30,2023,learned_order_extension,20260911,daily,future,118,12,target_state_absent_in_source,-0.2195954316074958,,
2023-06-30,2023,learned_order_extension,20260912,daily,friday,118,24,defined,0.0038598341997257285,0.001779955781620568,0.002079878418105137
2023-06-30,2023,learned_order_extension,20260912,friday,future,24,12,target_state_absent_in_source,-0.22728795663658152,,
2023-06-30,2023,learned_order_extension,20260912,daily,future,118,12,target_state_absent_in_source,-0.2234281224368558,,
2023-06-30,2023,learned_order_extension,-1,daily,friday,118,24,defined,0.008299596927116681,0.0020425815941492393,0.006257015332967431
2023-06-30,2023,learned_order_extension,-1,friday,future,24,12,target_state_absent_in_source,-0.23028947526090943,,
2023-06-30,2023,learned_order_extension,-1,daily,future,118,12,target_state_absent_in_source,-0.22198987833379275,,
2023-06-30,2023,learned_order_offset,20260910,daily,friday,118,24,defined,0.015678780594920186,0.0022237238244132117,0.013455056770506967
2023-06-30,2023,learned_order_offset,20260910,friday,future,24,12,target_state_absent_in_source,-0.23867117993400755,,
2023-06-30,2023,learned_order_offset,20260910,daily,future,118,12,target_state_absent_in_source,-0.22299239933908738,,
2023-06-30,2023,learned_order_offset,20260911,daily,friday,118,24,defined,0.005319314209958098,0.002137422773963657,0.003181891435994441
2023-06-30,2023,learned_order_offset,20260911,friday,future,24,12,target_state_absent_in_source,-0.2248736666070114,,
2023-06-30,2023,learned_order_offset,20260911,daily,future,118,12,target_state_absent_in_source,-0.21955435239705332,,
2023-06-30,2023,learned_order_offset,20260912,daily,friday,118,24,defined,0.003991173152979505,0.0018128333605743271,0.002178339792405157
2023-06-30,2023,learned_order_offset,20260912,friday,future,24,12,target_state_absent_in_source,-0.22705376225650453,,
2023-06-30,2023,learned_order_offset,20260912,daily,future,118,12,target_state_absent_in_source,-0.22306258910352506,,
2023-06-30,2023,learned_order_offset,-1,daily,friday,118,24,defined,0.00832975598595262,0.0020579933196503983,0.00627176266630221
2023-06-30,2023,learned_order_offset,-1,friday,future,24,12,target_state_absent_in_source,-0.23019953626584116,,
2023-06-30,2023,learned_order_offset,-1,daily,future,118,12,target_state_absent_in_source,-0.22186978027988852,,
2023-09-30,2023,learned_market,20260910,daily,friday,182,37,defined,-0.020124059412402334,0.0055149630552428705,-0.025639022467645205
2023-09-30,2023,learned_market,20260910,friday,future,37,12,defined,-0.18912174789130104,-0.06832935382133509,-0.12079239406996595
2023-09-30,2023,learned_market,20260910,daily,future,182,12,defined,-0.20924580730370337,-0.050801952418386594,-0.1584438548853168
2023-09-30,2023,learned_market,20260911,daily,friday,182,37,defined,-0.038226472619447574,0.006974238797557145,-0.04520071141700471
2023-09-30,2023,learned_market,20260911,friday,future,37,12,defined,-0.10913701231154456,-0.07019963465479623,-0.03893737765674833
2023-09-30,2023,learned_market,20260911,daily,future,182,12,defined,-0.14736348493099213,-0.04205661067653127,-0.10530687425446086
2023-09-30,2023,learned_market,20260912,daily,friday,182,37,defined,-0.029911854336513784,0.010298325449267964,-0.040210179785781744
2023-09-30,2023,learned_market,20260912,friday,future,37,12,defined,-0.07043058664386806,-0.08237593672851917,0.011945350084651113
2023-09-30,2023,learned_market,20260912,daily,future,182,12,defined,-0.10034244098038184,-0.05312901286164846,-0.047213428118733386
2023-09-30,2023,learned_market,-1,daily,friday,182,37,defined,-0.02942079545612124,0.00759584243402266,-0.0370166378901439
2023-09-30,2023,learned_market,-1,friday,future,37,12,defined,-0.12289644894890456,-0.07363497506821683,-0.04926147388068773
2023-09-30,2023,learned_market,-1,daily,future,182,12,defined,-0.1523172444050258,-0.048662525318855454,-0.10365471908617035
2023-09-30,2023,learned_vol_interaction,20260910,daily,friday,182,37,defined,-0.02001163123527244,0.005504010069465996,-0.025515641304738435
2023-09-30,2023,learned_vol_interaction,20260910,friday,future,37,12,defined,-0.1978469835309993,-0.06931486232877075,-0.12853212120222857
2023-09-30,2023,learned_vol_interaction,20260910,daily,future,182,12,defined,-0.21785861476627175,-0.0510785031676639,-0.16678011159860784
2023-09-30,2023,learned_vol_interaction,20260911,daily,friday,182,37,defined,-0.03697664557065095,0.00796068678981862,-0.044937332360469574
2023-09-30,2023,learned_vol_interaction,20260911,friday,future,37,12,defined,-0.1292360667505947,-0.07420878324339651,-0.05502728350719818
2023-09-30,2023,learned_vol_interaction,20260911,daily,future,182,12,defined,-0.16621271232124565,-0.04739765334307938,-0.11881505897816627
2023-09-30,2023,learned_vol_interaction,20260912,daily,friday,182,37,defined,-0.03039975078896332,0.009973946055668807,-0.04037369684463213
2023-09-30,2023,learned_vol_interaction,20260912,friday,future,37,12,defined,-0.06435795349989887,-0.08186162729613045,0.017503673796231578
2023-09-30,2023,learned_vol_interaction,20260912,daily,future,182,12,defined,-0.0947577042888622,-0.05199912137579531,-0.04275858291306688
2023-09-30,2023,learned_vol_interaction,-1,daily,friday,182,37,defined,-0.02912934253162892,0.007812880971651143,-0.03694222350328007
2023-09-30,2023,learned_vol_interaction,-1,friday,future,37,12,defined,-0.13048033459383096,-0.07512842428943256,-0.05535191030439841
2023-09-30,2023,learned_vol_interaction,-1,daily,future,182,12,defined,-0.1596096771254599,-0.05015842596217954,-0.10945125116328035
2023-09-30,2023,learned_order_extension,20260910,daily,friday,182,37,defined,-0.02091391784548287,0.006803604497352901,-0.027717522342835765
2023-09-30,2023,learned_order_extension,20260910,friday,future,37,12,defined,-0.1909776901844895,-0.07370663708124224,-0.11727105310324727
2023-09-30,2023,learned_order_extension,20260910,daily,future,182,12,defined,-0.2118916080299724,-0.05489299654904111,-0.15699861148093128
2023-09-30,2023,learned_order_extension,20260911,daily,friday,182,37,defined,-0.0369590126406371,0.007973696347231772,-0.04493270898786887
2023-09-30,2023,learned_order_extension,20260911,friday,future,37,12,defined,-0.12911360815318512,-0.0742286331760478,-0.05488497497713732
2023-09-30,2023,learned_order_extension,20260911,daily,future,182,12,defined,-0.16607262079382223,-0.04751647879583719,-0.11855614199798503
2023-09-30,2023,learned_order_extension,20260912,daily,friday,182,37,defined,-0.02875062184688716,0.00965499299406921,-0.03840561484095637
2023-09-30,2023,learned_order_extension,20260912,friday,future,37,12,defined,-0.08124160637946916,-0.07769071682938834,-0.0035508895500808157
2023-09-30,2023,learned_order_extension,20260912,daily,future,182,12,defined,-0.10999222822635632,-0.05212641573434601,-0.0578658124920103
2023-09-30,2023,learned_order_extension,-1,daily,friday,182,37,defined,-0.028874517444335723,0.008144097946217961,-0.037018615390553684
2023-09-30,2023,learned_order_extension,-1,friday,future,37,12,defined,-0.1337776349057146,-0.07520866236222615,-0.058568972543488446
2023-09-30,2023,learned_order_extension,-1,daily,future,182,12,defined,-0.16265215235005032,-0.05151196369307477,-0.11114018865697556
2023-09-30,2023,learned_order_offset,20260910,daily,friday,182,37,defined,-0.02095725038403103,0.0068689945671507584,-0.027826244951181786
2023-09-30,2023,learned_order_offset,20260910,friday,future,37,12,defined,-0.19104561596031838,-0.07414266431077253,-0.11690295164954587
2023-09-30,2023,learned_order_offset,20260910,daily,future,182,12,defined,-0.21200286634434942,-0.05518821503364928,-0.15681465131070016
2023-09-30,2023,learned_order_offset,20260911,daily,friday,182,37,defined,-0.036953051390931746,0.007970052140787902,-0.044923103531719646
2023-09-30,2023,learned_order_offset,20260911,friday,future,37,12,defined,-0.12907511422886878,-0.0742023049942791,-0.054872809234589676
2023-09-30,2023,learned_order_offset,20260911,daily,future,182,12,defined,-0.16602816561980052,-0.04748885803441111,-0.11853930758538941
2023-09-30,2023,learned_order_offset,20260912,daily,friday,182,37,defined,-0.028792009602259885,0.009751084296405968,-0.03854309389866585
2023-09-30,2023,learned_order_offset,20260912,friday,future,37,12,defined,-0.08396622992022143,-0.07762363389308587,-0.006342596027135564
2023-09-30,2023,learned_order_offset,20260912,daily,future,182,12,defined,-0.11275823952248132,-0.05265056684115544,-0.06010767268132588
2023-09-30,2023,learned_order_offset,-1,daily,friday,182,37,defined,-0.02890077045907422,0.008196710334781542,-0.03709748079385577
2023-09-30,2023,learned_order_offset,-1,friday,future,37,12,defined,-0.13469565336980285,-0.07532286773271252,-0.059372785637090336
2023-09-30,2023,learned_order_offset,-1,daily,future,182,12,defined,-0.16359642382887707,-0.051775879969738606,-0.11182054385913848
2023-12-31,2024,learned_market,20260910,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_market,20260910,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,20260910,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,20260911,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_market,20260911,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,20260911,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,20260912,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_market,20260912,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,20260912,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,-1,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_market,-1,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_market,-1,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260910,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260910,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260910,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260911,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260911,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260911,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260912,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260912,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,20260912,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,-1,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_vol_interaction,-1,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_vol_interaction,-1,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,20260910,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_extension,20260910,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,20260910,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,20260911,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_extension,20260911,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,20260911,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,20260912,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_extension,20260912,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,20260912,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,-1,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_extension,-1,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_extension,-1,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,20260910,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_offset,20260910,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,20260910,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,20260911,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_offset,20260911,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,20260911,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,20260912,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_offset,20260912,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,20260912,daily,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,-1,daily,friday,0,0,empty_source,,,
2023-12-31,2024,learned_order_offset,-1,friday,future,0,11,empty_source,,,
2023-12-31,2024,learned_order_offset,-1,daily,future,0,11,empty_source,,,
2024-03-31,2024,learned_market,20260910,daily,friday,58,11,defined,-0.015491653785730256,-0.018278811561239953,0.0027871577755096966
2024-03-31,2024,learned_market,20260910,friday,future,11,11,defined,-0.10148193154085228,-0.467433187078256,0.3659512555374037
2024-03-31,2024,learned_market,20260910,daily,future,58,11,defined,-0.11697358532658253,-0.26503644633446605,0.14806286100788352
2024-03-31,2024,learned_market,20260911,daily,friday,58,11,defined,-0.010867624907982033,-0.026918728578366344,0.016051103670384308
2024-03-31,2024,learned_market,20260911,friday,future,11,11,defined,-0.11470515598205626,-0.4076333937248182,0.292928237742762
2024-03-31,2024,learned_market,20260911,daily,future,58,11,defined,-0.1255727808900383,-0.3205646980692815,0.1949919171792432
2024-03-31,2024,learned_market,20260912,daily,friday,58,11,defined,0.005435269605665427,-0.02244450034162656,0.027879769947291983
2024-03-31,2024,learned_market,20260912,friday,future,11,11,defined,-0.09133694481952512,-0.4139481359311925,0.3226111911116675
2024-03-31,2024,learned_market,20260912,daily,future,58,11,defined,-0.08590167521385969,-0.2721125789450418,0.18621090373118218
2024-03-31,2024,learned_market,-1,daily,friday,58,11,defined,-0.006974669696015649,-0.022547346827077614,0.015572677131061974
2024-03-31,2024,learned_market,-1,friday,future,11,11,defined,-0.10250801078081123,-0.4296715722447556,0.32716356146394443
2024-03-31,2024,learned_market,-1,daily,future,58,11,defined,-0.10948268047682688,-0.2859045744495965,0.17642189397276958
2024-03-31,2024,learned_vol_interaction,20260910,daily,friday,58,11,defined,-0.01903713070635388,-0.019736785532921786,0.0006996548265679088
2024-03-31,2024,learned_vol_interaction,20260910,friday,future,11,11,defined,-0.10266854476916931,-0.48045652437612835,0.3777879796069591
2024-03-31,2024,learned_vol_interaction,20260910,daily,future,58,11,defined,-0.12170567547552319,-0.2783464252621753,0.15664074978665213
2024-03-31,2024,learned_vol_interaction,20260911,daily,friday,58,11,defined,-0.010818556941231265,-0.02696804477751534,0.01614948783628408
2024-03-31,2024,learned_vol_interaction,20260911,friday,future,11,11,defined,-0.11503730241188265,-0.4073719994637113,0.2923346970518287
2024-03-31,2024,learned_vol_interaction,20260911,daily,future,58,11,defined,-0.1258558593531139,-0.3209820142334197,0.19512615488030582
2024-03-31,2024,learned_vol_interaction,20260912,daily,friday,58,11,defined,0.006359322856890975,-0.021996980758167906,0.028356303615058885
2024-03-31,2024,learned_vol_interaction,20260912,friday,future,11,11,defined,-0.09850834689724841,-0.42073744725363016,0.32222910035638175
2024-03-31,2024,learned_vol_interaction,20260912,daily,future,58,11,defined,-0.09214902404035744,-0.28274846347979676,0.19059943943943936
2024-03-31,2024,learned_vol_interaction,-1,daily,friday,58,11,defined,-0.007832121596898063,-0.022900603689535018,0.015068482092636958
2024-03-31,2024,learned_vol_interaction,-1,friday,future,11,11,defined,-0.10540473135943343,-0.4361886570311566,0.3307839256717232
2024-03-31,2024,learned_vol_interaction,-1,daily,future,58,11,defined,-0.11323685295633149,-0.29402563432513057,0.18078878136879917
2024-03-31,2024,learned_order_extension,20260910,daily,friday,58,11,defined,-0.016691198791414712,-0.020694651521706263,0.004003452730291544
2024-03-31,2024,learned_order_extension,20260910,friday,future,11,11,defined,-0.1310457118207646,-0.4484785073179902,0.3174327954972257
2024-03-31,2024,learned_order_extension,20260910,daily,future,58,11,defined,-0.1477369106121793,-0.2570200633287016,0.10928315271652228
2024-03-31,2024,learned_order_extension,20260911,daily,friday,58,11,defined,-0.0131272173782718,-0.026128399368180052,0.013001181989908267
2024-03-31,2024,learned_order_extension,20260911,friday,future,11,11,defined,-0.10581384178931519,-0.3823301161754496,0.27651627438613446
2024-03-31,2024,learned_order_extension,20260911,daily,future,58,11,defined,-0.11894105916758699,-0.2756921406576885,0.15675108149010153
2024-03-31,2024,learned_order_extension,20260912,daily,friday,58,11,defined,-0.002625565705433777,-0.028987982893804026,0.026362417188370242
2024-03-31,2024,learned_order_extension,20260912,friday,future,11,11,defined,-0.12860804995015634,-0.3965600050399666,0.2679519550898103
2024-03-31,2024,learned_order_extension,20260912,daily,future,58,11,defined,-0.1312336156555901,-0.2500038411345495,0.11877022547895934
2024-03-31,2024,learned_order_extension,-1,daily,friday,58,11,defined,-0.010814660625040072,-0.025270344594563454,0.014455683969523365
2024-03-31,2024,learned_order_extension,-1,friday,future,11,11,defined,-0.12182253452007874,-0.4091228761778021,0.28730034165772345
2024-03-31,2024,learned_order_extension,-1,daily,future,58,11,defined,-0.13263719514511882,-0.2609053483736465,0.12826815322852764
2024-03-31,2024,learned_order_offset,20260910,daily,friday,58,11,defined,-0.016645948903082998,-0.020776374378406945,0.004130425475323957
2024-03-31,2024,learned_order_offset,20260910,friday,future,11,11,defined,-0.13154799031236009,-0.4477002608856849,0.3161522705733248
2024-03-31,2024,learned_order_offset,20260910,daily,future,58,11,defined,-0.1481939392154431,-0.25651003722858096,0.10831609801313787
2024-03-31,2024,learned_order_offset,20260911,daily,friday,58,11,defined,-0.013136154605108627,-0.026163055389505047,0.013026900784396427
2024-03-31,2024,learned_order_offset,20260911,friday,future,11,11,defined,-0.10571881224825365,-0.3809277331842704,0.27520892093601673
2024-03-31,2024,learned_order_offset,20260911,daily,future,58,11,defined,-0.11885496685336228,-0.27383563757271256,0.1549806707193503
2024-03-31,2024,learned_order_offset,20260912,daily,friday,58,11,defined,-0.0030150261356395036,-0.02924947288534162,0.02623444674970214
2024-03-31,2024,learned_order_offset,20260912,friday,future,11,11,defined,-0.1290101851798389,-0.3945293651783493,0.2655191799985105
2024-03-31,2024,learned_order_offset,20260912,daily,future,58,11,defined,-0.1320252113154784,-0.2478412306865586,0.11581601937108026
2024-03-31,2024,learned_order_offset,-1,daily,friday,58,11,defined,-0.010932376547943705,-0.025396300884417865,0.01446392433647416
2024-03-31,2024,learned_order_offset,-1,friday,future,11,11,defined,-0.12209232924681754,-0.4077191197494349,0.2856267905026174
2024-03-31,2024,learned_order_offset,-1,daily,future,58,11,defined,-0.13302470579476125,-0.2593956351626174,0.1263709293678562
2024-06-30,2024,learned_market,20260910,daily,friday,117,22,defined,0.015590591919284427,-0.015732395763929603,0.03132298768321404
2024-06-30,2024,learned_market,20260910,friday,future,22,13,defined,0.03403419211041189,-0.10125151516689015,0.13528570727730202
2024-06-30,2024,learned_market,20260910,daily,future,117,13,defined,0.04962478402969632,-0.17365283699374728,0.2232776210234436
2024-06-30,2024,learned_market,20260911,daily,friday,117,22,defined,0.016624187389044306,-0.016523285281798254,0.03314747267084256
2024-06-30,2024,learned_market,20260911,friday,future,22,13,defined,0.04691846269369887,-0.12614919139574543,0.17306765408944433
2024-06-30,2024,learned_market,20260911,daily,future,117,13,defined,0.06354265008274318,-0.15786759770863226,0.2214102477913754
2024-06-30,2024,learned_market,20260912,daily,friday,117,22,defined,0.03835026512207043,-0.014635087586144128,0.052985352708214556
2024-06-30,2024,learned_market,20260912,friday,future,22,13,defined,-0.040067520053777034,-0.0926277934053731,0.05256027335159606
2024-06-30,2024,learned_market,20260912,daily,future,117,13,defined,-0.0017172549317066043,-0.13329309376967932,0.1315758388379727
2024-06-30,2024,learned_market,-1,daily,friday,117,22,defined,0.023521681476799724,-0.015630256210623993,0.03915193768742373
2024-06-30,2024,learned_market,-1,friday,future,22,13,defined,0.013628378250111258,-0.10667616665600288,0.12030454490611417
2024-06-30,2024,learned_market,-1,daily,future,117,13,defined,0.03715005972691098,-0.15493784282401965,0.1920879025509306
2024-06-30,2024,learned_vol_interaction,20260910,daily,friday,117,22,defined,0.013909359974646165,-0.017129951185735848,0.03103931116038202
2024-06-30,2024,learned_vol_interaction,20260910,friday,future,22,13,defined,0.040773700381017276,-0.11128155808133734,0.15205525846235463
2024-06-30,2024,learned_vol_interaction,20260910,daily,future,117,13,defined,0.05468306035566344,-0.19032450752596816,0.24500756788163158
2024-06-30,2024,learned_vol_interaction,20260911,daily,friday,117,22,defined,0.016666505830097253,-0.016549103541287746,0.033215609371385006
2024-06-30,2024,learned_vol_interaction,20260911,friday,future,22,13,defined,0.046878647952721425,-0.1265300000122311,0.17340864796495253
2024-06-30,2024,learned_vol_interaction,20260911,daily,future,117,13,defined,0.06354515378281868,-0.15816481968046514,0.22170997346328378
2024-06-30,2024,learned_vol_interaction,20260912,daily,friday,117,22,defined,0.03989194989799,-0.014796572463274597,0.05468852236126459
2024-06-30,2024,learned_vol_interaction,20260912,friday,future,22,13,defined,-0.038739668347980545,-0.08892846797023786,0.05018879962225731
2024-06-30,2024,learned_vol_interaction,20260912,daily,future,117,13,defined,0.0011522815500094536,-0.1289625521127242,0.13011483366273363
2024-06-30,2024,learned_vol_interaction,-1,daily,friday,117,22,defined,0.023489271900911116,-0.016158542396766066,0.03964781429767719
2024-06-30,2024,learned_vol_interaction,-1,friday,future,22,13,defined,0.016304226661919365,-0.10891334202126875,0.1252175686831881
2024-06-30,2024,learned_vol_interaction,-1,daily,future,117,13,defined,0.03979349856283048,-0.15915062643971914,0.19894412500254957
2024-06-30,2024,learned_order_extension,20260910,daily,friday,117,22,defined,0.016757022855549975,-0.016462901114374706,0.033219923969924695
2024-06-30,2024,learned_order_extension,20260910,friday,future,22,13,defined,0.0178318079495782,-0.11491474632857095,0.13274655427814913
2024-06-30,2024,learned_order_extension,20260910,daily,future,117,13,defined,0.03458883080512817,-0.19247000405460643,0.22705883485973463
2024-06-30,2024,learned_order_extension,20260911,daily,friday,117,22,defined,0.01706123374811972,-0.014924908099767355,0.03198614184788708
2024-06-30,2024,learned_order_extension,20260911,friday,future,22,13,defined,0.008972435454812917,-0.14378464970378643,0.15275708515859932
2024-06-30,2024,learned_order_extension,20260911,daily,future,117,13,defined,0.02603366920293264,-0.17538004676633398,0.20141371596926663
2024-06-30,2024,learned_order_extension,20260912,daily,friday,117,22,defined,0.030235576609312243,-0.015261350810401954,0.0454969274197142
2024-06-30,2024,learned_order_extension,20260912,friday,future,22,13,defined,-0.10922340582367634,-0.11552409655871815,0.00630069073504178
2024-06-30,2024,learned_order_extension,20260912,daily,future,117,13,defined,-0.0789878292143641,-0.16415552812269546,0.08516769890833134
2024-06-30,2024,learned_order_extension,-1,daily,friday,117,22,defined,0.021351277737660643,-0.015549720008181337,0.036900997745841976
2024-06-30,2024,learned_order_extension,-1,friday,future,22,13,defined,-0.02747305413976179,-0.12474116419702513,0.09726811005726335
2024-06-30,2024,learned_order_extension,-1,daily,future,117,13,defined,-0.006121776402101148,-0.17733519298121192,0.17121341657911077
2024-06-30,2024,learned_order_offset,20260910,daily,friday,117,22,defined,0.016789849555508017,-0.016463321835135398,0.03325317139064342
2024-06-30,2024,learned_order_offset,20260910,friday,future,22,13,defined,0.016779171412561862,-0.11499962161948742,0.13177879303204929
2024-06-30,2024,learned_order_offset,20260910,daily,future,117,13,defined,0.03356902096806988,-0.19237755279567392,0.2259465737637438
2024-06-30,2024,learned_order_offset,20260911,daily,friday,117,22,defined,0.017265723568232413,-0.01488609370955563,0.032151817277788056
2024-06-30,2024,learned_order_offset,20260911,friday,future,22,13,defined,0.006641621384543475,-0.14419399581849696,0.15083561720304045
2024-06-30,2024,learned_order_offset,20260911,daily,future,117,13,defined,0.023907344952775886,-0.17584503753872652,0.19975238249150237
2024-06-30,2024,learned_order_offset,20260912,daily,friday,117,22,defined,0.02984676700943212,-0.015259008831185842,0.045105775840617965
2024-06-30,2024,learned_order_offset,20260912,friday,future,22,13,defined,-0.11076295087154733,-0.11689877178105886,0.006135820909511513
2024-06-30,2024,learned_order_offset,20260912,daily,future,117,13,defined,-0.08091618386211522,-0.16563254665505847,0.08471636279294323
2024-06-30,2024,learned_order_offset,-1,daily,friday,117,22,defined,0.02130078004439087,-0.015536141458625627,0.036836921503016505
2024-06-30,2024,learned_order_offset,-1,friday,future,22,13,defined,-0.029114052691480683,-0.12536412973968108,0.09625007704820039
2024-06-30,2024,learned_order_offset,-1,daily,future,117,13,defined,-0.00781327264708981,-0.17795171232981966,0.17013843968272988
2024-09-30,2024,learned_market,20260910,daily,friday,181,36,defined,0.025104497829673753,-0.010390923012996375,0.03549542084267014
2024-09-30,2024,learned_market,20260910,friday,future,36,12,defined,0.057450968781694436,0.30840146286605485,-0.25095049408436043
2024-09-30,2024,learned_market,20260910,daily,future,181,12,defined,0.0825554666113682,0.2327523816233962,-0.150196915012028
2024-09-30,2024,learned_market,20260911,daily,friday,181,36,defined,0.011318277299641522,-0.009905387721606854,0.021223665021248374
2024-09-30,2024,learned_market,20260911,friday,future,36,12,defined,0.07253847131463449,0.3657173932642487,-0.2931789219496142
2024-09-30,2024,learned_market,20260911,daily,future,181,12,defined,0.08385674861427601,0.2666616641562653,-0.18280491554198927
2024-09-30,2024,learned_market,20260912,daily,friday,181,36,defined,0.0296910597975744,-0.011459538638122931,0.04115059843569733
2024-09-30,2024,learned_market,20260912,friday,future,36,12,defined,-0.05459896445958468,0.36086666519072647,-0.4154656296503112
2024-09-30,2024,learned_market,20260912,daily,future,181,12,defined,-0.02490790466201028,0.2673980660343432,-0.29230597069635345
2024-09-30,2024,learned_market,-1,daily,friday,181,36,defined,0.022037944975629886,-0.010585283124242053,0.032623228099871955
2024-09-30,2024,learned_market,-1,friday,future,36,12,defined,0.025130158545581427,0.3449951737736767,-0.3198650152280953
2024-09-30,2024,learned_market,-1,daily,future,181,12,defined,0.04716810352121131,0.25560403727133496,-0.20843593375012362
2024-09-30,2024,learned_vol_interaction,20260910,daily,friday,181,36,defined,0.025829007142437875,-0.01114833173385514,0.03697733887629301
2024-09-30,2024,learned_vol_interaction,20260910,friday,future,36,12,defined,0.04425474154056605,0.3141493743676379,-0.2698946328270719
2024-09-30,2024,learned_vol_interaction,20260910,daily,future,181,12,defined,0.07008374868300392,0.23886794061857886,-0.16878419193557492
2024-09-30,2024,learned_vol_interaction,20260911,daily,friday,181,36,defined,0.0112442054818737,-0.009917844314359808,0.0211620497962335
2024-09-30,2024,learned_vol_interaction,20260911,friday,future,36,12,defined,0.0723164870283176,0.3662799929892888,-0.29396350596097126
2024-09-30,2024,learned_vol_interaction,20260911,daily,future,181,12,defined,0.0835606925101913,0.2670324034696899,-0.18347171095949863
2024-09-30,2024,learned_vol_interaction,20260912,daily,friday,181,36,defined,0.031024347698917206,-0.011609404772085443,0.042633752471002644
2024-09-30,2024,learned_vol_interaction,20260912,friday,future,36,12,defined,-0.04043605350661453,0.3671128039119864,-0.4075488574186009
2024-09-30,2024,learned_vol_interaction,20260912,daily,future,181,12,defined,-0.009411705807697318,0.2725191241410695,-0.28193082994876684
2024-09-30,2024,learned_vol_interaction,-1,daily,friday,181,36,defined,0.022699186774409602,-0.010891860273433468,0.033591047047843076
2024-09-30,2024,learned_vol_interaction,-1,friday,future,36,12,defined,0.025378391687423046,0.3491807237563043,-0.32380233206888126
2024-09-30,2024,learned_vol_interaction,-1,daily,future,181,12,defined,0.04807757846183265,0.25947315607644605,-0.2113955776146134
2024-09-30,2024,learned_order_extension,20260910,daily,friday,181,36,defined,0.026000686406206595,-0.011212681333861387,0.037213367740067976
2024-09-30,2024,learned_order_extension,20260910,friday,future,36,12,defined,0.04752633009097167,0.36338026656561023,-0.3158539364746386
2024-09-30,2024,learned_order_extension,20260910,daily,future,181,12,defined,0.07352701649717827,0.29415854389624463,-0.22063152739906636
2024-09-30,2024,learned_order_extension,20260911,daily,friday,181,36,defined,0.01140640319410735,-0.009652846427953077,0.021059249622060437
2024-09-30,2024,learned_order_extension,20260911,friday,future,36,12,defined,0.07012887762586807,0.40255781582461775,-0.33242893819874964
2024-09-30,2024,learned_order_extension,20260911,daily,future,181,12,defined,0.08153528081997542,0.31215426420674247,-0.23061898338676703
