period,method,seed,view,cohort,cells,future_weeks,same_cells,opposite_cells,near_zero_cells,undefined_cells,same_weeks,opposite_weeks,near_zero_weeks,undefined_weeks
year_2024,learned_market,20260912,friday,available,7,36,3,4,0,0,15,21,0,0
year_2024,learned_market,20260912,friday,r37_eligible,3,14,1,2,0,0,11,3,0,0
year_2024,learned_market,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_market,-1,daily,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_market,-1,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_market,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_market,-1,friday,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_market,-1,friday,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_market,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,20260910,daily,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_vol_interaction,20260910,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_vol_interaction,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,20260910,friday,available,7,36,2,5,0,0,4,32,0,0
year_2024,learned_vol_interaction,20260910,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_vol_interaction,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,20260911,daily,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_vol_interaction,20260911,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_vol_interaction,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,20260911,friday,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_vol_interaction,20260911,friday,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_vol_interaction,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,20260912,daily,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_vol_interaction,20260912,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_vol_interaction,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,20260912,friday,available,7,36,2,5,0,0,4,32,0,0
year_2024,learned_vol_interaction,20260912,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_vol_interaction,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,-1,daily,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_vol_interaction,-1,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_vol_interaction,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_vol_interaction,-1,friday,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_vol_interaction,-1,friday,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_vol_interaction,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,20260910,daily,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_order_extension,20260910,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_order_extension,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,20260910,friday,available,7,36,2,5,0,0,4,32,0,0
year_2024,learned_order_extension,20260910,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_order_extension,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,20260911,daily,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_order_extension,20260911,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_order_extension,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,20260911,friday,available,7,36,3,4,0,0,14,22,0,0
year_2024,learned_order_extension,20260911,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_order_extension,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,20260912,daily,available,7,36,4,3,0,0,16,20,0,0
year_2024,learned_order_extension,20260912,daily,r37_eligible,3,14,2,1,0,0,12,2,0,0
year_2024,learned_order_extension,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,20260912,friday,available,7,36,3,4,0,0,15,21,0,0
year_2024,learned_order_extension,20260912,friday,r37_eligible,3,14,1,2,0,0,11,3,0,0
year_2024,learned_order_extension,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,-1,daily,available,7,36,4,3,0,0,16,20,0,0
year_2024,learned_order_extension,-1,daily,r37_eligible,3,14,2,1,0,0,12,2,0,0
year_2024,learned_order_extension,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_extension,-1,friday,available,7,36,3,4,0,0,15,21,0,0
year_2024,learned_order_extension,-1,friday,r37_eligible,3,14,1,2,0,0,11,3,0,0
year_2024,learned_order_extension,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,20260910,daily,available,7,36,3,4,0,0,5,31,0,0
year_2024,learned_order_offset,20260910,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_order_offset,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,20260910,friday,available,7,36,2,5,0,0,4,32,0,0
year_2024,learned_order_offset,20260910,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_order_offset,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,20260911,daily,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_order_offset,20260911,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_order_offset,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,20260911,friday,available,7,36,3,4,0,0,14,22,0,0
year_2024,learned_order_offset,20260911,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_order_offset,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,20260912,daily,available,7,36,4,3,0,0,16,20,0,0
year_2024,learned_order_offset,20260912,daily,r37_eligible,3,14,2,1,0,0,12,2,0,0
year_2024,learned_order_offset,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,20260912,friday,available,7,36,3,4,0,0,15,21,0,0
year_2024,learned_order_offset,20260912,friday,r37_eligible,3,14,1,2,0,0,11,3,0,0
year_2024,learned_order_offset,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,-1,daily,available,7,36,4,3,0,0,16,20,0,0
year_2024,learned_order_offset,-1,daily,r37_eligible,3,14,2,1,0,0,12,2,0,0
year_2024,learned_order_offset,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_order_offset,-1,friday,available,7,36,3,4,0,0,15,21,0,0
year_2024,learned_order_offset,-1,friday,r37_eligible,3,14,1,2,0,0,11,3,0,0
year_2024,learned_order_offset,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,20260910,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_market,20260910,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,20260910,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_market,20260910,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,20260911,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_market,20260911,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,20260911,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_market,20260911,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,20260912,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_market,20260912,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,20260912,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_market,20260912,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,-1,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_market,-1,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_market,-1,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_market,-1,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_market,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,20260910,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_vol_interaction,20260910,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,20260910,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_vol_interaction,20260910,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,20260911,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_vol_interaction,20260911,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,20260911,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_vol_interaction,20260911,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,20260912,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_vol_interaction,20260912,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,20260912,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_vol_interaction,20260912,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,-1,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_vol_interaction,-1,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_vol_interaction,-1,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_vol_interaction,-1,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_vol_interaction,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,20260910,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_extension,20260910,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,20260910,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_order_extension,20260910,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,20260911,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_extension,20260911,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,20260911,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_order_extension,20260911,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,20260912,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_extension,20260912,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,20260912,friday,available,6,32,3,3,0,0,15,17,0,0
year_2025,learned_order_extension,20260912,friday,r37_eligible,2,13,1,1,0,0,6,7,0,0
year_2025,learned_order_extension,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,-1,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_extension,-1,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_extension,-1,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_order_extension,-1,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_extension,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,20260910,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_offset,20260910,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,20260910,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_order_offset,20260910,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,20260911,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_offset,20260911,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,20260911,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_order_offset,20260911,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,20260912,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_offset,20260912,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,20260912,friday,available,6,32,3,3,0,0,15,17,0,0
year_2025,learned_order_offset,20260912,friday,r37_eligible,2,13,1,1,0,0,6,7,0,0
year_2025,learned_order_offset,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,-1,daily,available,7,36,5,2,0,0,26,10,0,0
year_2025,learned_order_offset,-1,daily,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2025,learned_order_offset,-1,friday,available,6,32,4,2,0,0,22,10,0,0
year_2025,learned_order_offset,-1,friday,r37_eligible,2,13,2,0,0,0,13,0,0,0
year_2025,learned_order_offset,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,20260910,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_market,20260910,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,20260910,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_market,20260910,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,20260911,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_market,20260911,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,20260911,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_market,20260911,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,20260912,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_market,20260912,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,20260912,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_market,20260912,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,-1,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_market,-1,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_market,-1,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_market,-1,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_market,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,20260910,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_vol_interaction,20260910,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,20260910,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_vol_interaction,20260910,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,20260911,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_vol_interaction,20260911,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,20260911,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_vol_interaction,20260911,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,20260912,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_vol_interaction,20260912,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,20260912,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_vol_interaction,20260912,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,-1,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_vol_interaction,-1,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_vol_interaction,-1,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_vol_interaction,-1,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_vol_interaction,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,20260910,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_extension,20260910,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,20260910,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_extension,20260910,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,20260911,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_extension,20260911,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,20260911,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_extension,20260911,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,20260912,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_extension,20260912,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,20260912,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_extension,20260912,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,-1,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_extension,-1,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_extension,-1,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_extension,-1,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_extension,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,20260910,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_offset,20260910,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,20260910,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_offset,20260910,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,20260911,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_offset,20260911,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,20260911,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_offset,20260911,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,20260912,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_offset,20260912,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,20260912,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_offset,20260912,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,-1,daily,available,5,19,2,3,0,0,9,10,0,0
year_2026,learned_order_offset,-1,daily,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2026,learned_order_offset,-1,friday,available,4,16,1,3,0,0,6,10,0,0
year_2026,learned_order_offset,-1,friday,r37_eligible,2,4,0,2,0,0,0,4,0,0
year_2026,learned_order_offset,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
