period,history,method,seed,scope,n,squared_shift,alignment_term,brier_change,regressions,recoveries
extension_2021_2023,annual_shared_offset,learned_order_offset,-1,all,147,0.001518554785969848,-0.0013402813078610132,0.0001782734781088382,9,6
extension_2021_2023,annual_shared_offset,learned_order_offset,-1,eligible,72,0.0031003826880217724,-0.002736407670216235,0.0003639750178055431,9,6
extension_2021_2023,annual_shared_offset,learned_order_offset,20260910,all,147,0.0018978324094336093,-0.0025289240410886877,-0.00063109163165508,5,2
extension_2021_2023,annual_shared_offset,learned_order_offset,20260910,eligible,72,0.003874741169260285,-0.005163219917222737,-0.0012884787479624546,5,2
extension_2021_2023,annual_shared_offset,learned_order_offset,20260911,all,147,0.0013097898235905024,-0.0014164476997800554,-0.0001066578761895523,2,4
extension_2021_2023,annual_shared_offset,learned_order_offset,20260911,eligible,72,0.0026741542231639424,-0.002891914053717613,-0.00021775983055366852,2,4
extension_2021_2023,annual_shared_offset,learned_order_offset,20260912,all,147,0.0014475952123723225,3.500211497679147e-05,0.001482597327349115,6,5
extension_2021_2023,annual_shared_offset,learned_order_offset,20260912,eligible,72,0.002955506891926825,7.146265141095156e-05,0.003026969543337776,6,5
extension_2021_2023,annual_shared_offset,learned_vol_interaction,-1,all,147,0.0015833215207618336,-0.001449332244466088,0.00013398927629574807,9,4
extension_2021_2023,annual_shared_offset,learned_vol_interaction,-1,eligible,72,0.00323261477155541,-0.002959053332451598,0.00027356143910382054,9,4
extension_2021_2023,annual_shared_offset,learned_vol_interaction,20260910,all,147,0.0020512930090256414,-0.0027826986668972368,-0.0007314056578715976,5,3
extension_2021_2023,annual_shared_offset,learned_vol_interaction,20260910,eligible,72,0.004188056560094018,-0.005681343111581861,-0.001493286551487844,5,3
extension_2021_2023,annual_shared_offset,learned_vol_interaction,20260911,all,147,0.0013037368919753464,-0.0015070916554905806,-0.00020335476351523147,1,3
extension_2021_2023,annual_shared_offset,learned_vol_interaction,20260911,eligible,72,0.0026617961544496654,-0.0030769787966266012,-0.0004151826421769301,1,3
extension_2021_2023,annual_shared_offset,learned_vol_interaction,20260912,all,147,0.0015097884409003449,-4.337761101153319e-05,0.0014664108298888083,5,5
extension_2021_2023,annual_shared_offset,learned_vol_interaction,20260912,eligible,72,0.0030824847335048705,-8.856262248187968e-05,0.0029939221110229833,5,5
extension_2021_2023,annual_state_offset,learned_market,-1,all,147,0.001536481129789138,-0.0021256728174013184,-0.0005891916876121815,6,5
extension_2021_2023,annual_state_offset,learned_market,-1,eligible,72,0.003136982306652823,-0.004339915335527691,-0.0012029330288748715,6,5
extension_2021_2023,annual_state_offset,learned_market,20260910,all,147,0.0019998044586421464,-0.0033844563571163834,-0.0013846518984742388,7,4
extension_2021_2023,annual_state_offset,learned_market,20260910,eligible,72,0.004082934103061048,-0.006909931729112614,-0.002826997626051571,7,4
extension_2021_2023,annual_state_offset,learned_market,20260911,all,147,0.0013710919376847702,-0.002348774895150337,-0.0009776829574655683,1,5
extension_2021_2023,annual_state_offset,learned_market,20260911,eligible,72,0.0027993127061064055,-0.0047954154109319394,-0.0019961027048255356,1,5
extension_2021_2023,annual_state_offset,learned_market,20260912,all,147,0.0014067338682945112,-0.0011224033822451272,0.00028433048604938223,3,5
extension_2021_2023,annual_state_offset,learned_market,20260912,eligible,72,0.0028720816477679602,-0.0022915735720838008,0.0005805080756841558,3,5
extension_2021_2023,annual_state_offset,learned_order_extension,-1,all,147,0.0014722615382748367,-0.0019315749907815706,-0.0004593134525067327,7,4
extension_2021_2023,annual_state_offset,learned_order_extension,-1,eligible,72,0.0030058673073111255,-0.003943632272845705,-0.0009377649655345796,7,4
extension_2021_2023,annual_state_offset,learned_order_extension,20260910,all,147,0.0018252164435611175,-0.002404198182327299,-0.0005789817387661841,6,2
extension_2021_2023,annual_state_offset,learned_order_extension,20260910,eligible,72,0.0037264835722706146,-0.004908571288918235,-0.001182087716647626,6,2
extension_2021_2023,annual_state_offset,learned_order_extension,20260911,all,147,0.0013812149623061542,-0.0026840243690982365,-0.0013028094067920844,3,6
extension_2021_2023,annual_state_offset,learned_order_extension,20260911,eligible,72,0.0028199805480417315,-0.0054798830869089,-0.002659902538867172,3,6
extension_2021_2023,annual_state_offset,learned_order_extension,20260912,all,147,0.0013639462088217314,-0.0012960589730141513,6.788723580758514e-05,3,5
extension_2021_2023,annual_state_offset,learned_order_extension,20260912,eligible,72,0.002784723509677702,-0.002646120403237226,0.0001386031064404867,3,5
extension_2021_2023,annual_state_offset,learned_order_offset,-1,all,147,0.0014711738483827392,-0.0019417989553215953,-0.00047062510693885557,7,4
extension_2021_2023,annual_state_offset,learned_order_offset,-1,eligible,72,0.003003646607114759,-0.003964506200448258,-0.0009608595933334964,7,4
extension_2021_2023,annual_state_offset,learned_order_offset,20260910,all,147,0.0018238717469730734,-0.0024122502674926525,-0.0005883785205195765,6,3
extension_2021_2023,annual_state_offset,learned_order_offset,20260910,eligible,72,0.0037237381500700253,-0.0049250109627974985,-0.0012012728127274673,6,3
extension_2021_2023,annual_state_offset,learned_order_offset,20260911,all,147,0.0013758553980694384,-0.002669702530679254,-0.0012938471326098112,3,6
extension_2021_2023,annual_state_offset,learned_order_offset,20260911,eligible,72,0.0028090381043917706,-0.005450642666803476,-0.0026416045624116985,3,6
extension_2021_2023,annual_state_offset,learned_order_offset,20260912,all,147,0.001365993011205925,-0.0013229124296336389,4.308058157229009e-05,3,5
extension_2021_2023,annual_state_offset,learned_order_offset,20260912,eligible,72,0.002788902397878763,-0.002700946210502012,8.795618737675931e-05,3,5
extension_2021_2023,annual_state_offset,learned_vol_interaction,-1,all,147,0.0015129940354054756,-0.0019944851101709737,-0.0004814910747654963,7,3
extension_2021_2023,annual_state_offset,learned_vol_interaction,-1,eligible,72,0.0030890294889528457,-0.004072073766599072,-0.0009830442776462224,7,3
extension_2021_2023,annual_state_offset,learned_vol_interaction,20260910,all,147,0.0019231650613969395,-0.002628279173019395,-0.000705114111622456,6,3
extension_2021_2023,annual_state_offset,learned_vol_interaction,20260910,eligible,72,0.003926462000352085,-0.005366069978247931,-0.0014396079778958486,6,3
extension_2021_2023,annual_state_offset,learned_vol_interaction,20260911,all,147,0.0014088103907263186,-0.0026191370977335566,-0.0012103267070072352,3,6
extension_2021_2023,annual_state_offset,learned_vol_interaction,20260911,eligible,72,0.0028763212143995674,-0.005347404907872678,-0.002471083693473105,3,6
extension_2021_2023,annual_state_offset,learned_vol_interaction,20260912,all,147,0.0013787170683030906,-0.0012480047552695555,0.0001307123130335333,3,6
extension_2021_2023,annual_state_offset,learned_vol_interaction,20260912,eligible,72,0.0028148806811188103,-0.0025480097086753428,0.00026687097244346494,3,6
extension_2021_2023,annual_state_offset_half,learned_market,-1,all,147,0.00038134628298144174,-0.000986411822120931,-0.0006050655391394894,5,4
extension_2021_2023,annual_state_offset_half,learned_market,-1,eligible,72,0.0007785819944204435,-0.002013924136830235,-0.0012353421424097916,5,4
extension_2021_2023,annual_state_offset_half,learned_market,20260910,all,147,0.0004919764002211874,-0.00158474817343473,-0.0010927717732135463,5,1
extension_2021_2023,annual_state_offset_half,learned_market,20260910,eligible,72,0.0010044518171182578,-0.0032355275207625743,-0.002231075703644324,5,1
extension_2021_2023,annual_state_offset_half,learned_market,20260911,all,147,0.00034035698359973193,-0.0010858353661951346,-0.0007454783825954032,1,4
extension_2021_2023,annual_state_offset_half,learned_market,20260911,eligible,72,0.000694895508182786,-0.0022169138726484006,-0.0015220183644656144,1,4
extension_2021_2023,annual_state_offset_half,learned_market,20260912,all,147,0.00035328153170365186,-0.00046064459219132567,-0.00010736306048767832,1,1
extension_2021_2023,annual_state_offset_half,learned_market,20260912,eligible,72,0.0007212831272282891,-0.00094048270905729,-0.0002191995818290099,1,1
extension_2021_2023,annual_state_offset_half,learned_order_extension,-1,all,147,0.00036564983994731787,-0.000895352702030586,-0.0005297028620832702,6,3
extension_2021_2023,annual_state_offset_half,learned_order_extension,-1,eligible,72,0.0007465350898924407,-0.0018280117666457799,-0.0010814766767533437,6,3
extension_2021_2023,annual_state_offset_half,learned_order_extension,20260910,all,147,0.00045085479971585803,-0.001116305396343292,-0.0006654505966274326,4,0
extension_2021_2023,annual_state_offset_half,learned_order_extension,20260910,eligible,72,0.0009204952160865435,-0.0022791235175342204,-0.0013586283014476745,4,0
extension_2021_2023,annual_state_offset_half,learned_order_extension,20260911,all,147,0.00034255020266758265,-0.001236374757266852,-0.000893824554599271,2,4
extension_2021_2023,annual_state_offset_half,learned_order_extension,20260911,eligible,72,0.0006993733304463146,-0.002524265129419823,-0.001824891798973512,2,4
extension_2021_2023,annual_state_offset_half,learned_order_extension,20260912,all,147,0.0003415637664504272,-0.0005655025577293637,-0.00022393879127893378,1,2
extension_2021_2023,annual_state_offset_half,learned_order_extension,20260912,eligible,72,0.0006973593565029556,-0.0011545677220307837,-0.0004572083655278229,1,2
extension_2021_2023,annual_state_offset_half,learned_order_offset,-1,all,147,0.00036540714331214535,-0.0009006310412923768,-0.0005352238979802312,6,3
extension_2021_2023,annual_state_offset_half,learned_order_offset,-1,eligible,72,0.0007460395842622967,-0.0018387883759719361,-0.0010927487917096388,6,3
extension_2021_2023,annual_state_offset_half,learned_order_offset,20260910,all,147,0.00045054326266955134,-0.001120727550563731,-0.0006701842878941786,4,0
extension_2021_2023,annual_state_offset_half,learned_order_offset,20260910,eligible,72,0.0009198591612836671,-0.0022881520824009505,-0.0013682929211172813,4,0
extension_2021_2023,annual_state_offset_half,learned_order_offset,20260911,all,147,0.0003412685173839585,-0.0012294679106564575,-0.0008881993932724988,3,4
extension_2021_2023,annual_state_offset_half,learned_order_offset,20260911,eligible,72,0.0006967565563255819,-0.0025101636509236016,-0.0018134070945980184,3,4
extension_2021_2023,annual_state_offset_half,learned_order_offset,20260912,all,147,0.00034208230772004303,-0.0005790624567137768,-0.00023698014899373074,1,2
extension_2021_2023,annual_state_offset_half,learned_order_offset,20260912,eligible,72,0.000698418044928421,-0.0011822525157906272,-0.0004838344708622,1,2
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,-1,all,147,0.00037550638534455786,-0.0009221145833161854,-0.0005466081979716265,6,3
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,-1,eligible,72,0.0007666588700784723,-0.0018826506076038785,-0.001115991737525404,6,3
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,20260910,all,147,0.00047405749541496714,-0.001214327339196428,-0.0007402698437814582,3,0
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,20260910,eligible,72,0.0009678673864722245,-0.0024792516508593742,-0.0015113842643871436,3,0
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,20260911,all,147,0.00034979727257845373,-0.0012167155134189037,-0.00086691824084045,3,4
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,20260911,eligible,72,0.000714169431514343,-0.0024841275065635945,-0.0017699580750492525,3,4
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,20260912,all,147,0.00034517241856195586,-0.0005276645271536294,-0.00018249210859167458,1,2
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,20260912,eligible,72,0.0007047270212306599,-0.0010773150762719936,-0.00037258805504133594,1,2
recent_2024_2026,annual_shared_offset,learned_market,-1,all,125,0.0003673913916868437,-0.0006765949000525792,-0.00030920350836573696,0,2
recent_2024_2026,annual_shared_offset,learned_market,-1,eligible,31,0.0014814169019630793,-0.002728205242147497,-0.0012467883401844231,0,2
recent_2024_2026,annual_shared_offset,learned_market,20260910,all,125,0.00036702955846200857,-0.0009452825802872207,-0.0005782530218252144,0,0
recent_2024_2026,annual_shared_offset,learned_market,20260910,eligible,31,0.0014799578970242282,-0.00381162330760976,-0.0023316654105855423,0,0
recent_2024_2026,annual_shared_offset,learned_market,20260911,all,125,0.0004467446285577168,-0.0004892483275594927,-4.2503699001779747e-05,1,2
recent_2024_2026,annual_shared_offset,learned_market,20260911,eligible,31,0.0018013896312811162,-0.001972775514352795,-0.00017138588307169254,1,2
recent_2024_2026,annual_shared_offset,learned_market,20260912,all,125,0.0003159100377851918,-0.00037605034987081944,-6.014031208563031e-05,2,0
recent_2024_2026,annual_shared_offset,learned_market,20260912,eligible,31,0.0012738307975209346,-0.0015163320559307223,-0.00024250125840979964,2,0
recent_2024_2026,annual_shared_offset,learned_order_extension,-1,all,125,0.0003242414477486274,-0.0004378531737483895,-0.00011361172599976155,2,2
recent_2024_2026,annual_shared_offset,learned_order_extension,-1,eligible,31,0.0013074251925347879,-0.0017655369909209276,-0.0004581117983861353,2,2
recent_2024_2026,annual_shared_offset,learned_order_extension,20260910,all,125,0.0003337402349983911,-0.0007540555305222807,-0.0004203152955238916,0,0
recent_2024_2026,annual_shared_offset,learned_order_extension,20260910,eligible,31,0.0013457267540257706,-0.0030405464940414548,-0.001694819740015692,0,0
recent_2024_2026,annual_shared_offset,learned_order_extension,20260911,all,125,0.0004332266700853951,-0.0005866383229417389,-0.00015341165285634095,2,3
recent_2024_2026,annual_shared_offset,learned_order_extension,20260911,eligible,31,0.001746881734215303,-0.002365477108636044,-0.0006185953744207305,2,3
recent_2024_2026,annual_shared_offset,learned_order_extension,20260912,all,125,0.00024165211932762,0.00017640048792708974,0.00041805260725470884,3,0
recent_2024_2026,annual_shared_offset,learned_order_extension,20260912,eligible,31,0.0009744037069662097,0.0007112922900285879,0.0016856959969947937,3,0
recent_2024_2026,annual_shared_offset,learned_order_offset,-1,all,125,0.0003259562108087636,-0.0004424385977129873,-0.00011648238690422174,2,2
recent_2024_2026,annual_shared_offset,learned_order_offset,-1,eligible,31,0.0013143395597127563,-0.0017840266036814004,-0.00046968704396863607,2,2
recent_2024_2026,annual_shared_offset,learned_order_offset,20260910,all,125,0.00033488249692206046,-0.0007538188085914284,-0.000418936311669365,0,0
recent_2024_2026,annual_shared_offset,learned_order_offset,20260910,eligible,31,0.0013503326488792766,-0.0030395919701267263,-0.0016892593212474393,0,0
recent_2024_2026,annual_shared_offset,learned_order_offset,20260911,all,125,0.00043197184578805766,-0.0005863986590060555,-0.00015442681321799844,2,2
recent_2024_2026,annual_shared_offset,learned_order_offset,20260911,eligible,31,0.001741821958822813,-0.0023645107217986103,-0.0006226887629758002,2,2
recent_2024_2026,annual_shared_offset,learned_order_offset,20260912,all,125,0.00024540675301994825,0.00016181729620738826,0.00040722404922733903,3,0
recent_2024_2026,annual_shared_offset,learned_order_offset,20260912,eligible,31,0.0009895433589514043,0.0006524890976104369,0.0016420324565618505,3,0
recent_2024_2026,annual_shared_offset,learned_vol_interaction,-1,all,125,0.00036243351634496115,-0.0006305167819997211,-0.0002680832656547556,1,3
recent_2024_2026,annual_shared_offset,learned_vol_interaction,-1,eligible,31,0.0014614254691329076,-0.0025424063790311343,-0.001080980909898208,1,3
recent_2024_2026,annual_shared_offset,learned_vol_interaction,20260910,all,125,0.000358833776937403,-0.0009679143555687446,-0.00060908057863134,1,0
recent_2024_2026,annual_shared_offset,learned_vol_interaction,20260910,eligible,31,0.0014469103908766247,-0.003902880466003002,-0.002455970075126371,1,0
recent_2024_2026,annual_shared_offset,learned_vol_interaction,20260911,all,125,0.0004430120459407834,-0.0004271615710466219,1.5850474894160806e-05,3,2
recent_2024_2026,annual_shared_offset,learned_vol_interaction,20260911,eligible,31,0.0017863388949225136,-0.0017224256897041205,6.391320521839035e-05,3,2
recent_2024_2026,annual_shared_offset,learned_vol_interaction,20260912,all,125,0.00031186462787972073,-0.0002981995018945354,1.366512598518732e-05,1,0
recent_2024_2026,annual_shared_offset,learned_vol_interaction,20260912,eligible,31,0.0012575186608053258,-0.0012024173463489323,5.5101314456400934e-05,1,0
recent_2024_2026,annual_state_offset,learned_market,-1,all,125,0.0007263749411887706,0.0003467704059890038,0.0010731453471777748,4,3
recent_2024_2026,annual_state_offset,learned_market,-1,eligible,31,0.002928931214470849,0.0013982677660846908,0.004327198980555543,4,3
recent_2024_2026,annual_state_offset,learned_market,20260910,all,125,0.0007128707838994536,0.0004149434867202293,0.0011278142706196825,2,2
recent_2024_2026,annual_state_offset,learned_market,20260910,eligible,31,0.0028744789673365062,0.0016731592206460858,0.004547638187982591,2,2
recent_2024_2026,annual_state_offset,learned_market,20260911,all,125,0.0009906162400964826,0.00037383744344688763,0.0013644536835433665,3,2
recent_2024_2026,annual_state_offset,learned_market,20260911,eligible,31,0.003994420322969688,0.001507409046156805,0.00550182936912648,3,2
recent_2024_2026,annual_state_offset,learned_market,20260912,all,125,0.000538144990889518,0.00046697513733127716,0.001005120128220792,2,0
recent_2024_2026,annual_state_offset,learned_market,20260912,eligible,31,0.0021699394793932175,0.0018829642634325683,0.004052903742825773,2,0
recent_2024_2026,annual_state_offset,learned_order_extension,-1,all,125,0.0007627207369565712,0.0003006608898046661,0.001063381626761241,5,4
recent_2024_2026,annual_state_offset,learned_order_extension,-1,eligible,31,0.0030754868425668202,0.0012123422975994587,0.004287829140166295,5,4
recent_2024_2026,annual_state_offset,learned_order_extension,20260910,all,125,0.0007614173165349887,0.000303170714123282,0.0010645880306582687,0,2
recent_2024_2026,annual_state_offset,learned_order_extension,20260910,eligible,31,0.0030702311150604387,0.0012224625569487173,0.004292693672009148,0,2
recent_2024_2026,annual_state_offset,learned_order_extension,20260911,all,125,0.0010365329949670289,0.00012540531699616308,0.0011619383119631937,4,3
recent_2024_2026,annual_state_offset,learned_order_extension,20260911,eligible,31,0.004179568528092858,0.0005056666007909824,0.004685235128883847,4,3
recent_2024_2026,annual_state_offset,learned_order_extension,20260912,all,125,0.0005529672020153604,0.0005694768506363932,0.001122444052651753,4,0
recent_2024_2026,annual_state_offset,learned_order_extension,20260912,eligible,31,0.0022297064597393565,0.0022962776235338433,0.004525984083273198,4,0
recent_2024_2026,annual_state_offset,learned_order_offset,-1,all,125,0.0007679412857507423,0.0002780835509200743,0.0010460248366708155,5,4
recent_2024_2026,annual_state_offset,learned_order_offset,-1,eligible,31,0.0030965374425433157,0.0011213046408067521,0.004217842083350064,5,4
recent_2024_2026,annual_state_offset,learned_order_offset,20260910,all,125,0.000763357201847545,0.00029196003943340166,0.0010553172412809456,0,2
recent_2024_2026,annual_state_offset,learned_order_offset,20260910,eligible,31,0.0030780532332562297,0.0011772582235217823,0.004255311456778006,0,2
recent_2024_2026,annual_state_offset,learned_order_offset,20260911,all,125,0.0010347828411773972,0.00011715684994638908,0.0011519396911237863,4,3
recent_2024_2026,annual_state_offset,learned_order_offset,20260911,eligible,31,0.004172511456360472,0.00047240665300963294,0.004644918109370104,4,3
recent_2024_2026,annual_state_offset,learned_order_offset,20260912,all,125,0.0005651634264725588,0.0005210660533009137,0.0010862294797734742,4,0
recent_2024_2026,annual_state_offset,learned_order_offset,20260912,eligible,31,0.002278884784163544,0.0021010727955682,0.004379957579731751,4,0
recent_2024_2026,annual_state_offset,learned_vol_interaction,-1,all,125,0.0007326673671621872,0.00044493058331855775,0.0011775979504807484,4,4
recent_2024_2026,annual_state_offset,learned_vol_interaction,-1,eligible,31,0.002954303899847529,0.0017940749327361198,0.004748378832583663,4,4
recent_2024_2026,annual_state_offset,learned_vol_interaction,20260910,all,125,0.0007470524149940768,0.00043921569568811125,0.0011862681106821903,1,2
recent_2024_2026,annual_state_offset,learned_vol_interaction,20260910,eligible,31,0.003012308124976116,0.0017710310310004496,0.004783339155976573,1,2
recent_2024_2026,annual_state_offset,learned_vol_interaction,20260911,all,125,0.0009967694177202013,0.00047415355690676164,0.001470922974626964,5,2
recent_2024_2026,annual_state_offset,learned_vol_interaction,20260911,eligible,31,0.004019231523065328,0.0019119095036562975,0.005931141026721628,5,2
recent_2024_2026,annual_state_offset,learned_vol_interaction,20260912,all,125,0.0005246115708349714,0.0006200605968529344,0.0011446721676879052,1,0
recent_2024_2026,annual_state_offset,learned_vol_interaction,20260912,eligible,31,0.002115369237237788,0.0025002443421489285,0.004615613579386715,1,0
recent_2024_2026,annual_state_offset_half,learned_market,-1,all,125,0.0001828963554149855,0.00016499052281045433,0.0003478868782254386,2,1
recent_2024_2026,annual_state_offset_half,learned_market,-1,eligible,31,0.0007374853040926835,0.0006652843661711876,0.0014027696702638654,2,1
recent_2024_2026,annual_state_offset_half,learned_market,20260910,all,125,0.00017912714788470511,0.0002259004077407951,0.00040502755562550163,1,2
recent_2024_2026,annual_state_offset_half,learned_market,20260910,eligible,31,0.0007222868866318752,0.0009108887408903022,0.0016331756275221837,1,2
recent_2024_2026,annual_state_offset_half,learned_market,20260911,all,125,0.0002504189943450751,0.00016616395021882446,0.0004165829445638998,2,1
recent_2024_2026,annual_state_offset_half,learned_market,20260911,eligible,31,0.0010097540094559478,0.0006700159283017112,0.0016797699377576604,2,1
recent_2024_2026,annual_state_offset_half,learned_market,20260912,all,125,0.00013521857414900828,0.0002262457261877766,0.0003614643003367831,2,0
recent_2024_2026,annual_state_offset_half,learned_market,20260912,eligible,31,0.0005452361860847108,0.0009122811539829704,0.0014575173400676739,2,0
recent_2024_2026,annual_state_offset_half,learned_order_extension,-1,all,125,0.00019188101001355612,0.0001371793911667374,0.00032906040118029124,4,2
recent_2024_2026,annual_state_offset_half,learned_order_extension,-1,eligible,31,0.0007737137500546617,0.0005531427063174888,0.001326856456372142,4,2
recent_2024_2026,annual_state_offset_half,learned_order_extension,20260910,all,125,0.00019107272463218084,0.00016873566433015042,0.0003598083889623278,0,1
recent_2024_2026,annual_state_offset_half,learned_order_extension,20260910,eligible,31,0.0007704545348071808,0.0006803857432667357,0.0014508402780739023,0,1
recent_2024_2026,annual_state_offset_half,learned_order_extension,20260911,all,125,0.00026141924728270623,3.6834249651435e-05,0.0002982534969341425,1,2
recent_2024_2026,annual_state_offset_half,learned_order_extension,20260911,eligible,31,0.0010541098680754283,0.0001485252002073983,0.0012026350682828326,1,2
recent_2024_2026,annual_state_offset_half,learned_order_extension,20260912,all,125,0.000139092331330557,0.0002736566077188997,0.00041274893904945766,2,0
recent_2024_2026,annual_state_offset_half,learned_order_extension,20260912,eligible,31,0.0005608561747199878,0.0011034540633826598,0.0016643102381026518,2,0
recent_2024_2026,annual_state_offset_half,learned_order_offset,-1,all,125,0.00019317614142169977,0.00012569342320648368,0.0003188695646281837,4,2
recent_2024_2026,annual_state_offset_half,learned_order_offset,-1,eligible,31,0.000778936054119757,0.0005068283193809819,0.0012857643735007408,4,2
recent_2024_2026,annual_state_offset_half,learned_order_offset,20260910,all,125,0.00019153386774896974,0.00016305240821552547,0.0003545862759644949,0,1
recent_2024_2026,annual_state_offset_half,learned_order_offset,20260910,eligible,31,0.000772313982858749,0.000657469387965828,0.0014297833708245761,0,1
recent_2024_2026,annual_state_offset_half,learned_order_offset,20260911,all,125,0.00026096218518644035,3.282781030713688e-05,0.00029378999549357877,1,2
recent_2024_2026,annual_state_offset_half,learned_order_offset,20260911,eligible,31,0.0010522668757517756,0.00013237020285135885,0.0011846370786031402,1,2
recent_2024_2026,annual_state_offset_half,learned_order_offset,20260912,all,125,0.00014214957902614002,0.00024885328650423835,0.0003910028655303802,2,0
recent_2024_2026,annual_state_offset_half,learned_order_offset,20260912,eligible,31,0.0005731837863957259,0.001003440671388058,0.0015766244577837916,2,0
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,-1,all,125,0.00018468472614927017,0.0002153260230753008,0.00040001074922457703,2,2
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,-1,eligible,31,0.0007446964764083474,0.0008682500930455682,0.0016129465694539396,2,2
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,20260910,all,125,0.00018790417385521548,0.00024171906779239027,0.00042962324164760505,1,2
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,20260910,eligible,31,0.0007576781203839334,0.000974673660453187,0.0017323517808371174,1,2
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,20260911,all,125,0.00025235774748082147,0.00021640384525989587,0.00046876159274071783,2,1
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,20260911,eligible,31,0.001017571562422667,0.0008725961502415149,0.0018901677126641847,2,1
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,20260912,all,125,0.00013194746899107513,0.00030496271065240073,0.00043691017964347565,1,0
recent_2024_2026,annual_state_offset_half,learned_vol_interaction,20260912,eligible,31,0.0005320462459317546,0.001229688349404842,0.001761734595336595,1,0
pooled_2021_2026,annual_shared_offset,learned_market,-1,all,272,0.0010380876259496075,-0.001122117879180015,-8.403025323040697e-05,8,6
pooled_2021_2026,annual_shared_offset,learned_market,-1,eligible,103,0.002741357614158187,-0.0029632627489025636,-0.00022190513474437679,8,6
pooled_2021_2026,annual_shared_offset,learned_market,20260910,all,272,0.0013028031636248463,-0.002097594147961384,-0.0007947909843365406,6,3
pooled_2021_2026,annual_shared_offset,learned_market,20260910,eligible,103,0.0034404122379219242,-0.005539277749956275,-0.00209886551203436,6,3
pooled_2021_2026,annual_shared_offset,learned_market,20260911,all,272,0.0009059988648721771,-0.0010319764586054405,-0.00012597759373326564,2,5
pooled_2021_2026,annual_shared_offset,learned_market,20260911,eligible,103,0.0023925406917012833,-0.0027252193858318422,-0.00033267869413056714,2,5
pooled_2021_2026,annual_shared_offset,learned_market,20260912,all,272,0.0009805157802685416,-0.00010809871075801614,0.0008724170695105235,7,4
pooled_2021_2026,annual_shared_offset,learned_market,20260912,eligible,103,0.0025893232255635276,-0.00028546455656485787,0.0023038586689986644,7,4
pooled_2021_2026,annual_shared_offset,learned_order_extension,-1,all,272,0.0009714657569095018,-0.0009312815080429824,4.018424886651802e-05,11,8
