cutoff,year,view,method,seed,state,residual_mean,residual_sum,up_n,down_n,opposite_class_pairs,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
2020-12-31,2021,daily,learned_vol_interaction,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_vol_interaction,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260910,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_extension,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260910,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,daily,learned_order_offset,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260910,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_market,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260910,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_vol_interaction,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260910,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_extension,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260910,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260910,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260910,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260911,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260911,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260911,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260912,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260912,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,20260912,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,-1,all,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,-1,nonnegative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,friday,learned_order_offset,-1,nonnegative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,future,learned_market,20260910,all,-0.03279540820252991,-0.360749490227829,5,6,30,11,0.6363636363636364,0.36363636363636365,7,0.6166666666666667,0.2727272727272727,0.45454545454545453,2,5,1,3,0.7,0.22473843608179261,0.641166427861738,0.48734086274798455,0.08716745121295363,0.03279540820253002,0.0
2020-12-31,2021,future,learned_market,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,future,learned_market,20260910,negative_high,0.32169519230953314,0.32169519230953314,1,0,0,1,1.0,0.0,1,,1.0,1.0,1,0,0,0,,0.10348779675506752,0.38815852320255073,0.6783048076904669,0.0,-0.32169519230953314,0.0
2020-12-31,2021,future,learned_market,20260910,nonnegative_low,-0.5528369602637446,-0.5528369602637446,0,1,0,1,0.0,1.0,0,,1.0,0.0,0,0,1,0,,0.30562870463365716,0.8048320087315383,0.5528369602637446,0.0,0.5528369602637446,0.0
2020-12-31,2021,future,learned_market,20260910,nonnegative_high,-0.014400858030401968,-0.12960772227361772,4,5,20,9,0.6666666666666666,0.3333333333333333,6,0.625,0.1111111111111111,0.4444444444444444,1,5,0,3,0.7,0.22922292172344383,0.6510933527272257,0.45884530247484645,0.06281796488026102,0.01440085803040203,0.0
2020-12-31,2021,future,learned_market,20260911,all,0.024749507628930478,0.27224458391823525,5,6,30,11,0.7272727272727273,0.2727272727272727,8,0.7,0.18181818181818182,0.45454545454545453,2,6,0,3,0.6333333333333333,0.2450649162308684,0.6847276017057674,0.42979594691652406,0.08966718057737377,-0.024749507628930467,0.0
2020-12-31,2021,future,learned_market,20260911,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,future,learned_market,20260911,negative_high,0.46829044208580917,0.46829044208580917,1,0,0,1,1.0,0.0,1,,1.0,1.0,1,0,0,0,,0.2192959381489226,0.6316578824923734,0.5317095579141908,0.0,-0.46829044208580917,0.0
2020-12-31,2021,future,learned_market,20260911,nonnegative_low,-0.47359422145655633,-0.47359422145655633,0,1,0,1,1.0,0.0,1,,0.0,0.0,0,1,0,0,,0.22429148659704173,0.6416829215551348,0.47359422145655633,0.0,0.47359422145655633,0.0
2020-12-31,2021,future,learned_market,20260911,nonnegative_high,0.030838707032109152,0.27754836328898236,4,5,20,9,0.6666666666666666,0.3333333333333333,6,0.625,0.1111111111111111,0.4444444444444444,1,5,0,3,0.55,0.2502362948659542,0.6954069794128814,0.4136057374123353,0.0905406336564942,-0.030838707032109114,0.0
2020-12-31,2021,future,learned_market,20260912,all,-0.010061880913770421,-0.11068069005147463,5,6,30,11,0.6363636363636364,0.36363636363636365,7,0.6166666666666667,0.2727272727272727,0.45454545454545453,2,5,1,3,0.5333333333333333,0.24409364605236689,0.6818784572859102,0.464607335459225,0.09413177048702187,0.010061880913770471,0.0
2020-12-31,2021,future,learned_market,20260912,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,future,learned_market,20260912,negative_high,0.5137439151160255,0.5137439151160255,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.263932810318742,0.7210198702275746,0.4862560848839745,0.0,-0.5137439151160255,0.0
2020-12-31,2021,future,learned_market,20260912,nonnegative_low,-0.49622809203697066,-0.49622809203697066,0,1,0,1,1.0,0.0,1,,0.0,0.0,0,1,0,0,,0.24624231932665222,0.6856316769139844,0.49622809203697066,0.0,0.49622809203697066,0.0
2020-12-31,2021,future,learned_market,20260912,nonnegative_high,-0.014244057014503252,-0.12819651313052927,4,5,20,9,0.6666666666666666,0.3333333333333333,6,0.65,0.3333333333333333,0.4444444444444444,2,4,1,2,0.6,0.24165055299229352,0.6771123870003838,0.4586885014589477,0.10310989736076358,0.014244057014503264,0.0
2020-12-31,2021,future,learned_market,-1,all,-0.0060359271624566,-0.0663951987870226,5,6,30,11,0.6363636363636364,0.36363636363636365,7,0.6166666666666667,0.2727272727272727,0.45454545454545453,2,5,1,3,0.6666666666666666,0.2333888925316918,0.6601004647252883,0.4605813817079112,0.06441754003676127,0.006035927162456656,0.0
2020-12-31,2021,future,learned_market,-1,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,future,learned_market,-1,negative_high,0.43457651650378926,0.43457651650378926,1,0,0,1,1.0,0.0,1,,1.0,1.0,1,0,0,0,,0.1888567486965682,0.5701803002798829,0.5654234834962107,0.0,-0.43457651650378926,0.0
2020-12-31,2021,future,learned_market,-1,nonnegative_low,-0.5075530912524239,-0.5075530912524239,0,1,0,1,0.0,1.0,0,,1.0,0.0,0,0,1,0,,0.25761014043989133,0.7083686236780843,0.5075530912524239,0.0,0.5075530912524239,0.0
2020-12-31,2021,future,learned_market,-1,nonnegative_high,0.0007312639957346558,0.006581375961611902,4,5,20,9,0.6666666666666666,0.3333333333333333,6,0.625,0.1111111111111111,0.4444444444444444,1,5,0,3,0.65,0.23564565874579438,0.6647284653355783,0.4437131804487098,0.05762597830440191,-0.0007312639957346434,0.0
2020-12-31,2021,future,learned_vol_interaction,20260910,all,-0.02671441327310002,-0.2938585460041002,5,6,30,11,0.6363636363636364,0.36363636363636365,7,0.6166666666666667,0.2727272727272727,0.45454545454545453,2,5,1,3,0.5333333333333333,0.23570240052547062,0.6640060343346555,0.4812598678185546,0.06171362711240933,0.02671441327310009,0.0
2020-12-31,2021,future,learned_vol_interaction,20260910,negative_low,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2020-12-31,2021,future,learned_vol_interaction,20260910,negative_high,0.4127259833333733,0.4127259833333733,1,0,0,1,1.0,0.0,1,,1.0,1.0,1,0,0,0,,0.17034273731849991,0.5322637594439028,0.5872740166666267,0.0,-0.4127259833333733,0.0
2020-12-31,2021,future,learned_vol_interaction,20260910,nonnegative_low,-0.5286701081389081,-0.5286701081389081,0,1,0,1,0.0,1.0,0,,1.0,0.0,0,0,1,0,,0.27949208323960484,0.7521970227880829,0.5286701081389081,0.0,0.5286701081389081,0.0
2020-12-31,2021,future,learned_vol_interaction,20260910,nonnegative_high,-0.019768269022062832,-0.1779144211985655,4,5,20,9,0.6666666666666666,0.3333333333333333,6,0.625,0.1111111111111111,0.4444444444444444,1,5,0,3,0.45,0.23809906502467473,0.6688450661610251,0.4642127134665073,0.05353307347210377,0.019768269022062857,0.0
