subject_id,cutoff,previous_decision_cutoff,method,state,mode,original_accepted,original_reason,original_action,training_n,current_validation_n,current_fit_eligible,source_cutoff,expiry,source_age_days,availability,view,n,known_at_source_n,source_validation_overlap_n,new_since_previous_n,old_brier_difference,old_correct_difference,old_evidence,current_brier_difference,current_correct_difference,current_evidence,comparison
2021-09-30:learned_market:negative_low,2021-09-30,2021-08-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-09-30:learned_market:negative_low,2021-09-30,2021-08-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-09-30:learned_market:negative_low,2021-09-30,2021-08-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-10-31:learned_market:negative_low,2021-10-31,2021-09-30,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-10-31:learned_market:negative_low,2021-10-31,2021-09-30,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-10-31:learned_market:negative_low,2021-10-31,2021-09-30,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-11-30:learned_market:negative_low,2021-11-30,2021-10-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,7,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-11-30:learned_market:negative_low,2021-11-30,2021-10-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,7,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-11-30:learned_market:negative_low,2021-11-30,2021-10-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,2,7,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-12-31:learned_market:negative_low,2021-12-31,2021-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,2,8,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-12-31:learned_market:negative_low,2021-12-31,2021-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,2,8,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-12-31:learned_market:negative_low,2021-12-31,2021-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,2,8,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-01-31:learned_market:negative_low,2022-01-31,2021-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,4,7,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-01-31:learned_market:negative_low,2022-01-31,2021-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,4,7,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-01-31:learned_market:negative_low,2022-01-31,2021-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,4,7,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-02-28:learned_market:negative_low,2022-02-28,2022-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,7,5,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-02-28:learned_market:negative_low,2022-02-28,2022-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,7,5,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-02-28:learned_market:negative_low,2022-02-28,2022-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,7,5,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-03-31:learned_market:negative_low,2022-03-31,2022-02-28,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,10,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-03-31:learned_market:negative_low,2022-03-31,2022-02-28,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,10,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-03-31:learned_market:negative_low,2022-03-31,2022-02-28,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,10,4,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-04-30:learned_market:negative_low,2022-04-30,2022-03-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,10,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-04-30:learned_market:negative_low,2022-04-30,2022-03-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,10,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-04-30:learned_market:negative_low,2022-04-30,2022-03-31,learned_market,negative_low,insufficient_history,False,insufficient_history,fallback,10,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2022-05-31:learned_market:negative_low,2022-05-31,2022-04-30,learned_market,negative_low,ready,False,insufficient_validation,fallback,13,1,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-05-31:learned_market:negative_low,2022-05-31,2022-04-30,learned_market,negative_low,ready,False,insufficient_validation,fallback,13,1,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-05-31:learned_market:negative_low,2022-05-31,2022-04-30,learned_market,negative_low,ready,False,insufficient_validation,fallback,13,1,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-06-30:learned_market:negative_low,2022-06-30,2022-05-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-06-30:learned_market:negative_low,2022-06-30,2022-05-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-06-30:learned_market:negative_low,2022-06-30,2022-05-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-07-31:learned_market:negative_low,2022-07-31,2022-06-30,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-07-31:learned_market:negative_low,2022-07-31,2022-06-30,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-07-31:learned_market:negative_low,2022-07-31,2022-06-30,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-08-31:learned_market:negative_low,2022-08-31,2022-07-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-08-31:learned_market:negative_low,2022-08-31,2022-07-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-08-31:learned_market:negative_low,2022-08-31,2022-07-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,14,0,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-09-30:learned_market:negative_low,2022-09-30,2022-08-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,12,3,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-09-30:learned_market:negative_low,2022-09-30,2022-08-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,12,3,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-09-30:learned_market:negative_low,2022-09-30,2022-08-31,learned_market,negative_low,ready,False,insufficient_validation,fallback,12,3,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-10-31:learned_market:negative_low,2022-10-31,2022-09-30,learned_market,negative_low,ready,True,accepted,fresh,12,5,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-10-31:learned_market:negative_low,2022-10-31,2022-09-30,learned_market,negative_low,ready,True,accepted,fresh,12,5,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-10-31:learned_market:negative_low,2022-10-31,2022-09-30,learned_market,negative_low,ready,True,accepted,fresh,12,5,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2022-11-30:learned_market:negative_low,2022-11-30,2022-10-31,learned_market,negative_low,ready,True,accepted,fresh,12,5,True,2022-10-31,2022-12-31,30.0,in_life,full_validation,5,5,5,0,-0.010047159686551305,0,pass,-0.010047159686551305,0.0,pass,both_pass
2022-11-30:learned_market:negative_low,2022-11-30,2022-10-31,learned_market,negative_low,ready,True,accepted,fresh,12,5,True,2022-10-31,2022-12-31,30.0,in_life,post_source_validation,0,0,0,0,,0,no_samples,,0.0,no_samples,insufficient_evidence
2022-11-30:learned_market:negative_low,2022-11-30,2022-10-31,learned_market,negative_low,ready,True,accepted,fresh,12,5,True,2022-10-31,2022-12-31,30.0,in_life,incremental_validation,0,0,0,0,,0,no_samples,,0.0,no_samples,insufficient_evidence
2022-12-31:learned_market:negative_low,2022-12-31,2022-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,13,3,False,2022-11-30,2022-12-31,31.0,expired,full_validation,3,3,3,0,-0.012592898721955709,0,insufficient_validation,,,unfitted,current_unfitted
2022-12-31:learned_market:negative_low,2022-12-31,2022-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,13,3,False,2022-11-30,2022-12-31,31.0,expired,post_source_validation,0,0,0,0,,0,no_samples,,,unfitted,current_unfitted
2022-12-31:learned_market:negative_low,2022-12-31,2022-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,13,3,False,2022-11-30,2022-12-31,31.0,expired,incremental_validation,0,0,0,0,,0,no_samples,,,unfitted,current_unfitted
2023-01-31:learned_market:negative_low,2023-01-31,2022-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,17,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-01-31:learned_market:negative_low,2023-01-31,2022-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,17,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-01-31:learned_market:negative_low,2023-01-31,2022-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,17,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-02-28:learned_market:negative_low,2023-02-28,2023-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,14,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-02-28:learned_market:negative_low,2023-02-28,2023-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,14,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-02-28:learned_market:negative_low,2023-02-28,2023-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,14,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-03-31:learned_market:negative_low,2023-03-31,2023-02-28,learned_market,negative_low,ready,False,insufficient_validation,fallback,11,0,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2023-03-31:learned_market:negative_low,2023-03-31,2023-02-28,learned_market,negative_low,ready,False,insufficient_validation,fallback,11,0,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2023-03-31:learned_market:negative_low,2023-03-31,2023-02-28,learned_market,negative_low,ready,False,insufficient_validation,fallback,11,0,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2023-04-30:learned_market:negative_low,2023-04-30,2023-03-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,9,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-04-30:learned_market:negative_low,2023-04-30,2023-03-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,9,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-04-30:learned_market:negative_low,2023-04-30,2023-03-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,9,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-05-31:learned_market:negative_low,2023-05-31,2023-04-30,learned_market,negative_low,ready,False,insufficient_state_train,fallback,7,5,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-05-31:learned_market:negative_low,2023-05-31,2023-04-30,learned_market,negative_low,ready,False,insufficient_state_train,fallback,7,5,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-05-31:learned_market:negative_low,2023-05-31,2023-04-30,learned_market,negative_low,ready,False,insufficient_state_train,fallback,7,5,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-06-30:learned_market:negative_low,2023-06-30,2023-05-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,6,8,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-06-30:learned_market:negative_low,2023-06-30,2023-05-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,6,8,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-06-30:learned_market:negative_low,2023-06-30,2023-05-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,6,8,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-07-31:learned_market:negative_low,2023-07-31,2023-06-30,learned_market,negative_low,ready,False,insufficient_state_train,fallback,5,12,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-07-31:learned_market:negative_low,2023-07-31,2023-06-30,learned_market,negative_low,ready,False,insufficient_state_train,fallback,5,12,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-07-31:learned_market:negative_low,2023-07-31,2023-06-30,learned_market,negative_low,ready,False,insufficient_state_train,fallback,5,12,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-08-31:learned_market:negative_low,2023-08-31,2023-07-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,8,10,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-08-31:learned_market:negative_low,2023-08-31,2023-07-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,8,10,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-08-31:learned_market:negative_low,2023-08-31,2023-07-31,learned_market,negative_low,ready,False,insufficient_state_train,fallback,8,10,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2023-09-30:learned_market:negative_low,2023-09-30,2023-08-31,learned_market,negative_low,ready,True,accepted,fresh,12,9,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2023-09-30:learned_market:negative_low,2023-09-30,2023-08-31,learned_market,negative_low,ready,True,accepted,fresh,12,9,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2023-09-30:learned_market:negative_low,2023-09-30,2023-08-31,learned_market,negative_low,ready,True,accepted,fresh,12,9,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2023-10-31:learned_market:negative_low,2023-10-31,2023-09-30,learned_market,negative_low,ready,True,accepted,fresh,14,10,True,2023-09-30,2023-12-31,31.0,in_life,full_validation,10,7,7,3,-0.008910894958709153,0,pass,-0.008426310500848293,0.0,pass,both_pass
2023-10-31:learned_market:negative_low,2023-10-31,2023-09-30,learned_market,negative_low,ready,True,accepted,fresh,14,10,True,2023-09-30,2023-12-31,31.0,in_life,post_source_validation,3,0,0,3,-0.0027676937277128547,0,insufficient_validation,-0.0026642504611342995,0.0,insufficient_validation,insufficient_evidence
2023-10-31:learned_market:negative_low,2023-10-31,2023-09-30,learned_market,negative_low,ready,True,accepted,fresh,14,10,True,2023-09-30,2023-12-31,31.0,in_life,incremental_validation,3,0,0,3,-0.0027676937277128547,0,insufficient_validation,-0.0026642504611342995,0.0,insufficient_validation,insufficient_evidence
2023-11-30:learned_market:negative_low,2023-11-30,2023-10-31,learned_market,negative_low,ready,True,accepted,fresh,18,11,True,2023-10-31,2023-12-31,30.0,in_life,full_validation,11,7,7,4,-0.00948184948058637,0,pass,-0.008798489656854555,0.0,pass,both_pass
2023-11-30:learned_market:negative_low,2023-11-30,2023-10-31,learned_market,negative_low,ready,True,accepted,fresh,18,11,True,2023-10-31,2023-12-31,30.0,in_life,post_source_validation,4,0,0,4,-0.011106323344296627,0,insufficient_validation,-0.010362973941591441,0.0,insufficient_validation,insufficient_evidence
2023-11-30:learned_market:negative_low,2023-11-30,2023-10-31,learned_market,negative_low,ready,True,accepted,fresh,18,11,True,2023-10-31,2023-12-31,30.0,in_life,incremental_validation,4,0,0,4,-0.011106323344296627,0,insufficient_validation,-0.010362973941591441,0.0,insufficient_validation,insufficient_evidence
2023-12-31:learned_market:negative_low,2023-12-31,2023-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,20,13,False,2023-11-30,2023-12-31,31.0,expired,full_validation,13,9,9,4,-0.00799267230722246,2,pass,,,unfitted,current_unfitted
2023-12-31:learned_market:negative_low,2023-12-31,2023-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,20,13,False,2023-11-30,2023-12-31,31.0,expired,post_source_validation,4,0,0,4,-0.011285044167619857,2,insufficient_validation,,,unfitted,current_unfitted
2023-12-31:learned_market:negative_low,2023-12-31,2023-11-30,learned_market,negative_low,annual_reset,False,annual_reset,fallback,20,13,False,2023-11-30,2023-12-31,31.0,expired,incremental_validation,4,0,0,4,-0.011285044167619857,2,insufficient_validation,,,unfitted,current_unfitted
2024-01-31:learned_market:negative_low,2024-01-31,2023-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,22,13,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-01-31:learned_market:negative_low,2024-01-31,2023-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,22,13,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-01-31:learned_market:negative_low,2024-01-31,2023-12-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,22,13,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-02-29:learned_market:negative_low,2024-02-29,2024-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,22,11,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-02-29:learned_market:negative_low,2024-02-29,2024-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,22,11,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-02-29:learned_market:negative_low,2024-02-29,2024-01-31,learned_market,negative_low,q1_guard,False,q1_guard,fallback,22,11,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-03-31:learned_market:negative_low,2024-03-31,2024-02-29,learned_market,negative_low,ready,True,accepted,fresh,25,7,True,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2024-03-31:learned_market:negative_low,2024-03-31,2024-02-29,learned_market,negative_low,ready,True,accepted,fresh,25,7,True,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
2024-03-31:learned_market:negative_low,2024-03-31,2024-02-29,learned_market,negative_low,ready,True,accepted,fresh,25,7,True,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,0.0,no_saved_record,not_assessed
