encoder_cutoff,row_index,date,state,trend60,volatility20,range20,volume_change20,order60,market5_outside_any,market5_outside_fraction,market5_mean_squared_raw_z,outside_trend60,outside_volatility20,outside_range20,outside_volume_change20,outside_order60,decoded25_outside_any,decoded25_outside_fraction,decoded25_mean_squared_raw_z
2020-12-31,1226,2016-02-22,negative_high,-1.0434942478313844,0.022426754996841273,0.02513411607266458,0.33199284523018946,-0.23841807909604518,0.0,0.0,3.356309052610726,0,0,0,0,0,0.3333333333333333,0.013333333333333334,1.1364506573049362
2020-12-31,1227,2016-02-23,negative_high,-1.0643640787408755,0.021464622905300705,0.02435656332709537,-0.1257705662184776,-0.23841807909604518,0.0,0.0,2.9978408856549486,0,0,0,0,0,0.0,0.0,1.0095781840186147
2020-12-31,1228,2016-02-24,negative_high,-1.0282902106490208,0.0213229828553941,0.024116409947112016,-0.15596948745945838,-0.27231638418079096,1.0,0.2,3.2459309507239773,0,0,0,0,1,0.0,0.0,1.1141404869260798
2020-12-31,1229,2016-02-25,negative_high,-1.34705496088503,0.024589371549180162,0.025499669302024942,0.3502788820237974,-0.2711864406779661,1.0,0.2,4.321596121855514,0,0,0,0,1,0.3333333333333333,0.013333333333333334,1.3185169795317508
2020-12-31,1230,2016-02-26,negative_high,-1.2611741801984375,0.02457927155834898,0.025282512824772896,0.17309285504898853,-0.3062146892655367,1.0,0.2,4.484000116658467,0,0,0,0,1,0.6666666666666666,0.02666666666666667,1.455185337123736
2020-12-31,1231,2016-02-29,negative_high,-1.1344450042017455,0.02494339307666249,0.026635296871472747,0.46135803215645055,-0.3062146892655367,1.0,0.2,4.905887681572054,0,0,0,0,1,0.6666666666666666,0.06666666666666667,1.795963778110104
2020-12-31,1232,2016-03-01,negative_high,-1.044040620356561,0.02153343687106304,0.02528801532797309,-0.08968068561805254,-0.34011299435028247,1.0,0.2,4.21282845275371,0,0,0,0,1,0.6666666666666666,0.08,2.1594854518270363
2020-12-31,1233,2016-03-02,negative_high,-0.8460956737456647,0.023246304873444687,0.02517755301329534,0.2857888256142367,-0.34011299435028247,1.0,0.2,4.427040647714518,0,0,0,0,1,0.6666666666666666,0.05333333333333334,1.4650052483319482
2020-12-31,1234,2016-03-03,negative_high,-1.0396047991670727,0.022308914226904376,0.024071689215706328,0.5565352573161668,-0.34011299435028247,1.0,0.2,4.482098056780659,0,0,0,0,1,0.6666666666666666,0.06666666666666667,1.2772791164421133
2020-12-31,1235,2016-03-04,negative_high,-1.0157863431570007,0.021439311470245196,0.023293991444808083,0.6597824840697122,-0.3062146892655367,1.0,0.2,3.9691557172838428,0,0,0,0,1,0.6666666666666666,0.02666666666666667,1.298540063342977
2020-12-31,1236,2016-03-07,negative_high,-0.8978145852249324,0.02104444425456837,0.022766098230297915,0.4227431305620648,-0.27570621468926554,1.0,0.2,3.1536566796828476,0,0,0,0,1,0.3333333333333333,0.013333333333333334,1.368559986117834
2020-12-31,1237,2016-03-08,negative_high,-0.9076275771196909,0.020675313576159038,0.02331664462476062,0.4302327651280109,-0.24180790960451976,0.0,0.0,2.8677373247734637,0,0,0,0,0,0.3333333333333333,0.013333333333333334,1.3552205107615263
2020-12-31,1238,2016-03-09,negative_high,-0.8770671147983828,0.02085346840732872,0.023418973716597825,0.36487715405734633,-0.24180790960451976,0.0,0.0,2.828432162273155,0,0,0,0,0,0.0,0.0,1.221397987548701
