arm,history,cutoff,seed,epoch,train_n,presentations,optimizer_steps,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse,rule
combined,full,2017-12-31,20260911,8,1678,1678,14,1.101152648445534,,,,mse
combined,full,2017-12-31,20260911,9,1678,1678,14,1.101418374619126,,,,mse
combined,full,2017-12-31,20260911,10,1678,1678,14,1.0996646420748213,0.997111664341232,1.0019544941307676,0.0009668812177612,mse
combined,full,2017-12-31,20260911,11,1678,1678,14,1.0999287521739682,,,,mse
combined,full,2017-12-31,20260911,12,1678,1678,14,1.0971293138946197,,,,mse
combined,full,2017-12-31,20260911,13,1678,1678,14,1.0928302946477169,,,,mse
combined,full,2017-12-31,20260911,14,1678,1678,14,1.0905756178857031,,,,mse
combined,full,2017-12-31,20260911,15,1678,1678,14,1.083941851810278,,,,mse
combined,full,2017-12-31,20260911,16,1678,1678,14,1.0742239240241704,,,,mse
combined,full,2017-12-31,20260911,17,1678,1678,14,1.078091524994274,,,,mse
combined,full,2017-12-31,20260911,18,1678,1678,14,1.0775931599739763,,,,mse
combined,full,2017-12-31,20260911,19,1678,1678,14,1.0624699089254328,,,,mse
combined,full,2017-12-31,20260911,20,1678,1678,14,1.0537274111155532,0.9383147155002416,1.0268789005506878,0.0009701966208437,mse
combined,full,2017-12-31,20260912,1,1678,1678,14,1.1210810947759218,,,,mse
combined,full,2017-12-31,20260912,2,1678,1678,14,1.1080973868716744,0.9999953839435054,1.0235735173731226,0.000972558346264,mse
combined,full,2017-12-31,20260912,3,1678,1678,14,1.1062440077937403,,,,mse
combined,full,2017-12-31,20260912,4,1678,1678,14,1.1030485116398234,,,,mse
combined,full,2017-12-31,20260912,5,1678,1678,14,1.1034841869954417,1.0005554054576251,1.0037317486286732,0.0009611761822701,mse
combined,full,2017-12-31,20260912,6,1678,1678,14,1.101604946392796,,,,mse
combined,full,2017-12-31,20260912,7,1678,1678,14,1.1021958586712133,,,,mse
combined,full,2017-12-31,20260912,8,1678,1678,14,1.1015369862282518,,,,mse
combined,full,2017-12-31,20260912,9,1678,1678,14,1.1020223164444742,,,,mse
combined,full,2017-12-31,20260912,10,1678,1678,14,1.1009893044385353,0.9996793866867956,1.00119095848911,0.0009771531802475,mse
combined,full,2017-12-31,20260912,11,1678,1678,14,1.1008570928823678,,,,mse
combined,full,2017-12-31,20260912,12,1678,1678,14,1.100611967892698,,,,mse
combined,full,2017-12-31,20260912,13,1678,1678,14,1.100601074451201,,,,mse
combined,full,2017-12-31,20260912,14,1678,1678,14,1.1003134452401526,,,,mse
combined,full,2017-12-31,20260912,15,1678,1678,14,1.099474835878902,,,,mse
combined,full,2017-12-31,20260912,16,1678,1678,14,1.0963462459032245,,,,mse
combined,full,2017-12-31,20260912,17,1678,1678,14,1.0917660944936387,,,,mse
combined,full,2017-12-31,20260912,18,1678,1678,14,1.0730705594419725,,,,mse
combined,full,2017-12-31,20260912,19,1678,1678,14,1.0620047352026984,,,,mse
combined,full,2017-12-31,20260912,20,1678,1678,14,1.023902440099523,0.8647827020845197,1.058102653194241,0.0009431893232829,mse
combined,full,2018-12-31,20260910,1,1921,1921,16,1.1152604602389755,,,,mse
combined,full,2018-12-31,20260910,2,1921,1921,16,1.1067056616788602,0.9999063077195122,1.0241625631060345,0.0007049399604983,mse
combined,full,2018-12-31,20260910,3,1921,1921,16,1.1043616951225574,,,,mse
combined,full,2018-12-31,20260910,4,1921,1921,16,1.1037245331984644,,,,mse
combined,full,2018-12-31,20260910,5,1921,1921,16,1.103017379360575,0.9997562577425348,1.0153399571846202,0.0007032893489871,mse
combined,full,2018-12-31,20260910,6,1921,1921,16,1.1022870891234453,,,,mse
combined,full,2018-12-31,20260910,7,1921,1921,16,1.1017564662355486,,,,mse
combined,full,2018-12-31,20260910,8,1921,1921,16,1.1003823083307147,,,,mse
combined,full,2018-12-31,20260910,9,1921,1921,16,1.1006427102531695,,,,mse
combined,full,2018-12-31,20260910,10,1921,1921,16,1.0972475268020412,0.9894077835884768,1.013762893030136,0.000707220504023,mse
combined,full,2018-12-31,20260910,11,1921,1921,16,1.0933056218818196,,,,mse
combined,full,2018-12-31,20260910,12,1921,1921,16,1.0823475251372812,,,,mse
combined,full,2018-12-31,20260910,13,1921,1921,16,1.078125896800129,,,,mse
combined,full,2018-12-31,20260910,14,1921,1921,16,1.072874035129691,,,,mse
combined,full,2018-12-31,20260910,15,1921,1921,16,1.0583061018317768,,,,mse
combined,full,2018-12-31,20260910,16,1921,1921,16,1.0549385719687785,,,,mse
combined,full,2018-12-31,20260910,17,1921,1921,16,1.0404925791159825,,,,mse
combined,full,2018-12-31,20260910,18,1921,1921,16,1.0297906197712237,,,,mse
combined,full,2018-12-31,20260910,19,1921,1921,16,1.0133983959821535,,,,mse
combined,full,2018-12-31,20260910,20,1921,1921,16,0.9919595592410412,0.8408978672960908,0.9788924054141344,0.0006481165068961,mse
combined,full,2018-12-31,20260911,1,1921,1921,16,1.122348678564456,,,,mse
combined,full,2018-12-31,20260911,2,1921,1921,16,1.1048902386430028,1.000191167361534,1.0123427007919423,0.0006980129334597,mse
combined,full,2018-12-31,20260911,3,1921,1921,16,1.104136445508656,,,,mse
combined,full,2018-12-31,20260911,4,1921,1921,16,1.1039712931078465,,,,mse
combined,full,2018-12-31,20260911,5,1921,1921,16,1.1024647473916604,0.9998153723943116,1.0023512804899162,0.0007009224583049,mse
combined,full,2018-12-31,20260911,6,1921,1921,16,1.1019228866856152,,,,mse
combined,full,2018-12-31,20260911,7,1921,1921,16,1.1009038275322027,,,,mse
combined,full,2018-12-31,20260911,8,1921,1921,16,1.101927633337649,,,,mse
combined,full,2018-12-31,20260911,9,1921,1921,16,1.1007810035901786,,,,mse
combined,full,2018-12-31,20260911,10,1921,1921,16,1.100938164097204,0.9976908215503404,1.0004771557529415,0.000700797057196,mse
combined,full,2018-12-31,20260911,11,1921,1921,16,1.0995823524073969,,,,mse
combined,full,2018-12-31,20260911,12,1921,1921,16,1.0961788637890348,,,,mse
combined,full,2018-12-31,20260911,13,1921,1921,16,1.091801097776541,,,,mse
combined,full,2018-12-31,20260911,14,1921,1921,16,1.086443327107447,,,,mse
combined,full,2018-12-31,20260911,15,1921,1921,16,1.084587488433987,,,,mse
combined,full,2018-12-31,20260911,16,1921,1921,16,1.0656407767444276,,,,mse
combined,full,2018-12-31,20260911,17,1921,1921,16,1.0583721211278023,,,,mse
combined,full,2018-12-31,20260911,18,1921,1921,16,1.03522713155811,,,,mse
combined,full,2018-12-31,20260911,19,1921,1921,16,1.0538916355973418,,,,mse
combined,full,2018-12-31,20260911,20,1921,1921,16,1.032193763880665,0.882040067894393,1.0100207577950628,0.0007722358307438,mse
combined,full,2018-12-31,20260912,1,1921,1921,16,1.119431470642482,,,,mse
combined,full,2018-12-31,20260912,2,1921,1921,16,1.1073044517398936,0.9999846143687784,1.0222032871300948,0.0007034385067908,mse
combined,full,2018-12-31,20260912,3,1921,1921,16,1.104559109068705,,,,mse
combined,full,2018-12-31,20260912,4,1921,1921,16,1.104588019171461,,,,mse
combined,full,2018-12-31,20260912,5,1921,1921,16,1.102568379731801,0.9998221517788252,1.0033596036087902,0.0007024253948073,mse
combined,full,2018-12-31,20260912,6,1921,1921,16,1.1022987557164956,,,,mse
combined,full,2018-12-31,20260912,7,1921,1921,16,1.102366951621491,,,,mse
combined,full,2018-12-31,20260912,8,1921,1921,16,1.1022241811526436,,,,mse
combined,full,2018-12-31,20260912,9,1921,1921,16,1.101322052380742,,,,mse
combined,full,2018-12-31,20260912,10,1921,1921,16,1.1009765646223102,0.9991423654593508,1.0004902392362072,0.0007061628301709,mse
combined,full,2018-12-31,20260912,11,1921,1921,16,1.100697445177523,,,,mse
combined,full,2018-12-31,20260912,12,1921,1921,16,1.1000083280627395,,,,mse
combined,full,2018-12-31,20260912,13,1921,1921,16,1.0981582718736984,,,,mse
combined,full,2018-12-31,20260912,14,1921,1921,16,1.0936407781032025,,,,mse
combined,full,2018-12-31,20260912,15,1921,1921,16,1.091384597382528,,,,mse
combined,full,2018-12-31,20260912,16,1921,1921,16,1.0823782440401004,,,,mse
combined,full,2018-12-31,20260912,17,1921,1921,16,1.0679860573488869,,,,mse
combined,full,2018-12-31,20260912,18,1921,1921,16,1.0628190816596794,,,,mse
combined,full,2018-12-31,20260912,19,1921,1921,16,1.0562927037446466,,,,mse
combined,full,2018-12-31,20260912,20,1921,1921,16,1.04431648587712,0.906809106151118,1.0478992718759146,0.0006756027690589,mse
combined,full,2019-12-31,20260910,1,2165,2165,17,1.114298633119526,,,,mse
combined,full,2019-12-31,20260910,2,2165,2165,17,1.1057737895302628,0.9999993744953676,1.02205192794976,0.0011237278410746,mse
combined,full,2019-12-31,20260910,3,2165,2165,17,1.103771442408925,,,,mse
combined,full,2019-12-31,20260910,4,2165,2165,17,1.1025928715360085,,,,mse
combined,full,2019-12-31,20260910,5,2165,2165,17,1.1019479205922222,1.000246516661611,1.0093646782925718,0.0011215671429103,mse
combined,full,2019-12-31,20260910,6,2165,2165,17,1.1022285876042848,,,,mse
combined,full,2019-12-31,20260910,7,2165,2165,17,1.101616917251164,,,,mse
combined,full,2019-12-31,20260910,8,2165,2165,17,1.100921076412289,,,,mse
combined,full,2019-12-31,20260910,9,2165,2165,17,1.1013959226101706,,,,mse
combined,full,2019-12-31,20260910,10,2165,2165,17,1.1006557777902546,0.9996195284378722,1.0008629867166077,0.0011231818874054,mse
combined,full,2019-12-31,20260910,11,2165,2165,17,1.1003363274536837,,,,mse
combined,full,2019-12-31,20260910,12,2165,2165,17,1.0999665760828772,,,,mse
combined,full,2019-12-31,20260910,13,2165,2165,17,1.0983422927713284,,,,mse
combined,full,2019-12-31,20260910,14,2165,2165,17,1.0931072927237109,,,,mse
combined,full,2019-12-31,20260910,15,2165,2165,17,1.088979803221881,,,,mse
combined,full,2019-12-31,20260910,16,2165,2165,17,1.0810378246439525,,,,mse
combined,full,2019-12-31,20260910,17,2165,2165,17,1.069066411628459,,,,mse
combined,full,2019-12-31,20260910,18,2165,2165,17,1.0618695451536024,,,,mse
combined,full,2019-12-31,20260910,19,2165,2165,17,1.0537600890593497,,,,mse
combined,full,2019-12-31,20260910,20,2165,2165,17,1.0355964412865408,0.908364110510564,1.0131354087494813,0.0011880440454671,mse
combined,full,2019-12-31,20260911,1,2165,2165,17,1.1206783456560094,,,,mse
combined,full,2019-12-31,20260911,2,2165,2165,17,1.105151841491805,1.000193673854061,1.0124659584521143,0.0011220544216739,mse
combined,full,2019-12-31,20260911,3,2165,2165,17,1.104095899480595,,,,mse
combined,full,2019-12-31,20260911,4,2165,2165,17,1.1021376460033532,,,,mse
combined,full,2019-12-31,20260911,5,2165,2165,17,1.102046815792903,0.9993246972698536,1.0083127715571096,0.0011274333295979,mse
combined,full,2019-12-31,20260911,6,2165,2165,17,1.1023024256179843,,,,mse
combined,full,2019-12-31,20260911,7,2165,2165,17,1.1006489350669104,,,,mse
combined,full,2019-12-31,20260911,8,2165,2165,17,1.1005577758057838,,,,mse
combined,full,2019-12-31,20260911,9,2165,2165,17,1.0935055837895524,,,,mse
combined,full,2019-12-31,20260911,10,2165,2165,17,1.0790149260338129,0.9608038534468372,1.015432395670761,0.0011972584273929,mse
combined,full,2019-12-31,20260911,11,2165,2165,17,1.076726636324964,,,,mse
combined,full,2019-12-31,20260911,12,2165,2165,17,1.072472666152355,,,,mse
combined,full,2019-12-31,20260911,13,2165,2165,17,1.0605568433193358,,,,mse
combined,full,2019-12-31,20260911,14,2165,2165,17,1.0503415723045209,,,,mse
combined,full,2019-12-31,20260911,15,2165,2165,17,1.0448691235128231,,,,mse
combined,full,2019-12-31,20260911,16,2165,2165,17,1.0425582743406847,,,,mse
combined,full,2019-12-31,20260911,17,2165,2165,17,1.0392888794044424,,,,mse
combined,full,2019-12-31,20260911,18,2165,2165,17,1.039036842857167,,,,mse
combined,full,2019-12-31,20260911,19,2165,2165,17,1.0471690250324046,,,,mse
combined,full,2019-12-31,20260911,20,2165,2165,17,1.014662686616664,0.8828610973049807,0.9772363464496427,0.0011824064717828,mse
combined,full,2019-12-31,20260912,1,2165,2165,17,1.1190780217597998,,,,mse
combined,full,2019-12-31,20260912,2,2165,2165,17,1.1069726644707607,1.0000457842961197,1.0198863340029816,0.0011260314803785,mse
combined,full,2019-12-31,20260912,3,2165,2165,17,1.1040486939784837,,,,mse
combined,full,2019-12-31,20260912,4,2165,2165,17,1.102915742876348,,,,mse
combined,full,2019-12-31,20260912,5,2165,2165,17,1.1023576854282937,1.0001579822073356,1.001650997452593,0.0011278260765909,mse
combined,full,2019-12-31,20260912,6,2165,2165,17,1.1016638482690684,,,,mse
combined,full,2019-12-31,20260912,7,2165,2165,17,1.1009368303466338,,,,mse
combined,full,2019-12-31,20260912,8,2165,2165,17,1.101474678268609,,,,mse
combined,full,2019-12-31,20260912,9,2165,2165,17,1.1017675102995943,,,,mse
combined,full,2019-12-31,20260912,10,2165,2165,17,1.1004555512796097,0.999529234641694,1.0005213237524584,0.0011238639667674,mse
combined,full,2019-12-31,20260912,11,2165,2165,17,1.100215180421261,,,,mse
combined,full,2019-12-31,20260912,12,2165,2165,17,1.099844397628555,,,,mse
combined,full,2019-12-31,20260912,13,2165,2165,17,1.097275461555904,,,,mse
combined,full,2019-12-31,20260912,14,2165,2165,17,1.0973374071627786,,,,mse
combined,full,2019-12-31,20260912,15,2165,2165,17,1.0899529943565298,,,,mse
combined,full,2019-12-31,20260912,16,2165,2165,17,1.0791883921237797,,,,mse
combined,full,2019-12-31,20260912,17,2165,2165,17,1.0733789296403493,,,,mse
combined,full,2019-12-31,20260912,18,2165,2165,17,1.06480065944839,,,,mse
combined,full,2019-12-31,20260912,19,2165,2165,17,1.0495782872545802,,,,mse
combined,full,2019-12-31,20260912,20,2165,2165,17,1.0398640435507336,0.9001538723776027,1.0392869663018278,0.0012364409326648,mse
