date,csi300,chips980017
2017-01-09,3363.9,3490.2973
2017-01-10,3358.27,3476.806
2017-01-11,3334.5,3418.203
2017-01-12,3317.62,3366.3618
2017-01-13,3319.91,3315.1157
2017-01-16,3319.45,3171.9149
2017-01-17,3326.36,3207.8672
2017-01-18,3339.37,3163.1253
2017-01-19,3329.29,3165.95
2017-01-20,3354.89,3227.2242
2017-01-23,3364.08,3241.4813
2017-01-24,3364.45,3220.8141
2017-01-25,3375.9,3227.0805
2017-01-26,3387.96,3250.6873
2017-02-03,3364.49,3247.3323
2017-02-06,3373.21,3286.4721
2017-02-07,3365.68,3289.4932
2017-02-08,3383.29,3323.6883
2017-02-09,3396.29,3360.4875
2017-02-10,3413.49,3346.5997
2017-02-13,3436.27,3355.4584
2017-02-14,3435.8,3350.065
2017-02-15,3421.71,3311.1804
2017-02-16,3440.93,3333.152
2017-02-17,3421.44,3297.4444
2017-02-20,3471.39,3325.5559
2017-02-21,3482.82,3358.2553
2017-02-22,3489.76,3373.4523
2017-02-23,3473.32,3392.5638
2017-02-24,3473.85,3390.3513
2017-02-27,3446.22,3358.6652
2017-02-28,3452.81,3368.9608
2017-03-01,3458.44,3368.2767
2017-03-02,3435.1,3377.3402
2017-03-03,3427.86,3414.7572
2017-03-06,3446.48,3471.0157
2017-03-07,3453.96,3505.2931
2017-03-08,3448.73,3474.7434
2017-03-09,3426.94,3468.6904
2017-03-10,3427.89,3453.8282
2017-03-13,3458.1,3519.3852
2017-03-14,3456.69,3493.8378
2017-03-15,3463.64,3490.2426
2017-03-16,3481.51,3534.9255
2017-03-17,3445.81,3504.741
2017-03-20,3449.61,3501.8519
2017-03-21,3466.35,3497.407
2017-03-22,3450.05,3462.4289
2017-03-23,3461.98,3493.2324
2017-03-24,3489.6,3514.867
2017-03-27,3478.04,3493.8476
2017-03-28,3469.81,3486.9326
2017-03-29,3465.19,3468.4002
2017-03-30,3436.76,3384.1993
2017-03-31,3456.05,3401.4532
2017-04-05,3503.89,3477.97
2017-04-06,3514.05,3483.7448
2017-04-07,3517.46,3471.7099
2017-04-10,3505.14,3388.465
2017-04-11,3517.33,3428.2482
2017-04-12,3509.44,3404.7197
2017-04-13,3514.57,3389.1326
2017-04-14,3486.5,3334.0721
2017-04-17,3479.94,3308.6162
2017-04-18,3462.74,3265.283
2017-04-19,3445.88,3240.0322
2017-04-20,3461.55,3236.6236
2017-04-21,3466.79,3209.7526
2017-04-24,3431.26,3136.2315
2017-04-25,3440.97,3146.8724
2017-04-26,3445.18,3183.4384
2017-04-27,3446.72,3203.0656
2017-04-28,3439.75,3215.6315
2017-05-02,3426.58,3207.5215
2017-05-03,3413.13,3200.7433
2017-05-04,3404.39,3189.0781
2017-05-05,3382.55,3128.8934
2017-05-08,3358.81,3082.6236
2017-05-09,3352.53,3122.3018
2017-05-10,3337.7,3076.9345
2017-05-11,3356.65,3043.9222
2017-05-12,3385.38,3023.9655
2017-05-15,3399.19,3057.3648
2017-05-16,3428.65,3130.932
2017-05-17,3409.97,3127.518
2017-05-18,3398.11,3117.0324
2017-05-19,3403.85,3127.4083
2017-05-22,3411.24,3072.8889
2017-05-23,3424.19,2988.5297
2017-05-24,3424.17,3002.4307
2017-05-25,3485.66,3025.4616
2017-05-26,3480.43,3013.7606
2017-05-31,3492.88,2982.9656
2017-06-01,3497.74,2892.9382
2017-06-02,3486.51,2937.1689
2017-06-05,3468.75,2973.1995
2017-06-06,3492.88,3006.2819
2017-06-07,3533.87,3074.8814
2017-06-08,3560.98,3066.7433
2017-06-09,3576.17,3082.417
2017-06-12,3574.39,3014.3797
2017-06-13,3582.27,3056.3032
2017-06-14,3535.3,3046.7837
2017-06-15,3528.79,3127.9241
2017-06-16,3518.76,3103.0291
2017-06-19,3553.67,3126.9733
2017-06-20,3546.49,3140.3348
2017-06-21,3587.96,3120.1335
2017-06-22,3590.34,3077.7023
2017-06-23,3622.88,3072.3488
2017-06-26,3668.09,3126.4147
2017-06-27,3674.72,3126.3957
2017-06-28,3646.17,3093.7705
2017-06-29,3668.83,3113.8392
2017-06-30,3666.8,3109.7661
2017-07-03,3650.85,3149.3319
2017-07-04,3619.98,3144.4732
2017-07-05,3659.68,3155.549
2017-07-06,3660.1,3211.7172
2017-07-07,3655.93,3223.5276
2017-07-10,3653.69,3196.8107
2017-07-11,3670.81,3133.8732
2017-07-12,3658.82,3129.8695
2017-07-13,3686.92,3103.9584
2017-07-14,3703.09,3116.3819
2017-07-17,3663.56,2971.5575
2017-07-18,3667.18,2971.7405
2017-07-19,3729.75,3030.4515
2017-07-20,3747.88,3063.2548
2017-07-21,3728.6,3060.7064
2017-07-24,3743.47,3043.2216
2017-07-25,3719.56,3033.7023
2017-07-26,3705.39,3036.242
2017-07-27,3712.19,3097.2279
2017-07-28,3721.89,3110.4866
2017-07-31,3737.87,3159.7202
2017-08-01,3770.38,3159.9342
2017-08-02,3760.85,3125.6624
2017-08-03,3727.83,3148.6657
2017-08-04,3707.58,3083.9642
2017-08-07,3726.79,3107.8806
2017-08-08,3732.21,3099.8705
2017-08-09,3731.04,3106.9887
2017-08-10,3715.92,3108.3569
2017-08-11,3647.35,3080.1334
2017-08-14,3694.68,3134.9049
2017-08-15,3706.06,3172.3398
2017-08-16,3701.42,3168.3428
2017-08-17,3721.28,3219.8882
2017-08-18,3724.67,3214.1669
2017-08-21,3740.99,3234.0681
2017-08-22,3752.3,3202.9623
2017-08-23,3756.09,3190.0555
2017-08-24,3734.65,3179.1933
2017-08-25,3795.75,3211.6732
2017-08-28,3842.71,3283.0546
2017-08-29,3834.54,3267.4235
2017-08-30,3834.3,3258.8951
2017-08-31,3822.09,3278.155
2017-09-01,3830.54,3286.8507
2017-09-04,3845.62,3403.0234
2017-09-05,3857.05,3428.1303
2017-09-06,3849.45,3479.096
2017-09-07,3829.87,3431.9909
2017-09-08,3825.99,3437.4983
2017-09-11,3825.65,3520.9612
2017-09-12,3837.93,3547.5951
2017-09-13,3842.61,3551.1842
2017-09-14,3829.96,3540.5656
2017-09-15,3831.3,3510.9831
2017-09-18,3843.14,3625.7412
2017-09-19,3832.12,3641.8857
2017-09-20,3842.44,3800.9502
2017-09-21,3837.82,3808.6485
2017-09-22,3837.73,3792.0447
2017-09-25,3817.79,3721.3161
2017-09-26,3820.78,3713.7875
2017-09-27,3821.2,3744.5306
2017-09-28,3822.54,3837.9878
2017-09-29,3836.5,3908.8536
2017-10-09,3882.21,4008.8916
2017-10-10,3889.86,3995.8809
2017-10-11,3902.69,3857.9064
2017-10-12,3912.95,3836.2467
2017-10-13,3921.0,3862.2058
2017-10-16,3913.45,3743.1362
2017-10-17,3913.07,3800.7625
2017-10-18,3944.16,3784.2028
2017-10-19,3931.25,3724.0457
2017-10-20,3926.85,3776.7182
2017-10-23,3930.8,3765.2711
2017-10-24,3959.4,3750.5028
2017-10-25,3976.95,3763.689
2017-10-26,3993.58,3858.2409
2017-10-27,4021.97,3825.7565
2017-10-30,4009.72,3812.4074
2017-10-31,4006.72,3868.0178
2017-11-01,3996.62,3944.3966
2017-11-02,3997.13,3892.4038
2017-11-03,3992.7,3971.8932
2017-11-06,4020.89,4111.7496
2017-11-07,4054.25,4210.1883
2017-11-08,4048.01,4144.7373
2017-11-09,4075.9,4247.6313
2017-11-10,4111.91,4399.1336
2017-11-13,4128.07,4552.6488
2017-11-14,4099.35,4380.9791
2017-11-15,4073.67,4280.1945
2017-11-16,4105.01,4352.1101
2017-11-17,4120.85,4124.6291
2017-11-20,4143.83,4335.5312
2017-11-21,4217.7,4418.207
2017-11-22,4227.57,4510.0224
2017-11-23,4102.4,4336.385
2017-11-24,4104.2,4226.566
2017-11-27,4049.95,4042.8402
2017-11-28,4055.82,4270.65
2017-11-29,4053.75,4231.9072
2017-11-30,4006.1,4138.3118
2017-12-01,3998.14,4329.9873
2017-12-04,4018.86,4319.8139
2017-12-05,4040.17,4190.9043
2017-12-06,4015.82,4368.782
2017-12-07,3971.06,4318.3215
2017-12-08,4003.38,4407.0895
2017-12-11,4069.5,4533.9374
2017-12-12,4016.02,4487.9233
2017-12-13,4050.09,4638.1413
2017-12-14,4026.15,4634.8738
2017-12-15,3980.86,4518.7887
2017-12-18,3985.29,4392.452
2017-12-19,4035.33,4439.3137
2017-12-20,4030.49,4414.7355
2017-12-21,4067.85,4516.3018
2017-12-22,4054.6,4517.5902
2017-12-25,4041.54,4423.6344
2017-12-26,4053.62,4392.4814
2017-12-27,3991.21,4269.9719
2017-12-28,4018.9,4242.0805
2017-12-29,4030.85,4328.4949
2018-01-02,4087.4,4342.3459
2018-01-03,4111.39,4411.4705
2018-01-04,4128.81,4458.0456
2018-01-05,4138.75,4373.5391
2018-01-08,4160.16,4345.6577
2018-01-09,4189.3,4297.5656
2018-01-10,4207.81,4312.4904
2018-01-11,4205.59,4276.2628
2018-01-12,4225.0,4219.9175
2018-01-15,4225.24,3950.2049
2018-01-16,4258.47,3919.0659
2018-01-17,4248.12,3946.1041
2018-01-18,4271.42,3902.0351
2018-01-19,4285.4,3933.4861
2018-01-22,4336.6,3984.1885
2018-01-23,4382.61,4044.1207
2018-01-24,4389.89,4155.2312
2018-01-25,4365.08,4072.4896
2018-01-26,4381.3,4058.8763
2018-01-29,4302.02,3955.1514
2018-01-30,4256.1,3972.0409
2018-01-31,4275.9,3859.1074
2018-02-01,4245.9,3709.4525
2018-02-02,4271.23,3740.7833
2018-02-05,4274.15,3590.7595
2018-02-06,4148.89,3411.5015
2018-02-07,4050.5,3435.5126
2018-02-08,4012.05,3479.9347
2018-02-09,3840.65,3389.6446
2018-02-12,3890.1,3556.8934
2018-02-13,3935.63,3520.3821
2018-02-14,3966.96,3521.4171
2018-02-22,4052.73,3653.688
2018-02-23,4071.09,3640.0851
2018-02-26,4118.42,3822.593
2018-02-27,4058.98,3848.3484
2018-02-28,4023.64,3861.9446
2018-03-01,4049.09,4014.4902
2018-03-02,4016.46,3940.0997
2018-03-05,4018.1,4028.648
2018-03-06,4066.56,4055.0642
2018-03-07,4036.65,4064.8361
2018-03-08,4077.6,4028.2735
2018-03-09,4108.87,4124.5661
2018-03-12,4127.67,4196.7005
2018-03-13,4091.25,4101.8651
2018-03-14,4073.34,4040.0775
2018-03-15,4096.16,4074.9456
2018-03-16,4056.42,3999.1352
2018-03-19,4074.25,4018.6494
2018-03-20,4077.7,3999.5497
2018-03-21,4061.05,3992.6603
2018-03-22,4020.35,3980.9527
2018-03-23,3904.94,3733.5911
2018-03-26,3879.89,3879.8388
2018-03-27,3913.27,3995.2161
2018-03-28,3842.72,3942.2183
2018-03-29,3894.05,3955.5555
2018-03-30,3898.5,4116.0031
2018-04-02,3886.92,4181.8303
2018-04-03,3862.48,4128.5425
2018-04-04,3854.86,3999.2343
2018-04-09,3852.93,3979.8733
2018-04-10,3927.17,3976.3466
2018-04-11,3938.34,3985.4471
2018-04-12,3898.64,3956.4582
2018-04-13,3871.14,3972.1774
2018-04-16,3808.86,4008.7339
2018-04-17,3748.64,3960.9764
2018-04-18,3766.28,4252.6977
2018-04-19,3811.84,4274.0069
2018-04-20,3760.85,4314.0606
2018-04-23,3766.33,4263.5851
2018-04-24,3843.49,4402.9908
2018-04-25,3828.7,4326.5977
2018-04-26,3755.49,4291.0978
2018-04-27,3756.88,4176.1955
2018-05-02,3763.65,4078.254
2018-05-03,3793.0,4126.7678
2018-05-04,3774.6,4116.7804
2018-05-07,3834.19,4198.208
2018-05-08,3878.68,4199.9335
2018-05-09,3871.62,4212.2288
2018-05-10,3893.06,4149.1297
2018-05-11,3872.84,4135.2252
2018-05-14,3909.29,4107.4385
2018-05-15,3924.1,4192.0696
2018-05-16,3892.84,4145.0041
2018-05-17,3864.05,4079.9538
2018-05-18,3903.06,4073.1534
2018-05-21,3921.24,4184.4804
2018-05-22,3906.21,4211.7916
2018-05-23,3854.58,4197.8327
2018-05-24,3827.22,4102.1278
2018-05-25,3816.5,3991.263
2018-05-28,3833.26,3946.6066
2018-05-29,3804.01,3889.3171
2018-05-30,3723.37,3836.0436
2018-05-31,3802.38,3842.6624
2018-06-01,3770.59,3668.3107
2018-06-04,3807.58,3593.0031
2018-06-05,3845.32,3577.3236
2018-06-06,3837.35,3522.561
2018-06-07,3831.01,3477.4912
2018-06-08,3779.62,3477.0763
2018-06-11,3779.98,3417.319
2018-06-12,3825.95,3459.4032
2018-06-13,3788.34,3441.8456
2018-06-14,3773.37,3465.327
2018-06-15,3753.43,3428.3943
2018-06-19,3621.12,3222.2384
2018-06-20,3635.44,3287.741
2018-06-21,3592.97,3116.5345
2018-06-22,3608.9,3144.4944
2018-06-25,3560.48,3104.4852
2018-06-26,3531.11,3164.152
2018-06-27,3459.26,3195.3965
2018-06-28,3423.53,3152.8173
2018-06-29,3510.98,3298.4069
2018-07-02,3407.96,3241.8743
2018-07-03,3409.28,3359.3582
2018-07-04,3363.75,3283.9845
2018-07-05,3342.44,3195.0747
2018-07-06,3365.12,3239.2128
2018-07-09,3459.18,3304.2181
2018-07-10,3467.52,3302.4502
2018-07-11,3407.53,3211.5499
2018-07-12,3481.06,3334.2836
2018-07-13,3492.69,3342.3397
2018-07-16,3472.09,3354.312
2018-07-17,3449.38,3374.1837
2018-07-18,3431.32,3340.815
2018-07-19,3428.34,3312.4591
2018-07-20,3492.89,3363.8372
2018-07-23,3525.75,3403.7833
2018-07-24,3581.71,3466.4223
2018-07-25,3577.75,3472.0709
2018-07-26,3536.25,3406.0622
2018-07-27,3521.23,3412.5039
2018-07-30,3515.08,3357.1856
2018-07-31,3517.66,3315.7234
2018-08-01,3447.39,3288.7752
2018-08-02,3370.96,3240.8759
2018-08-03,3315.28,3172.0782
2018-08-06,3273.27,3095.2774
2018-08-07,3368.87,3185.4472
2018-08-08,3314.51,3130.2141
2018-08-09,3397.53,3247.422
2018-08-10,3405.02,3265.6285
2018-08-13,3390.34,3331.3339
2018-08-14,3372.91,3284.0816
2018-08-15,3291.98,3213.2628
2018-08-16,3276.73,3189.0682
2018-08-17,3229.62,3110.196
2018-08-20,3267.25,3157.5424
2018-08-21,3326.65,3174.6463
2018-08-22,3307.95,3114.8561
2018-08-23,3320.03,3148.9821
2018-08-24,3325.33,3140.275
2018-08-27,3406.57,3244.4161
2018-08-28,3400.17,3248.9741
2018-08-29,3386.57,3212.4081
2018-08-30,3351.09,3164.6639
2018-08-31,3334.5,3148.726
2018-09-03,3321.82,3177.3891
2018-09-04,3363.9,3200.5691
2018-09-05,3298.14,3121.3714
2018-09-06,3262.88,3115.9443
2018-09-07,3277.64,3041.3282
2018-09-10,3230.07,2932.5744
2018-09-11,3224.21,2955.2113
2018-09-12,3202.02,2968.7591
2018-09-13,3236.57,2959.7827
2018-09-14,3242.09,2908.7586
2018-09-17,3204.92,2845.1601
2018-09-18,3269.43,2886.4957
2018-09-19,3312.48,2955.8591
2018-09-20,3310.13,2920.3702
2018-09-21,3410.49,2953.5777
2018-09-25,3379.8,2957.8849
2018-09-26,3417.24,2999.2947
2018-09-27,3403.59,2930.0568
2018-09-28,3438.86,2977.2125
2018-10-08,3290.9,2827.3858
2018-10-09,3288.69,2826.6876
2018-10-10,3281.6,2831.5258
2018-10-11,3124.11,2653.9892
2018-10-12,3170.73,2625.7752
2018-10-15,3126.45,2597.8861
2018-10-16,3100.97,2510.142
2018-10-17,3118.25,2589.2378
2018-10-18,3044.39,2516.0096
2018-10-19,3134.95,2588.969
2018-10-22,3270.27,2712.9333
2018-10-23,3183.43,2643.9633
2018-10-24,3188.2,2634.6345
2018-10-25,3194.31,2599.5186
2018-10-26,3173.64,2609.1887
2018-10-29,3076.89,2590.9176
2018-10-30,3110.26,2558.7219
2018-10-31,3153.82,2627.5866
2018-11-01,3177.03,2683.16
2018-11-02,3290.25,2819.8968
2018-11-05,3262.84,2882.7582
2018-11-06,3243.15,2865.8065
2018-11-07,3221.91,2833.6493
2018-11-08,3212.77,2793.8966
2018-11-09,3167.44,2801.3811
2018-11-12,3205.14,2910.872
2018-11-13,3237.38,2912.0067
2018-11-14,3204.94,2954.2722
2018-11-15,3242.37,2985.6049
2018-11-16,3257.67,3026.6352
2018-11-19,3294.6,2999.8655
2018-11-20,3218.41,2912.9406
2018-11-21,3226.49,2932.2978
2018-11-22,3214.43,2922.648
2018-11-23,3143.48,2860.4524
2018-11-26,3141.24,2859.8101
2018-11-27,3137.24,2910.119
2018-11-28,3178.93,2991.3296
2018-11-29,3137.65,2921.8623
2018-11-30,3172.69,2920.7149
2018-12-03,3260.95,3021.0973
2018-12-04,3267.71,3015.7583
2018-12-05,3252.0,3007.3597
2018-12-06,3181.67,2965.2536
2018-12-07,3181.56,2977.2333
2018-12-10,3144.76,2959.467
2018-12-11,3159.82,2972.4448
2018-12-12,3170.61,2952.5193
2018-12-13,3219.69,2986.836
2018-12-14,3165.91,2891.3688
2018-12-17,3161.2,2857.8573
2018-12-18,3128.43,2851.3711
2018-12-19,3091.13,2786.8178
2018-12-20,3067.42,2802.1547
2018-12-21,3029.4,2790.9011
2018-12-24,3038.2,2849.6459
2018-12-25,3017.28,2846.3698
2018-12-26,3002.03,2818.2168
2018-12-27,2990.51,2757.3544
2018-12-28,3010.65,2733.2809
2019-01-02,2969.54,2733.0687
2019-01-03,2964.84,2707.4842
2019-01-04,3035.87,2781.997
2019-01-07,3054.3,2866.414
2019-01-08,3047.7,2835.3219
2019-01-09,3078.48,2900.4448
2019-01-10,3072.69,2945.8046
2019-01-11,3094.78,2927.26
2019-01-14,3067.78,2892.5997
2019-01-15,3127.99,2958.7048
2019-01-16,3128.65,2954.5257
2019-01-17,3111.42,2901.9818
2019-01-18,3168.17,2982.8098
2019-01-21,3185.64,3028.4927
2019-01-22,3143.32,2991.1922
2019-01-23,3141.05,2973.0782
2019-01-24,3158.78,3068.2948
2019-01-25,3184.47,3081.0799
2019-01-28,3183.78,3065.9222
2019-01-29,3193.97,3034.6249
2019-01-30,3168.48,3003.9984
2019-01-31,3201.63,2963.7523
2019-02-01,3247.4,3090.1089
2019-02-11,3306.47,3182.6047
2019-02-12,3330.34,3182.5585
2019-02-13,3397.03,3263.2985
2019-02-14,3402.14,3297.0747
2019-02-15,3338.7,3286.1165
2019-02-18,3445.74,3471.5612
2019-02-19,3439.61,3509.0135
2019-02-20,3451.93,3512.4277
2019-02-21,3442.71,3546.897
2019-02-22,3520.12,3692.3255
2019-02-25,3729.48,3841.6766
2019-02-26,3684.69,3767.7611
2019-02-27,3678.39,3660.6429
2019-02-28,3669.37,3670.2589
2019-03-01,3749.71,3691.0175
2019-03-04,3794.1,3733.7798
2019-03-05,3816.01,3946.3751
2019-03-06,3848.09,3911.461
2019-03-07,3808.85,3894.0142
2019-03-08,3657.58,3979.7053
2019-03-11,3729.95,4166.7556
2019-03-12,3755.35,4272.3534
2019-03-13,3724.19,4122.1607
2019-03-14,3698.49,3941.9944
2019-03-15,3745.0,3939.7969
2019-03-18,3851.75,4015.1466
2019-03-19,3833.96,4025.6113
2019-03-20,3835.44,3955.5427
2019-03-21,3836.89,4014.6276
2019-03-22,3833.8,4024.3246
2019-03-25,3742.83,4003.8484
2019-03-26,3700.44,3899.7907
2019-03-27,3743.39,3942.9125
2019-03-28,3728.4,3921.8949
2019-03-29,3872.34,4024.6679
2019-04-01,3973.93,4211.2027
2019-04-02,3971.29,4276.0339
2019-04-03,4022.16,4268.1226
2019-04-04,4062.23,4289.3544
2019-04-08,4057.23,4160.6707
2019-04-09,4075.43,4184.7975
2019-04-10,4085.85,4168.1083
2019-04-11,3997.58,4061.1113
2019-04-12,3988.62,4049.236
2019-04-15,3975.52,4042.2616
2019-04-16,4085.79,4169.1693
2019-04-17,4087.24,4215.6199
2019-04-18,4072.08,4242.4934
2019-04-19,4120.61,4241.6719
2019-04-22,4025.61,4262.8668
2019-04-23,4019.01,4148.0101
2019-04-24,4030.09,4245.3512
2019-04-25,3941.82,4078.1579
2019-04-26,3889.27,4038.009
2019-04-29,3900.33,3882.6792
2019-04-30,3913.21,3834.2744
2019-05-06,3684.62,3552.603
2019-05-07,3720.67,3588.3785
2019-05-08,3667.46,3578.8009
2019-05-09,3599.7,3597.7509
2019-05-10,3730.45,3811.1303
2019-05-13,3668.73,3755.1976
2019-05-14,3645.15,3737.5455
2019-05-15,3727.09,3857.8969
2019-05-16,3743.96,3831.4146
2019-05-17,3648.76,3826.8473
2019-05-20,3617.79,3913.4631
2019-05-21,3666.78,3919.1852
2019-05-22,3649.38,3975.0123
2019-05-23,3583.96,3970.8309
2019-05-24,3593.91,3802.1686
2019-05-27,3637.2,3980.5198
2019-05-28,3672.26,3998.4927
2019-05-29,3663.91,4042.8905
2019-05-30,3641.18,3968.8459
2019-05-31,3629.79,4004.8257
2019-06-03,3632.01,3989.9572
2019-06-04,3598.47,3928.1029
2019-06-05,3597.1,3893.4611
2019-06-06,3564.68,3747.6373
2019-06-10,3610.74,3840.0558
2019-06-11,3719.28,3959.9349
2019-06-12,3691.1,3946.8082
2019-06-13,3685.39,3916.1295
2019-06-14,3654.88,3818.3994
2019-06-17,3654.82,3770.4666
2019-06-18,3667.62,3749.2834
2019-06-19,3715.94,3863.658
2019-06-20,3828.52,3926.4901
2019-06-21,3833.94,3987.4382
2019-06-24,3841.27,4005.2373
2019-06-25,3801.31,3907.0638
2019-06-26,3794.33,3937.2786
2019-06-27,3834.82,4049.1736
2019-06-28,3825.59,4004.494
2019-07-01,3935.81,4150.5378
2019-07-02,3937.17,4053.1413
2019-07-03,3893.53,4010.8414
2019-07-04,3873.1,3954.6753
2019-07-05,3893.2,3987.3087
2019-07-08,3802.79,3845.0448
2019-07-09,3793.13,3849.2364
2019-07-10,3786.74,3863.5561
2019-07-11,3785.22,3813.4577
2019-07-12,3808.73,3863.9146
2019-07-15,3824.19,3977.2513
2019-07-16,3806.84,4004.2293
2019-07-17,3804.64,4052.122
2019-07-18,3768.4,4023.6819
2019-07-19,3807.96,4035.4429
2019-07-22,3781.68,3970.1876
2019-07-23,3789.91,4087.7641
2019-07-24,3819.83,4146.5753
2019-07-25,3851.07,4232.9226
2019-07-26,3858.57,4255.8939
2019-07-29,3854.27,4298.2105
2019-07-30,3870.32,4235.1173
2019-07-31,3835.36,4261.8237
2019-08-01,3803.47,4237.5351
2019-08-02,3747.44,4218.14
2019-08-05,3675.69,4163.501
2019-08-06,3636.33,4099.3934
2019-08-07,3621.43,4006.6577
2019-08-08,3669.29,4111.2089
2019-08-09,3633.53,4051.9673
2019-08-12,3699.1,4218.7003
2019-08-13,3665.75,4161.8674
2019-08-14,3682.4,4159.4171
2019-08-15,3694.0,4250.5777
2019-08-16,3710.54,4233.7176
2019-08-19,3791.09,4483.4824
2019-08-20,3787.73,4462.9311
2019-08-21,3781.76,4557.3906
2019-08-22,3793.51,4537.8064
2019-08-23,3820.86,4486.1744
2019-08-26,3765.91,4523.1277
2019-08-27,3816.95,4614.5769
2019-08-28,3802.58,4584.1708
2019-08-29,3790.19,4687.957
2019-08-30,3799.59,4646.5057
2019-09-02,3848.32,4832.5236
2019-09-03,3853.61,4958.8374
2019-09-04,3886.0,5100.6577
2019-09-05,3925.32,5134.9253
2019-09-06,3948.51,5110.7973
2019-09-09,3972.95,5408.4266
2019-09-10,3959.26,5283.9259
2019-09-11,3930.1,5268.4127
2019-09-12,3972.38,5284.733
2019-09-16,3957.72,5356.1731
2019-09-17,3891.22,5185.5745
2019-09-18,3910.08,5203.4617
2019-09-19,3924.38,5370.6352
2019-09-20,3935.65,5527.0587
2019-09-23,3890.66,5713.9023
2019-09-24,3901.08,5706.5849
2019-09-25,3870.98,5436.8535
2019-09-26,3841.14,5134.7045
2019-09-27,3852.65,5223.066
2019-09-30,3814.53,5038.082
2019-10-08,3837.68,4968.8403
2019-10-09,3843.24,5078.6102
2019-10-10,3874.64,5160.4281
2019-10-11,3911.73,5076.2582
2019-10-14,3953.24,5231.2481
2019-10-15,3936.25,5025.9655
2019-10-16,3922.69,4981.1537
2019-10-17,3925.22,4961.0363
2019-10-18,3869.38,4826.1025
2019-10-21,3880.84,4829.2939
2019-10-22,3895.88,4941.6995
2019-10-23,3871.08,4922.0139
2019-10-24,3870.67,4882.1168
2019-10-25,3896.79,4942.6538
2019-10-28,3926.58,5104.764
2019-10-29,3910.23,4989.0748
2019-10-30,3891.23,5111.8471
2019-10-31,3886.75,5083.7332
2019-11-01,3952.39,5099.2638
2019-11-04,3978.12,5214.7931
2019-11-05,4002.81,5318.952
