period,method,case,n,annual_correct,both_correct,mean_add_without_remove,mean_add_after_remove,mean_remove_without_add,mean_remove_after_add,mean_nonadditive,mean_add_effect,mean_remove_effect,mean_total_delta,mean_signed_add_without_remove,mean_signed_add_after_remove,mean_signed_remove_without_add,mean_signed_remove_after_add,mean_signed_nonadditive,mean_signed_add_effect,mean_signed_remove_effect,mean_signed_total_delta,dominant_add,dominant_remove,dominant_tie,dominant_none
year_2025,learned_market,regression,1,1,0,-0.023542736350725568,-0.026111207217662635,-0.008842803187919246,-0.011411274054856313,-0.002568470866937067,-0.024826971784194102,-0.01012703862138778,-0.03495401040558188,-0.023542736350725568,-0.026111207217662635,-0.008842803187919246,-0.011411274054856313,-0.002568470866937067,-0.024826971784194102,-0.01012703862138778,-0.03495401040558188,1,0,0,0
year_2025,learned_market,recovery,2,0,2,-0.013131026179437372,-0.014901472035869279,-0.0374975096793032,-0.03926795553573511,-0.0017704458564319163,-0.014016249107653325,-0.038382732607519156,-0.052398981715172474,0.013131026179437372,0.014901472035869279,0.0374975096793032,0.03926795553573511,0.0017704458564319163,0.014016249107653325,0.038382732607519156,0.052398981715172474,0,0,0,2
year_2025,learned_market,stable_correct,20,20,20,0.0028516307773743038,0.0048751523881278794,-0.012787018899061312,-0.010763497288307736,0.002023521610753576,0.003863391582751091,-0.011775258093684526,-0.007911866510933433,-0.007327794426839651,-0.008945502113641536,0.0009082427081627126,-0.0007094649786391734,-0.001617707686801884,-0.008136648270240594,9.938886476177043e-05,-0.008037259405478822,7,5,0,8
year_2025,learned_market,stable_wrong,25,0,0,0.010098001583202544,0.014447206249909705,-0.020932016943546943,-0.016582812276839783,0.004349204666707161,0.012272603916556128,-0.018757414610193365,-0.006484810693637235,0.008186117799803983,0.011343727829558512,-0.016075492125376293,-0.012917882095621766,0.0031576100297545278,0.009764922814681247,-0.014496687110499031,-0.004731764295817781,3,15,0,7
year_2025,learned_order_extension,all,48,23,23,0.004911318351598981,0.00801582977292514,-0.017381740300526846,-0.014277228879200689,0.0031045114213261588,0.00646357406226206,-0.01582948458986377,-0.009365910527601709,0.0006158226711444921,0.0017310867227332716,-0.006613677682507706,-0.005498413630918926,0.0011152640515887783,0.0011734546969388827,-0.006056045656713316,-0.0048825909597744336,12,20,0,16
year_2025,learned_order_extension,regression,2,2,0,-0.016086891325244025,-0.019757358906575827,0.002571047704742674,-0.001099419876589125,-0.0036704675813318084,-0.017922125115909928,0.0007358139140767744,-0.017186311201833154,-0.016086891325244025,-0.019757358906575827,0.002571047704742674,-0.001099419876589125,-0.0036704675813318084,-0.017922125115909928,0.0007358139140767744,-0.017186311201833154,2,0,0,0
year_2025,learned_order_extension,recovery,2,0,2,-0.009165197186133473,-0.009148316301182086,-0.04223170658319528,-0.04221482569824389,1.6880884951405275e-05,-0.00915675674365778,-0.042223266140719584,-0.05138002288437737,0.009165197186133473,0.009148316301182086,0.04223170658319528,0.04221482569824389,-1.6880884951405275e-05,0.00915675674365778,0.042223266140719584,0.05138002288437737,0,0,0,2
year_2025,learned_order_extension,stable_correct,21,21,21,0.0010716439334478686,0.003257265919675417,-0.014030069688180824,-0.011844447701953278,0.002185621986227549,0.002164454926561641,-0.012937258695067051,-0.01077280376850541,-0.0070126521484998846,-0.007974531964156194,-0.0007362727808470987,-0.0016981525965034066,-0.000961879815656309,-0.007493592056328037,-0.0012172126886752527,-0.008710804745003293,8,6,0,7
year_2025,learned_order_extension,stable_wrong,23,0,0,0.011467084143352211,0.016268199791423427,-0.020016119705068967,-0.015215004056997754,0.004801115648071212,0.013867641967387821,-0.017615561881033363,-0.0037479199136455413,0.008289937896158884,0.011816322571707158,-0.017026100388628555,-0.013499715713080283,0.0035263846755482727,0.010053130233933021,-0.01526290805085442,-0.005209777816921399,2,14,0,7
year_2025,learned_order_offset,all,48,23,24,0.0058481914948932505,0.008978333371396295,-0.01813921615220918,-0.015009074275706141,0.0031301418765030432,0.007413262433144773,-0.01657414521395766,-0.009160882780812887,0.0009509187837086231,0.0020134011303704394,-0.006776032051495268,-0.005713549704833451,0.0010624823466618136,0.0014821599570395312,-0.00624479087816436,-0.004762630921124829,12,20,0,16
year_2025,learned_order_offset,regression,1,1,0,-0.02660974740354986,-0.030439728829178354,-0.001581607539970072,-0.005411588965598568,-0.003829981425628496,-0.028524738116364107,-0.00349659825278432,-0.032021336369148425,-0.02660974740354986,-0.030439728829178354,-0.001581607539970072,-0.005411588965598568,-0.003829981425628496,-0.028524738116364107,-0.00349659825278432,-0.032021336369148425,1,0,0,0
year_2025,learned_order_offset,recovery,2,0,2,-0.008411900194661037,-0.008349806167033336,-0.04277393829920649,-0.042711844271578786,6.209402762771821e-05,-0.008380853180847189,-0.04274289128539264,-0.05112374446623982,0.008411900194661037,0.008349806167033336,0.04277393829920649,0.042711844271578786,-6.209402762771821e-05,0.008380853180847189,0.04274289128539264,0.05112374446623982,0,0,0,2
year_2025,learned_order_offset,stable_correct,22,22,22,0.0022962678312091235,0.0041378408801841715,-0.013796583630601338,-0.011955010581626289,0.0018415730489750445,0.0032170543556966445,-0.012875797106113812,-0.009658742750417166,-0.006445549403276343,-0.007744784099949675,-8.036738038731862e-05,-0.0013796020770606512,-0.0012992346966733336,-0.0070951667516130105,-0.0007299847287239847,-0.007825151480336993,9,6,0,7
year_2025,learned_order_offset,stable_wrong,23,0,0,0.011896906402658575,0.0168289932011398,-0.020870784838888188,-0.015938698040406964,0.0049320867984812234,0.01436294980189919,-0.018404741439647578,-0.004041791637748387,0.008575310239318316,0.012207331345729808,-0.017715118485291077,-0.014083097378879582,0.003632021106411493,0.010391320792524061,-0.015899107932085328,-0.005507787139561266,2,14,0,7
year_2025,learned_vol_interaction,all,48,22,23,0.005854228728600856,0.009128358868321437,-0.018756079160855452,-0.015481949021134875,0.0032741301397205803,0.0074912937984611475,-0.017119014090995168,-0.009627720292534019,0.001170105709631662,0.0019748554359616823,-0.006109290942412086,-0.0053045412160820675,0.0008047497263300186,0.0015724805727966708,-0.005706916079247078,-0.004134435506450405,12,19,0,17
year_2025,learned_vol_interaction,regression,1,1,0,-0.02716704490364748,-0.030825529985107753,-0.002193890860011353,-0.005852375941471625,-0.003658485081460272,-0.028996287444377617,-0.004023133400741489,-0.03301942084511911,-0.02716704490364748,-0.030825529985107753,-0.002193890860011353,-0.005852375941471625,-0.003658485081460272,-0.028996287444377617,-0.004023133400741489,-0.03301942084511911,1,0,0,0
year_2025,learned_vol_interaction,recovery,2,0,2,-0.00817552577827942,-0.008054386678868847,-0.04302430784234262,-0.04290316874293204,0.00012113909941057388,-0.008114956228574133,-0.042963738292637325,-0.05107869452121146,0.00817552577827942,0.008054386678868847,0.04302430784234262,0.04290316874293204,-0.00012113909941057388,0.008114956228574133,0.042963738292637325,0.05107869452121146,0,0,0,2
year_2025,learned_vol_interaction,stable_correct,21,21,21,0.0020417932763369217,0.00397846117386962,-0.013688777403425353,-0.011752109505892653,0.0019366678975326996,0.0030101272251032694,-0.012720443454659,-0.009710316229555729,-0.006645504635886504,-0.008809798482851098,0.003081212369037695,0.000916918522073099,-0.0021642938469645955,-0.007727651559368802,0.0019990654455553977,-0.005728586113813405,8,4,0,9
year_2025,learned_vol_interaction,stable_wrong,24,0,0,0.011735142359582174,0.016731160182125518,-0.021857706987684706,-0.01686168916514136,0.004996017822543344,0.014233151270853844,-0.019359698076413034,-0.005126546805559189,0.008605694365126043,0.012271482737225161,-0.0184085895754269,-0.014742801203327783,0.0036657883720991173,0.010438588551175599,-0.01657569538937734,-0.0061371068382017405,3,15,0,6
year_2026,learned_market,all,30,14,11,0.010793945448668466,0.013850130519920217,0.0006140401016525384,0.00367022517290429,0.0030561850712517514,0.012322037984294343,0.002142132637278414,0.014464170621572757,-0.005168360135718018,-0.006575945310586537,-0.00027896793431267364,-0.0016865531091811937,-0.0014075851748685197,-0.005872152723152277,-0.0009827605217469335,-0.006854913244899212,10,8,0,12
year_2026,learned_market,regression,4,4,0,0.05018959082559415,0.06334749154035486,-0.003835844690482084,0.009322056024278649,0.013157900714760733,0.0567685411829745,0.0027431056668982827,0.059511646849872785,-0.05018959082559415,-0.06334749154035486,0.003835844690482084,-0.009322056024278649,-0.013157900714760733,-0.0567685411829745,-0.0027431056668982827,-0.059511646849872785,4,0,0,0
year_2026,learned_market,recovery,1,0,1,0.04300792564035447,0.061779194017161386,-0.015879660158534165,0.002891608218272742,0.01877126837680691,0.05239355982875793,-0.006494025970130712,0.04589953385862722,0.04300792564035447,0.061779194017161386,-0.015879660158534165,0.002891608218272742,0.01877126837680691,0.05239355982875793,-0.006494025970130712,0.04589953385862722,0,1,0,0
year_2026,learned_market,stable_correct,10,10,10,-0.0035821027305170004,-0.0045866644142103785,0.00452040833857262,0.0035158466548792415,-0.0010045616836933799,-0.00408438357236369,0.00401812749672593,-6.625607563775878e-05,-0.0012534074665944658,-0.0014855900834965558,0.0008241096861165661,0.0005919270692144763,-0.00023218261690209166,-0.0013694987750455109,0.0007080183776655213,-0.0006614803973799896,2,1,0,7
year_2026,learned_market,stable_wrong,15,0,0,0.007724873454832863,0.009746759970741963,0.00029601057228749656,0.0023178970881965965,0.0020218865159091007,0.008735816712787415,0.0013069538302420464,0.010042770543029461,0.0010155805504284145,0.0006125542441085041,-0.001071590232929337,-0.0014746165392492475,-0.00040302630631991026,0.0008140673972684587,-0.0012731033860892925,-0.00045903598882083283,4,6,0,5
year_2026,learned_order_extension,all,30,16,10,0.01598812557176494,0.018902105239576614,0.003431523213088602,0.006345502880900277,0.0029139796678116737,0.01744511540567078,0.004888513046994441,0.02233362845266522,-0.006574227882587796,-0.007724810623344988,-0.001261362625690865,-0.0024119453664480568,-0.0011505827407571926,-0.007149519252966393,-0.0018366539960694604,-0.008986173249035853,10,8,0,12
year_2026,learned_order_extension,regression,7,7,0,0.04214521387099168,0.049137948963093106,0.01167247402309822,0.018665209115199637,0.006992735092101423,0.045641581417042394,0.015168841569148928,0.060810422986191326,-0.0480739168559979,-0.05622168697147307,-0.008657996753628534,-0.01680576686910371,-0.00814777011547517,-0.052147801913735484,-0.012731881811366122,-0.06487968372510161,6,1,0,0
year_2026,learned_order_extension,recovery,1,0,1,0.05395863647068009,0.07260460293527256,-0.012687887752635796,0.005958078711956675,0.01864596646459245,0.06328161970297633,-0.0033649045203395602,0.05991671518263677,0.05395863647068009,0.07260460293527256,-0.012687887752635796,0.005958078711956675,0.01864596646459245,0.06328161970297633,-0.0033649045203395602,0.05991671518263677,0,1,0,0
year_2026,learned_order_extension,stable_correct,9,9,9,-0.0029361811960542782,-0.0037046447889111647,0.003862946736087648,0.003094483143230762,-0.0007684635928568861,-0.003320412992482721,0.0034787149396592054,0.00015830194717648393,0.000273700582272502,0.00040071800643739765,-6.398382538796987e-06,0.00012061904162609845,0.00012701742416489548,0.00033720929435494953,5.711032954365073e-05,0.00039431962389860044,1,1,0,7
year_2026,learned_order_extension,stable_wrong,13,0,0,0.012084174180754987,0.014141131893121125,-6.463497239865183e-05,0.001992322739967486,0.0020569577123661364,0.013112653036938055,0.0009638438837844174,0.014076496920722473,0.0063745107540937535,0.006584340392827132,0.002731582438473751,0.0029414120772071296,0.00020982963873337714,0.006479425573460442,0.0028364972578404407,0.009315922831300883,3,5,0,5
year_2026,learned_order_offset,all,30,16,11,0.01610358831437938,0.0197398941784559,0.0033822350488357474,0.007018540912912273,0.0036363058640765237,0.01792174124641764,0.005200387980874011,0.023122129227291656,-0.00652662883326367,-0.007957705719341507,-0.0012002159756384875,-0.0026312928617163245,-0.001431076886077838,-0.0072421672763025875,-0.001915754418677406,-0.009157921694979995,10,8,0,12
year_2026,learned_order_offset,regression,7,7,0,0.04228942780466236,0.05102271360455768,0.011552615921275359,0.02028590172117068,0.008733285799895322,0.04665607070461002,0.01591925882122302,0.06257532952583304,-0.04822932629967958,-0.05814251514883079,-0.00857121682777515,-0.018484405676926358,-0.00991318884915121,-0.053185920724255174,-0.013527811252350752,-0.06671373197660593,6,1,0,0
year_2026,learned_order_offset,recovery,2,0,2,0.06557660054177303,0.08589862016316588,-0.013651119191455768,0.006670900429937074,0.020322019621392844,0.07573761035246945,-0.003490109380759346,0.07224750097171011,0.06557660054177303,0.08589862016316588,-0.013651119191455768,0.006670900429937074,0.020322019621392844,0.07573761035246945,-0.003490109380759346,0.07224750097171011,0,2,0,0
year_2026,learned_order_offset,stable_correct,9,9,9,-0.0028570905834312075,-0.0036512098929812925,0.0038610932669025703,0.003066973957352485,-0.0007941193095500857,-0.00325415023820625,0.0034640336121275275,0.00020988337392127788,0.000254273277212642,0.0003805863404223235,-9.866247863309702e-07,0.00012532643842335094,0.0001263130632096816,0.00031742980881748297,6.216990681850979e-05,0.0003795997156359929,1,1,0,7
year_2026,learned_order_offset,stable_wrong,12,0,0,0.0068035224138399755,0.008008456569356101,0.001095928249744447,0.0023008624052605737,0.001204934155516128,0.007405989491598038,0.0016983953275025107,0.00910438481910055,0.0006970632101155958,-0.000579673577380198,0.004275263044271663,0.0029985262567758697,-0.0012767367874957913,5.869481636769947e-05,0.0036368946505237663,0.003695589466891465,3,4,0,5
year_2026,learned_vol_interaction,all,30,12,10,0.011837646368416098,0.015626139855071445,0.0025645086906431595,0.006353002177298509,0.0037884934866553497,0.013731893111743772,0.004458755433970835,0.01819064854571461,-0.005407584864335512,-0.006932530135370335,-0.001000548172130317,-0.0025254934431651415,-0.001524945271034824,-0.006170057499852924,-0.0017630208076477292,-0.007933078307500653,10,8,0,12
year_2026,learned_vol_interaction,regression,2,2,0,0.06093144321302684,0.07812156033321155,-0.001332988105752201,0.01585712901443252,0.017190117120184718,0.0695265017731192,0.007262070454340158,0.07678857222745936,-0.06093144321302684,-0.07812156033321155,0.001332988105752201,-0.01585712901443252,-0.017190117120184718,-0.0695265017731192,-0.007262070454340158,-0.07678857222745936,2,0,0,0
year_2026,learned_vol_interaction,stable_correct,10,10,10,0.0009868035120021025,0.002280764745518237,0.0033297236902884754,0.00462368492380461,0.0012939612335161332,0.0016337841287601706,0.003976704307046543,0.005610488435806714,0.003376632936952898,0.005414926559383837,-0.0002189994002410987,0.0018192942221898396,0.0020382936224309367,0.004395779748168368,0.0008001474109743705,0.005195927159142738,2,2,0,6
year_2026,learned_vol_interaction,stable_wrong,18,0,0,0.012411026083689346,0.01609630152947433,0.002572444445995247,0.0062577198917802305,0.003685275445784984,0.014253663806581838,0.004415082168887739,0.018668745975469574,-0.004118388270752258,-0.005882336054918073,-0.0016940237429446069,-0.003457971527110422,-0.0017639477841658135,-0.005000362162835167,-0.002575997635027515,-0.007576359797862682,6,6,0,6
