method,seed,row_index,date,p_annual,p_add,p_remove,p_both,add_without_remove,add_after_remove,remove_without_add,remove_after_add,nonadditive,add_effect,remove_effect,total_delta
learned_order_offset,20260910,3563,2025-09-26,0.4335073624553348,0.44434760681414315,0.45526728530597116,0.4634740108838468,0.01084024435880837,0.008206725577875662,0.021759922850636382,0.019126404069703673,-0.0026335187809327087,0.009523484968342016,0.020443163460170027,0.029966648428512044
learned_order_offset,20260910,3567,2025-10-10,0.4383291264578575,0.4927222383657578,0.4190754393163996,0.482349058676796,0.054393111907900304,0.06327361936039638,-0.019253687141457865,-0.010373179688961787,0.008880507452496078,0.058833365634148344,-0.014813433415209826,0.04401993221893852
learned_order_offset,20260910,3572,2025-10-17,0.42244156693704515,0.4642951261025252,0.41008527251324567,0.4553280341219753,0.04185355916548006,0.04524276160872964,-0.012356294423799485,-0.008967091980549902,0.0033892024432495838,0.04354816038710485,-0.010661693202174694,0.03288646718493016
learned_order_offset,20260910,3577,2025-10-24,0.4373772094377323,0.48647048303890483,0.4027201194994219,0.46102105031378704,0.04909327360117255,0.05830093081436516,-0.034657089938310404,-0.025449432725117793,0.00920765721319261,0.053697102207768854,-0.0300532613317141,0.023643840876054756
learned_order_offset,20260910,3582,2025-10-31,0.4448868201240668,0.5062250239661079,0.405007633383408,0.47815049496833517,0.06133820384204114,0.07314286158492717,-0.03987918674065877,-0.02807452899777274,0.011804657742886027,0.06724053271348415,-0.033976857869215754,0.0332636748442684
learned_order_offset,20260910,3587,2025-11-07,0.4128358919320841,0.47766688803377977,0.37692054809308856,0.45015855156600565,0.06483099610169568,0.07323800347291709,-0.03591534383899553,-0.02750833646777412,0.008407007371221409,0.06903449978730639,-0.031711840153384824,0.03732265963392156
learned_order_offset,20260910,3592,2025-11-14,0.3842630437962762,0.4552102486818217,0.33898977460540136,0.42065757336518694,0.07094720488554551,0.08166779875978558,-0.04527326919087482,-0.03455267531663475,0.01072059387424007,0.07630750182266555,-0.039912972253754786,0.03639452956891076
learned_order_offset,20260910,3597,2025-11-21,0.369912667424471,0.41924055194673926,0.3251925542141924,0.38218521239231107,0.04932788452226827,0.05699265817811866,-0.04472011321027858,-0.03705533955442819,0.007664773655850388,0.053160271350193466,-0.040887726382353384,0.012272544967840082
learned_order_offset,20260910,3602,2025-11-28,0.3228815407821598,0.38073334517306767,0.2882564209570657,0.34868417705758414,0.05785180439090787,0.060427756100518426,-0.034625119825094086,-0.03204916811548353,0.0025759517096105577,0.05913978024571315,-0.03333714397028881,0.02580263627542434
learned_order_offset,20260910,3607,2025-12-05,0.3542499269143583,0.4137781198984765,0.3207730481550096,0.3881847390220356,0.05952819298411821,0.06741169086702598,-0.03347687875934868,-0.02559338087644092,0.007883497882907764,0.0634699419255721,-0.0295351298178948,0.03393481210767729
learned_order_offset,20260910,3612,2025-12-12,0.4080196331095147,0.4374807403050212,0.37417869067366466,0.4106424544891706,0.029461107195506486,0.03646376381550592,-0.03384094243585006,-0.026838285815850627,0.007002656619999437,0.032962435505506205,-0.030339614125850345,0.0026228213796558597
learned_order_offset,20260910,3617,2025-12-19,0.6618244415513685,0.6896401798992589,0.6135719561192301,0.6650978892036122,0.027815738347890306,0.051525933084382136,-0.04825248543213845,-0.024542290695646618,0.02371019473649183,0.03967083571613622,-0.03639738806389253,0.0032734476522436884
learned_order_offset,20260910,3622,2025-12-26,0.2985952086190204,0.360212596418194,0.30331734664618115,0.36866055659852687,0.061617387799173584,0.06534320995234572,0.0047221380271607605,0.008447960180332892,0.0037258221531721314,0.06348029887575965,0.006585049103746826,0.07006534797950648
learned_order_offset,20260910,3630,2026-01-09,0.5108025931769093,0.5108025931769093,0.5108025931769093,0.5108025931769093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_order_offset,20260910,3635,2026-01-16,0.5113982623384066,0.5113982623384066,0.5113982623384066,0.5113982623384066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_order_offset,20260910,3640,2026-01-23,0.2944555803643879,0.2944555803643879,0.2944555803643879,0.2944555803643879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_order_offset,20260910,3645,2026-01-30,0.43663121014690576,0.43663121014690576,0.43663121014690576,0.43663121014690576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_order_offset,20260910,3650,2026-02-06,0.5521384139661094,0.5521384139661094,0.5521384139661094,0.5521384139661094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_order_offset,20260910,3655,2026-02-13,0.42280069136931375,0.42280069136931375,0.42280069136931375,0.42280069136931375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
