representation,variant,label_kind,seed,step,return_mse,auxiliary_mse
raw,joint_ohlcv,real,20260912,25,0.7759159803390503,1.0969270467758179
raw,joint_ohlcv,real,20260912,50,0.38575416803359985,1.3645561933517456
raw,joint_ohlcv,real,20260912,100,0.2090718150138855,1.0094021558761597
raw,joint_ohlcv,real,20260912,200,0.07659951597452164,0.7149367928504944
raw,joint_ohlcv,real,20260912,400,0.0019715442322194576,0.2612457573413849
raw,mlp,real,20260910,0,1.153902292251587,
raw,mlp,real,20260910,1,0.8025531768798828,
raw,mlp,real,20260910,2,0.6374717950820923,
raw,mlp,real,20260910,5,0.267682284116745,
raw,mlp,real,20260910,10,0.04827270284295082,
raw,mlp,real,20260910,25,0.009271337650716305,
raw,mlp,real,20260910,50,0.0009157612221315503,
raw,mlp,real,20260910,100,4.779932169185486e-06,
raw,mlp,real,20260910,200,5.603130048825733e-08,
raw,mlp,real,20260910,400,0.00026178124244324863,
raw,mlp,real,20260911,0,1.1437451839447021,
raw,mlp,real,20260911,1,0.8716832399368286,
raw,mlp,real,20260911,2,0.6756424903869629,
raw,mlp,real,20260911,5,0.3514441251754761,
raw,mlp,real,20260911,10,0.0761139988899231,
raw,mlp,real,20260911,25,0.010547961108386517,
raw,mlp,real,20260911,50,0.0010387361980974674,
raw,mlp,real,20260911,100,7.932083462947048e-06,
raw,mlp,real,20260911,200,1.278688543937534e-10,
raw,mlp,real,20260911,400,5.464378949326942e-15,
raw,mlp,real,20260912,0,0.9344986081123352,
raw,mlp,real,20260912,1,0.6846063137054443,
raw,mlp,real,20260912,2,0.5378991961479187,
raw,mlp,real,20260912,5,0.23389679193496704,
raw,mlp,real,20260912,10,0.039984408766031265,
raw,mlp,real,20260912,25,0.005257993936538696,
raw,mlp,real,20260912,50,0.0007018303731456399,
raw,mlp,real,20260912,100,3.5101347748422995e-06,
raw,mlp,real,20260912,200,7.69896632846212e-06,
raw,mlp,real,20260912,400,7.741479203104973e-05,
raw,mlp,permuted,20260910,0,1.0455389022827148,
raw,mlp,permuted,20260910,1,0.7491105198860168,
raw,mlp,permuted,20260910,2,0.5071943998336792,
raw,mlp,permuted,20260910,5,0.14948967099189758,
raw,mlp,permuted,20260910,10,0.035920873284339905,
raw,mlp,permuted,20260910,25,0.009138942696154118,
raw,mlp,permuted,20260910,50,0.0004883828805759549,
raw,mlp,permuted,20260910,100,4.287157935323194e-06,
raw,mlp,permuted,20260910,200,1.1821524315003273e-10,
raw,mlp,permuted,20260910,400,3.3105500563124224e-09,
raw,mlp,permuted,20260911,0,1.1197904348373413,
raw,mlp,permuted,20260911,1,0.8523961305618286,
raw,mlp,permuted,20260911,2,0.6375569701194763,
raw,mlp,permuted,20260911,5,0.25426268577575684,
raw,mlp,permuted,20260911,10,0.04238782450556755,
raw,mlp,permuted,20260911,25,0.009535681456327438,
raw,mlp,permuted,20260911,50,0.00048563923337496817,
raw,mlp,permuted,20260911,100,4.406075277074706e-06,
raw,mlp,permuted,20260911,200,1.0916484383116654e-10,
raw,mlp,permuted,20260911,400,2.2475433070212603e-05,
raw,mlp,permuted,20260912,0,1.056209683418274,
raw,mlp,permuted,20260912,1,0.79811692237854,
raw,mlp,permuted,20260912,2,0.6377906799316406,
raw,mlp,permuted,20260912,5,0.27129530906677246,
raw,mlp,permuted,20260912,10,0.04715190827846527,
raw,mlp,permuted,20260912,25,0.007124905474483967,
raw,mlp,permuted,20260912,50,0.00031675363425165415,
raw,mlp,permuted,20260912,100,5.224560482020024e-06,
raw,mlp,permuted,20260912,200,1.741098931695717e-10,
raw,mlp,permuted,20260912,400,1.1735767913023665e-09,
bits,return_zero,real,20260910,0,0.9999999403953552,
bits,return_zero,real,20260910,1,0.9998064041137695,
bits,return_zero,real,20260910,2,1.0025079250335693,
bits,return_zero,real,20260910,5,0.9994981288909912,
bits,return_zero,real,20260910,10,0.9975268244743347,
bits,return_zero,real,20260910,25,0.7023849487304688,
bits,return_zero,real,20260910,50,0.04827341064810753,
bits,return_zero,real,20260910,100,0.0008734061848372221,
bits,return_zero,real,20260910,200,6.288054521519371e-09,
bits,return_zero,real,20260910,400,1.8449512708684779e-06,
bits,return_zero,real,20260911,0,0.9999999403953552,
bits,return_zero,real,20260911,1,1.000312328338623,
bits,return_zero,real,20260911,2,1.0017211437225342,
bits,return_zero,real,20260911,5,0.9998766183853149,
bits,return_zero,real,20260911,10,0.9982380867004395,
bits,return_zero,real,20260911,25,0.7590449452400208,
bits,return_zero,real,20260911,50,0.08041665703058243,
bits,return_zero,real,20260911,100,0.0017154100351035595,
bits,return_zero,real,20260911,200,4.3293641738273436e-07,
bits,return_zero,real,20260911,400,1.6816409376119168e-14,
bits,return_zero,real,20260912,0,0.9999999403953552,
bits,return_zero,real,20260912,1,0.9999127388000488,
bits,return_zero,real,20260912,2,1.0043127536773682,
bits,return_zero,real,20260912,5,1.0001626014709473,
bits,return_zero,real,20260912,10,0.999061107635498,
bits,return_zero,real,20260912,25,0.8464395999908447,
bits,return_zero,real,20260912,50,0.15625116229057312,
bits,return_zero,real,20260912,100,0.003984627313911915,
bits,return_zero,real,20260912,200,0.00023730553220957518,
bits,return_zero,real,20260912,400,0.00031779747223481536,
bits,return_nonzero,real,20260910,0,1.1988718509674072,
bits,return_nonzero,real,20260910,1,1.0083096027374268,
bits,return_nonzero,real,20260910,2,1.0560102462768555,
bits,return_nonzero,real,20260910,5,1.0190739631652832,
bits,return_nonzero,real,20260910,10,1.0054690837860107,
bits,return_nonzero,real,20260910,25,0.9892151355743408,
bits,return_nonzero,real,20260910,50,0.22285568714141846,
bits,return_nonzero,real,20260910,100,0.004024025984108448,
bits,return_nonzero,real,20260910,200,1.2043454944432597e-07,
bits,return_nonzero,real,20260910,400,2.990836744931613e-14,
bits,return_nonzero,real,20260911,0,1.0135588645935059,
bits,return_nonzero,real,20260911,1,1.0578351020812988,
bits,return_nonzero,real,20260911,2,1.045175313949585,
bits,return_nonzero,real,20260911,5,1.011885643005371,
bits,return_nonzero,real,20260911,10,1.0017385482788086,
bits,return_nonzero,real,20260911,25,0.9879201054573059,
bits,return_nonzero,real,20260911,50,0.08435666561126709,
bits,return_nonzero,real,20260911,100,0.030768906697630882,
bits,return_nonzero,real,20260911,200,1.323202695857617e-06,
bits,return_nonzero,real,20260911,400,6.216072795384164e-12,
bits,return_nonzero,real,20260912,0,1.0093895196914673,
bits,return_nonzero,real,20260912,1,1.1173999309539795,
bits,return_nonzero,real,20260912,2,1.092172384262085,
bits,return_nonzero,real,20260912,5,1.0125186443328857,
bits,return_nonzero,real,20260912,10,1.0009329319000244,
bits,return_nonzero,real,20260912,25,0.9892098903656006,
bits,return_nonzero,real,20260912,50,0.2798756957054138,
bits,return_nonzero,real,20260912,100,0.010443064384162426,
bits,return_nonzero,real,20260912,200,6.219357601366937e-05,
bits,return_nonzero,real,20260912,400,8.503614479238308e-14,
bits,joint_ohlcv,real,20260910,0,0.9999999403953552,1.2054903507232666
bits,joint_ohlcv,real,20260910,1,0.9998180866241455,1.0677114725112915
bits,joint_ohlcv,real,20260910,2,1.0004768371582031,1.020417332649231
bits,joint_ohlcv,real,20260910,5,0.9996087551116943,1.0212339162826538
bits,joint_ohlcv,real,20260910,10,0.9990499019622803,1.0075777769088745
bits,joint_ohlcv,real,20260910,25,0.9513278007507324,0.9982938170433044
bits,joint_ohlcv,real,20260910,50,0.03757619112730026,1.2384368181228638
bits,joint_ohlcv,real,20260910,100,0.012609262950718403,0.9373080134391785
bits,joint_ohlcv,real,20260910,200,0.0014802494551986456,0.2732231318950653
bits,joint_ohlcv,real,20260910,400,4.848211756325327e-05,0.05803168565034866
bits,joint_ohlcv,real,20260911,0,0.9999999403953552,1.2597558498382568
bits,joint_ohlcv,real,20260911,1,1.0001410245895386,1.0947736501693726
bits,joint_ohlcv,real,20260911,2,1.000622034072876,1.0416855812072754
bits,joint_ohlcv,real,20260911,5,0.9998443722724915,1.0143638849258423
bits,joint_ohlcv,real,20260911,10,0.9993278384208679,1.0141576528549194
bits,joint_ohlcv,real,20260911,25,0.9904087781906128,0.9992453455924988
bits,joint_ohlcv,real,20260911,50,0.5402597784996033,1.380258321762085
bits,joint_ohlcv,real,20260911,100,0.002359159057959914,0.7949972152709961
bits,joint_ohlcv,real,20260911,200,0.0006863454473204911,0.2589179277420044
bits,joint_ohlcv,real,20260911,400,0.000342812214512378,0.07891912758350372
bits,joint_ohlcv,real,20260912,0,0.9999999403953552,1.4709974527359009
bits,joint_ohlcv,real,20260912,1,0.9998810291290283,1.1767446994781494
bits,joint_ohlcv,real,20260912,2,1.0010336637496948,1.0711779594421387
bits,joint_ohlcv,real,20260912,5,0.9999556541442871,1.0571894645690918
bits,joint_ohlcv,real,20260912,10,0.9995317459106445,1.0187691450119019
bits,joint_ohlcv,real,20260912,25,0.9969339966773987,1.003068208694458
bits,joint_ohlcv,real,20260912,50,0.18170690536499023,1.2602405548095703
bits,joint_ohlcv,real,20260912,100,0.06911258399486542,0.9793689250946045
bits,joint_ohlcv,real,20260912,200,0.009807636961340904,0.655148446559906
bits,joint_ohlcv,real,20260912,400,0.00014237238792702556,0.16563110053539276
bits,mlp,real,20260910,0,1.0144314765930176,
bits,mlp,real,20260910,1,0.7664881348609924,
bits,mlp,real,20260910,2,0.5537555813789368,
bits,mlp,real,20260910,5,0.12358757108449936,
bits,mlp,real,20260910,10,0.09142915904521942,
bits,mlp,real,20260910,25,0.017949353903532028,
bits,mlp,real,20260910,50,0.001320399111136794,
bits,mlp,real,20260910,100,4.8548845370532945e-06,
bits,mlp,real,20260910,200,1.67447528065523e-10,
bits,mlp,real,20260910,400,2.4789198471708573e-15,
bits,mlp,real,20260911,0,1.0023537874221802,
bits,mlp,real,20260911,1,0.762822151184082,
bits,mlp,real,20260911,2,0.5474737286567688,
bits,mlp,real,20260911,5,0.11832179874181747,
bits,mlp,real,20260911,10,0.08922555297613144,
bits,mlp,real,20260911,25,0.015280566178262234,
bits,mlp,real,20260911,50,0.0013144928961992264,
bits,mlp,real,20260911,100,4.182308657618705e-06,
bits,mlp,real,20260911,200,2.518487918212742e-10,
bits,mlp,real,20260911,400,3.524958103184872e-15,
bits,mlp,real,20260912,0,1.0168812274932861,
bits,mlp,real,20260912,1,0.8063952922821045,
bits,mlp,real,20260912,2,0.6153901815414429,
bits,mlp,real,20260912,5,0.16977910697460175,
bits,mlp,real,20260912,10,0.07997118681669235,
bits,mlp,real,20260912,25,0.013968581333756447,
bits,mlp,real,20260912,50,0.000983808422461152,
bits,mlp,real,20260912,100,8.193582289095502e-06,
bits,mlp,real,20260912,200,1.7411287689395039e-10,
bits,mlp,real,20260912,400,4.6091602756703764e-15,
bits,mlp,permuted,20260910,0,0.9984856247901917,
bits,mlp,permuted,20260910,1,0.7462586164474487,
bits,mlp,permuted,20260910,2,0.5218694806098938,
bits,mlp,permuted,20260910,5,0.0832262858748436,
bits,mlp,permuted,20260910,10,0.12182879447937012,
bits,mlp,permuted,20260910,25,0.017147725448012352,
bits,mlp,permuted,20260910,50,0.0008909141761250794,
bits,mlp,permuted,20260910,100,7.517728590755723e-06,
bits,mlp,permuted,20260910,200,2.781221919434529e-10,
bits,mlp,permuted,20260910,400,6.522560269672795e-16,
bits,mlp,permuted,20260911,0,0.9904550909996033,
bits,mlp,permuted,20260911,1,0.7356456518173218,
bits,mlp,permuted,20260911,2,0.5064805746078491,
bits,mlp,permuted,20260911,5,0.08310938626527786,
bits,mlp,permuted,20260911,10,0.12310220301151276,
bits,mlp,permuted,20260911,25,0.014680944383144379,
bits,mlp,permuted,20260911,50,0.001118026440963149,
bits,mlp,permuted,20260911,100,6.898711035319138e-06,
bits,mlp,permuted,20260911,200,2.1769429314755229e-10,
bits,mlp,permuted,20260911,400,1.9307472287621863e-15,
bits,mlp,permuted,20260912,0,0.9904184937477112,
bits,mlp,permuted,20260912,1,0.7648895978927612,
bits,mlp,permuted,20260912,2,0.5536724328994751,
bits,mlp,permuted,20260912,5,0.11901848018169403,
bits,mlp,permuted,20260912,10,0.10356330871582031,
bits,mlp,permuted,20260912,25,0.016679227352142334,
bits,mlp,permuted,20260912,50,0.0012122804764658213,
bits,mlp,permuted,20260912,100,6.458624739025254e-06,
bits,mlp,permuted,20260912,200,2.2980953251483527e-10,
bits,mlp,permuted,20260912,400,2.34708086299662e-15,
continuous,return_zero,real,20260910,0,0.9999999403953552,
continuous,return_zero,real,20260910,1,0.9998350143432617,
continuous,return_zero,real,20260910,2,1.002375602722168,
continuous,return_zero,real,20260910,5,0.9996711015701294,
continuous,return_zero,real,20260910,10,0.997190535068512,
continuous,return_zero,real,20260910,25,0.6677589416503906,
continuous,return_zero,real,20260910,50,0.0092314463108778,
continuous,return_zero,real,20260910,100,0.0074685439467430115,
continuous,return_zero,real,20260910,200,1.059212308973656e-07,
continuous,return_zero,real,20260910,400,1.981921571303502e-14,
continuous,return_zero,real,20260911,0,0.9999999403953552,
continuous,return_zero,real,20260911,1,0.9999739527702332,
continuous,return_zero,real,20260911,2,1.0030046701431274,
continuous,return_zero,real,20260911,5,1.000066876411438,
continuous,return_zero,real,20260911,10,0.9986695051193237,
continuous,return_zero,real,20260911,25,0.7806330919265747,
continuous,return_zero,real,20260911,50,0.038479387760162354,
continuous,return_zero,real,20260911,100,0.002503106137737632,
continuous,return_zero,real,20260911,200,5.612089992723668e-08,
continuous,return_zero,real,20260911,400,5.121771062821523e-14,
continuous,return_zero,real,20260912,0,0.9999999403953552,
continuous,return_zero,real,20260912,1,0.9998018741607666,
continuous,return_zero,real,20260912,2,1.0047212839126587,
continuous,return_zero,real,20260912,5,1.0001301765441895,
continuous,return_zero,real,20260912,10,0.9989112615585327,
continuous,return_zero,real,20260912,25,0.8291750550270081,
continuous,return_zero,real,20260912,50,0.06523807346820831,
continuous,return_zero,real,20260912,100,0.006748983636498451,
continuous,return_zero,real,20260912,200,0.003200630657374859,
continuous,return_zero,real,20260912,400,1.8444239191506284e-12,
continuous,return_nonzero,real,20260910,0,1.199599266052246,
continuous,return_nonzero,real,20260910,1,1.008609414100647,
continuous,return_nonzero,real,20260910,2,1.0555919408798218,
continuous,return_nonzero,real,20260910,5,1.018739938735962,
continuous,return_nonzero,real,20260910,10,1.0052118301391602,
continuous,return_nonzero,real,20260910,25,0.9889742732048035,
continuous,return_nonzero,real,20260910,50,0.14793694019317627,
continuous,return_nonzero,real,20260910,100,0.03713012486696243,
continuous,return_nonzero,real,20260910,200,1.6696885722922161e-06,
continuous,return_nonzero,real,20260910,400,1.22621313103366e-09,
continuous,return_nonzero,real,20260911,0,1.0135058164596558,
continuous,return_nonzero,real,20260911,1,1.057662010192871,
continuous,return_nonzero,real,20260911,2,1.0450942516326904,
continuous,return_nonzero,real,20260911,5,1.0117287635803223,
continuous,return_nonzero,real,20260911,10,1.0015814304351807,
continuous,return_nonzero,real,20260911,25,0.986896276473999,
continuous,return_nonzero,real,20260911,50,0.10287468880414963,
continuous,return_nonzero,real,20260911,100,0.003142057452350855,
continuous,return_nonzero,real,20260911,200,1.0543338646584743e-07,
continuous,return_nonzero,real,20260911,400,1.1965261004220906e-09,
continuous,return_nonzero,real,20260912,0,1.0094701051712036,
continuous,return_nonzero,real,20260912,1,1.117474913597107,
continuous,return_nonzero,real,20260912,2,1.0923607349395752,
continuous,return_nonzero,real,20260912,5,1.012366533279419,
continuous,return_nonzero,real,20260912,10,1.0008383989334106,
continuous,return_nonzero,real,20260912,25,0.9897958040237427,
continuous,return_nonzero,real,20260912,50,0.23527832329273224,
continuous,return_nonzero,real,20260912,100,0.014023476280272007,
continuous,return_nonzero,real,20260912,200,0.015175433829426765,
continuous,return_nonzero,real,20260912,400,1.3711551893891283e-09,
continuous,joint_ohlcv,real,20260910,0,0.9999999403953552,1.2056527137756348
continuous,joint_ohlcv,real,20260910,1,0.9998306632041931,1.0677369832992554
continuous,joint_ohlcv,real,20260910,2,1.0004887580871582,1.020419955253601
continuous,joint_ohlcv,real,20260910,5,0.9995608329772949,1.0210481882095337
continuous,joint_ohlcv,real,20260910,10,0.9988936185836792,1.0075205564498901
continuous,joint_ohlcv,real,20260910,25,0.9405100345611572,0.9975810050964355
continuous,joint_ohlcv,real,20260910,50,0.01599104516208172,1.1925995349884033
continuous,joint_ohlcv,real,20260910,100,0.0008481227559968829,0.7530823945999146
continuous,joint_ohlcv,real,20260910,200,0.0010100036161020398,0.20381717383861542
continuous,joint_ohlcv,real,20260910,400,2.9717115467065014e-05,0.06627558916807175
continuous,joint_ohlcv,real,20260911,0,0.9999999403953552,1.2602533102035522
continuous,joint_ohlcv,real,20260911,1,0.9998999834060669,1.0950915813446045
continuous,joint_ohlcv,real,20260911,2,1.0008795261383057,1.0416375398635864
continuous,joint_ohlcv,real,20260911,5,0.9997339248657227,1.0150123834609985
continuous,joint_ohlcv,real,20260911,10,0.9991939067840576,1.0151804685592651
continuous,joint_ohlcv,real,20260911,25,0.9846674203872681,0.9997631907463074
continuous,joint_ohlcv,real,20260911,50,0.2067514806985855,1.3255770206451416
continuous,joint_ohlcv,real,20260911,100,0.0023475028574466705,0.8379412889480591
continuous,joint_ohlcv,real,20260911,200,0.0005774680757895112,0.2824535071849823
continuous,joint_ohlcv,real,20260911,400,0.0022270153276622295,0.10586535930633545
continuous,joint_ohlcv,real,20260912,0,0.9999999403953552,1.4712541103363037
continuous,joint_ohlcv,real,20260912,1,0.9997968673706055,1.1769449710845947
continuous,joint_ohlcv,real,20260912,2,1.0009944438934326,1.0712971687316895
continuous,joint_ohlcv,real,20260912,5,0.999825656414032,1.0574299097061157
continuous,joint_ohlcv,real,20260912,10,0.9995234608650208,1.0190962553024292
continuous,joint_ohlcv,real,20260912,25,0.9958634376525879,1.0030523538589478
continuous,joint_ohlcv,real,20260912,50,0.20174750685691833,1.2872204780578613
continuous,joint_ohlcv,real,20260912,100,0.004165669437497854,0.9094453454017639
continuous,joint_ohlcv,real,20260912,200,0.003899961244314909,0.4742453694343567
continuous,joint_ohlcv,real,20260912,400,9.102227340918034e-05,0.10260766744613647
continuous,mlp,real,20260910,0,1.0184195041656494,
continuous,mlp,real,20260910,1,0.7687934637069702,
continuous,mlp,real,20260910,2,0.5562298893928528,
continuous,mlp,real,20260910,5,0.12246763706207275,
continuous,mlp,real,20260910,10,0.09188250452280045,
continuous,mlp,real,20260910,25,0.019617222249507904,
continuous,mlp,real,20260910,50,0.0013932983856648207,
continuous,mlp,real,20260910,100,6.47435626888182e-06,
continuous,mlp,real,20260910,200,2.7101970667686714e-10,
continuous,mlp,real,20260910,400,8.708311849403572e-16,
continuous,mlp,real,20260911,0,1.0030298233032227,
continuous,mlp,real,20260911,1,0.7627588510513306,
continuous,mlp,real,20260911,2,0.5483489632606506,
continuous,mlp,real,20260911,5,0.11691896617412567,
continuous,mlp,real,20260911,10,0.09060892462730408,
continuous,mlp,real,20260911,25,0.01504399161785841,
continuous,mlp,real,20260911,50,0.0012538376031443477,
continuous,mlp,real,20260911,100,6.709670287818881e-06,
continuous,mlp,real,20260911,200,2.521459707693907e-10,
continuous,mlp,real,20260911,400,7.632783294297951e-16,
continuous,mlp,real,20260912,0,1.0101035833358765,
continuous,mlp,real,20260912,1,0.7996389269828796,
continuous,mlp,real,20260912,2,0.6079126000404358,
continuous,mlp,real,20260912,5,0.1633411943912506,
continuous,mlp,real,20260912,10,0.08176025748252869,
continuous,mlp,real,20260912,25,0.014622613787651062,
continuous,mlp,real,20260912,50,0.001081571215763688,
continuous,mlp,real,20260912,100,6.4480682340217754e-06,
continuous,mlp,real,20260912,200,2.4488217009732693e-10,
continuous,mlp,real,20260912,400,1.3270634591222574e-15,
continuous,mlp,permuted,20260910,0,0.9966556429862976,
continuous,mlp,permuted,20260910,1,0.7394360303878784,
continuous,mlp,permuted,20260910,2,0.5146186351776123,
continuous,mlp,permuted,20260910,5,0.08818461000919342,
continuous,mlp,permuted,20260910,10,0.10794515907764435,
continuous,mlp,permuted,20260910,25,0.01614130288362503,
continuous,mlp,permuted,20260910,50,0.001023941906169057,
continuous,mlp,permuted,20260910,100,7.221892701636534e-06,
continuous,mlp,permuted,20260910,200,2.7268534652513665e-10,
continuous,mlp,permuted,20260910,400,4.220582217051572e-15,
continuous,mlp,permuted,20260911,0,0.9879958629608154,
continuous,mlp,permuted,20260911,1,0.7295283675193787,
continuous,mlp,permuted,20260911,2,0.5012567043304443,
continuous,mlp,permuted,20260911,5,0.08727793395519257,
continuous,mlp,permuted,20260911,10,0.11160600185394287,
continuous,mlp,permuted,20260911,25,0.01463354006409645,
continuous,mlp,permuted,20260911,50,0.0010058311745524406,
continuous,mlp,permuted,20260911,100,6.833703537267866e-06,
continuous,mlp,permuted,20260911,200,2.7596525065121114e-10,
continuous,mlp,permuted,20260911,400,9.731798700229888e-16,
continuous,mlp,permuted,20260912,0,0.993064284324646,
continuous,mlp,permuted,20260912,1,0.7650642395019531,
continuous,mlp,permuted,20260912,2,0.5551679730415344,
continuous,mlp,permuted,20260912,5,0.1264743208885193,
continuous,mlp,permuted,20260912,10,0.09728626161813736,
continuous,mlp,permuted,20260912,25,0.01529568713158369,
continuous,mlp,permuted,20260912,50,0.00113525555934757,
continuous,mlp,permuted,20260912,100,7.995517080416903e-06,
continuous,mlp,permuted,20260912,200,2.1906040870156573e-10,
continuous,mlp,permuted,20260912,400,5.113964807179627e-15,
