job,solver,solver_success,iterations,probability_gap,objective_gap,gradient_inf,coefficient_gap
learned_vol_interaction_2021-06-30_20260912,L-BFGS-B,True,76,5.5753575423089785e-08,1.7763568394002505e-15,4.804269949367727e-09,
learned_order_extension_2021-06-30_20260912,L-BFGS-B,True,75,6.732779134210887e-08,1.3322676295501878e-15,7.271356401760201e-09,
learned_order_offset_2021-06-30_20260912,brentq,True,10,,0.0,5.421010862427522e-18,2.7755575615628914e-17
learned_market_2021-09-30_20260910,L-BFGS-B,True,70,7.920655697990497e-08,2.4424906541753444e-15,5.877675703460684e-09,
learned_vol_interaction_2021-09-30_20260910,L-BFGS-B,True,76,4.576428874747407e-08,7.771561172376096e-16,6.3070385071268414e-09,
learned_order_extension_2021-09-30_20260910,L-BFGS-B,True,79,7.198122020657394e-08,2.7755575615628914e-15,1.1789536496061232e-08,
learned_order_offset_2021-09-30_20260910,brentq,True,8,,0.0,4.684092198316281e-18,7.806255641895632e-18
learned_market_2021-09-30_20260911,L-BFGS-B,True,78,8.55669390897873e-08,5.10702591327572e-15,6.117126720526361e-09,
learned_vol_interaction_2021-09-30_20260911,L-BFGS-B,True,78,1.0530180538648182e-07,6.328271240363392e-15,9.69526802070686e-09,
learned_order_extension_2021-09-30_20260911,L-BFGS-B,True,82,9.188726091124977e-08,5.10702591327572e-15,1.2765521123676848e-08,
learned_order_offset_2021-09-30_20260911,brentq,True,10,,0.0,1.3328097306364306e-15,6.289555681826542e-11
learned_market_2021-09-30_20260912,L-BFGS-B,True,73,8.795809969264212e-08,4.6629367034256575e-15,7.787799505482636e-09,
learned_vol_interaction_2021-09-30_20260912,L-BFGS-B,True,76,1.5479414017249837e-07,3.219646771412954e-15,2.233374105250173e-08,
learned_order_extension_2021-09-30_20260912,L-BFGS-B,True,71,1.0856145693516339e-07,5.10702591327572e-15,9.053055951158823e-09,
learned_order_offset_2021-09-30_20260912,brentq,True,9,,1.1102230246251565e-16,2.7728470561316776e-17,3.353200356270847e-10
learned_market_2022-03-31_20260910,L-BFGS-B,True,70,1.408315514206393e-07,3.885780586188048e-15,1.2223695686458102e-08,
learned_vol_interaction_2022-03-31_20260910,L-BFGS-B,True,73,3.2956772311187876e-08,1.5543122344752192e-15,4.536482937455948e-09,
learned_order_extension_2022-03-31_20260910,L-BFGS-B,True,70,1.3171354795726842e-07,6.106226635438361e-15,7.0148631640596076e-09,
learned_order_offset_2022-03-31_20260910,brentq,True,12,,1.1102230246251565e-16,6.288372600415926e-18,2.525757381022231e-15
learned_market_2022-03-31_20260911,L-BFGS-B,True,77,7.990118711109773e-08,6.439293542825908e-15,8.768561284727173e-09,
learned_vol_interaction_2022-03-31_20260911,L-BFGS-B,True,79,9.111113752346967e-08,3.774758283725532e-15,9.191694504053632e-09,
learned_order_extension_2022-03-31_20260911,L-BFGS-B,True,82,8.228079859118331e-08,2.9976021664879227e-15,1.8694274461338728e-08,
learned_order_offset_2022-03-31_20260911,brentq,True,11,,0.0,1.734723475976807e-18,4.274955389682589e-12
learned_market_2022-03-31_20260912,L-BFGS-B,True,76,1.1850962111648045e-07,5.773159728050814e-15,7.950573963294919e-09,
learned_vol_interaction_2022-03-31_20260912,L-BFGS-B,True,78,1.1078105355277756e-07,3.774758283725532e-15,7.464076938988595e-09,
learned_order_extension_2022-03-31_20260912,L-BFGS-B,True,71,1.4494624112071364e-07,9.325873406851315e-15,2.0698068953380316e-08,
learned_order_offset_2022-03-31_20260912,brentq,True,11,,0.0,1.1058862159352145e-16,4.163336342344337e-16
learned_market_2022-06-30_20260910,L-BFGS-B,True,78,1.1141920097657021e-07,5.773159728050814e-15,1.5620183700746498e-08,
learned_vol_interaction_2022-06-30_20260910,L-BFGS-B,True,69,6.22884739898133e-08,8.881784197001252e-16,6.576562997851788e-09,
learned_order_extension_2022-06-30_20260910,L-BFGS-B,True,85,7.490273545851522e-08,1.3322676295501878e-15,9.662170132995057e-09,
learned_order_offset_2022-06-30_20260910,brentq,True,12,,0.0,4.336808689942018e-19,8.659739592076221e-15
learned_market_2022-06-30_20260911,L-BFGS-B,True,79,5.718275486454871e-08,1.5543122344752192e-15,1.1733713004154732e-08,
learned_vol_interaction_2022-06-30_20260911,L-BFGS-B,True,78,9.040291193418426e-08,1.9984014443252818e-15,8.729756845356207e-09,
learned_order_extension_2022-06-30_20260911,L-BFGS-B,True,78,8.056167899450628e-08,1.6653345369377348e-15,6.221750521034908e-09,
learned_order_offset_2022-06-30_20260911,brentq,True,11,,0.0,4.553649124439119e-18,8.642033616501621e-11
learned_market_2022-06-30_20260912,L-BFGS-B,True,78,9.272374323909816e-08,3.3306690738754696e-15,1.7367338135600586e-08,
learned_vol_interaction_2022-06-30_20260912,L-BFGS-B,True,76,7.243655958388828e-08,2.1094237467877974e-15,9.753914265034705e-09,
learned_order_extension_2022-06-30_20260912,L-BFGS-B,True,78,6.151046649804925e-08,1.6653345369377348e-15,4.85685211590748e-09,
learned_order_offset_2022-06-30_20260912,brentq,True,12,,0.0,4.7704895589362195e-18,1.3877787807814457e-16
learned_market_2022-09-30_20260910,L-BFGS-B,True,74,9.058449412790992e-08,1.4432899320127035e-15,1.4070411687768652e-08,
learned_vol_interaction_2022-09-30_20260910,L-BFGS-B,True,70,1.8571657572907796e-07,3.774758283725532e-15,1.6575218977275775e-08,
learned_order_extension_2022-09-30_20260910,L-BFGS-B,True,71,9.18854183851181e-08,3.4416913763379853e-15,9.518643739804978e-09,
learned_order_offset_2022-09-30_20260910,brentq,True,11,,1.1102230246251565e-16,7.589415207398531e-18,2.0280999102340047e-13
learned_market_2022-09-30_20260911,L-BFGS-B,True,78,1.1070788130673748e-07,5.88418203051333e-15,1.1468301231842143e-08,
learned_vol_interaction_2022-09-30_20260911,L-BFGS-B,True,75,1.0967115693372165e-07,5.329070518200751e-15,7.880306475286161e-09,
learned_order_extension_2022-09-30_20260911,L-BFGS-B,True,80,6.494611559659802e-08,1.6653345369377348e-15,1.3430591462647128e-08,
learned_order_offset_2022-09-30_20260911,brentq,True,9,,1.1102230246251565e-16,2.4936649967166602e-18,1.0999881561168934e-14
learned_market_2022-09-30_20260912,L-BFGS-B,True,81,1.0030411146111362e-07,2.4424906541753444e-15,8.12277490928881e-09,
learned_vol_interaction_2022-09-30_20260912,L-BFGS-B,True,70,8.106731308465953e-08,3.552713678800501e-15,8.552721001946618e-09,
learned_order_extension_2022-09-30_20260912,L-BFGS-B,True,79,1.22282711845223e-07,4.551914400963142e-15,8.932460958751979e-09,
learned_order_offset_2022-09-30_20260912,brentq,True,11,,1.1102230246251565e-16,2.927345865710862e-18,8.724791722425351e-11
learned_market_2023-03-31_20260910,L-BFGS-B,True,81,8.524725525482779e-08,3.1086244689504383e-15,1.2424045667258632e-08,
learned_vol_interaction_2023-03-31_20260910,L-BFGS-B,True,84,7.936407203645857e-08,2.3314683517128287e-15,6.50802345721806e-09,
learned_order_extension_2023-03-31_20260910,L-BFGS-B,True,82,8.61873434843119e-08,3.774758283725532e-15,7.602970605305112e-09,
learned_order_offset_2023-03-31_20260910,brentq,True,12,,0.0,6.288372600415926e-18,1.6903145549918008e-14
learned_market_2023-03-31_20260911,L-BFGS-B,True,73,5.065524222302997e-08,2.4424906541753444e-15,5.194894701476133e-09,
learned_vol_interaction_2023-03-31_20260911,L-BFGS-B,True,75,1.3731532799710067e-07,5.88418203051333e-15,1.8749928962908096e-08,
learned_order_extension_2023-03-31_20260911,L-BFGS-B,True,72,7.129786799842108e-08,3.219646771412954e-15,1.0116585794127733e-08,
learned_order_offset_2023-03-31_20260911,brentq,True,10,,1.1102230246251565e-16,7.047314121155779e-18,3.259142296319073e-10
learned_market_2023-03-31_20260912,L-BFGS-B,True,70,9.547723306413403e-08,2.9976021664879227e-15,1.8162340560115217e-08,
learned_vol_interaction_2023-03-31_20260912,L-BFGS-B,True,79,7.405534618865062e-08,9.992007221626409e-16,5.69523085871995e-09,
learned_order_extension_2023-03-31_20260912,L-BFGS-B,True,74,5.743809722291715e-08,9.992007221626409e-16,8.437877506949076e-09,
learned_order_offset_2023-03-31_20260912,brentq,True,11,,0.0,0.0,3.989353292155329e-11
learned_market_2023-06-30_20260910,L-BFGS-B,True,81,7.482122443835948e-08,1.887379141862766e-15,1.067053218819971e-08,
learned_vol_interaction_2023-06-30_20260910,L-BFGS-B,True,81,8.373158322250163e-08,1.7763568394002505e-15,4.492591527960332e-09,
learned_order_extension_2023-06-30_20260910,L-BFGS-B,True,79,7.125373102656596e-08,1.4432899320127035e-15,7.215236787162446e-09,
learned_order_offset_2023-06-30_20260910,brentq,True,11,,0.0,0.0,1.4155343563970746e-15
learned_market_2023-06-30_20260911,L-BFGS-B,True,73,9.483028717838238e-08,1.9984014443252818e-15,6.030534490666321e-09,
learned_vol_interaction_2023-06-30_20260911,L-BFGS-B,True,75,1.346036970772957e-07,2.6645352591003757e-15,1.719996835651311e-08,
learned_order_extension_2023-06-30_20260911,L-BFGS-B,True,73,7.847271932259758e-08,3.6637359812630166e-15,7.257012648226096e-09,
learned_order_offset_2023-06-30_20260911,brentq,True,11,,0.0,1.2847795743953228e-17,2.7755575615628914e-17
learned_market_2023-06-30_20260912,L-BFGS-B,True,70,6.510891215061321e-08,1.5543122344752192e-15,9.042129876010024e-09,
learned_vol_interaction_2023-06-30_20260912,L-BFGS-B,True,72,7.892224629379996e-08,1.4432899320127035e-15,5.819473464317021e-09,
learned_order_extension_2023-06-30_20260912,L-BFGS-B,True,71,6.147236897291464e-08,9.992007221626409e-16,7.3811813122107856e-09,
learned_order_offset_2023-06-30_20260912,brentq,True,12,,0.0,6.071532165918825e-18,6.573869226755846e-11
learned_market_2023-09-30_20260910,L-BFGS-B,True,79,7.547434310861689e-08,5.551115123125783e-15,1.7529415723442285e-08,
learned_vol_interaction_2023-09-30_20260910,L-BFGS-B,True,80,1.2365645030154582e-07,3.552713678800501e-15,1.602896177387795e-08,
learned_order_extension_2023-09-30_20260910,L-BFGS-B,True,89,5.413235926177151e-08,6.661338147750939e-16,5.081370373517108e-09,
learned_order_offset_2023-09-30_20260910,brentq,True,12,,1.1102230246251565e-16,7.589415207398531e-18,4.8405723873656825e-14
learned_market_2023-09-30_20260911,L-BFGS-B,True,77,3.686314242745681e-08,7.771561172376096e-16,4.310284009987936e-09,
learned_vol_interaction_2023-09-30_20260911,L-BFGS-B,True,70,1.166188030587989e-07,8.215650382226158e-15,9.751029645191367e-09,
learned_order_extension_2023-09-30_20260911,L-BFGS-B,True,73,6.491988480128441e-08,1.4432899320127035e-15,6.405957311697921e-09,
learned_order_offset_2023-09-30_20260911,brentq,True,11,,0.0,3.2526065174565133e-19,0.0
learned_market_2023-09-30_20260912,L-BFGS-B,True,69,7.023976289488587e-08,2.1094237467877974e-15,7.3047757133491015e-09,
learned_vol_interaction_2023-09-30_20260912,L-BFGS-B,True,74,6.13511115243881e-08,1.6653345369377348e-15,9.273317437617605e-09,
learned_order_extension_2023-09-30_20260912,L-BFGS-B,True,70,6.812223274366147e-08,1.6653345369377348e-15,6.433869069780683e-09,
learned_order_offset_2023-09-30_20260912,brentq,True,13,,0.0,3.642919299551295e-17,5.551115123125783e-17
learned_market_2024-03-31_20260910,L-BFGS-B,True,82,1.536661664580663e-07,4.551914400963142e-15,1.564496626780404e-08,
learned_vol_interaction_2024-03-31_20260910,L-BFGS-B,True,78,1.2606677390891718e-07,3.774758283725532e-15,1.940004783391753e-08,
learned_order_extension_2024-03-31_20260910,L-BFGS-B,True,74,1.4822325500318811e-07,1.0436096431476471e-14,3.0747754168518673e-08,
learned_order_offset_2024-03-31_20260910,brentq,True,11,,0.0,3.1539441197603324e-15,1.7694179454963432e-14
learned_market_2024-03-31_20260911,L-BFGS-B,True,79,7.262638068716853e-08,1.6653345369377348e-15,4.328072845754226e-09,
learned_vol_interaction_2024-03-31_20260911,L-BFGS-B,True,81,8.097752857150198e-08,2.4424906541753444e-15,6.191525302758375e-09,
learned_order_extension_2024-03-31_20260911,L-BFGS-B,True,80,1.991468612239089e-07,1.3100631690576847e-14,3.3979570249111773e-08,
learned_order_offset_2024-03-31_20260911,brentq,True,11,,0.0,3.9065972678997696e-15,7.652212197228891e-14
learned_market_2024-03-31_20260912,L-BFGS-B,True,83,8.036716631076857e-08,1.7763568394002505e-15,7.277146084946201e-09,
learned_vol_interaction_2024-03-31_20260912,L-BFGS-B,True,79,7.558597092671704e-08,2.4424906541753444e-15,5.5712242546081606e-09,
learned_order_extension_2024-03-31_20260912,L-BFGS-B,True,79,8.429073528049003e-08,3.3306690738754696e-15,1.0079082907318241e-08,
learned_order_offset_2024-03-31_20260912,brentq,True,12,,0.0,9.974659986866641e-18,1.5357159988127478e-13
learned_market_2024-06-30_20260910,L-BFGS-B,True,79,7.640460253366399e-08,3.885780586188048e-15,1.3266513388711376e-08,
learned_vol_interaction_2024-06-30_20260910,L-BFGS-B,True,92,6.189831869285456e-08,9.992007221626409e-16,6.199931555780566e-09,
learned_order_extension_2024-06-30_20260910,L-BFGS-B,True,85,6.697899612717606e-08,1.1102230246251565e-15,4.125503280140441e-09,
learned_order_offset_2024-06-30_20260910,brentq,True,11,,0.0,3.144186300207963e-18,2.3592239273284576e-16
learned_market_2024-06-30_20260911,L-BFGS-B,True,82,1.0651451026744141e-07,3.774758283725532e-15,7.60146082063963e-09,
learned_vol_interaction_2024-06-30_20260911,L-BFGS-B,True,82,1.086790725746134e-07,3.774758283725532e-15,1.7055773438327468e-08,
learned_order_extension_2024-06-30_20260911,L-BFGS-B,True,80,7.976430393963341e-08,4.3298697960381105e-15,8.02884679140109e-09,
learned_order_offset_2024-06-30_20260911,brentq,True,12,,2.220446049250313e-16,5.637851296924623e-18,2.020605904817785e-14
learned_market_2024-06-30_20260912,L-BFGS-B,True,80,4.955991494970391e-08,1.2212453270876722e-15,3.885127777434813e-09,
learned_vol_interaction_2024-06-30_20260912,L-BFGS-B,True,78,1.1631200647066464e-07,3.774758283725532e-15,1.5189821204238813e-08,
learned_order_extension_2024-06-30_20260912,L-BFGS-B,True,81,7.338611351936919e-08,2.220446049250313e-15,6.876611309027114e-09,
learned_order_offset_2024-06-30_20260912,brentq,True,12,,0.0,6.505213034913027e-19,3.354261313148754e-14
learned_market_2024-09-30_20260910,L-BFGS-B,True,80,9.8458185715522e-08,4.3298697960381105e-15,4.870590123058627e-09,
learned_vol_interaction_2024-09-30_20260910,L-BFGS-B,True,83,8.342287083351607e-08,1.6653345369377348e-15,5.347687619334032e-09,
learned_order_extension_2024-09-30_20260910,L-BFGS-B,True,84,1.0923792309602831e-07,3.4416913763379853e-15,1.7855337175486964e-08,
learned_order_offset_2024-09-30_20260910,brentq,True,11,,0.0,3.2998777321768813e-15,1.6153745008296028e-14
learned_market_2024-09-30_20260911,L-BFGS-B,True,79,1.1430636759346413e-07,5.551115123125783e-15,8.493708848885881e-09,
learned_vol_interaction_2024-09-30_20260911,L-BFGS-B,True,79,7.81844518016328e-08,3.219646771412954e-15,5.789921359630051e-09,
learned_order_extension_2024-09-30_20260911,L-BFGS-B,True,81,1.9083156810317803e-07,6.439293542825908e-15,2.7725104417364657e-08,
learned_order_offset_2024-09-30_20260911,brentq,True,11,,0.0,5.715913853343579e-16,3.649858193455202e-15
learned_market_2024-09-30_20260912,L-BFGS-B,True,80,4.886372179102594e-08,1.6653345369377348e-15,5.7946156969967966e-09,
learned_vol_interaction_2024-09-30_20260912,L-BFGS-B,True,75,1.5646417117487488e-07,4.440892098500626e-15,1.689854096150606e-08,
learned_order_extension_2024-09-30_20260912,L-BFGS-B,True,82,1.2413968802915676e-07,4.218847493575595e-15,1.095308469617473e-08,
learned_order_offset_2024-09-30_20260912,brentq,True,12,,0.0,1.0625181290357943e-17,9.815759316467165e-14
learned_market_2025-03-31_20260910,L-BFGS-B,True,78,9.085790569907104e-08,2.886579864025407e-15,9.77240351899937e-09,
learned_vol_interaction_2025-03-31_20260910,L-BFGS-B,True,84,7.629820419907674e-08,2.7755575615628914e-15,6.199289380882239e-09,
learned_order_extension_2025-03-31_20260910,L-BFGS-B,True,75,7.833844528626344e-08,1.6653345369377348e-15,1.0399935297059765e-08,
learned_order_offset_2025-03-31_20260910,brentq,True,11,,0.0,6.591949208711867e-17,7.771561172376096e-16
learned_market_2025-03-31_20260911,L-BFGS-B,True,74,6.32105575659736e-08,2.1094237467877974e-15,8.932956683171608e-09,
learned_vol_interaction_2025-03-31_20260911,L-BFGS-B,True,78,6.423269433009082e-08,8.881784197001252e-16,6.842628275625928e-09,
learned_order_extension_2025-03-31_20260911,L-BFGS-B,True,85,5.654739881899573e-08,1.887379141862766e-15,9.255992489609274e-09,
learned_order_offset_2025-03-31_20260911,brentq,True,10,,1.1102230246251565e-16,5.9631119486702744e-18,1.1528038940111784e-11
learned_market_2025-03-31_20260912,L-BFGS-B,True,79,7.164667847892048e-08,1.3322676295501878e-15,7.0831249420443e-09,
learned_vol_interaction_2025-03-31_20260912,L-BFGS-B,True,79,4.669238207188897e-08,1.1102230246251565e-15,3.934403305970793e-09,
learned_order_extension_2025-03-31_20260912,L-BFGS-B,True,70,6.085925530197045e-08,2.4424906541753444e-15,7.500187859665886e-09,
learned_order_offset_2025-03-31_20260912,brentq,True,11,,0.0,3.3664477455674913e-15,1.7770229732150256e-12
learned_market_2025-06-30_20260910,L-BFGS-B,True,83,5.283222426211154e-08,1.5543122344752192e-15,4.160481008631269e-09,
learned_vol_interaction_2025-06-30_20260910,L-BFGS-B,True,76,4.869565839449308e-08,1.1102230246251565e-15,8.061178827321186e-09,
learned_order_extension_2025-06-30_20260910,L-BFGS-B,True,88,7.003256541349145e-08,3.552713678800501e-15,7.171579499958697e-09,
learned_order_offset_2025-06-30_20260910,brentq,True,11,,0.0,3.3265491056200247e-15,1.4391265956703592e-14
learned_market_2025-06-30_20260911,L-BFGS-B,True,80,6.722457013275118e-08,1.5543122344752192e-15,9.55066230875351e-09,
learned_vol_interaction_2025-06-30_20260911,L-BFGS-B,True,76,1.2697476708956046e-07,6.772360450213455e-15,2.255043420875888e-08,
learned_order_extension_2025-06-30_20260911,L-BFGS-B,True,78,1.2122376913392685e-07,3.885780586188048e-15,1.0043555165274373e-08,
learned_order_offset_2025-06-30_20260911,brentq,True,11,,1.1102230246251565e-16,1.8431436932253575e-18,4.926394708837378e-11
learned_market_2025-06-30_20260912,L-BFGS-B,True,76,6.877647057423886e-08,2.4424906541753444e-15,1.1331275640989909e-08,
learned_vol_interaction_2025-06-30_20260912,L-BFGS-B,True,75,8.796313666348254e-08,3.6637359812630166e-15,2.1419400715984652e-08,
learned_order_extension_2025-06-30_20260912,L-BFGS-B,True,77,6.850024408810995e-08,1.4432899320127035e-15,9.624417720037123e-09,
learned_order_offset_2025-06-30_20260912,brentq,True,12,,0.0,5.637851296924623e-18,1.550065631406028e-12
learned_market_2025-09-30_20260910,L-BFGS-B,True,83,6.247099970657644e-08,1.1102230246251565e-15,6.474236518401943e-09,
learned_vol_interaction_2025-09-30_20260910,L-BFGS-B,True,81,8.897902614712905e-08,4.107825191113079e-15,7.400382400575469e-09,
learned_order_extension_2025-09-30_20260910,L-BFGS-B,True,81,9.916534271514621e-08,3.774758283725532e-15,1.2314204204944001e-08,
learned_order_offset_2025-09-30_20260910,brentq,True,11,,0.0,5.637851296924623e-18,0.0
learned_market_2025-09-30_20260911,L-BFGS-B,True,77,5.117544144006558e-08,1.9984014443252818e-15,6.487892616592952e-09,
learned_vol_interaction_2025-09-30_20260911,L-BFGS-B,True,80,6.973369803819907e-08,1.6653345369377348e-15,6.317945256697176e-09,
learned_order_extension_2025-09-30_20260911,L-BFGS-B,True,76,7.46458538314343e-08,2.55351295663786e-15,7.908183555921378e-09,
learned_order_offset_2025-09-30_20260911,brentq,True,10,,0.0,4.716279450311944e-18,4.995864832935126e-13
learned_market_2025-09-30_20260912,L-BFGS-B,True,77,5.992265872389879e-08,1.7763568394002505e-15,5.934799130434543e-09,
learned_vol_interaction_2025-09-30_20260912,L-BFGS-B,True,78,8.47227018541119e-08,2.7755575615628914e-15,1.5864266865992828e-08,
learned_order_extension_2025-09-30_20260912,L-BFGS-B,True,80,1.092925113188592e-07,3.1086244689504383e-15,2.0033010070794922e-08,
learned_order_offset_2025-09-30_20260912,brentq,True,12,,0.0,4.336808689942018e-18,7.043809979734306e-13
learned_market_2026-03-31_20260910,L-BFGS-B,True,77,1.1309674141646298e-07,4.773959005888173e-15,8.979339788969636e-09,
learned_vol_interaction_2026-03-31_20260910,L-BFGS-B,True,78,6.277907116380987e-08,2.1094237467877974e-15,1.536442025516782e-08,
learned_order_extension_2026-03-31_20260910,L-BFGS-B,True,76,9.150702434679303e-08,4.440892098500626e-15,8.607639558153718e-09,
learned_order_offset_2026-03-31_20260910,brentq,True,10,,1.1102230246251565e-16,3.3610267347050637e-18,3.4828681605425515e-11
learned_market_2026-03-31_20260911,L-BFGS-B,True,73,6.023108989339221e-08,1.2212453270876722e-15,9.032811010777596e-09,
learned_vol_interaction_2026-03-31_20260911,L-BFGS-B,True,73,8.589518718515876e-08,4.107825191113079e-15,1.3097902266468245e-08,
learned_order_extension_2026-03-31_20260911,L-BFGS-B,True,71,1.6055165830142215e-07,5.773159728050814e-15,1.0591835278642159e-08,
learned_order_offset_2026-03-31_20260911,brentq,True,11,,0.0,2.8189256484623115e-18,1.3877787807814457e-17
learned_market_2026-03-31_20260912,L-BFGS-B,True,83,8.092104208934359e-08,3.3306690738754696e-15,1.2104839203046225e-08,
learned_vol_interaction_2026-03-31_20260912,L-BFGS-B,True,81,8.457511507797832e-08,4.107825191113079e-15,9.20563177886336e-09,
learned_order_extension_2026-03-31_20260912,L-BFGS-B,True,81,7.221117293010337e-08,3.3306690738754696e-15,5.673212277778131e-09,
learned_order_offset_2026-03-31_20260912,brentq,True,10,,0.0,2.970713952610282e-16,1.304512053934559e-15
learned_market_2026-06-30_20260910,L-BFGS-B,True,76,5.695619276213648e-08,1.9984014443252818e-15,8.37531423961103e-09,
learned_vol_interaction_2026-06-30_20260910,L-BFGS-B,True,78,5.586563700532565e-08,1.3322676295501878e-15,1.0658046659638154e-08,
learned_order_extension_2026-06-30_20260910,L-BFGS-B,True,76,5.3357458895675336e-08,2.3314683517128287e-15,4.836176472635366e-09,
learned_order_offset_2026-06-30_20260910,brentq,True,11,,0.0,1.5720931501039814e-17,1.7871648605449764e-10
learned_market_2026-06-30_20260911,L-BFGS-B,True,71,1.1306917463427268e-07,4.440892098500626e-15,1.2886700104372192e-08,
learned_vol_interaction_2026-06-30_20260911,L-BFGS-B,True,77,6.669792218527704e-08,1.4432899320127035e-15,9.395817047465858e-09,
learned_order_extension_2026-06-30_20260911,L-BFGS-B,True,74,1.8431386261674731e-07,6.8833827526759706e-15,2.4477323089309826e-08,
learned_order_offset_2026-06-30_20260911,brentq,True,10,,0.0,1.0001765041178778e-17,5.428137106466835e-12
learned_market_2026-06-30_20260912,L-BFGS-B,True,76,5.289478821612903e-08,1.4432899320127035e-15,3.6181347903624025e-09,
learned_vol_interaction_2026-06-30_20260912,L-BFGS-B,True,78,8.456652933475084e-08,1.9984014443252818e-15,7.414005120552278e-09,
learned_order_extension_2026-06-30_20260912,L-BFGS-B,True,80,8.803703627213721e-08,2.9976021664879227e-15,8.511132107588581e-09,
learned_order_offset_2026-06-30_20260912,brentq,True,11,,0.0,1.6263032587282567e-18,4.5818737692826517e-11
