cutoff,iteration,log_likelihood,mean_negative_log_likelihood,gradient_inf,variance0,variance1,stay0,stay1
2014-12-31,32,3519.0397311373495,-2.905895731740173,0.0002821070581812781,0.00012669346289129364,0.00039319471384356095,0.9750497700837458,0.9129960258857912
2014-12-31,33,3519.0468655190075,-2.9059016230545067,0.00028079220330047403,0.00012669541239991458,0.0003942007722440116,0.9748409897135626,0.911828574058721
2014-12-31,34,3519.054106579161,-2.905907602460083,0.0002804471652561351,0.0001266958098565656,0.00039520849095771424,0.9746289342882601,0.9106437779853152
2014-12-31,35,3519.0614856473676,-2.905913695827719,0.0002809778954289846,0.00012669487403771043,0.0003962213379718863,0.9744133487380879,0.9094387972748562
2014-12-31,36,3519.069034228733,-2.90591992917319,0.0002823060010154726,0.000126692779986443,0.0003972425286708771,0.9741939461795553,0.9082107688136842
2014-12-31,37,3519.0767843478293,-2.90592632894123,0.0002843656472482745,0.0001266896661424645,0.0003982750738320128,0.973970411570215,0.906956791768172
2014-12-31,38,3519.0847688490826,-2.905932922253578,0.0002871009269490714,0.000126685640091207,0.0003993218187999663,0.973742404613764,0.9056739142686223
2014-12-31,39,3519.0930216610427,-2.905939737127203,0.0002904636020723996,0.00012668078317261405,0.00040038547497172293,0.9735095620828208,0.9043591217873352
2014-12-31,40,3519.1015780286084,-2.905946802666068,0.0002960380179695079,0.00012667515414564363,0.00040146864448748306,0.9732714997010027,0.9030093272698143
2014-12-31,41,3519.110474714591,-2.905954149227573,0.00030365962035693153,0.00012666879206817765,0.0004025738388164323,0.9730278137049138,0.9016213631261827
2014-12-31,42,3519.119750169738,-2.9059618085629544,0.0003119017008131124,0.00012666171852235958,0.00040370349174880237,0.9727780821894109,0.9001919752385631
2014-12-31,43,3519.1294446683232,-2.9059698139292514,0.0003207714059307309,0.00012665393929148274,0.0004048599671559405,0.9725218663251168,0.8987178191876324
2014-12-31,44,3519.1396004046896,-2.9059782001690255,0.0003302749913137866,0.00012664544557546085,0.0004060455617574983,0.9722587115248373,0.8971954589456266
2014-12-31,45,3519.150261544554,-2.905987003752728,0.00034041717450520724,0.00012663621481699477,0.00040726250303955405,0.9719881486245112,0.8956213683210685
2014-12-31,46,3519.1614742236106,-2.905996262777548,0.0003512004499919117,0.00012662621119915597,0.000408512942400694,0.9717096951339477,0.8939919354690609
2014-12-31,47,3519.1732864849982,-2.9060060169157707,0.00036262437179359616,0.00012661538586684385,0.00040979894356692637,0.9714228566022167,0.8923034707959991
2014-12-31,48,3519.185748146657,-2.9060163073052494,0.00037468481441649737,0.00012660367691900843,0.00041112246631385785,0.9711271281316259,0.8905522185842186
2014-12-31,49,3519.1989105896882,-2.9060271763746393,0.0003873732290083578,0.00012659100921535134,0.00041248534556924984,0.9708219960622754,0.888734372634869
2014-12-31,50,3519.212826459685,-2.906038667596767,0.0004006759182237208,0.00012657729404011575,0.00041388926604454124,0.9705069398359157,0.8868460961705323
2014-12-31,51,3519.22754927478,-2.906050825164971,0.00041457336027349577,0.000126562428666213,0.000415335732662904,0.9701814340330809,0.884883546147215
2014-12-31,52,3519.243132937154,-2.9060636935897226,0.00042903961935029234,0.0001265462958649276,0.00041682603721500183,0.9698449505613399,0.8828429019937535
2014-12-31,53,3519.2596311488787,-2.90607731721625,0.00044404188539287794,0.00012652876340932284,0.000418361221880154,0.9694969609553601,0.8807203986228004
2014-12-31,54,3519.2770967384954,-2.9060917396684522,0.0004595401900546608,0.00012650968362266576,0.0004199420404940723,0.9691369387320035,0.8785123633418352
2014-12-31,55,3519.2955809113005,-2.9061070032298106,0.00047548734675657216,0.00012648889302600158,0.00042156891871342645,0.9687643617269106,0.8762152560399791
2014-12-31,56,3519.3151324438295,-2.9061231481782244,0.0004918291597670709,0.00012646621214066166,0.0004232419145045985,0.9683787143243088,0.8738257117471269
2014-12-31,57,3519.3357968508394,-2.9061402120981334,0.0005085049394663785,0.00012644144550110715,0.0004249606806446992,0.9679794894806517,0.871340584372809
2014-12-31,58,3519.357615560523,-2.906158229199441,0.0005254483477428443,0.00012641438193026542,0.0004267244311370167,0.9675661904368289,0.8687569901563684
2014-12-31,59,3519.3806251398523,-2.90617722967783,0.000542588578864601,0.0001263847951227165,0.0004285319135762389,0.9671383320145202,0.8660723491262043
2014-12-31,60,3519.404856615824,-2.9061972391542725,0.0005598518579206386,0.00012635244457022505,0.0004303813895161579,0.9666954414009913,0.8632844227059604
2014-12-31,61,3519.4303349390057,-2.9062182782320445,0.0005771632126965041,0.00012631707684917508,0.00043227062476376634,0.9662370583436464,0.8603913455515199
2014-12-31,62,3519.457078632434,-2.906240362206799,0.0005944484481148015,0.00012627842727083637,0.0004341968912281384,0.965762734700614,0.8573916497815366
2014-12-31,63,3519.485099661287,-2.906263500958949,0.0006116362282345852,0.00012623622187408736,0.00043615698148576624,0.9652720333251762,0.8542842799930992
2014-12-31,64,3519.5144035469234,-2.906287699047831,0.0006286601525877812,0.00012619017971778496,0.00043814723660191797,0.9647645262976249,0.8510685978353887
2014-12-31,65,3519.5449897337508,-2.906312956014658,0.0006454607043237229,0.00012614001540834038,0.0004401635870081303,0.9642397925551411,0.8477443754322087
2014-12-31,66,3519.5768522002613,-2.906339266887086,0.0006619869493054432,0.00012608544177942794,0.00044220160543827685,0.9636974150051006,0.8443117775646196
2014-12-31,67,3519.609980288215,-2.9063666228639264,0.0006781978786446033,0.00012602617262715267,0.00044425657014344924,0.963136977236562,0.840771333196867
2014-12-31,68,3519.644359708307,-2.906395012145588,0.0006940633111740893,0.0001259619253971802,0.00044632353591886613,0.9625580599659117,0.8371238975909183
2014-12-31,69,3519.67997366847,-2.906424420865789,0.0007095643044651572,0.00012589242372120486,0.0004483974099578212,0.9619602373641097,0.8333706068433943
2014-12-31,70,3519.7168040635597,-2.9064548340739553,0.0007246930593911234,0.00012581739970892334,0.0004504730292546796,0.9613430734143336,0.829512827136431
2014-12-31,71,3519.7548326631463,-2.906486236716058,0.0007394523395568301,0.000125736595917586,0.00045254523624103064,0.9607061184409903,0.8255521012792091
2014-12-31,72,3519.7940422374186,-2.9065186145643422,0.0007538544589486902,0.00012564976694270317,0.00045460894955518026,0.9600489059360211,0.8214900952088791
2014-12-31,73,3519.8344175689563,-2.9065519550528127,0.0007679199156023016,0.0001255566805984172,0.00045665922728383915,0.9593709497887999,0.8173285470211422
2014-12-31,74,3519.8759463090355,-2.9065862479843396,0.0007816757639582531,0.00012545711868212626,0.0004586913206203731,0.9586717420045378,0.8130692208360819
2014-12-31,75,3519.918619649687,-2.906621486085621,0.0007951538234036765,0.00012535087734274146,0.00046070071658590566,0.9579507509755233,0.8087138674145061
2014-12-31,76,3519.9624327953265,-2.9066576653966365,0.0008083888162354647,0.00012523776709362795,0.00046268316918379775,0.9572074203517065,0.8042641929736216
2014-12-31,77,3520.007385229251,-2.906694785490711,0.0008214165169086053,0.00012511761252830792,0.0004646347190375866,0.9564411685432462,0.7997218371588323
2014-12-31,78,3520.053480779651,-2.9067328495290266,0.0008342719785091194,0.00012499025180867055,0.0004665517021448537,0.9556513888780556,0.7950883606555348
2014-12-31,79,3520.1007274966682,-2.9067718641590985,0.0008469878845888306,0.00012485553600152192,0.00046843074883142226,0.9548374504317274,0.7903652425049665
2014-12-31,80,3520.149137356324,-2.906811839270292,0.0008595930571877898,0.00012471332834017683,0.00047026877429832747,0.9539986995446122,0.7855538868422194
2014-12-31,81,3520.1987258092663,-2.9068527876211943,0.0008721111369218038,0.00012456350348421356,0.0004720629623221743,0.9531344620399932,0.7806556385100684
2014-12-31,82,3520.2495111925377,-2.906894724353871,0.0008845594395905426,0.00012440594684332587,0.0004738107437151849,0.9522440461569013,0.7756718068151882
2014-12-31,83,3520.301514021808,-2.90693766640942,0.0008969479864744149,0.00012424055402157703,0.00047550977110013984,0.9513267462097279,0.7706036965711232
2014-12-31,84,3520.35475618017,-2.906981631858109,0.0009092787022858922,0.00012406723042709928,0.00047715789143661785,0.9503818469832119,0.7654526454968702
2014-12-31,85,3520.4092600183217,-2.907026639156335,0.0009215447752515576,0.00012388589108034944,0.0004787531175770253,0.9494086288645288,0.7602200669912147
2014-12-31,86,3520.465047380198,-2.9070727063420296,0.0009337301772403751,0.0001236964606419944,0.0004802935999584702,0.9484063737033305,0.7549074972614953
2014-12-31,87,3520.5221385682034,-2.9071198501801847,0.0009458093473359268,0.00012349887366988358,0.00048177759936934085,0.9473743713751704,0.7495166457350504
2014-12-31,88,3520.5805512632705,-2.9071680852710737,0.0009577470487139021,0.0001232930751036073,0.00048320346158034825,0.9463119270036572,0.7440494476103856
2014-12-31,89,3520.640299417162,-2.907217423135559,0.0009694984150781478,0.00012307902096506115,0.00048456959450597983,0.9452183687720909,0.7385081173072113
2014-12-31,90,3520.701392137563,-2.9072678712944366,0.0009810092081547028,0.00012285667925423515,0.00048587444846489,0.9440930562269227,0.732895201450292
2014-12-31,91,3520.763832590377,-2.907319432361996,0.0009922163108402047,0.00012262603101118052,0.0004871165000331743,0.9429353889441654,0.7272136298785595
2014-12-31,92,3520.827616947873,-2.9073721031774347,0.001011593144871416,0.0001223870715077634,0.0004882942399253179,0.9417448153974425,0.7214667630215352
2014-12-31,93,3520.892733415398,-2.9074258740011545,0.0010394405444171622,0.00012213981152642958,0.0004894061652841125,0.9405208418346964,0.7156584338488248
2014-12-31,94,3520.9591613727844,-2.9074807278057673,0.001067509029633304,0.00012188427867787652,0.000490450776701589,0.9392630409420684,0.7097929824987583
2014-12-31,95,3521.026870668588,-2.9075366396933013,0.0010957253561101564,0.00012162051870540223,0.0004914265802172611,0.9379710600508163,0.7038752816551895
2014-12-31,96,3521.0958211053658,-2.9075935764701617,0.0011240108639755935,0.00012134859672099884,0.0004923320944379292,0.9366446286291025,0.6979107507930737
2014-12-31,97,3521.1659621517765,-2.9076514964093945,0.0011522825523974242,0.00012106859831723777,0.0004931658627886187,0.9352835647976533,0.6919053575766467
2014-12-31,98,3521.2372329119435,-2.9077103492253866,0.0011804543465761764,0.00012078063049992945,0.0004939264707345339,0.9338877806187855,0.6858656049852209
2014-12-31,99,3521.3095623742183,-2.9077700762792884,0.0012084385223455909,0.00012048482238966018,0.0004946125676119953,0.9324572859334065,0.6797985031669681
2014-12-31,100,3521.3828699503197,-2.907830611024211,0.0012361472417811933,0.00012018132564580239,0.0004952228924812431,0.9309921905605198,0.6737115255739484
2014-12-31,101,3521.457066302457,-2.9078918796882385,0.001263494143678662,0.00011987031457444997,0.0004957563031797082,0.9294927047273991,0.6676125495903064
2014-12-31,102,3521.5320544412857,-2.907953802181078,0.0012903959265080452,0.0001195519858918483,0.0004962118075300302,0.9279591376634256,0.661509782593541
2014-12-31,103,3521.607731062594,-2.908016293197848,0.0013167738592840346,0.00011922655812688497,0.0004965885954645757,0.9263918943628213,0.6554116751366481
2014-12-31,104,3521.6839880768503,-2.9080792634821226,0.0013425551582252721,0.00011889427065958153,0.0004968860706892834,0.9247914705963811,0.6493268236485601
2014-12-31,105,3521.7607142743927,-2.908142621200985,0.00136767417402769,0.00011855538240651445,0.0004971038804439358,0.9231584463244826,0.6432638656612348
2014-12-31,106,3521.8377970613274,-2.9082062733784704,0.0013920733455311135,0.00011821017017791041,0.0004972419419367538,0.9214934777278422,0.6372313710279314
2014-12-31,107,3521.915124197869,-2.908270127331023,0.001415703889508856,0.00011785892674387028,0.0004973004641444422,0.9197972881240396,0.6312377328547848
2014-12-31,108,3521.992585472253,-2.9083340920497545,0.0014385262119367204,0.00011750195865799396,0.0004972799638703596,0.9180706580732289,0.625291061900621
2014-12-31,109,3522.0700742492354,-2.9083980794791375,0.0014605100419365236,0.00011713958389490025,0.0004971812752303712,0.9163144149937408,0.6193990880035795
2014-12-31,110,3522.147488841975,-2.9084620056498554,0.0014816343042414672,0.00011677212936326805,0.0004970055520664321,0.9145294226071867,0.6135690716853145
2014-12-31,111,3522.224733668638,-2.9085257916338874,0.001501886758320565,0.00011639992835789739,0.0004967542631457708,0.9127165705145692,0.6078077285019922
2014-12-31,112,3522.301720169168,-2.908589364301543,0.00152126344140893,0.00011602331801294525,0.0004964291803591527,0.9108767641725316,0.6021211680083135
2014-12-31,113,3522.378367471988,-2.908652656871997,0.0015397679582591348,0.00011564263681426162,0.0004960323604580384,0.9090109154959235,0.5965148484366903
2014-12-31,114,3522.4546028137165,-2.9087156092598816,0.001557410662448264,0.00011525822222217305,0.0004955661211441712,0.907119934263445,0.5909935474292896
2014-12-31,115,3522.5303617264913,-2.908778168229968,0.0015742077729563513,0.00011487040844778096,0.0004950330125301785,0.9052047204513707,0.5855613484506287
2014-12-31,116,3522.6055880163403,-2.9088402873793067,0.0015901804660533227,0.00011447952441657706,0.0004944357851175571,0.9032661575699072,0.5802216418962545
2014-12-31,117,3522.6802335622147,-2.9089019269712755,0.0016053539770826202,0.00011408589194359644,0.0004937773554885934,0.901305107030557,0.5749771394279667
2014-12-31,118,3522.754257968614,-2.9089630536487316,0.0016197567402154323,0.00011368982413503878,0.000493060770887448,0.8993224035330123,0.5698298997224341
2014-12-31,119,3522.827628105593,-2.9090236400541643,0.0016334195874141263,0.00011329162402276605,0.0004922891737842648,0.8973188514278154,0.5647813636182274
2014-12-31,120,3522.9003175687435,-2.9090836643837683,0.0016463750212087982,0.00011289158343063605,0.0004914657673890869,0.8952952219866493,0.5598323965755303
2014-12-31,121,3522.972306088966,-2.9091431099000546,0.0016586565698924127,0.00011248998206547648,0.0004905937829252911,0.8932522514954401,0.5549833364041405
2014-12-31,122,3523.043578918118,-2.90920196442454,0.00167029822861399,0.00011208708682069148,0.0004896764492999721,0.8911906400757014,0.5502340443453643
2014-12-31,123,3523.11412621229,-2.9092602198284805,0.001681333985731357,0.00011168315127698273,0.0004887169656345746,0.8891110511357175,0.545583957787094
2014-12-31,124,3523.183942430067,-2.909317871535976,0.00169179743067443,0.00011127841538236137,0.0004877184769534945,0.8870141113540696,0.5410321431247633
2014-12-31,125,3523.2530257588323,-2.9093749180502333,0.0017017214373927921,0.00011087310529235835,0.0004866840531791033,0.8849004111024833,0.5365773475327431
2014-12-31,126,3523.3213775783456,-2.9094313605106072,0.0017111379160995243,0.00011046743335094042,0.0004856166714535491,0.8827705052219408,0.5322180486637375
2014-12-31,127,3523.389001967445,-2.909487202285256,0.0017200776253528836,0.00011006159819292723,0.0004845192017029228,0.8806249140744984,0.5279525015344791
2014-12-31,128,3523.4559052569275,-2.909542448601922,0.00172857003634893,0.00010965578494949502,0.0004833943952784698,0.8784641248024938,0.5237787820754108
2014-12-31,129,3523.5220956294706,-2.9095971062175647,0.0017366432415440289,0.0001092501655395109,0.00048224487645089114,0.8762885927362306,0.5196948270143975
2014-12-31,130,3523.5875827657337,-2.909651183126122,0.001744323900213478,0.00010884489903083624,0.0004810731364954542,0.874098742900318,0.5156984699273602
2014-12-31,131,3523.6523775345877,-2.909704688302715,0.0017516372142353301,0.00010844013205724152,0.00047988153008441997,0.8718949715773436,0.5117874734217662
2014-12-31,132,3523.716491724574,-2.9097576314818943,0.0017586069281125957,0.00010803599927814086,0.0004786722736963772,0.8696776478952484,0.5079595575236758
2014-12-31,133,3523.779937813227,-2.909810022967157,0.0017652553480479295,0.00010763262386988833,0.0004774474457561996,0.8674471154116099,0.5042124244180359
2014-12-31,134,3523.8427287706454,-2.909861873468741,0.001771603375622923,0.00010723011803884826,0.00047620898823176865,0.8652036936739396,0.5005437797483618
2014-12-31,135,3523.9048778936517,-2.909913193966682,0.0017776705523489804,0.00010682858354784445,0.00047495870943178723,0.8629476797401359,0.49695135071925256
2014-12-31,136,3523.966398666985,-2.909963995596189,0.0017834751120065536,0.00010642811224884888,0.00047369828777093674,0.8606793496474451,0.4934329012667507
2014-12-31,137,3524.027304648163,-2.9100142895525707,0.001789034038246455,0.00010602878661594166,0.00047242927629241637,0.858398959821735,0.4899862445705964
2014-12-31,138,3524.0876093728925,-2.9100640870131236,0.0017943631254535972,0.00010563068027357908,0.0004711531077623901,0.8561067484216986,0.48660925318173087
2014-12-31,139,3524.1473262782056,-2.910113399073663,0.0017994770412621281,0.00010523385851614567,0.00046987110017493287,0.8538029366148141,0.4832998670306089
2014-12-31,140,3524.2064686407725,-2.9101622366975826,0.0018043893895024763,0.00010483837881554003,0.00046858446252899576,0.8514877297836464,0.4800560995688702
2014-12-31,141,3524.265049528151,-2.9102106106755996,0.0018091127726372748,0.00010444429131424834,0.0004672943007603455,0.8491613186623955,0.47687604228066
2014-12-31,142,3524.3230817610074,-2.910258531594556,0.0018136588529914165,0.00010405163930195682,0.0004660016237308843,0.8468238804045957,0.4737578677815446
2014-12-31,143,3524.3805778845895,-2.9103060098138642,0.001818038412277827,0.00010366045967424915,0.00046470734919533234,0.8444755795835945,0.47069983170374224
2014-12-31,144,3524.4375501479785,-2.910353055448372,0.0018222614090698701,0.00010327078337238659,0.00046341230968071094,0.842116569127947,0.46770027354704274
2014-12-31,145,3524.4940104898615,-2.9103996783566157,0.0018263370340011183,0.00010288263580350416,0.0004621172582275512,0.8397469911941917,0.4647576166558855
2014-12-31,146,3524.5499705297307,-2.9104458881335513,0.001830273762559828,0.00010249603724088456,0.0004608228739535111,0.837366977979679,0.46187036746510507
2014-12-31,147,3524.605441563615,-2.9104916941070313,0.0018340794054097175,0.00010211100320419656,0.0004595297674098746,0.8349766524782178,0.45903711413995196
2014-12-31,148,3524.6604345635424,-2.9105371053373594,0.0018377611562407654,0.00010172754481980198,0.00045823848570989334,0.8325761291813494,0.45625652472048656
2014-12-31,149,3524.7149601801093,-2.9105821306194133,0.0018413256371603358,0.00010134566916139982,0.00045694951741487625,0.8301655147280071,0.4535273448662616
2014-12-31,150,3524.769028747568,-2.910626778486844,0.0018447789416885943,0.00010096537957139715,0.0004556632971696544,0.8277449085052868,0.450848395284418
2014-12-31,151,3524.8226502910093,-2.9106710572180092,0.0018481266754202114,0.00010058667596351345,0.00045438021008377026,0.825314403202947,0.4482185689129037
2014-12-31,152,3524.8758345352126,-2.9107149748432803,0.0018513739944267494,0.00010020955510719121,0.00045310059585849444,0.8228740853241704,0.4456368279203638
2014-12-31,153,3524.928590914854,-2.9107585391534716,0.001854525641485214,9.983401089446093e-05,0.00045182475266271826,0.8204240356550162,0.4431022005753185
2014-12-31,154,3524.9809285857855,-2.910801757709154,0.0018575859802063529,9.946003458993255e-05,0.00045055294076313157,0.8179643296948842,0.4406137780293954
2014-12-31,155,3525.0328564371553,-2.910844637850665,0.0018605590271484897,9.908761506463232e-05,0.00044928538591577655,0.8154950380502216,0.4381707110525462
2014-12-31,156,3525.0843831041466,-2.9108871867086266,0.0018634484819860773,9.871673901441254e-05,0.00044802228252744243,0.8130162267936015,0.4357722067522644
2014-12-31,157,3525.1355169811904,-2.910929411214856,0.0018662577558036845,9.834739116367141e-05,0.00044676379659619415,0.8105279577902248,0.43341752530365923
2014-12-31,158,3525.186266235478,-2.9109713181135244,0.0018689899975836218,9.797955445512221e-05,0.0004455100684409796,0.8080302889938196,0.43110597671283646
2014-12-31,159,3525.236638820655,-2.911012913972465,0.0018716481189403153,9.761321022634634e-05,0.0004442612152305831,0.8055232747138418,0.4288369176322497
2014-12-31,160,3525.286642490575,-2.9110542051945294,0.0018742348171636013,9.72483383738531e-05,0.00044301733332234865,0.8030069658558283,0.42660974824340886
2014-12-31,161,3525.3362848130205,-2.9110951980289186,0.0018767525966140526,9.68849175053549e-05,0.00044177850042107875,0.8004814101366967,0.42442390921956863
2014-12-31,162,3525.385573183292,-2.9111358985824043,0.0018792037885261288,9.652292508094999e-05,0.0004405447775684144,0.7979466522767465,0.4222788787786315
2014-12-31,163,3525.4345148375933,-2.9111763128303827,0.0018815905692556637,9.616233754388601e-05,0.00043931621097272825,0.795402734170072,0.42017416983447814
2014-12-31,164,3525.483116866132,-2.9112164466276895,0.0018839149770103253,9.580313044155405e-05,0.0004380928336893368,0.792849695035067,0.4181093272531926
2014-12-31,165,3525.5313862258813,-2.9112563057191423,0.0018861789271160862,9.544527853734234e-05,0.0004368746671604273,0.7902875715466807,0.41608392521919363
2014-12-31,166,3525.5793297529367,-2.9112958957497415,0.0018883842258494907,9.508875591395107e-05,0.00043566172262380975,0.7877163979520362,0.41409756471498727
2014-12-31,167,3525.626954174414,-2.9113352222744955,0.0018905325828698408,9.47335360687488e-05,0.00043445400239911934,0.7851362061710087,0.41214987111719964
2014-12-31,168,3525.6742661198546,-2.9113742907678404,0.001892625622302606,9.437959200173032e-05,0.00043325150105979435,0.7825470258833443,0.41024049191060313
2014-12-31,169,3525.7212721320716,-2.9114131066325943,0.0018946648925067758,9.402689629659575e-05,0.000432054206498633,0.779948884603856,0.4083690945210253
2014-12-31,170,3525.7679786774333,-2.9114516752084505,0.001896651874560441,9.367542119546574e-05,0.000430862100894471,0.7773418077472153,0.4065353642673903
2014-12-31,171,3525.8143921555206,-2.911490001779951,0.0018985879895247824,9.332513866770668e-05,0.00042967516158698237,0.7747258186838413,0.4047390024324566
2014-12-31,172,3525.860518908148,-2.9115280915839374,0.0019004746045137124,9.297602047332311e-05,0.00042849336186634045,0.7721009387883323,0.40297972445135904
2014-12-31,173,3525.9063652277227,-2.9115659498164517,0.0019023130376130844,9.26280382213521e-05,0.0004273166716840401,0.7694671874818756,0.4012572582165441
2014-12-31,174,3525.9519373649237,-2.911603581639078,0.0019041045617212624,9.228116342366072e-05,0.00042614505829084595,0.7668245822700356,0.3995713424973094
2014-12-31,175,3525.9972415356788,-2.9116409921847057,0.0019058504073257623,9.193536754453899e-05,0.00042497848680747384,0.7641731387772531,0.3979217254717737
2014-12-31,176,3526.042283927448,-2.911678186562715,0.001907551764294151,9.159062204644625e-05,0.0004238169207333197,0.761512870779389,0.3963081633688016
2014-12-31,177,3526.087070704785,-2.9117151698635717,0.0019092097827194195,9.124689843225296e-05,0.0004226603223981876,0.7588437902355657,0.39473041921710206
2014-12-31,178,3526.1316080141983,-2.911751947162839,0.0019108255728769888,9.090416828429711e-05,0.00042150865336171566,0.7561659073205308,0.3931882616984791
2014-12-31,179,3526.17590198829,-2.9117885235245997,0.0019124002043470147,9.056240330055618e-05,0.0004203618747648781,0.753479230458709,0.3916814641019848
2014-12-31,180,3526.219958749206,-2.9118249040042987,0.0019139347043642403,9.022157532821056e-05,0.0004192199476377175,0.7507837663610597,0.3902098033755326
2014-12-31,181,3526.2637844113788,-2.9118610936510145,0.001915430055443902,8.988165639486233e-05,0.00041808283316713225,0.7480795200657938,0.3887730592713459
2014-12-31,182,3526.3073850836026,-2.911897097509168,0.0019168871923506525,8.954261873764977e-05,0.000416950492928376,0.7453664949839568,0.38737101358148535
2014-12-31,183,3526.350766870431,-2.911932920619679,0.0019183069984660026,8.920443483048453e-05,0.00041582288908364854,0.7426446929508126,0.3860034494595607
2014-12-31,184,3526.393935872941,-2.9119685680205953,0.0019196903016095801,8.886707740961625e-05,0.0004146999845509359,0.7399141142839067,0.38467015082464207
