job,objective_absolute_gap,maximum_training_probability_gap,alternate_gradient_inf,alternate_success,alternate_iterations,alternate_message
learned_hmm_interaction_2018-12-31_20260910,3.219646771412954e-15,9.08254407239184e-08,1.7068564044900487e-08,True,80,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
learned_hmm_interaction_2018-12-31_20260911,2.9976021664879227e-15,5.559427274093309e-08,4.811533459256768e-09,True,69,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
learned_hmm_interaction_2018-12-31_20260912,1.7763568394002505e-15,4.07351110620624e-08,3.7167512650492646e-09,True,67,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
learned_hmm_interaction_2019-12-31_20260910,2.4424906541753444e-15,1.1512265862823057e-07,2.015683440450243e-08,True,79,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
learned_hmm_interaction_2019-12-31_20260911,4.551914400963142e-15,8.014481894802472e-08,1.4010167864383916e-08,True,71,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
learned_hmm_interaction_2019-12-31_20260912,3.552713678800501e-15,1.073822344377362e-07,5.1960804412420555e-09,True,73,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
raw_hmm_interaction_2014-12-31_-1,2.886579864025407e-15,1.1657231191453121e-07,2.658709177469354e-08,True,73,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
raw_hmm_interaction_2015-12-31_-1,7.216449660063518e-15,1.7540097529966658e-07,2.2243157659068008e-08,True,69,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
raw_hmm_interaction_2016-12-31_-1,1.1102230246251565e-15,8.177038535173153e-08,9.993509666767365e-09,True,74,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
raw_hmm_interaction_2017-12-31_-1,1.9984014443252818e-15,7.969983356614918e-08,8.182703339996295e-09,True,78,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
raw_hmm_interaction_2018-12-31_-1,2.4424906541753444e-15,1.2101964191879588e-07,1.1789362019173216e-08,True,70,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
raw_hmm_interaction_2019-12-31_-1,2.9976021664879227e-15,1.2110920455388197e-07,1.9184749092734238e-08,True,73,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
hmm_only_2014-12-31_0,1.1102230246251565e-16,9.03028207765999e-11,7.219702266580974e-16,True,5,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
hmm_only_2015-12-31_0,0.0,1.2352613376620525e-10,1.172758786441507e-10,True,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
hmm_only_2016-12-31_0,1.1102230246251565e-16,3.361599332230014e-09,1.9538273494065476e-10,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
hmm_only_2017-12-31_0,2.220446049250313e-16,2.6232050975849575e-09,9.560312705708667e-11,True,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
hmm_only_2018-12-31_0,1.1102230246251565e-16,5.98092797510219e-10,1.2764854277758086e-15,True,5,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
hmm_only_2019-12-31_0,1.1102230246251565e-16,8.64240123910065e-10,3.0731710579101623e-16,True,5,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
