inner_cutoff,row_index,date,joint_completed,training_mean,training_sd,source
2015-12-31,1235,2016-03-04,2016-03-14,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1240,2016-03-11,2016-03-21,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1245,2016-03-18,2016-03-28,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1250,2016-03-25,2016-04-05,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1255,2016-04-01,2016-04-11,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1259,2016-04-08,2016-04-18,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1264,2016-04-15,2016-04-25,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1269,2016-04-22,2016-05-03,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1274,2016-04-29,2016-05-09,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1278,2016-05-06,2016-05-16,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1283,2016-05-13,2016-05-23,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1288,2016-05-20,2016-05-30,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1293,2016-05-27,2016-06-06,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1298,2016-06-03,2016-06-20,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1306,2016-06-17,2016-06-27,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1311,2016-06-24,2016-07-04,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1316,2016-07-01,2016-07-11,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1321,2016-07-08,2016-07-18,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1326,2016-07-15,2016-07-25,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1331,2016-07-22,2016-08-01,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1336,2016-07-29,2016-08-08,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1341,2016-08-05,2016-08-15,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1346,2016-08-12,2016-08-22,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1351,2016-08-19,2016-08-29,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1356,2016-08-26,2016-09-05,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1361,2016-09-02,2016-09-12,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1366,2016-09-09,2016-09-26,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1374,2016-09-23,2016-10-10,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1379,2016-09-30,2016-10-17,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1384,2016-10-14,2016-10-24,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1389,2016-10-21,2016-10-31,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1394,2016-10-28,2016-11-07,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1399,2016-11-04,2016-11-14,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1404,2016-11-11,2016-11-21,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1409,2016-11-18,2016-11-28,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1414,2016-11-25,2016-12-05,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1419,2016-12-02,2016-12-12,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1424,2016-12-09,2016-12-19,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1429,2016-12-16,2016-12-26,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1434,2016-12-23,2017-01-03,0.0025985308636134715,0.0317801454880759,new_inner_fit
2015-12-31,1439,2016-12-30,2017-01-09,0.0025985308636134715,0.0317801454880759,new_inner_fit
2016-12-31,1443,2017-01-06,2017-01-16,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1448,2017-01-13,2017-01-23,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1453,2017-01-20,2017-02-06,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1458,2017-02-03,2017-02-13,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1463,2017-02-10,2017-02-20,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1468,2017-02-17,2017-02-27,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1473,2017-02-24,2017-03-06,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1478,2017-03-03,2017-03-13,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1483,2017-03-10,2017-03-20,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1488,2017-03-17,2017-03-27,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1493,2017-03-24,2017-04-05,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1498,2017-03-31,2017-04-11,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1501,2017-04-07,2017-04-17,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1506,2017-04-14,2017-04-24,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1511,2017-04-21,2017-05-02,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1516,2017-04-28,2017-05-08,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1520,2017-05-05,2017-05-15,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1525,2017-05-12,2017-05-22,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1530,2017-05-19,2017-05-31,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1535,2017-05-26,2017-06-06,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1538,2017-06-02,2017-06-12,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1543,2017-06-09,2017-06-19,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1548,2017-06-16,2017-06-26,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1553,2017-06-23,2017-07-03,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1558,2017-06-30,2017-07-10,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1563,2017-07-07,2017-07-17,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1568,2017-07-14,2017-07-24,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1573,2017-07-21,2017-07-31,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1578,2017-07-28,2017-08-07,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1583,2017-08-04,2017-08-14,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1588,2017-08-11,2017-08-21,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1593,2017-08-18,2017-08-28,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1598,2017-08-25,2017-09-04,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1603,2017-09-01,2017-09-11,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1608,2017-09-08,2017-09-18,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1613,2017-09-15,2017-09-25,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1618,2017-09-22,2017-10-09,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1623,2017-09-29,2017-10-16,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1628,2017-10-13,2017-10-23,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1633,2017-10-20,2017-10-30,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1638,2017-10-27,2017-11-06,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1643,2017-11-03,2017-11-13,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1648,2017-11-10,2017-11-20,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1653,2017-11-17,2017-11-27,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1658,2017-11-24,2017-12-04,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1663,2017-12-01,2017-12-11,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1668,2017-12-08,2017-12-18,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1673,2017-12-15,2017-12-25,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1678,2017-12-22,2018-01-02,0.0017650689496144006,0.03159343133352925,new_inner_fit
2016-12-31,1683,2017-12-29,2018-01-08,0.0017650689496144006,0.03159343133352925,new_inner_fit
2017-12-31,1687,2018-01-05,2018-01-15,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1692,2018-01-12,2018-01-22,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1697,2018-01-19,2018-01-29,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1702,2018-01-26,2018-02-05,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1707,2018-02-02,2018-02-12,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1712,2018-02-09,2018-02-26,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1717,2018-02-23,2018-03-05,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1722,2018-03-02,2018-03-12,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1727,2018-03-09,2018-03-19,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1732,2018-03-16,2018-03-26,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1737,2018-03-23,2018-04-02,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1742,2018-03-30,2018-04-16,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1750,2018-04-13,2018-04-23,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1755,2018-04-20,2018-05-02,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1760,2018-04-27,2018-05-08,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1763,2018-05-04,2018-05-14,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1768,2018-05-11,2018-05-21,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1773,2018-05-18,2018-05-28,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1778,2018-05-25,2018-06-04,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1783,2018-06-01,2018-06-11,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1788,2018-06-08,2018-06-19,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1793,2018-06-15,2018-06-25,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1797,2018-06-22,2018-07-02,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1802,2018-06-29,2018-07-09,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1807,2018-07-06,2018-07-16,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1812,2018-07-13,2018-07-23,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1817,2018-07-20,2018-07-30,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1822,2018-07-27,2018-08-06,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1827,2018-08-03,2018-08-13,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1832,2018-08-10,2018-08-20,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1837,2018-08-17,2018-08-27,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1842,2018-08-24,2018-09-03,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1847,2018-08-31,2018-09-10,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1852,2018-09-07,2018-09-17,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1857,2018-09-14,2018-09-25,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1862,2018-09-21,2018-10-08,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1866,2018-09-28,2018-10-15,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1871,2018-10-12,2018-10-22,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1876,2018-10-19,2018-10-29,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1881,2018-10-26,2018-11-05,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1886,2018-11-02,2018-11-12,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1891,2018-11-09,2018-11-19,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1896,2018-11-16,2018-11-26,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1901,2018-11-23,2018-12-03,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1906,2018-11-30,2018-12-10,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1911,2018-12-07,2018-12-17,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1916,2018-12-14,2018-12-24,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1921,2018-12-21,2019-01-02,0.002114028432822609,0.029648330241333454,archived_forecast
2017-12-31,1926,2018-12-28,2019-01-08,0.002114028432822609,0.029648330241333454,archived_forecast
2018-12-31,1929,2019-01-04,2019-01-14,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1934,2019-01-11,2019-01-21,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1939,2019-01-18,2019-01-28,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1944,2019-01-25,2019-02-11,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1949,2019-02-01,2019-02-18,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1954,2019-02-15,2019-02-25,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1959,2019-02-22,2019-03-04,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1964,2019-03-01,2019-03-11,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1969,2019-03-08,2019-03-18,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1974,2019-03-15,2019-03-25,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1979,2019-03-22,2019-04-01,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1984,2019-03-29,2019-04-15,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1993,2019-04-12,2019-04-22,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,1998,2019-04-19,2019-04-29,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2003,2019-04-26,2019-05-13,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2010,2019-05-10,2019-05-20,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2015,2019-05-17,2019-05-27,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2020,2019-05-24,2019-06-03,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2025,2019-05-31,2019-06-17,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2034,2019-06-14,2019-06-24,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2039,2019-06-21,2019-07-01,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2044,2019-06-28,2019-07-08,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2049,2019-07-05,2019-07-15,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2054,2019-07-12,2019-07-22,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2059,2019-07-19,2019-07-29,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2064,2019-07-26,2019-08-05,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2069,2019-08-02,2019-08-12,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2074,2019-08-09,2019-08-19,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2079,2019-08-16,2019-08-26,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2084,2019-08-23,2019-09-02,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2089,2019-08-30,2019-09-09,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2094,2019-09-06,2019-09-23,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2103,2019-09-20,2019-09-30,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2108,2019-09-27,2019-10-14,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2113,2019-10-11,2019-10-21,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2118,2019-10-18,2019-10-28,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2123,2019-10-25,2019-11-04,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2128,2019-11-01,2019-11-11,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2133,2019-11-08,2019-11-18,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2138,2019-11-15,2019-11-25,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2143,2019-11-22,2019-12-02,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2148,2019-11-29,2019-12-09,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2153,2019-12-06,2019-12-16,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2158,2019-12-13,2019-12-23,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2163,2019-12-20,2019-12-30,0.001146387266522635,0.029693928969564694,archived_forecast
2018-12-31,2168,2019-12-27,2020-01-06,0.001146387266522635,0.029693928969564694,archived_forecast
