arm,history,cutoff,seed,epoch,train_n,presentations,optimizer_steps,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
decay,full,2017-12-31,20260911,17,1678,1678,14,0.867706690059089,,,
decay,full,2017-12-31,20260911,18,1678,1678,14,0.8270308059219524,,,
decay,full,2017-12-31,20260911,19,1678,1678,14,0.8154478368656854,,,
decay,full,2017-12-31,20260911,20,1678,1678,14,0.803329856873127,0.6107594077436518,0.9101115387017451,0.0011330081405896489
decay,full,2017-12-31,20260912,1,1678,1678,14,1.1112357365218335,,,
decay,full,2017-12-31,20260912,2,1678,1678,14,1.1035091635439194,0.9999838099860463,1.008974599326751,0.0009717360773538414
decay,full,2017-12-31,20260912,3,1678,1678,14,1.1030117803307626,,,
decay,full,2017-12-31,20260912,4,1678,1678,14,1.1017071523029842,,,
decay,full,2017-12-31,20260912,5,1678,1678,14,1.1022989812425834,1.000357498713415,1.0036154208223071,0.0009631242510262387
decay,full,2017-12-31,20260912,6,1678,1678,14,1.1008624249050245,,,
decay,full,2017-12-31,20260912,7,1678,1678,14,1.1001590200487847,,,
decay,full,2017-12-31,20260912,8,1678,1678,14,1.0992164002982312,,,
decay,full,2017-12-31,20260912,9,1678,1678,14,1.0966137700200222,,,
decay,full,2017-12-31,20260912,10,1678,1678,14,1.08554461275153,0.9822916608032936,1.0706818083898388,0.0009424640969752457
decay,full,2017-12-31,20260912,11,1678,1678,14,1.0803229280251285,,,
decay,full,2017-12-31,20260912,12,1678,1678,14,1.057428303932831,,,
decay,full,2017-12-31,20260912,13,1678,1678,14,1.030980817893691,,,
decay,full,2017-12-31,20260912,14,1678,1678,14,1.0090473618567062,,,
decay,full,2017-12-31,20260912,15,1678,1678,14,0.9812520955543836,,,
decay,full,2017-12-31,20260912,16,1678,1678,14,0.9647625487240051,,,
decay,full,2017-12-31,20260912,17,1678,1678,14,0.9354104025997622,,,
decay,full,2017-12-31,20260912,18,1678,1678,14,0.9364860619776866,,,
decay,full,2017-12-31,20260912,19,1678,1678,14,0.9004894907056789,,,
decay,full,2017-12-31,20260912,20,1678,1678,14,0.8965629263913105,0.7361305075407881,1.0204164018505946,0.0012143797422083577
combined,full,2017-12-31,20260910,1,1678,1678,14,1.1151701545829,,,
combined,full,2017-12-31,20260910,2,1678,1678,14,1.1061411125583216,0.9999742299069665,1.0242617428657976,0.0009752584437506636
combined,full,2017-12-31,20260910,3,1678,1678,14,1.1050041129677173,,,
combined,full,2017-12-31,20260910,4,1678,1678,14,1.1024790834613296,,,
combined,full,2017-12-31,20260910,5,1678,1678,14,1.102389092524941,0.9997599764290811,1.0091180863908988,0.0009699488265299308
combined,full,2017-12-31,20260910,6,1678,1678,14,1.1026367852741827,,,
combined,full,2017-12-31,20260910,7,1678,1678,14,1.1021696927294544,,,
combined,full,2017-12-31,20260910,8,1678,1678,14,1.1016235892906234,,,
combined,full,2017-12-31,20260910,9,1678,1678,14,1.1012570945383966,,,
combined,full,2017-12-31,20260910,10,1678,1678,14,1.1014251159115542,0.9994768715586793,1.0021083516926816,0.0009757201400937932
combined,full,2017-12-31,20260910,11,1678,1678,14,1.100537679725381,,,
combined,full,2017-12-31,20260910,12,1678,1678,14,1.1014919107662196,,,
combined,full,2017-12-31,20260910,13,1678,1678,14,1.1009561727100958,,,
combined,full,2017-12-31,20260910,14,1678,1678,14,1.0988885194098708,,,
combined,full,2017-12-31,20260910,15,1678,1678,14,1.0982123949388498,,,
combined,full,2017-12-31,20260910,16,1678,1678,14,1.0949108884786394,,,
combined,full,2017-12-31,20260910,17,1678,1678,14,1.0872732254546646,,,
combined,full,2017-12-31,20260910,18,1678,1678,14,1.0736849724322877,,,
combined,full,2017-12-31,20260910,19,1678,1678,14,1.0630653373390897,,,
combined,full,2017-12-31,20260910,20,1678,1678,14,1.0415615958025117,0.903568359751241,1.032010326226363,0.0009637235878387074
combined,full,2017-12-31,20260911,1,1678,1678,14,1.1245790619816058,,,
combined,full,2017-12-31,20260911,2,1678,1678,14,1.1071189553859833,1.0000168413314547,1.0149777444241583,0.0009761678874586014
combined,full,2017-12-31,20260911,3,1678,1678,14,1.1036027901505117,,,
combined,full,2017-12-31,20260911,4,1678,1678,14,1.1029146680956945,,,
combined,full,2017-12-31,20260911,5,1678,1678,14,1.1018682256500827,0.9999309954398863,1.0040497200139515,0.0009663450408705646
combined,full,2017-12-31,20260911,6,1678,1678,14,1.1017682391781631,,,
combined,full,2017-12-31,20260911,7,1678,1678,14,1.1015464122872245,,,
combined,full,2017-12-31,20260911,8,1678,1678,14,1.101152648445534,,,
combined,full,2017-12-31,20260911,9,1678,1678,14,1.101418374619126,,,
combined,full,2017-12-31,20260911,10,1678,1678,14,1.0996646420748213,0.9971116643412321,1.0019544941307676,0.0009668812177612335
combined,full,2017-12-31,20260911,11,1678,1678,14,1.0999287521739682,,,
combined,full,2017-12-31,20260911,12,1678,1678,14,1.0971293138946197,,,
combined,full,2017-12-31,20260911,13,1678,1678,14,1.0928302946477169,,,
combined,full,2017-12-31,20260911,14,1678,1678,14,1.0905756178857033,,,
combined,full,2017-12-31,20260911,15,1678,1678,14,1.083941851810278,,,
combined,full,2017-12-31,20260911,16,1678,1678,14,1.0742239240241704,,,
combined,full,2017-12-31,20260911,17,1678,1678,14,1.078091524994274,,,
combined,full,2017-12-31,20260911,18,1678,1678,14,1.0775931599739765,,,
combined,full,2017-12-31,20260911,19,1678,1678,14,1.0624699089254328,,,
combined,full,2017-12-31,20260911,20,1678,1678,14,1.0537274111155532,0.9383147155002417,1.0268789005506878,0.0009701966208437562
combined,full,2017-12-31,20260912,1,1678,1678,14,1.1210810947759218,,,
combined,full,2017-12-31,20260912,2,1678,1678,14,1.1080973868716744,0.9999953839435054,1.0235735173731226,0.0009725583462640866
combined,full,2017-12-31,20260912,3,1678,1678,14,1.1062440077937403,,,
combined,full,2017-12-31,20260912,4,1678,1678,14,1.1030485116398234,,,
combined,full,2017-12-31,20260912,5,1678,1678,14,1.1034841869954415,1.0005554054576251,1.0037317486286732,0.0009611761822701375
combined,full,2017-12-31,20260912,6,1678,1678,14,1.101604946392796,,,
combined,full,2017-12-31,20260912,7,1678,1678,14,1.1021958586712133,,,
combined,full,2017-12-31,20260912,8,1678,1678,14,1.1015369862282518,,,
combined,full,2017-12-31,20260912,9,1678,1678,14,1.1020223164444742,,,
combined,full,2017-12-31,20260912,10,1678,1678,14,1.1009893044385353,0.9996793866867957,1.0011909584891099,0.0009771531802475555
combined,full,2017-12-31,20260912,11,1678,1678,14,1.1008570928823678,,,
combined,full,2017-12-31,20260912,12,1678,1678,14,1.100611967892698,,,
combined,full,2017-12-31,20260912,13,1678,1678,14,1.100601074451201,,,
combined,full,2017-12-31,20260912,14,1678,1678,14,1.1003134452401526,,,
combined,full,2017-12-31,20260912,15,1678,1678,14,1.099474835878902,,,
combined,full,2017-12-31,20260912,16,1678,1678,14,1.0963462459032243,,,
combined,full,2017-12-31,20260912,17,1678,1678,14,1.0917660944936387,,,
combined,full,2017-12-31,20260912,18,1678,1678,14,1.0730705594419723,,,
combined,full,2017-12-31,20260912,19,1678,1678,14,1.0620047352026984,,,
combined,full,2017-12-31,20260912,20,1678,1678,14,1.023902440099523,0.8647827020845197,1.058102653194241,0.000943189323282941
baseline,full,2018-12-31,20260910,1,1921,1921,16,1.1119074428038074,,,
baseline,full,2018-12-31,20260910,2,1921,1921,16,1.1065272680332983,1.0001458598573278,1.0325547038174618,0.0006990697781979436
baseline,full,2018-12-31,20260910,3,1921,1921,16,1.1032519523890176,,,
baseline,full,2018-12-31,20260910,4,1921,1921,16,1.1032173045906533,,,
baseline,full,2018-12-31,20260910,5,1921,1921,16,1.1021720237374493,0.9996630268938401,1.0157967889017268,0.0007001021947105408
baseline,full,2018-12-31,20260910,6,1921,1921,16,1.1018975576825094,,,
baseline,full,2018-12-31,20260910,7,1921,1921,16,1.0992120306421107,,,
baseline,full,2018-12-31,20260910,8,1921,1921,16,1.093222518441331,,,
baseline,full,2018-12-31,20260910,9,1921,1921,16,1.1051900937051775,,,
baseline,full,2018-12-31,20260910,10,1921,1921,16,1.0986823105427326,0.9833668689284705,1.0186019506633188,0.0007163674649662612
baseline,full,2018-12-31,20260910,11,1921,1921,16,1.0870004773745,,,
baseline,full,2018-12-31,20260910,12,1921,1921,16,1.0620745148341026,,,
baseline,full,2018-12-31,20260910,13,1921,1921,16,1.0558310626137697,,,
baseline,full,2018-12-31,20260910,14,1921,1921,16,1.0169712424061064,,,
baseline,full,2018-12-31,20260910,15,1921,1921,16,0.995870854009383,,,
baseline,full,2018-12-31,20260910,16,1921,1921,16,0.9553173159107077,,,
baseline,full,2018-12-31,20260910,17,1921,1921,16,0.9395771481480715,,,
baseline,full,2018-12-31,20260910,18,1921,1921,16,0.8884439478312726,,,
baseline,full,2018-12-31,20260910,19,1921,1921,16,0.8390301153847229,,,
baseline,full,2018-12-31,20260910,20,1921,1921,16,0.7977012495768685,0.6654015228594423,1.0260027426409883,0.0009684757750248416
baseline,full,2018-12-31,20260911,1,1921,1921,16,1.1091411441578134,,,
baseline,full,2018-12-31,20260911,2,1921,1921,16,1.1027626061985605,0.9997476917390461,1.0106740278976774,0.0007040727566900917
