state,cutoff,seed,mode,draws,return_mse,return_mse_draw_sd,return_huber,return_huber_draw_sd,auxiliary_mse,auxiliary_mse_draw_sd,common_joint,common_joint_draw_sd,linear_fraction,linear_fraction_draw_sd
archived_mse,2018-12-31,20260912,dropout,8,0.9294384456628351,0.008459029903549629,0.7579512660535989,0.0056641683919526715,1.0483793794707856,0.0010451482005012125,0.8627892040006774,0.005668365135555896,0.2593050494534096,0.004617959788176704
archived_mse,2019-12-31,20260910,eval,1,0.9083641081437772,0.0,0.7506893909301274,0.0,1.013135403589137,0.0,0.8520029312890411,0.0,0.2660508083140878,0.0
archived_mse,2019-12-31,20260910,dropout,8,0.9324442822472854,0.004560744047687209,0.7639230063231199,0.002860135127136212,1.018170526968294,0.000976848692785811,0.8657400590199493,0.002889961699641242,0.26876443418013857,0.0020424674561902107
archived_mse,2019-12-31,20260911,eval,1,0.882861091379905,0.0,0.7311986415636939,0.0,0.977236361170992,0.0,0.8289222776807931,0.0,0.2517321016166282,0.0
archived_mse,2019-12-31,20260911,dropout,8,0.9219950410215405,0.005041482287475425,0.7563645348061061,0.004836710627387899,0.9952532845612736,0.00308334079418579,0.8558898632622334,0.004934611901923594,0.2606812933025404,0.003357535153084206
archived_mse,2019-12-31,20260912,eval,1,0.9001538555918769,0.0,0.7473722784079441,0.0,1.039286982510712,0.0,0.8513009766590153,0.0,0.2655889145496535,0.0
archived_mse,2019-12-31,20260912,dropout,8,0.9255457786723654,0.002256397501586702,0.7617491790984428,0.0017176629765604167,1.0390216808813446,0.000697520174920579,0.8656513471865774,0.001713309462262177,0.2661662817551963,0.0026676971312086777
archived_huber,2017-12-31,20260910,eval,1,0.9464565477836056,0.0,0.752621966223268,0.0,1.0268330609956502,0.0,0.855305272322833,0.0,0.2514898688915375,0.0
archived_huber,2017-12-31,20260910,dropout,8,0.9604619979782754,0.00395604785942829,0.7630716174814822,0.0022290358715187485,1.032424595223349,0.001425598662178062,0.8663140770038171,0.002356187041129407,0.2568533969010727,0.00402934090454596
archived_huber,2017-12-31,20260911,eval,1,0.9548174893298708,0.0,0.7611066522493264,0.0,1.003401447251812,0.0,0.8614467969745077,0.0,0.2580452920143027,0.0
archived_huber,2017-12-31,20260911,dropout,8,0.9628749315283007,0.002667923480352739,0.766231740687209,0.0020668372181556934,1.0112118440362736,0.0027580524246182347,0.8673529250908364,0.002324328961130277,0.2599076281287246,0.0036101059106786863
archived_huber,2017-12-31,20260912,eval,1,0.9819753075575496,0.0,0.7779103253648761,0.0,1.0214985052747507,0.0,0.8800601758923512,0.0,0.2622169249106079,0.0
archived_huber,2017-12-31,20260912,dropout,8,0.9864154744957871,0.0010472499374786128,0.7811072217863577,0.0005427244381210775,1.02728056784162,0.0012094289694470212,0.8838352785705197,0.0005528963082805677,0.26288736591179973,0.0014400842690309214
archived_huber,2018-12-31,20260910,eval,1,0.8386664172532877,0.0,0.6967829509894636,0.0,0.9798246957730156,0.0,0.7947654205667651,0.0,0.2378969286829776,0.0
archived_huber,2018-12-31,20260910,dropout,8,0.8789245758773346,0.005939069774219612,0.7232326891500127,0.004660554458255904,0.9921216949234382,0.003159917081766474,0.8224448586423565,0.004901935041819728,0.2460957834461218,0.004720046521348979
archived_huber,2018-12-31,20260911,eval,1,0.943862698012663,0.0,0.7607349738735357,0.0,0.988868195637246,0.0,0.8596217934372603,0.0,0.2576782925559604,0.0
archived_huber,2018-12-31,20260911,dropout,8,0.961088352311252,0.0032595891618821715,0.7728430692548398,0.002417596995820239,1.007742372420236,0.0025986000715627258,0.8736173064968634,0.002517074507359121,0.26086673607496097,0.0037583365638192627
archived_huber,2018-12-31,20260912,eval,1,0.979161446968716,0.0,0.7839542389565757,0.0,1.0165652131418397,0.0,0.8856107602707597,0.0,0.2644456012493493,0.0
archived_huber,2018-12-31,20260912,dropout,8,0.9863142459088748,0.0022594420720300048,0.7886909895645556,0.0014883340559360453,1.0239256520577178,0.0012337710452657387,0.8910835547703275,0.001505376055474801,0.264966163456533,0.0033621341728139664
archived_huber,2019-12-31,20260910,eval,1,0.935354300657942,0.0,0.7558157445806246,0.0,1.0138417956632224,0.0,0.8571999241469469,0.0,0.2563510392609699,0.0
archived_huber,2019-12-31,20260910,dropout,8,0.9467578717608933,0.0037184625081580036,0.7640287908629948,0.002019632265834536,1.017454274655395,0.0006888558814877532,0.8657742183285343,0.002002494257347652,0.26004618937644336,0.003349014197413257
archived_huber,2019-12-31,20260911,eval,1,0.9085341405967876,0.0,0.7388686069067972,0.0,0.9766946970951887,0.0,0.8365380766163161,0.0,0.2558891454965358,0.0
archived_huber,2019-12-31,20260911,dropout,8,0.9363942003244088,0.003192334518319594,0.7584407585507734,0.002941644546347819,0.9921389098599657,0.0016604657445448837,0.85765464953677,0.0030032992015447723,0.26287528868360277,0.005134164164730848
archived_huber,2019-12-31,20260912,eval,1,0.9335455051150504,0.0,0.7564409134395205,0.0,1.02615251454415,0.0,0.8590561648939354,0.0,0.2545034642032333,0.0
archived_huber,2019-12-31,20260912,dropout,8,0.9546145746440555,0.004393556564768133,0.7694283271204572,0.002862639008846009,1.0316734909510141,0.001761966043821894,0.8725956762155586,0.002974274459178135,0.25819861431870667,0.0022357076009366385
joint,2017-12-31,20260910,eval,1,0.9280391806873142,0.0,0.7426888479087321,0.0,1.0156428874276038,0.0,0.8442531366514925,0.0,0.2556615017878427,0.0
joint,2017-12-31,20260910,dropout,8,0.9458555879142614,0.00515511798122443,0.754804735691222,0.003285068243180447,1.019138247299722,0.0013660310938358408,0.8567185604211942,0.003391905567473582,0.2572258641239571,0.004213233020515138
return_only,2017-12-31,20260910,eval,1,0.927169488292671,0.0,0.7422935348329038,0.0,1.0350457827945787,0.0,0.8457981131123617,0.0,0.2580452920143027,0.0
return_only,2017-12-31,20260910,dropout,8,0.944958256362292,0.005305242930111612,0.7542393171441957,0.0033694527289764398,1.0347264514271952,0.0015076489894038933,0.8577119622869152,0.003492219498231545,0.2562574493444577,0.00435606974475261
joint,2017-12-31,20260911,eval,1,0.9324825283930696,0.0,0.7488525845115528,0.0,0.9898205095851024,0.0,0.847834635470063,0.0,0.2508939213349225,0.0
joint,2017-12-31,20260911,dropout,8,0.9470232899881137,0.002868377658526152,0.757639877870586,0.0022107966431657257,1.000294320908746,0.0030675604126989757,0.8576693099614605,0.0024234737592949774,0.2570768772348033,0.0041525859842093185
return_only,2017-12-31,20260911,eval,1,0.9314915098672434,0.0,0.7484585379990717,0.0,1.0029446126735535,0.0,0.8487529992664271,0.0,0.2520858164481526,0.0
return_only,2017-12-31,20260911,dropout,8,0.9464950137570651,0.002780213611901326,0.7573813801066176,0.0022137439870795,1.0126627375875712,0.003017096916803328,0.8586476538653747,0.0024194810942721016,0.2572258641239571,0.004492957901418213
joint,2017-12-31,20260912,eval,1,0.9566516721787932,0.0,0.7619485543425816,0.0,1.0291009264597415,0.0,0.8648586469885557,0.0,0.2586412395709178,0.0
joint,2017-12-31,20260912,dropout,8,0.9683818542746869,0.0017704901789998896,0.7694687260365969,0.0010181972882136088,1.0335129606545845,0.001614814264869916,0.8728200221020554,0.0009891812374363909,0.2588647199046484,0.0024866595959364773
return_only,2017-12-31,20260912,eval,1,0.9500244183875388,0.0,0.7584538826627555,0.0,1.082211684235799,0.0,0.8666750510863354,0.0,0.2598331346841478,0.0
return_only,2017-12-31,20260912,dropout,8,0.9638302641016743,0.0026454737727635118,0.766917391362372,0.001609169662517226,1.075770054515107,0.0017483475917108998,0.8744943968138827,0.0015719870883868078,0.2585667461263409,0.003761523809563665
joint,2018-12-31,20260910,eval,1,0.7842937527509292,0.0,0.6632580080897343,0.0,0.9552159424481418,0.0,0.7587796023345486,0.0,0.2311296199895887,0.0
joint,2018-12-31,20260910,dropout,8,0.8404376604427797,0.008734900791989674,0.7001721550792859,0.0063163780239423525,0.9748942732259744,0.004476096446996331,0.7976615824018833,0.006737675195148914,0.24134565330557,0.006631150514181594
return_only,2018-12-31,20260910,eval,1,0.7834678410651685,0.0,0.662906303131573,0.0,0.97444580244807,0.0,0.7603508833763799,0.0,0.230609057782405,0.0
return_only,2018-12-31,20260910,dropout,8,0.8398609833097694,0.008848669373138607,0.6999769426287106,0.006421548208221045,0.9913956890847944,0.0042618905631344834,0.79911651153719,0.006814670453540216,0.24245184799583547,0.006319143696643323
joint,2018-12-31,20260911,eval,1,0.9113041094172468,0.0,0.7418824047669141,0.0,0.9871038701627666,0.0,0.8405927917831908,0.0,0.2514315460697553,0.0
joint,2018-12-31,20260911,dropout,8,0.9409792799003799,0.004081051074575688,0.761873566573372,0.0032853092653269307,1.002310120216767,0.0026279084703673132,0.8621045785950487,0.0033819285584977764,0.2598906819364914,0.005128830489732708
return_only,2018-12-31,20260911,eval,1,0.9089372490542218,0.0,0.7406499843875126,0.0,1.000341818900173,0.0,0.84068416627753,0.0,0.2529932326913066,0.0
return_only,2018-12-31,20260911,dropout,8,0.9400399771922419,0.004305042749194998,0.7614936735493273,0.0033969098164978537,1.0158380824427242,0.002897259042521361,0.8630774817935998,0.003492845907733039,0.26021603331598125,0.005398648515656764
joint,2018-12-31,20260912,eval,1,0.9468176954837928,0.0,0.7630549981899659,0.0,1.0156650452533778,0.0,0.8646215027153037,0.0,0.2576782925559604,0.0
joint,2018-12-31,20260912,dropout,8,0.9582118989355519,0.002583130610871496,0.770445242856236,0.001969056006305958,1.0235455424077848,0.0009777241016736802,0.8727997970970144,0.0019557329089051534,0.2637948984903696,0.004678858591433365
return_only,2018-12-31,20260912,eval,1,0.9438054893498012,0.0,0.7611346447174363,0.0,1.036341497161654,0.0,0.8647687944336018,0.0,0.2623633524206142,0.0
return_only,2018-12-31,20260912,dropout,8,0.9561470546024244,0.0029117480718105367,0.7691820930641337,0.0022687508270126,1.0469347197792258,0.0011748387714360033,0.8738755650420562,0.0022453791740139842,0.26535658511192084,0.004105988179809809
joint,2019-12-31,20260910,eval,1,0.897042582837853,0.0,0.7287540331379383,0.0,1.004517334907834,0.0,0.8292057666287217,0.0,0.2484988452655889,0.0
joint,2019-12-31,20260910,dropout,8,0.9186822584194547,0.005415565778346576,0.7440480148862889,0.002832549391307563,1.0081058730736943,0.000890068424570252,0.8448586021936583,0.0028818952790122974,0.253810623556582,0.005329678787544366
return_only,2019-12-31,20260910,eval,1,0.8965507501658018,0.0,0.7284659174225198,0.0,1.0188814950285277,0.0,0.8303540669253725,0.0,0.248960739030023,0.0
return_only,2019-12-31,20260910,dropout,8,0.9184699597545145,0.0053827416618445825,0.7439444021198325,0.002801650951185876,1.0214690600771363,0.0007811243931019183,0.8460913081275461,0.0028340185486459496,0.2539838337182448,0.004922010074570623
joint,2019-12-31,20260911,eval,1,0.8921548192981087,0.0,0.7256002395751919,0.0,0.9661155874249427,0.0,0.8222117983176862,0.0,0.2471131639722864,0.0
joint,2019-12-31,20260911,dropout,8,0.923410976424328,0.0040150508600147105,0.7481325106709311,0.0031566853722506255,0.9827536170526814,0.0019683562312662233,0.8464078723761993,0.0032515125465957,0.25681293302540414,0.003517678108944058
return_only,2019-12-31,20260911,eval,1,0.8919533930499787,0.0,0.7253964918871403,0.0,0.975497194236751,0.0,0.8229462113108154,0.0,0.2471131639722864,0.0
return_only,2019-12-31,20260911,dropout,8,0.9233549651106463,0.00400455268278281,0.7480805246490153,0.0031839896161291927,0.9910990241931119,0.001927090809879263,0.8471904270683265,0.0032720867833062363,0.2558314087759815,0.0033529933381500204
joint,2019-12-31,20260912,eval,1,0.903361896942946,0.0,0.7396013335301607,0.0,1.021689080665486,0.0,0.8417702415967092,0.0,0.2554272517321016,0.0
joint,2019-12-31,20260912,dropout,8,0.9300572475505375,0.0038283519255439746,0.7551086219366412,0.0025777122174128887,1.0253339164735487,0.0017812930868408038,0.8576420135839962,0.002619463633195673,0.25525404157043874,0.004138213887605947
return_only,2019-12-31,20260912,eval,1,0.8990752028545328,0.0,0.7376005851293408,0.0,1.063230761593126,0.0,0.8439236612886534,0.0,0.2563510392609699,0.0
return_only,2019-12-31,20260912,dropout,8,0.9274689271291043,0.004001086707161704,0.7537157292617811,0.0027220785592740487,1.0590534476432132,0.002339619730789023,0.8596210740261024,0.0027779057437178198,0.25594688221709005,0.003107685544382425
