cutoff,history,method,state,parent_component,accepted,n,recoveries,regressions,brier_difference
2021-03-31,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,False,1,0,0,0.0
2021-03-31,quarter_volatility2_validated,learned_order_offset,negative_low,low,False,2,0,0,-8.326672684688674e-17
2021-03-31,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,False,3,0,0,-9.25185853854297e-18
2021-03-31,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,7,0,0,-1.586032892321652e-17
2021-03-31,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,1,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_market,negative_low,negative,False,1,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_market,negative_high,negative,False,9,0,0,7.709882115452476e-18
2021-06-30,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,False,0,0,0,
2021-06-30,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,False,3,0,0,0.0
2021-06-30,quarter_volatility2_validated,learned_market,negative_low,low,False,1,0,0,0.0
2021-06-30,quarter_volatility2_validated,learned_market,nonnegative_low,low,False,0,0,0,
2021-06-30,quarter_volatility2_validated,learned_market,negative_high,high,False,9,0,0,7.709882115452476e-18
2021-06-30,quarter_volatility2_validated,learned_market,nonnegative_high,high,False,3,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,1,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,9,0,0,-2.4671622769447922e-17
2021-06-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,False,0,0,0,
2021-06-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,False,3,0,0,0.0
2021-06-30,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,False,1,0,0,0.0
2021-06-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,False,0,0,0,
2021-06-30,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,9,0,0,-2.4671622769447922e-17
2021-06-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,3,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,1,0,0,8.326672684688674e-17
2021-06-30,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,9,0,0,-9.25185853854297e-18
2021-06-30,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,False,0,0,0,
2021-06-30,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,False,3,0,0,0.0
2021-06-30,quarter_volatility2_validated,learned_order_extension,negative_low,low,False,1,0,0,8.326672684688674e-17
2021-06-30,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,False,0,0,0,
2021-06-30,quarter_volatility2_validated,learned_order_extension,negative_high,high,False,9,0,0,-9.25185853854297e-18
2021-06-30,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,False,3,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_order_offset,negative_low,negative,False,1,0,0,0.0
2021-06-30,quarter_trend2_validated,learned_order_offset,negative_high,negative,False,9,0,0,-1.2335811384723961e-17
2021-06-30,quarter_trend2_validated,learned_order_offset,nonnegative_low,nonnegative,False,0,0,0,
2021-06-30,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,False,3,0,0,-1.3877787807814457e-17
2021-06-30,quarter_volatility2_validated,learned_order_offset,negative_low,low,False,1,0,0,0.0
2021-06-30,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,False,0,0,0,
2021-06-30,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,9,0,0,-1.2335811384723961e-17
2021-06-30,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,3,0,0,-1.3877787807814457e-17
2021-09-30,quarter_trend2_validated,learned_market,negative_low,negative,False,7,0,0,3.172065784643304e-17
2021-09-30,quarter_trend2_validated,learned_market,negative_high,negative,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,False,6,0,0,1.850371707708594e-17
2021-09-30,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_market,negative_low,low,False,7,0,0,3.172065784643304e-17
2021-09-30,quarter_volatility2_validated,learned_market,nonnegative_low,low,False,6,0,0,1.850371707708594e-17
2021-09-30,quarter_volatility2_validated,learned_market,negative_high,high,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_market,nonnegative_high,high,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,7,0,0,7.93016446160826e-18
2021-09-30,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,False,6,0,0,0.0
2021-09-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,False,7,0,0,7.93016446160826e-18
2021-09-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,False,6,0,0,0.0
2021-09-30,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,7,0,0,1.784287003861859e-17
2021-09-30,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,False,6,0,0,2.7755575615628914e-17
2021-09-30,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_order_extension,negative_low,low,False,7,0,0,1.784287003861859e-17
2021-09-30,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,False,6,0,0,2.7755575615628914e-17
2021-09-30,quarter_volatility2_validated,learned_order_extension,negative_high,high,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_order_offset,negative_low,negative,False,7,0,0,-1.586032892321652e-17
2021-09-30,quarter_trend2_validated,learned_order_offset,negative_high,negative,False,0,0,0,
2021-09-30,quarter_trend2_validated,learned_order_offset,nonnegative_low,nonnegative,False,6,0,0,0.0
2021-09-30,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_order_offset,negative_low,low,False,7,0,0,-1.586032892321652e-17
2021-09-30,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,False,6,0,0,0.0
2021-09-30,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,0,0,0,
2021-09-30,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_market,negative_low,negative,False,4,0,0,0.0
2021-12-31,quarter_trend2_validated,learned_market,negative_high,negative,False,7,0,0,2.1807952269422717e-17
2021-12-31,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_market,negative_low,low,False,4,0,0,0.0
2021-12-31,quarter_volatility2_validated,learned_market,nonnegative_low,low,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_market,negative_high,high,False,7,0,0,2.1807952269422717e-17
2021-12-31,quarter_volatility2_validated,learned_market,nonnegative_high,high,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,4,0,0,4.163336342344337e-17
2021-12-31,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,7,0,0,-6.344131569286608e-17
2021-12-31,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,False,4,0,0,4.163336342344337e-17
2021-12-31,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,7,0,0,-6.344131569286608e-17
2021-12-31,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,4,0,0,0.0
2021-12-31,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,7,0,0,1.3877787807814457e-17
2021-12-31,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_order_extension,negative_low,low,False,4,0,0,0.0
2021-12-31,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_order_extension,negative_high,high,False,7,0,0,1.3877787807814457e-17
2021-12-31,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_order_offset,negative_low,negative,False,4,0,0,0.0
2021-12-31,quarter_trend2_validated,learned_order_offset,negative_high,negative,False,7,0,0,0.0
2021-12-31,quarter_trend2_validated,learned_order_offset,nonnegative_low,nonnegative,False,0,0,0,
2021-12-31,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_order_offset,negative_low,low,False,4,0,0,0.0
2021-12-31,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,False,0,0,0,
2021-12-31,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,7,0,0,0.0
2021-12-31,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,0,0,0,
2022-03-31,quarter_trend2_validated,learned_market,negative_low,negative,False,0,0,0,
2022-03-31,quarter_trend2_validated,learned_market,negative_high,negative,False,10,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_market,negative_low,low,False,0,0,0,
2022-03-31,quarter_volatility2_validated,learned_market,nonnegative_low,low,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_market,negative_high,high,False,10,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_market,nonnegative_high,high,False,1,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,0,0,0,
2022-03-31,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,10,0,0,1.6653345369377347e-17
2022-03-31,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,False,0,0,0,
2022-03-31,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,10,0,0,1.6653345369377347e-17
2022-03-31,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,1,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,0,0,0,
2022-03-31,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,10,0,0,-1.9428902930940238e-17
2022-03-31,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,False,1,0,0,-2.7755575615628914e-16
2022-03-31,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_order_extension,negative_low,low,False,0,0,0,
2022-03-31,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,False,1,0,0,-2.7755575615628914e-16
2022-03-31,quarter_volatility2_validated,learned_order_extension,negative_high,high,False,10,0,0,-1.9428902930940238e-17
2022-03-31,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,False,1,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_order_offset,negative_low,negative,False,0,0,0,
2022-03-31,quarter_trend2_validated,learned_order_offset,negative_high,negative,False,10,0,0,-1.1102230246251566e-17
2022-03-31,quarter_trend2_validated,learned_order_offset,nonnegative_low,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_order_offset,negative_low,low,False,0,0,0,
2022-03-31,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,False,1,0,0,0.0
2022-03-31,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,10,0,0,-1.1102230246251566e-17
2022-03-31,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,1,0,0,0.0
2022-06-30,quarter_trend2_validated,learned_market,negative_low,negative,False,5,0,0,2.2204460492503132e-17
2022-06-30,quarter_trend2_validated,learned_market,negative_high,negative,False,0,0,0,
2022-06-30,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,False,5,0,0,0.0
2022-06-30,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,False,4,0,0,2.7755575615628914e-17
2022-06-30,quarter_volatility2_validated,learned_market,negative_low,low,False,5,0,0,2.2204460492503132e-17
2022-06-30,quarter_volatility2_validated,learned_market,nonnegative_low,low,False,5,0,0,0.0
2022-06-30,quarter_volatility2_validated,learned_market,negative_high,high,True,0,0,0,
2022-06-30,quarter_volatility2_validated,learned_market,nonnegative_high,high,True,4,1,0,-0.03823935806904792
2022-06-30,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,5,0,0,8.326672684688674e-17
2022-06-30,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,0,0,0,
2022-06-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,False,5,0,0,-2.2204460492503132e-17
2022-06-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,False,4,0,0,0.0
2022-06-30,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,False,5,0,0,8.326672684688674e-17
2022-06-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,False,5,0,0,-2.2204460492503132e-17
2022-06-30,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,0,0,0,
2022-06-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,4,0,0,0.0
2022-06-30,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,5,0,0,0.0
2022-06-30,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,0,0,0,
2022-06-30,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,False,5,0,0,-1.1102230246251566e-17
2022-06-30,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,False,4,0,0,0.0
2022-06-30,quarter_volatility2_validated,learned_order_extension,negative_low,low,False,5,0,0,0.0
2022-06-30,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,False,5,0,0,-1.1102230246251566e-17
2022-06-30,quarter_volatility2_validated,learned_order_extension,negative_high,high,True,0,0,0,
2022-06-30,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,True,4,1,0,-0.03664665816357239
2022-06-30,quarter_trend2_validated,learned_order_offset,negative_low,negative,False,5,0,0,-5.551115123125783e-18
2022-06-30,quarter_trend2_validated,learned_order_offset,negative_high,negative,False,0,0,0,
2022-06-30,quarter_trend2_validated,learned_order_offset,nonnegative_low,nonnegative,False,5,0,0,2.7755575615628914e-17
2022-06-30,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,False,4,0,0,2.7755575615628914e-17
2022-06-30,quarter_volatility2_validated,learned_order_offset,negative_low,low,False,5,0,0,-5.551115123125783e-18
2022-06-30,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,False,5,0,0,2.7755575615628914e-17
2022-06-30,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,0,0,0,
2022-06-30,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,4,0,0,2.7755575615628914e-17
2022-09-30,quarter_trend2_validated,learned_market,negative_low,negative,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_market,negative_high,negative,False,10,0,0,-3.8857805861880476e-17
2022-09-30,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,True,2,0,0,0.0005920309948947711
2022-09-30,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_market,negative_low,low,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_market,nonnegative_low,low,True,2,0,0,0.00020488786971104012
2022-09-30,quarter_volatility2_validated,learned_market,negative_high,high,False,10,0,0,-3.8857805861880476e-17
2022-09-30,quarter_volatility2_validated,learned_market,nonnegative_high,high,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,10,0,0,0.0
2022-09-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,True,2,0,0,0.0006755062221611707
2022-09-30,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,True,2,0,0,0.0005522064295530316
2022-09-30,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,10,0,0,0.0
2022-09-30,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,10,0,0,1.1102230246251566e-17
2022-09-30,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,True,2,0,0,0.0004235102289283643
2022-09-30,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_order_extension,negative_low,low,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,True,2,0,0,0.00019835957851249697
2022-09-30,quarter_volatility2_validated,learned_order_extension,negative_high,high,False,10,0,0,1.1102230246251566e-17
2022-09-30,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_order_offset,negative_low,negative,False,0,0,0,
2022-09-30,quarter_trend2_validated,learned_order_offset,negative_high,negative,False,10,0,0,1.1102230246251566e-17
2022-09-30,quarter_trend2_validated,learned_order_offset,nonnegative_low,nonnegative,True,2,0,0,0.00041329955284483133
2022-09-30,quarter_trend2_validated,learned_order_offset,nonnegative_high,nonnegative,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_order_offset,negative_low,low,True,0,0,0,
2022-09-30,quarter_volatility2_validated,learned_order_offset,nonnegative_low,low,True,2,0,0,0.0001928428664469406
2022-09-30,quarter_volatility2_validated,learned_order_offset,negative_high,high,False,10,0,0,1.1102230246251566e-17
2022-09-30,quarter_volatility2_validated,learned_order_offset,nonnegative_high,high,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_market,negative_low,negative,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_market,negative_high,negative,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_market,nonnegative_low,nonnegative,False,12,0,0,-2.312964634635743e-17
2022-12-31,quarter_trend2_validated,learned_market,nonnegative_high,nonnegative,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_market,negative_low,low,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_market,nonnegative_low,low,False,12,0,0,-2.312964634635743e-17
2022-12-31,quarter_volatility2_validated,learned_market,negative_high,high,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_market,nonnegative_high,high,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_vol_interaction,negative_low,negative,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_vol_interaction,negative_high,negative,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_vol_interaction,nonnegative_low,nonnegative,False,12,0,0,-1.9660199394403815e-17
2022-12-31,quarter_trend2_validated,learned_vol_interaction,nonnegative_high,nonnegative,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_vol_interaction,negative_low,low,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_vol_interaction,nonnegative_low,low,False,12,0,0,-1.9660199394403815e-17
2022-12-31,quarter_volatility2_validated,learned_vol_interaction,negative_high,high,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_vol_interaction,nonnegative_high,high,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_order_extension,negative_low,negative,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_order_extension,negative_high,negative,False,0,0,0,
2022-12-31,quarter_trend2_validated,learned_order_extension,nonnegative_low,nonnegative,False,12,0,0,0.0
2022-12-31,quarter_trend2_validated,learned_order_extension,nonnegative_high,nonnegative,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_order_extension,negative_low,low,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_order_extension,nonnegative_low,low,False,12,0,0,0.0
2022-12-31,quarter_volatility2_validated,learned_order_extension,negative_high,high,False,0,0,0,
2022-12-31,quarter_volatility2_validated,learned_order_extension,nonnegative_high,high,False,0,0,0,
