period,history,method,reference_history,n,changed_probability_weeks,recoveries,regressions,brier_difference
recent_2024_2026,quarter_trend2_validated,learned_order_extension,weekly_state_validated,125,20,0,1,0.000887459967117767
recent_2024_2026,quarter_trend2_validated,learned_order_offset,rolling5_annual20,125,12,0,0,-2.6645352591003758e-18
recent_2024_2026,quarter_trend2_validated,learned_order_offset,weekly_state_validated,125,15,0,1,0.0008916275671411534
recent_2024_2026,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,125,17,0,0,0.0006960914254889666
recent_2024_2026,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,125,21,0,1,0.0013825986452238748
recent_2024_2026,quarter_volatility2_validated,learned_market,rolling5_annual20,125,50,2,5,0.0006851197918790236
recent_2024_2026,quarter_volatility2_validated,learned_market,weekly_state_validated,125,50,2,4,0.0013599969252966902
recent_2024_2026,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,125,48,2,2,2.5571892144101825e-05
recent_2024_2026,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,125,48,1,2,0.0009130318592618722
recent_2024_2026,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,125,44,2,2,1.5210236739708339e-05
recent_2024_2026,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,125,44,1,2,0.0009068378038808643
recent_2024_2026,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,125,52,3,3,0.0009878662997340648
recent_2024_2026,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,125,52,2,3,0.001674373519468973
pooled_2021_2026,quarter_trend2_validated,learned_market,rolling5_annual20,272,62,2,1,-0.00012034127510315452
pooled_2021_2026,quarter_trend2_validated,learned_market,weekly_state_validated,272,66,0,0,0.0004692578512494554
pooled_2021_2026,quarter_trend2_validated,learned_order_extension,rolling5_annual20,272,62,1,0,-0.00044083682010279227
pooled_2021_2026,quarter_trend2_validated,learned_order_extension,weekly_state_validated,272,65,0,1,0.00028274337788896715
pooled_2021_2026,quarter_trend2_validated,learned_order_offset,rolling5_annual20,272,60,1,0,-0.0004437783758611373
pooled_2021_2026,quarter_trend2_validated,learned_order_offset,weekly_state_validated,272,63,0,1,0.0002855532792105929
pooled_2021_2026,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,272,64,1,1,-0.00011793355852936395
pooled_2021_2026,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,272,68,0,2,0.0004951355558547264
pooled_2021_2026,quarter_volatility2_validated,learned_market,rolling5_annual20,272,90,5,5,-0.0005147326147804047
pooled_2021_2026,quarter_volatility2_validated,learned_market,weekly_state_validated,272,90,3,4,7.486651157220528e-05
pooled_2021_2026,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,272,88,4,2,-0.000821015473670709
pooled_2021_2026,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,272,88,2,2,-9.743527567894968e-05
pooled_2021_2026,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,272,83,3,2,-0.00029050803217418224
pooled_2021_2026,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,272,83,1,2,0.00043882362289754786
pooled_2021_2026,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,272,89,4,3,0.00017625151308609267
pooled_2021_2026,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,272,89,2,3,0.0007893206274701832
year_2021,quarter_trend2_validated,learned_market,rolling5_annual20,50,9,0,0,7.494005416219807e-18
year_2021,quarter_trend2_validated,learned_market,weekly_state_validated,50,9,0,0,7.494005416219807e-18
year_2021,quarter_trend2_validated,learned_order_extension,rolling5_annual20,50,6,0,0,9.714451465470119e-18
year_2021,quarter_trend2_validated,learned_order_extension,weekly_state_validated,50,6,0,0,9.714451465470119e-18
year_2021,quarter_trend2_validated,learned_order_offset,rolling5_annual20,50,11,0,0,-1.4710455076283325e-17
year_2021,quarter_trend2_validated,learned_order_offset,weekly_state_validated,50,11,0,0,-1.4710455076283325e-17
year_2021,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,50,7,0,0,-8.326672684688674e-18
year_2021,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,50,7,0,0,-8.326672684688674e-18
year_2021,quarter_volatility2_validated,learned_market,rolling5_annual20,50,9,0,0,7.494005416219807e-18
year_2021,quarter_volatility2_validated,learned_market,weekly_state_validated,50,9,0,0,7.494005416219807e-18
year_2021,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,50,6,0,0,9.714451465470119e-18
year_2021,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,50,6,0,0,9.714451465470119e-18
year_2021,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,50,11,0,0,-1.4710455076283325e-17
year_2021,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,50,11,0,0,-1.4710455076283325e-17
year_2021,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,50,7,0,0,-8.326672684688674e-18
year_2021,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,50,7,0,0,-8.326672684688674e-18
year_2022,quarter_trend2_validated,learned_market,rolling5_annual20,49,10,0,0,2.4164530403867922e-05
year_2022,quarter_trend2_validated,learned_market,weekly_state_validated,49,10,0,0,2.4164530403867922e-05
year_2022,quarter_trend2_validated,learned_order_extension,rolling5_annual20,49,15,0,0,1.7286131792987948e-05
year_2022,quarter_trend2_validated,learned_order_extension,weekly_state_validated,49,15,0,0,1.7286131792987948e-05
year_2022,quarter_trend2_validated,learned_order_offset,rolling5_annual20,49,13,0,0,1.6869369503875197e-05
year_2022,quarter_trend2_validated,learned_order_offset,weekly_state_validated,49,13,0,0,1.6869369503875197e-05
year_2022,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,49,11,0,0,2.7571682537194607e-05
year_2022,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,49,11,0,0,2.7571682537194607e-05
year_2022,quarter_volatility2_validated,learned_market,rolling5_annual20,49,13,1,0,-0.0031132174803422392
year_2022,quarter_volatility2_validated,learned_market,weekly_state_validated,49,13,1,0,-0.0031132174803422392
year_2022,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,49,17,1,0,-0.0029834676223931614
year_2022,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,49,17,1,0,-0.0029834676223931614
year_2022,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,49,13,0,0,7.871137406002107e-06
year_2022,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,49,13,0,0,7.871137406002107e-06
year_2022,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,49,11,0,0,2.253903794094403e-05
year_2022,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,49,11,0,0,2.253903794094403e-05
year_2023,quarter_trend2_validated,learned_market,rolling5_annual20,48,27,2,0,-0.0024591796158089387
year_2023,quarter_trend2_validated,learned_market,weekly_state_validated,48,27,0,0,-0.000875610434752655
year_2023,quarter_trend2_validated,learned_order_extension,rolling5_annual20,48,24,1,0,-0.0025157215734544994
year_2023,quarter_trend2_validated,learned_order_extension,weekly_state_validated,48,24,0,0,-0.0007265274492037231
year_2023,quarter_trend2_validated,learned_order_offset,rolling5_annual20,48,24,1,0,-0.002531964944581628
year_2023,quarter_trend2_validated,learned_order_offset,weekly_state_validated,48,24,0,0,-0.0007210323552719177
year_2023,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,48,29,1,1,-0.0025091743448006237
year_2023,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,48,29,0,1,-0.0008228952480171019
year_2023,quarter_volatility2_validated,learned_market,rolling5_annual20,48,18,2,0,-0.0015229080972578891
year_2023,quarter_volatility2_validated,learned_market,weekly_state_validated,48,18,0,0,6.066108379839449e-05
year_2023,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,48,17,1,0,-0.0016733912887329412
year_2023,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,48,17,0,0,0.00011580283551783511
year_2023,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,48,15,1,0,-0.001693857293265302
year_2023,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,48,15,0,0,0.00011707529604440836
year_2023,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,48,19,1,0,-0.00159681851596764
year_2023,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,48,19,0,0,8.946058081588162e-05
year_2024,quarter_trend2_validated,learned_market,rolling5_annual20,47,5,0,0,-5.3148974583119196e-18
year_2024,quarter_trend2_validated,learned_market,weekly_state_validated,47,9,0,0,0.002523832698035737
year_2024,quarter_trend2_validated,learned_order_extension,rolling5_annual20,47,6,0,0,0.0
year_2024,quarter_trend2_validated,learned_order_extension,weekly_state_validated,47,9,0,1,0.00236026586999407
year_2024,quarter_trend2_validated,learned_order_offset,rolling5_annual20,47,6,0,0,-3.543264972207946e-18
year_2024,quarter_trend2_validated,learned_order_offset,weekly_state_validated,47,9,0,1,0.0023713499126094537
year_2024,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,47,7,0,0,7.677074106450551e-18
year_2024,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,47,11,0,1,0.002590984884236045
year_2024,quarter_volatility2_validated,learned_market,rolling5_annual20,47,27,1,2,-0.0008177738702531285
year_2024,quarter_volatility2_validated,learned_market,weekly_state_validated,47,27,1,2,0.0017060588277826136
year_2024,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,47,30,2,2,-0.0008303935798479662
year_2024,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,47,30,1,2,0.0015298722901461038
year_2024,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,47,29,2,2,-0.0008673173228439332
year_2024,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,47,29,1,2,0.0015040325897655242
year_2024,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,47,27,3,2,-0.00014282424240377823
year_2024,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,47,27,2,2,0.002448160641832259
year_2025,quarter_trend2_validated,learned_market,rolling5_annual20,48,5,0,0,4.04768811061255e-18
year_2025,quarter_trend2_validated,learned_market,weekly_state_validated,48,5,0,0,4.04768811061255e-18
year_2025,quarter_trend2_validated,learned_order_extension,rolling5_annual20,48,6,0,0,-1.1564823173178714e-17
year_2025,quarter_trend2_validated,learned_order_extension,weekly_state_validated,48,6,0,0,-1.1564823173178714e-17
year_2025,quarter_trend2_validated,learned_order_offset,rolling5_annual20,48,3,0,0,-5.782411586589357e-19
year_2025,quarter_trend2_validated,learned_order_offset,weekly_state_validated,48,3,0,0,-5.782411586589357e-19
year_2025,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,48,5,0,0,2.8912057932946786e-18
year_2025,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,48,5,0,0,2.8912057932946786e-18
year_2025,quarter_volatility2_validated,learned_market,rolling5_annual20,48,12,0,0,0.0006492434907546182
year_2025,quarter_volatility2_validated,learned_market,weekly_state_validated,48,12,0,0,0.0006492434907546182
year_2025,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,48,13,0,0,0.0008796871827263958
year_2025,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,48,13,0,0,0.0008796871827263958
year_2025,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,48,12,0,0,0.0008888582034610112
year_2025,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,48,12,0,0,0.0008888582034610112
year_2025,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,48,14,0,0,0.000630081981425981
year_2025,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,48,14,0,0,0.000630081981425981
year_2026,quarter_trend2_validated,learned_market,rolling5_annual20,30,6,0,1,0.0028041244246993723
year_2026,quarter_trend2_validated,learned_market,weekly_state_validated,30,6,0,0,0.0016621079203503197
year_2026,quarter_trend2_validated,learned_order_extension,rolling5_annual20,30,5,0,0,4.625929269271485e-18
year_2026,quarter_trend2_validated,learned_order_extension,weekly_state_validated,30,5,0,0,4.625929269271485e-18
year_2026,quarter_trend2_validated,learned_order_offset,rolling5_annual20,30,3,0,0,-4.625929269271485e-18
year_2026,quarter_trend2_validated,learned_order_offset,weekly_state_validated,30,3,0,0,-4.625929269271485e-18
year_2026,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,30,5,0,0,0.002900380939537344
year_2026,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,30,5,0,0,0.0017016180364630032
year_2026,quarter_volatility2_validated,learned_market,rolling5_annual20,30,11,1,3,0.0030970552776851106
year_2026,quarter_volatility2_validated,learned_market,weekly_state_validated,30,11,1,2,0.001955038773336058
year_2026,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,30,5,0,0,4.625929269271485e-18
year_2026,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,30,5,0,0,4.625929269271485e-18
year_2026,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,30,3,0,0,-4.625929269271485e-18
year_2026,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,30,3,0,0,-4.625929269271485e-18
year_2026,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,30,11,0,1,0.00333173639170962
year_2026,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,30,11,0,1,0.0021329734886352796
